filename	gt_iou	seg_iou	seg_f1	seg_precision	seg_recall	gt_fg_ssim	gt_fg_psnr	ng_fg_ssim	ng_fg_psnr	ng_iou	ng_topo_q	topo_preservation	ng_psnr	ng_ssim	ng_bytes	graph_n_components	graph_n_cycles	graph_n_junctions	graph_n_endpoints	graph_mean_degree	graph_complexity	n_nodes	n_edges	total_edge_length	mean_width_px	mean_curvature	delta_gt_iou	delta_gt_fg_psnr	delta_gt_fg_ssim	delta_fg_ssim	delta_iou	total_time_ms	ng_n_components	ng_n_cycles	ng_euler_characteristic	ng_n_junctions	ng_n_endpoints	ng_mean_degree	ng_graph_complexity	ng_seg_beta_0	ng_seg_beta_1	graph_n_nodes	graph_n_edges	graph_n_sampled	graph_mean_edge_length	graph_mean_width	graph_total_edge_length	graph_mean_curvature	png_bytes	ng_vs_png	ng_vs_raw	image_shape	image_pixels	image_type	segmenter	n_points	n_structures	jpeg_quality	jpeg_bytes	jpeg_psnr	jpeg_ssim	jpeg_fg_psnr	jpeg_fg_ssim	jpeg_iou	jpeg_topo_q	jpeg_beta_0	jpeg_beta_1	jpeg_betti_preservation	webp_quality	webp_bytes	webp_psnr	webp_ssim	webp_fg_ssim	webp_fg_psnr	webp_topo_q	webp_iou	jp2_bytes	jp2_psnr	jp2_ssim	jp2_fg_ssim	jp2_fg_psnr	jp2_topo_q	jp2_iou	delta_fg_psnr	delta_topo_q	delta_psnr	delta_ssim	gt_available	gt_topology_q	recon_topology_q	jpeg_gt_iou	jpeg_gt_fg_psnr	jpeg_gt_fg_ssim	stem
7249.png	0.604523	0.606000	0.754670	0.609249	0.991276	0.998978	28.050611	0.997104	28.318604	0.451052	0.270787	0.399620	30.476580	0.555192	2602	4	21	45	21	2.096591	5.250000	352	369	696.342937	4.020127	0.031302	-0.005578	-0.210474	-0.000064	-0.000283	-0.002214	683.229685	4	21	-17	45	21	2.096591	5.250000	4	0	352	369	286	1.887108	4.020127	696.342937	0.031302	45624	17.534204	25.186779	256x256	65536	sparse	Meijering	352	4	29	2586	31.036036	0.618403	28.670887	0.997387	0.453266	0.306604	13	4	0.000000	35	2454	31.291314	0.662016	0.997085	28.246942	0.291071	0.427184	3640	31.455945	0.669072	0.998094	30.140264	0.332547	0.436851	-0.352282	-0.035817	-0.559457	-0.063211	True	0.677612	0.270787	0.610101	28.261085	0.999042	7249
7250.png	0.617693	0.504540	0.670690	0.507999	0.986684	0.998972	27.987320	0.995989	28.598138	0.500651	0.463130	0.623040	31.277704	0.590164	2471	6	18	39	25	2.070175	3.000000	342	354	713.989870	4.562803	0.033065	0.002107	-0.357820	-0.000180	-0.000506	0.008965	729.734421	6	18	-12	39	25	2.070175	3.000000	6	1	342	354	278	2.016921	4.562803	713.989870	0.033065	44906	18.173209	26.522056	256x256	65536	sparse	Meijering	342	6	31	2469	31.722703	0.642785	29.034643	0.996495	0.491686	0.506714	9	7	0.000000	40	2272	31.999157	0.676917	0.996415	29.020907	0.540447	0.476888	3534	32.157193	0.694403	0.997825	31.229827	0.293548	0.504235	-0.436505	-0.043584	-0.444999	-0.052621	True	0.743339	0.463130	0.615586	28.345140	0.999152	7250
7251.png	0.736257	0.419041	0.590598	0.419313	0.998457	0.999488	27.489632	0.997033	28.457583	0.489479	0.748421	1.032691	31.545811	0.611601	2427	4	6	17	15	2.012903	1.500000	310	312	539.088434	4.958599	0.018646	-0.007638	-0.121403	-0.000035	-0.000203	0.006977	723.890305	4	6	-2	17	15	2.012903	1.500000	4	0	310	312	278	1.727848	4.958599	539.088434	0.018646	44830	18.471364	27.002884	256x256	65536	sparse	Otsu	310	4	30	2387	31.860479	0.654127	28.761798	0.997235	0.482502	0.574007	6	1	0.250000	41	2372	32.197086	0.694537	0.997107	28.805122	0.739460	0.477641	3790	32.415584	0.708988	0.998509	31.505306	0.557361	0.476669	-0.304214	0.174414	-0.314668	-0.042526	True	0.724729	0.748421	0.743895	27.611035	0.999523	7251
7252.png	0.785774	0.499309	0.666052	0.499539	0.999078	0.999438	27.648247	0.997978	28.373622	0.483410	0.476909	0.869608	30.796058	0.554471	1962	4	10	26	17	2.045627	2.500000	263	269	506.140573	4.441137	0.032694	0.000356	0.161022	0.000029	0.000029	-0.009677	641.320229	4	10	-6	26	17	2.045627	2.500000	4	0	263	269	220	1.881563	4.441137	506.140573	0.032694	45467	23.173802	33.402650	256x256	65536	sparse	Meijering	263	4	23	1881	30.879887	0.588256	28.312492	0.997949	0.493088	0.541594	4	1	0.500000	31	1888	31.266112	0.631997	0.997731	27.890376	0.607414	0.496313	4501	31.949858	0.708683	0.999039	31.594455	0.590165	0.481567	0.061129	-0.064685	-0.083829	-0.033785	True	0.548419	0.476909	0.785418	27.487225	0.999410	7252
7253.png	0.540897	0.320273	0.485162	0.325539	0.951923	0.999460	27.564320	0.996979	28.670581	0.295770	0.282513	0.486212	31.149056	0.581839	2603	9	30	69	38	2.114441	3.333333	367	388	708.277254	3.883539	0.040464	0.001302	-0.703360	-0.000172	-0.000484	0.026862	724.266768	9	30	-21	69	38	2.114441	3.333333	9	1	367	388	260	1.825457	3.883539	708.277254	0.040464	44924	17.258548	25.177103	256x256	65536	sparse	Meijering	367	9	32	2584	31.685229	0.640242	29.257682	0.997463	0.268908	0.352273	7	1	0.888889	43	2544	32.044705	0.686172	0.997626	29.490495	0.339660	0.265985	3539	32.085495	0.688927	0.998378	31.351908	0.280422	0.275849	-0.587101	-0.069760	-0.536172	-0.058402	True	0.581048	0.282513	0.539595	28.267681	0.999632	7253
7254.png	0.767457	0.444984	0.615902	0.451408	0.969010	0.999329	27.472519	0.997366	28.259369	0.477313	0.484623	0.704315	31.242519	0.592118	2553	6	16	40	24	2.057803	2.666667	346	356	664.222469	4.031547	0.028322	-0.008175	-0.372154	-0.000121	-0.000379	0.004073	690.048695	6	16	-10	40	24	2.057803	2.666667	6	0	346	356	282	1.865793	4.031547	664.222469	0.028322	44986	17.620838	25.670192	256x256	65536	sparse	Meijering	346	6	31	2521	31.674615	0.643008	28.758274	0.997744	0.473239	0.599884	5	2	0.000000	40	2374	31.972688	0.682199	0.997623	28.627927	0.553657	0.466737	3646	32.098275	0.693409	0.998574	30.984938	0.359467	0.460049	-0.498905	-0.115260	-0.432096	-0.050890	True	0.688077	0.484623	0.775632	27.844673	0.999451	7254
7255.png	0.716558	0.454815	0.625255	0.457185	0.988728	0.999281	27.417654	0.997122	28.096334	0.419859	0.322190	0.494303	30.562735	0.550812	2420	7	22	55	30	2.093458	3.142857	321	336	663.531460	4.068566	0.038178	-0.017942	-0.156819	-0.000089	-0.000295	-0.002016	678.435087	7	22	-15	55	30	2.093458	3.142857	7	0	321	336	236	1.974796	4.068566	663.531460	0.038178	45536	18.816529	27.080992	256x256	65536	sparse	Meijering	321	7	27	2322	31.007008	0.606857	28.403087	0.997416	0.421875	0.595458	4	0	0.785714	35	2382	31.323417	0.658100	0.997214	28.048322	0.394984	0.406471	3846	31.590697	0.679615	0.998453	30.671619	0.349491	0.407063	-0.306753	-0.273268	-0.444273	-0.056046	True	0.651808	0.322190	0.734500	27.574472	0.999370	7255
7256.png	0.496073	0.488710	0.656555	0.496501	0.968892	0.998962	28.255128	0.996851	28.857153	0.368380	0.257062	0.367859	31.519645	0.603761	2021	4	15	35	18	2.080000	3.750000	275	286	519.636118	4.992831	0.030325	-0.002602	-0.732718	-0.000267	-0.000336	0.000962	670.580387	4	15	-11	35	18	2.080000	3.750000	4	0	275	286	222	1.816910	4.992831	519.636118	0.030325	44562	22.049480	32.427511	256x256	65536	sparse	Meijering	275	4	27	1928	31.930364	0.637171	29.318493	0.997187	0.367418	0.349491	10	2	0.000000	40	1998	32.278548	0.677178	0.997046	29.301988	0.350791	0.365579	4590	32.855919	0.741172	0.998485	32.098274	0.257769	0.371650	-0.461340	-0.092429	-0.410719	-0.033410	True	0.698806	0.257062	0.498675	28.987846	0.999228	7256
7257.png	0.620299	0.451793	0.622393	0.467243	0.931802	0.999082	27.391084	0.996940	28.388370	0.471813	0.306299	0.421840	30.254182	0.532722	2465	5	31	73	33	2.155689	6.200000	334	360	714.622464	4.364319	0.041322	0.005569	-0.745429	-0.000261	-0.000167	0.018250	692.585707	5	31	-26	73	33	2.155689	6.200000	5	0	334	360	228	1.985062	4.364319	714.622464	0.041322	45763	18.565112	26.586613	256x256	65536	sparse	Meijering	334	5	27	2372	30.755277	0.596149	28.620826	0.997107	0.453564	0.441344	9	4	0.000000	32	2300	30.999794	0.638917	0.996687	28.111493	0.252484	0.430461	3666	31.256735	0.661457	0.998001	30.223814	0.118783	0.469070	-0.232456	-0.135045	-0.501095	-0.063428	True	0.726102	0.306299	0.614729	28.136513	0.999343	7257
7258.png	0.747457	0.467963	0.637568	0.471571	0.983914	0.999303	27.068319	0.997570	27.877662	0.455915	0.436357	0.663482	30.035190	0.530632	2523	5	14	35	22	2.055215	2.800000	326	335	602.530970	4.494725	0.035161	-0.007498	-0.294485	-0.000158	-0.000251	-0.003449	679.804564	5	14	-9	35	22	2.055215	2.800000	5	0	326	335	269	1.798600	4.494725	602.530970	0.035161	46114	18.277447	25.975426	256x256	65536	sparse	Meijering	326	5	26	2405	30.551810	0.593779	28.153996	0.997821	0.459364	0.421124	9	1	0.100000	29	2504	30.772239	0.644731	0.997456	27.478714	0.510458	0.438484	3508	31.015289	0.646784	0.998658	30.320162	0.611968	0.451654	-0.276334	0.015233	-0.516620	-0.063147	True	0.657677	0.436357	0.754955	27.362804	0.999461	7258
7259.png	0.606804	0.468813	0.638356	0.469190	0.998286	0.999145	27.626049	0.997379	28.371052	0.347966	0.266553	0.490095	30.718617	0.553964	2284	7	12	36	25	2.031847	1.714286	314	319	581.145442	4.183858	0.034404	-0.018196	-0.146909	-0.000061	-0.000232	-0.014499	679.674625	7	12	-5	36	25	2.031847	1.714286	7	0	314	319	253	1.821773	4.183858	581.145442	0.034404	45422	19.887040	28.693520	256x256	65536	sparse	Meijering	314	7	26	2091	31.093297	0.600770	28.594855	0.997611	0.362465	0.303872	9	1	0.357143	35	2138	31.358437	0.648053	0.997493	28.447629	0.324296	0.363527	4098	31.788896	0.693968	0.998547	31.023426	0.223791	0.356826	-0.223803	-0.037319	-0.374680	-0.046806	True	0.543880	0.266553	0.625000	27.772958	0.999206	7259
7260.png	0.722826	0.495991	0.663094	0.497623	0.993431	0.999306	27.564214	0.997558	28.327221	0.426325	0.417252	0.779267	31.317161	0.593489	2330	5	12	30	20	2.044586	2.400000	314	321	542.108207	4.414318	0.033209	0.006205	-0.346583	-0.000071	-0.000300	0.005850	609.590530	5	12	-7	30	20	2.044586	2.400000	5	0	314	321	264	1.688811	4.414318	542.108207	0.033209	44960	19.296137	28.127039	256x256	65536	sparse	Meijering	314	5	29	2239	31.692372	0.636380	28.757605	0.997858	0.420475	0.306119	11	0	0.400000	41	2276	32.031583	0.680217	0.997850	28.898742	0.435887	0.413528	3910	32.248090	0.704786	0.998626	31.159913	0.409430	0.412431	-0.430384	0.111133	-0.375211	-0.042891	True	0.535441	0.417252	0.716621	27.910797	0.999377	7260
7261.png	0.673016	0.428331	0.599764	0.432267	0.979183	0.999370	27.133086	0.996509	28.110246	0.453433	0.344972	0.564665	30.421383	0.546443	2533	4	29	66	29	2.147493	7.250000	339	364	723.130543	4.405677	0.030246	0.002098	-0.642973	-0.000143	-0.000239	0.007556	767.504454	4	29	-25	66	29	2.147493	7.250000	4	0	339	364	244	1.986622	4.405677	723.130543	0.030246	45701	18.042242	25.872878	256x256	65536	sparse	Meijering	339	4	27	2319	30.955036	0.604604	28.525277	0.996748	0.445877	0.593430	6	6	0.000000	33	2426	31.205131	0.655139	0.996388	28.164295	0.500569	0.441236	3550	31.389457	0.663477	0.997708	30.281506	0.417252	0.456337	-0.415030	-0.248459	-0.533653	-0.058161	True	0.610932	0.344972	0.670918	27.776059	0.999513	7261
7262.png	0.676179	0.594153	0.745416	0.603315	0.975078	0.998698	28.149965	0.997067	28.702954	0.481042	0.456649	0.687949	31.697059	0.611497	2316	5	21	47	21	2.101587	4.200000	315	331	611.700186	4.261034	0.034545	-0.011100	-0.514908	-0.000210	-0.000405	-0.003550	670.305252	5	21	-16	47	21	2.101587	4.200000	5	1	315	331	247	1.848037	4.261034	611.700186	0.034545	44541	19.231865	28.297064	256x256	65536	sparse	Meijering	315	5	31	2259	32.104402	0.651784	29.228852	0.997472	0.484592	0.681458	5	10	0.000000	42	2280	32.396857	0.694841	0.997450	29.379254	0.627183	0.472650	3839	32.646538	0.718147	0.998399	31.719397	0.399966	0.455735	-0.525898	-0.224809	-0.407343	-0.040287	True	0.663784	0.456649	0.687279	28.664873	0.998908	7262
7263.png	0.615894	0.478143	0.646951	0.480747	0.988800	0.999358	27.628593	0.997831	28.271497	0.366356	0.415306	0.751733	31.598495	0.607756	2226	4	9	25	17	2.033898	2.250000	295	300	528.440070	4.507840	0.023002	-0.000736	-0.188514	-0.000062	-0.000291	-0.001983	640.368462	4	9	-5	25	17	2.033898	2.250000	4	0	295	300	253	1.761467	4.507840	528.440070	0.023002	44795	20.123540	29.441150	256x256	65536	sparse	Meijering	295	4	29	2211	31.926820	0.645006	28.664684	0.998122	0.368339	0.453379	5	0	0.875000	43	2210	32.275738	0.683106	0.998131	29.022141	0.411395	0.356671	3993	32.527553	0.715353	0.998849	31.483112	0.384742	0.360949	-0.393187	-0.038073	-0.328325	-0.037249	True	0.552465	0.415306	0.616630	27.817107	0.999420	7263
7264.png	0.616450	0.364394	0.534148	0.366058	0.987680	0.999504	27.133604	0.996891	28.401373	0.382074	0.322190	0.530430	31.643864	0.607553	2195	6	22	42	21	2.104918	3.666667	305	321	565.235436	4.741305	0.025899	-0.011891	-0.778602	-0.000135	-0.000492	-0.011993	728.972673	6	22	-16	42	21	2.104918	3.666667	6	1	305	321	242	1.760858	4.741305	565.235436	0.025899	44597	20.317540	29.856948	256x256	65536	sparse	Meijering	305	6	29	2129	32.015419	0.647458	28.997767	0.997383	0.394066	0.300577	8	1	0.833333	40	1974	32.263159	0.677332	0.997457	29.093876	0.295312	0.368301	4154	32.684814	0.727483	0.998558	31.791586	0.258123	0.385345	-0.596394	0.021613	-0.371555	-0.039906	True	0.607414	0.322190	0.628340	27.912206	0.999638	7264
7265.png	0.667959	0.472433	0.641704	0.473412	0.995643	0.999233	28.072411	0.996738	28.377740	0.413163	0.283469	0.514770	30.457257	0.545833	2438	7	22	61	34	2.089552	3.142857	335	350	682.320399	4.030970	0.043039	0.016571	-0.044223	-0.000024	-0.000346	0.005845	700.303316	7	22	-15	61	34	2.089552	3.142857	7	0	335	350	240	1.949487	4.030970	682.320399	0.043039	45603	18.705086	26.881050	256x256	65536	sparse	Meijering	335	7	27	2265	30.994513	0.602471	28.785662	0.997084	0.407318	0.338157	11	4	0.000000	34	2424	31.259435	0.655785	0.996764	28.357769	0.221657	0.359186	3666	31.458335	0.669919	0.998048	30.587579	0.167420	0.398142	-0.407922	-0.054689	-0.537256	-0.056639	True	0.550671	0.283469	0.651388	28.116634	0.999258	7265
7266.png	0.775318	0.565855	0.722743	0.566870	0.996847	0.999196	26.809084	0.997348	27.692034	0.581570	0.446464	0.762903	31.086540	0.588983	2315	4	8	20	14	2.028470	2.000000	281	285	566.056095	4.539587	0.033035	-0.000659	-0.017449	-0.000038	-0.000113	0.010398	677.633286	4	8	-4	20	14	2.028470	2.000000	4	0	281	285	247	1.986162	4.539587	566.056095	0.033035	45309	19.571922	28.309287	256x256	65536	sparse	Otsu	281	4	27	2181	31.367749	0.625507	27.735091	0.997461	0.571172	0.415793	8	5	0.000000	35	2110	31.593607	0.666334	0.997314	27.525491	0.489022	0.566870	4025	32.042526	0.698674	0.998788	31.276004	0.476647	0.566870	-0.043058	0.030671	-0.281209	-0.036524	True	0.585217	0.446464	0.775978	26.826533	0.999233	7266
7267.png	0.710397	0.559536	0.717567	0.561644	0.993337	0.998970	28.072714	0.996094	28.156162	0.498302	0.444159	0.596491	30.796508	0.599990	2516	4	12	27	15	2.046110	3.000000	347	355	666.278956	4.604233	0.026972	-0.022129	-0.806787	-0.000212	-0.000859	-0.013852	820.804596	4	12	-8	27	15	2.046110	3.000000	4	1	347	355	305	1.876842	4.604233	666.278956	0.026972	44738	17.781399	26.047695	256x256	65536	sparse	Otsu	347	4	31	2504	31.834510	0.649062	29.355118	0.996953	0.512153	0.541594	8	8	0.000000	42	2418	32.203835	0.693584	0.996806	29.143082	0.426148	0.539726	3716	32.374355	0.708063	0.998096	31.219262	0.427974	0.523109	-1.198956	-0.097435	-1.038002	-0.049072	True	0.744619	0.444159	0.732526	28.879501	0.999182	7267
7268.png	0.708877	0.604184	0.753260	0.617273	0.966094	0.997862	27.798198	0.995964	28.280896	0.524247	0.467408	0.670025	30.764044	0.571125	2767	5	22	58	32	2.092896	4.400000	366	383	772.274464	4.398180	0.043106	0.026806	-0.437126	-0.000220	-0.000499	0.028577	734.768629	5	22	-17	58	32	2.092896	4.400000	5	0	366	383	276	2.016382	4.398180	772.274464	0.043106	45398	16.406939	23.684857	256x256	65536	sparse	Meijering	366	5	31	2760	31.310980	0.634809	28.831437	0.996463	0.495670	0.482287	12	11	0.000000	41	2756	31.692722	0.683391	0.996488	28.967101	0.385328	0.523851	3038	31.549407	0.657214	0.997305	30.256150	0.332253	0.498273	-0.550541	-0.014878	-0.546936	-0.063685	True	0.697599	0.467408	0.682071	28.235324	0.998083	7268
7269.png	0.657526	0.360248	0.529680	0.366584	0.954220	0.999243	27.311641	0.996255	28.335091	0.324213	0.253056	0.345929	30.057523	0.537282	3523	14	34	88	52	2.078585	2.428571	509	529	965.177298	3.347163	0.044755	0.015324	-1.290982	-0.000255	-0.000925	0.020093	713.696003	14	34	-20	88	52	2.078585	2.428571	14	1	509	529	369	1.824532	3.347163	965.177298	0.044755	45739	12.982969	18.602328	256x256	65536	sparse	Meijering	509	14	35	3435	31.074474	0.635183	29.399232	0.997180	0.304121	0.278306	13	1	0.964286	41	3388	31.481095	0.697556	0.996992	29.179698	0.382590	0.265659	605	30.245416	0.538002	0.995576	27.481812	0.391951	0.330860	-1.064142	-0.025250	-1.016951	-0.097901	True	0.731526	0.253056	0.642202	28.602623	0.999499	7269
7270.png	0.637952	0.527368	0.690558	0.528481	0.996024	0.999120	27.991364	0.997388	28.541348	0.425457	0.267774	0.476048	31.178856	0.588043	2422	6	9	23	21	2.018692	1.500000	321	324	614.998663	4.224517	0.028176	-0.011657	-0.116591	-0.000071	-0.000232	-0.007384	629.983902	6	9	-3	23	21	2.018692	1.500000	6	0	321	324	277	1.898144	4.224517	614.998663	0.028176	45065	18.606524	27.058629	256x256	65536	sparse	Meijering	321	6	29	2402	31.558591	0.636763	28.851461	0.997620	0.432841	0.311147	11	0	0.583333	40	2384	31.917489	0.680193	0.997573	28.775657	0.272733	0.415612	3699	32.061185	0.694398	0.998570	31.152694	0.226510	0.425308	-0.310113	-0.043372	-0.379735	-0.048720	True	0.562495	0.267774	0.649609	28.107955	0.999191	7270
7272.png	0.621341	0.467570	0.637203	0.470281	0.987820	0.998889	28.802787	0.994907	29.221353	0.517811	0.440102	0.753815	31.196772	0.589655	2608	5	15	35	22	2.054201	3.000000	369	379	703.200292	4.567587	0.037939	-0.005490	-0.122125	-0.000074	-0.000502	-0.002896	734.623194	5	15	-10	35	22	2.054201	3.000000	5	0	369	379	312	1.855410	4.567587	703.200292	0.037939	44984	17.248466	25.128834	256x256	65536	sparse	Otsu	369	5	31	2503	31.690338	0.642019	29.739613	0.995408	0.520707	0.525481	11	11	0.000000	40	2322	31.939057	0.676016	0.995212	29.380241	0.256000	0.460409	3658	32.113353	0.696198	0.996941	31.376837	0.113796	0.486947	-0.518260	-0.085380	-0.493566	-0.052364	True	0.583832	0.440102	0.626830	28.924912	0.998962	7272
7273.png	0.692262	0.615006	0.761615	0.622148	0.981675	0.998655	28.134110	0.996646	28.327615	0.523653	0.332189	0.639989	30.167280	0.521342	2153	5	15	37	23	2.069444	3.000000	288	298	645.060518	4.363751	0.033765	-0.017280	0.010435	-0.000029	-0.000101	-0.012963	715.319395	5	15	-10	37	23	2.069444	3.000000	5	0	288	298	228	2.164633	4.363751	645.060518	0.033765	45902	21.320019	30.439387	256x256	65536	sparse	Meijering	288	5	24	2032	30.577688	0.573117	28.547740	0.996748	0.536616	0.399504	12	11	0.000000	29	2136	30.825423	0.621109	0.996147	27.979669	0.040717	0.540621	4368	31.387798	0.688055	0.998082	30.665682	0.031649	0.460177	-0.220125	-0.067315	-0.410408	-0.051775	True	0.519054	0.332189	0.709541	28.123675	0.998684	7273
7274.png	0.620018	0.309796	0.473044	0.310441	0.993341	0.999605	27.929354	0.996745	28.439510	0.320055	0.317505	0.630703	30.430480	0.542307	2754	13	24	59	41	2.054726	1.846154	402	413	774.104930	3.828879	0.043287	0.014612	-0.291845	-0.000029	-0.000638	0.014924	710.407019	13	24	-11	59	41	2.054726	1.846154	13	1	402	413	302	1.874346	3.828879	774.104930	0.043287	45542	16.536674	23.796659	256x256	65536	sparse	Meijering	402	13	31	2699	31.130507	0.617737	29.216003	0.997383	0.305132	0.352735	8	3	0.000000	37	2688	31.419778	0.666365	0.997268	29.085804	0.232499	0.304122	3260	31.363828	0.652119	0.997979	30.329352	0.379668	0.293588	-0.776493	-0.035230	-0.700027	-0.075430	True	0.503415	0.317505	0.605405	28.221200	0.999633	7274
7275.png	0.712215	0.512731	0.677888	0.515116	0.991051	0.999325	27.586052	0.997782	28.268363	0.440744	0.448043	0.742935	31.054090	0.577617	2241	5	13	27	19	2.051780	2.600000	309	317	533.741538	4.263675	0.021817	0.009252	0.032981	-0.000038	-0.000209	0.002759	634.492397	5	13	-8	27	19	2.051780	2.600000	5	0	309	317	263	1.683727	4.263675	533.741538	0.021817	45202	20.170460	29.244087	256x256	65536	sparse	Meijering	309	5	27	2233	31.342595	0.620883	28.373316	0.997991	0.437984	0.399504	8	0	0.700000	35	2068	31.602754	0.655825	0.997740	27.981335	0.454315	0.436047	4226	32.112694	0.708538	0.998839	30.984745	0.350082	0.431783	-0.104953	0.048539	-0.288506	-0.043266	True	0.603072	0.448043	0.702963	27.553071	0.999362	7275
7276.png	0.690544	0.491008	0.658625	0.492847	0.992455	0.999077	27.446071	0.996268	28.220715	0.500508	0.339440	0.597300	30.207936	0.535257	2312	4	12	32	20	2.054608	3.000000	293	301	644.098309	4.970664	0.028207	-0.007103	0.084657	-0.000020	-0.000069	0.014132	640.605688	4	12	-8	32	20	2.054608	3.000000	4	0	293	301	241	2.139861	4.970664	644.098309	0.028207	45914	19.858997	28.346021	256x256	65536	sparse	Otsu	293	4	25	2188	30.660472	0.588852	28.264673	0.996337	0.486376	0.434475	10	8	0.000000	30	2194	30.895928	0.633964	0.995979	27.891134	0.334537	0.480259	4018	31.340555	0.674149	0.997915	30.779478	0.232154	0.493542	-0.043958	-0.095035	-0.452536	-0.053595	True	0.568289	0.339440	0.697647	27.361414	0.999097	7276
7277.png	0.700551	0.412390	0.583961	0.415642	0.981385	0.999242	27.907813	0.996471	28.699771	0.449481	0.345763	0.532466	30.462535	0.546569	2722	6	41	81	32	2.182768	6.833333	383	418	725.089286	4.333176	0.035591	0.011818	-0.469648	-0.000123	-0.000460	0.036362	598.976374	6	41	-35	81	32	2.182768	6.833333	6	2	383	418	270	1.734663	4.333176	725.089286	0.035591	45572	16.742101	24.076414	256x256	65536	sparse	Meijering	383	6	30	2643	31.053060	0.617421	29.196481	0.996931	0.413119	0.387374	12	6	0.000000	36	2692	31.308272	0.668159	0.996402	28.624180	0.113441	0.416433	3529	31.408043	0.665407	0.997574	30.385231	0.145201	0.414847	-0.496709	-0.041611	-0.590525	-0.070852	True	0.649362	0.345763	0.688733	28.377461	0.999365	7277
7278.png	0.561346	0.545845	0.706209	0.549274	0.988693	0.998897	27.489968	0.997317	28.287816	0.372695	0.329680	0.490533	31.699529	0.615089	2192	4	7	17	12	2.020339	1.750000	295	298	537.523330	4.443266	0.016166	0.020351	-0.486409	-0.000159	-0.000251	0.027976	598.235607	4	7	-3	17	12	2.020339	1.750000	4	1	295	298	266	1.803770	4.443266	537.523330	0.016166	44626	20.358577	29.897810	256x256	65536	sparse	Otsu	295	4	29	2172	32.020750	0.651228	28.734847	0.997568	0.344719	0.280422	11	1	0.125000	42	2138	32.336684	0.687181	0.997762	29.186551	0.194265	0.324696	4220	32.772199	0.729655	0.998775	32.011124	0.212498	0.361995	-0.447030	0.049258	-0.321221	-0.036140	True	0.672085	0.329680	0.540995	27.976377	0.999056	7278
7279.png	0.686775	0.340821	0.508376	0.340968	0.998734	0.999562	27.889609	0.997337	28.628501	0.286393	0.358107	0.784206	30.881375	0.558614	2314	9	29	72	40	2.119403	3.222222	335	355	708.894782	3.608643	0.050701	0.041235	-0.143083	-0.000015	-0.000474	0.021916	600.882769	9	29	-20	72	40	2.119403	3.222222	9	0	335	355	223	1.996887	3.608643	708.894782	0.050701	45232	19.547105	28.321521	256x256	65536	sparse	Meijering	335	9	28	2293	31.309970	0.611272	29.221181	0.997811	0.264477	0.349491	6	1	0.333333	36	2146	31.650284	0.656808	0.997898	29.262972	0.220491	0.251080	3851	31.900080	0.690634	0.998617	31.203827	0.306959	0.277442	-0.592680	0.008616	-0.428594	-0.052658	True	0.456649	0.358107	0.645540	28.032692	0.999577	7279
7280.png	0.612273	0.592926	0.744449	0.597150	0.988210	0.998291	28.054840	0.995898	28.533588	0.516818	0.293195	0.395803	30.146076	0.530843	2514	4	16	41	20	2.068768	4.000000	349	361	757.836216	4.609773	0.029725	0.010566	-0.237183	-0.000106	-0.000311	0.027180	699.195623	4	16	-12	41	20	2.068768	4.000000	4	1	349	361	288	2.099269	4.609773	757.836216	0.029725	45914	18.263325	26.068417	256x256	65536	sparse	Otsu	349	4	27	2423	30.688344	0.595935	28.866716	0.996209	0.489637	0.335907	15	5	0.000000	32	2508	30.947597	0.648431	0.995632	28.294707	0.253978	0.453342	3816	31.188034	0.665407	0.997267	30.238829	0.179053	0.485834	-0.333128	-0.042712	-0.542268	-0.065092	True	0.740760	0.293195	0.601707	28.292023	0.998396	7280
7281.png	0.640058	0.406547	0.578078	0.409139	0.984655	0.999408	28.181138	0.996761	28.827343	0.382603	0.232246	0.357267	30.741618	0.558859	2477	5	24	48	20	2.105850	4.800000	359	378	647.125079	4.466053	0.027061	-0.019033	-0.445212	-0.000127	-0.000485	0.022347	643.904448	5	24	-19	48	20	2.105850	4.800000	5	2	359	378	291	1.711971	4.466053	647.125079	0.027061	45315	18.294308	26.457812	256x256	65536	sparse	Meijering	359	5	29	2462	31.246290	0.620154	29.233253	0.997246	0.360255	0.300927	10	1	0.250000	36	2400	31.521947	0.664434	0.996923	28.947072	0.289523	0.372299	3700	31.719772	0.681865	0.997955	30.830863	0.189030	0.371994	-0.405910	-0.068681	-0.504672	-0.061295	True	0.650062	0.232246	0.659091	28.626350	0.999535	7281
7283.png	0.661461	0.554437	0.713361	0.560765	0.980054	0.998415	28.211730	0.996072	28.828009	0.540166	0.368716	0.559472	31.675256	0.616034	2461	6	8	23	21	2.012121	1.333333	330	332	637.109282	4.630049	0.029714	-0.000791	-0.519443	-0.000243	-0.000535	0.029377	607.219458	6	8	-2	23	21	2.012121	1.333333	6	0	330	332	286	1.919004	4.630049	637.109282	0.029714	44546	18.100772	26.629825	256x256	65536	sparse	Meijering	330	6	32	2456	32.090288	0.660119	29.341604	0.996607	0.510789	0.462056	11	7	0.000000	42	2300	32.340511	0.698693	0.996275	29.116731	0.467892	0.496456	3529	32.489658	0.706358	0.997789	31.341645	0.265505	0.496005	-0.513595	-0.093339	-0.415032	-0.044085	True	0.659043	0.368716	0.662252	28.731173	0.998659	7283
