model,stem,arm,L,iou,precision,recall,bytes,n_components,n_components_ref,total_length_px,total_length_px_ref,mean_width_px,mean_width_px_ref,n_branches,n_branches_ref,n_junctions,n_junctions_ref,cycle_rank,cycle_rank_ref,junc_f1_3,end_f1_3
clean_base,7315,SEG,5,0.9114342366159948,0.9425837320574163,0.9650104968509448,,4,4,253.82337649086284,252.7523086789974,6.094223951549134,5.98448014793485,9,9,3,3,1,1,1.0,0.8888888888888888
clean_base,7315,GRAPH7,0,0.9114342366159948,0.9425837320574163,0.9650104968509448,186.0,4,4,258.5,260.99494936611666,6.1112209228164245,5.9420553352416565,11,13,4,5,1,1,0.6666666666666665,0.8571428571428572
clean_base,7315,GRAPH7,5,0.9114342366159948,0.9425837320574163,0.9650104968509448,186.0,4,4,253.75,252.7523086789974,6.075864467184417,5.98448014793485,9,9,3,3,1,1,1.0,0.8888888888888888
clean_base,7992,SEG,0,0.8811728395061729,0.9202256244963739,0.9540517961570593,,5,5,218.0243866176395,229.0660171779821,5.821036166051665,5.452558180221087,8,10,2,3,1,1,0.8,0.761904761904762
clean_base,7992,SEG,5,0.8811728395061729,0.9202256244963739,0.9540517961570593,,5,5,213.6101730552664,221.8233764908628,5.785397943457042,5.496932947553427,6,6,1,1,1,1,1.0,0.7777777777777778
clean_base,7992,GRAPH7,0,0.8811728395061729,0.9202256244963739,0.9540517961570593,153.0,5,5,218.0,229.0660171779821,5.812070964260895,5.452558180221087,8,10,2,3,1,1,0.8,0.761904761904762
clean_base,7992,GRAPH7,5,0.8811728395061729,0.9202256244963739,0.9540517961570593,153.0,5,5,213.5,221.8233764908628,5.78176332650527,5.496932947553427,6,6,1,1,1,1,1.0,0.7777777777777778
clean_base,7502,SEG,0,0.886938202247191,0.9404318689501117,0.9397321428571429,,4,4,243.20815280171297,266.1076477383248,5.577323981966993,5.487175243995247,5,14,1,5,1,0,0.0,0.7000000000000001
clean_base,7502,SEG,5,0.886938202247191,0.9404318689501117,0.9397321428571429,,4,4,243.20815280171297,255.45079348883235,5.577323981966993,5.545364445371934,5,10,1,3,1,0,0.0,0.7777777777777778
clean_base,7502,GRAPH7,0,0.886938202247191,0.9404318689501117,0.9397321428571429,142.0,4,4,243.0,266.1076477383248,5.5530718499179965,5.487175243995247,5,14,1,5,1,0,0.0,0.7000000000000001
clean_base,7502,GRAPH7,5,0.886938202247191,0.9404318689501117,0.9397321428571429,142.0,4,4,243.0,255.45079348883235,5.5530718499179965,5.545364445371934,5,10,1,3,1,0,0.0,0.7777777777777778
clean_base,7347,SEG,0,0.8968253968253969,0.9289489136817382,0.9628727936701157,,5,5,284.83556979968256,291.906637611548,5.934367952369945,5.677463998505969,8,6,2,1,1,1,0.6666666666666666,0.7368421052631577
clean_base,7347,SEG,5,0.8968253968253969,0.9289489136817382,0.9628727936701157,,5,5,281.00714267493635,291.906637611548,5.9536044268831425,5.677463998505969,6,6,1,1,1,1,1.0,0.7777777777777778
clean_base,7347,GRAPH7,0,0.8968253968253969,0.9289489136817382,0.9628727936701157,169.0,5,5,285.0,291.906637611548,5.867065114566289,5.677463998505969,8,6,2,1,1,1,0.6666666666666666,0.7368421052631577
clean_base,7347,GRAPH7,5,0.8968253968253969,0.9289489136817382,0.9628727936701157,169.0,5,5,281.25,291.906637611548,5.888625982760505,5.677463998505969,6,6,1,1,1,1,1.0,0.7777777777777778
clean_base,7273,SEG,0,0.8923169993950393,0.921875,0.9653141361256544,,5,5,173.50966799187813,209.23759005323598,8.889116518125748,7.506626552697358,11,16,3,6,0,2,0.2222222222222222,0.6923076923076923
clean_base,7273,SEG,5,0.8923169993950393,0.921875,0.9653141361256544,,5,5,161.8528137423857,195.1665222413705,8.784800753509753,7.581310009280948,5,9,0,3,0,2,0.0,0.631578947368421
clean_base,7273,GRAPH7,0,0.8923169993950393,0.921875,0.9653141361256544,161.0,5,5,174.0,209.23759005323598,8.902161622882552,7.506626552697358,11,16,3,6,0,2,0.2222222222222222,0.6923076923076923
clean_base,7273,GRAPH7,5,0.8923169993950393,0.921875,0.9653141361256544,161.0,5,5,162.0,195.1665222413705,8.792290878898543,7.581310009280948,5,9,0,3,0,2,0.0,0.631578947368421
clean_base,7644,SEG,0,0.9187705817782656,0.9489795918367347,0.9665127020785219,,4,4,244.0071426749364,252.76450198781717,7.394236992714028,7.145639588842501,10,14,3,5,0,0,0.5,0.4999999999999999
clean_base,7644,SEG,5,0.9187705817782656,0.9489795918367347,0.9665127020785219,,4,4,240.59292911256333,236.2792206135786,7.366134444255018,7.239709832433842,6,8,1,2,0,0,0.6666666666666666,0.4210526315789474
clean_base,7644,GRAPH7,0,0.9187705817782656,0.9489795918367347,0.9665127020785219,179.0,4,4,244.25,252.76450198781717,7.352672845797935,7.145639588842501,10,14,3,5,0,0,0.5,0.4999999999999999
clean_base,7644,GRAPH7,5,0.9187705817782656,0.9489795918367347,0.9665127020785219,179.0,4,4,240.75000000000003,236.2792206135786,7.32820495362885,7.239709832433842,6,8,1,2,0,0,0.6666666666666666,0.4210526315789474
clean_base,7336,SEG,0,0.8180851063829787,0.8679458239277652,0.9343863912515188,,4,4,170.71067811865473,172.95331880577402,5.224748210902773,4.751842253206829,4,6,0,1,0,1,0.0,0.875
clean_base,7336,SEG,5,0.8180851063829787,0.8679458239277652,0.9343863912515188,,4,4,170.71067811865473,171.5391052434009,5.224748210902773,4.764338695278917,4,5,0,1,0,1,0.0,0.7999999999999999
clean_base,7336,GRAPH7,0,0.8180851063829787,0.8679458239277652,0.9343863912515188,120.0,4,4,170.5,172.95331880577402,5.218944208192395,4.751842253206829,4,6,0,1,0,1,0.0,0.875
clean_base,7336,GRAPH7,5,0.8180851063829787,0.8679458239277652,0.9343863912515188,120.0,4,4,170.5,171.5391052434009,5.218944208192395,4.764338695278917,4,5,0,1,0,1,0.0,0.7999999999999999
clean_base,7268,SEG,0,0.8873892872205821,0.9297392841361025,0.9511754068716094,,5,5,334.10764773832483,338.32085117392126,7.198150749711933,6.955152954909744,19,23,8,9,2,2,0.35294117647058826,0.5806451612903226
clean_base,7268,SEG,5,0.8873892872205821,0.9297392841361025,0.9511754068716094,,5,5,331.6934341759517,327.2497833620557,7.202607811791022,6.871713214379526,17,20,7,8,2,2,0.39999999999999997,0.5714285714285715
clean_base,7268,GRAPH7,0,0.8873892872205821,0.9297392841361025,0.9511754068716094,238.0,5,5,334.25,338.32085117392126,7.219889501292987,6.955152954909744,19,23,8,9,2,2,0.35294117647058826,0.5806451612903226
clean_base,7268,GRAPH7,5,0.8873892872205821,0.9297392841361025,0.9511754068716094,238.0,5,5,331.75,327.2497833620557,7.2234304922597765,6.871713214379526,17,20,7,8,2,2,0.39999999999999997,0.5714285714285715
clean_base,7848,SEG,0,0.9115678776290631,0.9449950445986125,0.9626451287228672,,4,4,317.11984104714446,352.1198410471445,6.384036101462663,5.999290370519131,10,19,3,8,0,1,0.5454545454545454,0.8
clean_base,7848,SEG,5,0.9115678776290631,0.9449950445986125,0.9626451287228672,,4,4,317.11984104714446,337.04877323527904,6.384036101462663,6.064158680518132,10,15,3,6,0,1,0.6666666666666666,0.7826086956521738
clean_base,7848,GRAPH7,0,0.9115678776290631,0.9449950445986125,0.9626451287228672,186.0,4,4,317.5,352.1198410471445,6.406459898905732,5.999290370519131,10,19,3,8,0,1,0.5454545454545454,0.8
clean_base,7848,GRAPH7,5,0.9115678776290631,0.9449950445986125,0.9626451287228672,186.0,4,4,317.5,337.04877323527904,6.406459898905732,6.064158680518132,10,15,3,6,0,1,0.6666666666666666,0.7826086956521738
clean_base,7321,SEG,0,0.8563480020232676,0.9005319148936171,0.9458100558659218,,5,5,316.4213562373095,337.2914139223983,5.976377949743956,5.464072212391672,13,16,4,6,0,1,0.8,0.7142857142857143
clean_base,7321,SEG,5,0.8563480020232676,0.9005319148936171,0.9458100558659218,,5,5,316.4213562373095,333.8772003600252,5.976377949743956,5.447049561672921,13,14,4,5,0,1,0.6666666666666665,0.6666666666666666
clean_base,7321,GRAPH7,0,0.8563480020232676,0.9005319148936171,0.9458100558659218,229.0,5,5,316.75,337.2914139223983,6.020818069569642,5.464072212391672,13,16,4,6,0,1,0.8,0.7142857142857143
clean_base,7321,GRAPH7,5,0.8563480020232676,0.9005319148936171,0.9458100558659218,229.0,5,5,316.75,333.8772003600252,6.020818069569642,5.447049561672921,13,14,4,5,0,1,0.6666666666666665,0.6666666666666666
clean_base,7402,SEG,0,0.8477596741344195,0.8908507223113965,0.9460227272727273,,4,5,291.6639969244287,331.53405460951757,6.262476794889293,5.599976721239368,8,13,2,4,0,0,0.6666666666666666,0.5
clean_base,7402,SEG,5,0.8477596741344195,0.8908507223113965,0.9460227272727273,,4,5,291.6639969244287,319.8772003600252,6.262476794889293,5.668016412689033,8,9,2,2,0,0,1.0,0.5454545454545454
clean_base,7402,GRAPH7,0,0.8477596741344195,0.8908507223113965,0.9460227272727273,179.0,4,5,292.0,331.53405460951757,6.27286777945126,5.599976721239368,8,13,2,4,0,0,0.6666666666666666,0.5
