filename,ng_fg_ssim,ng_fg_psnr,ng_iou,ng_topo_q,ng_psnr,ng_ssim,ng_bytes,graph_n_components,graph_n_cycles,graph_n_junctions,graph_n_endpoints,graph_mean_degree,graph_complexity,n_nodes,n_edges,total_edge_length,mean_width_px,mean_curvature,delta_fg_ssim,delta_iou,total_time_ms,self_iou,ng_recon_iou,ng_n_components,ng_n_cycles,ng_euler_characteristic,ng_n_junctions,ng_n_endpoints,ng_mean_degree,ng_graph_complexity,ng_seg_beta_0,ng_seg_beta_1,graph_n_nodes,graph_n_edges,graph_n_sampled,graph_mean_edge_length,graph_mean_width,graph_total_edge_length,graph_mean_curvature,png_bytes,ng_vs_png,ng_vs_raw,image_shape,image_pixels,image_type,segmenter,n_points,n_structures,jpeg_quality,jpeg_bytes,jpeg_psnr,jpeg_ssim,jpeg_fg_psnr,jpeg_fg_ssim,jpeg_iou,jpeg_topo_q,jpeg_beta_0,jpeg_beta_1,jpeg_betti_preservation,webp_quality,webp_bytes,webp_psnr,webp_ssim,webp_fg_ssim,webp_fg_psnr,webp_topo_q,webp_iou,jp2_bytes,jp2_psnr,jp2_ssim,jp2_fg_ssim,jp2_fg_psnr,jp2_topo_q,jp2_iou,delta_fg_psnr,delta_topo_q,delta_psnr,delta_ssim,gt_available,stem
nuclei_000.png,0.9343454619443707,24.474186854007254,0.44752339318617,0.6737202053769605,22.080789959679024,0.31527640326374234,14201,32,4,55,116,1.878787878787879,0.125,462,434,2011.670273047592,5.581410621095771,0.0,-0.028454984084452573,0.14094498032086855,10298.731803894043,0.44752339318617,0.44752339318617,32,4,28,55,116,1.878787878787879,0.125,32,4,462,434,291,4.635184960939142,5.581410621095771,2011.670273047592,0.0,53981,3.8012111823111048,4.614886275614394,256x256,65536,sparse,Frangi,1218,32,61,14164,26.50230211446044,0.7752368942770153,26.366722275383893,0.9628004460288233,0.30657841286530146,0.41876642417936794,853,3379,0.0,42,14114,30.122837262362392,0.9070364454875276,0.9832053324964097,29.829794306116867,0.41215718077593744,0.3047543122191622,249,22.790217420415626,0.16482341376668133,0.8595664556287629,22.43336718425201,0.9999973474788689,0.36426901538628825,-1.892535421376639,0.2549537811975926,-4.421512154781418,-0.4599604910132729,False,nuclei_000
nuclei_001.png,0.9441181736442,23.656040801043517,0.5348046701807971,0.6344779127657147,20.920255506760036,0.2608972983392841,13749,28,0,37,93,1.8372093023255813,0.0,344,316,1545.0285706997483,6.204569417581474,0.0,-0.019533361147768047,0.2147235342781602,11377.325773239136,0.5348046701807971,0.5348046701807971,28,0,28,37,93,1.8372093023255813,0.0,28,0,344,316,214,4.889330919935904,6.204569417581474,1545.0285706997483,0.0,55316,4.023274419957815,4.7666012073605355,256x256,65536,sparse,Otsu,1426,28,54,13494,25.239429939594636,0.7529365107303768,25.03330646214397,0.9636515347919681,0.3200811359026369,0.46118904439997144,758,3569,0.0,33,13612,29.045508383005224,0.9027854620146901,0.9849523321093663,28.69781035616704,0.45759530827605077,0.317129086882897,248,21.821578366609895,0.1364111761792525,0.874754362594894,21.65080586757253,0.9999876270757382,0.3214344675777309,-1.3772656611004521,0.1732888683657433,-4.3191744328346005,-0.4920392123910927,False,nuclei_001
nuclei_002.png,0.9377808356765522,23.68241832064122,0.5273702031602708,0.751579295003231,21.140764585512123,0.2793652215984935,12656,19,3,39,71,1.8957654723127035,0.15789473684210525,307,291,1489.2539674441648,6.851061191058234,0.0,-0.015738111429392188,0.18284678323799636,9576.200246810913,0.5273702031602708,0.5273702031602708,19,3,16,39,71,1.8957654723127035,0.15789473684210525,19,3,307,291,197,5.117711228330453,6.851061191058234,1489.2539674441648,0.0,55526,4.387326169405815,5.178255372945639,256x256,65536,sparse,Otsu,1153,19,49,12584,24.806580829939744,0.7314330138264287,24.661019548771336,0.9535189471059444,0.3445234199222745,0.41915787197200227,818,3013,0.0,28,12590,28.011168228914403,0.8825441964911223,0.9783379108079406,27.697215037286544,0.4550595671846308,0.33687634463682,247,21.623724784925336,0.13246609078782512,0.851675487763171,21.485044905580214,0.9933954732906852,0.32779175704989155,-0.9786012281301169,0.3324214230312287,-3.6658162444276208,-0.4520677922279352,False,nuclei_002
nuclei_003.png,0.9155872091833485,23.381424085905593,0.5274307838410403,0.8984995764591056,21.14723820421192,0.3055179956479033,13388,13,4,48,68,1.9502762430939227,0.3076923076923077,362,353,1710.4448763031758,7.835721253810101,0.0,-0.02605854405436936,0.13106070195567976,5520.479440689087,0.5274307838410403,0.5274307838410403,13,4,9,48,68,1.9502762430939227,0.3076923076923077,13,2,362,353,246,4.845452907374424,7.835721253810101,1710.4448763031758,0.0,55986,4.181804601135345,4.895129967134747,256x256,65536,sparse,Otsu,1016,13,50,13213,24.68916067222294,0.7468547805019969,24.497113394101593,0.9416457532377178,0.3963700818853605,0.38228948766790105,922,3191,0.0,28,13136,28.34734351601807,0.8977732590604719,0.9761746463205964,28.152351891209374,0.4197199484322601,0.3908810199711141,248,21.286650235250498,0.12491403254378483,0.7968404801069663,21.094839586552546,0.9999999946168924,0.46653776585791806,-1.115689308196,0.5162100887912046,-3.5419224680110197,-0.44133678485409367,False,nuclei_003
nuclei_004.png,0.9206493358363822,23.719818098173402,0.5595833174342733,0.8470704280742779,21.3935921362833,0.3152133776052972,14477,18,4,44,74,1.9283887468030692,0.2222222222222222,391,377,1881.5209947489247,6.783204922276399,0.0,-0.03132706921451456,0.1654036175052525,8112.160921096802,0.5595833174342733,0.5595833174342733,18,4,14,44,74,1.9283887468030692,0.2222222222222222,18,2,391,377,273,4.9907718693605325,6.783204922276399,1881.5209947489247,0.0,55467,3.831387718449955,4.526904745458313,256x256,65536,sparse,Otsu,1282,18,57,14418,25.461050453098263,0.7752159634911336,25.299373379922592,0.9519764050508968,0.39417969992902074,0.42244930929601276,855,3565,0.0,34,14208,29.31973282746311,0.9114454971992646,0.9803979772754123,29.135559298822223,0.41861755823039626,0.39331968325233735,250,21.65163127156616,0.13519853583688016,0.8177117579017558,21.48669038252371,0.9999892434963971,0.4151211016751351,-1.5795552817491902,0.42462111877826514,-4.067458316814964,-0.4600025858858364,False,nuclei_004
nuclei_005.png,0.9241302179660135,23.483699327122075,0.5540254237288136,0.8161590340367699,21.12122131259769,0.3043701171333907,13905,19,2,46,82,1.9078590785907859,0.10526315789473684,369,352,1820.7169542418176,7.029595369112364,0.0,-0.02676822547132396,0.15661443682528337,6153.020143508911,0.5540254237288136,0.5540254237288136,19,2,17,46,82,1.9078590785907859,0.10526315789473684,19,2,369,352,241,5.17249134727788,7.029595369112364,1820.7169542418176,0.0,55899,4.020064724919094,4.713124775260698,256x256,65536,sparse,Otsu,1136,19,53,13797,24.941738508637357,0.758282683245486,24.832697756427727,0.9508984434373374,0.3974109869035302,0.3935498478632561,904,3331,0.0,31,13576,28.709030732160564,0.9038837101932284,0.9794404299224638,28.453166975309763,0.40289278254486005,0.394389647082566,250,21.341367823191113,0.12901902678940147,0.8184570708606967,21.119811017210147,0.9995649284249213,0.39382402707275804,-1.3489984293056523,0.42260918617351384,-3.820517196039667,-0.4539125661120953,False,nuclei_005
nuclei_006.png,0.9996742172597789,23.550968195408267,0.009144448013705965,0.24923805888692374,21.720339469162862,0.13916252384611033,1493,6,0,0,12,1.5555555555555556,0.0,27,21,88.28427124746187,2.333971669626965,0.0,0.00021482406362727247,-0.004371868357975451,866.2338256835938,0.009144448013705965,0.009144448013705965,6,0,6,0,12,1.5555555555555556,0.0,6,0,27,21,15,4.204012916545804,2.333971669626965,88.28427124746187,0.0,55655,37.277294038847955,43.89551239115874,256x256,65536,sparse,Learned,181,6,6,1345,21.708633824324124,0.19327442496420247,21.37700882563361,0.9994593931961516,0.013516316371681415,0.7750247101915692,51,77,0.0,1,1394,22.13080735887607,0.2542050068742974,0.9995290620707082,21.985241295131935,0.7127780450735965,0.010529589479296251,,,,,,,,2.173959369774657,-0.5257866513046454,0.011705644838738039,-0.05411190111809214,False,nuclei_006
nuclei_007.png,0.921472183308732,24.175852082801498,0.5782670515748202,0.8096231975653608,22.043473998830038,0.302621051048792,12050,16,4,45,72,1.9259259259259258,0.25,324,312,1507.508801440104,7.3942203256928485,0.0,-0.02200309820044477,0.1726252296286504,7184.857368469238,0.5782670515748202,0.5782670515748202,16,4,12,45,72,1.9259259259259258,0.25,16,3,324,312,207,4.831758978974682,7.3942203256928485,1507.508801440104,0.0,54622,4.532946058091286,5.438672199170124,256x256,65536,sparse,Otsu,982,16,50,11923,25.313894946612482,0.7179555100886114,25.139497108883162,0.9434752815091768,0.40564182194616977,0.35200565697321273,963,2699,0.0,29,12050,28.195636742472825,0.8698076550331514,0.9720889409875728,27.85133936710953,0.35865251131599907,0.3918107179393017,246,22.132560349236527,0.15316679581994608,0.8252954749557045,21.787880450915765,0.9999999738652503,0.39578536585365853,-0.9636450260816645,0.4576175405921481,-3.270420947782444,-0.41533445903981936,False,nuclei_007
nuclei_008.png,0.9124567821128434,23.89823023411616,0.6064093972959124,0.8673445349198783,21.68291473496192,0.3217020538017779,13719,14,0,42,71,1.9154078549848943,0.0,331,317,1619.7758287448626,8.400327332329477,0.0,-0.031153372815764357,0.1725331925853006,11645.78366279602,0.6064093972959124,0.6064093972959124,14,0,14,42,71,1.9154078549848943,0.0,14,0,331,317,218,5.10970292979451,8.400327332329477,1619.7758287448626,0.0,54901,4.001822290254392,4.7770245644726295,256x256,65536,sparse,Otsu,1185,14,55,13457,25.544421064079316,0.7570782355059448,25.285809202354766,0.9436101549286078,0.4338762047106118,0.32795673503263656,1075,3042,0.0,34,13640,29.312736222506246,0.9035053104629612,0.9774600290965355,29.084756295853246,0.4022311955158214,0.42981758536706594,243,21.685066115640215,0.14756114889999664,0.7945885213861132,21.12341990093605,0.9999999693305871,0.4260038312737107,-1.387578968238607,0.5393877998872417,-3.8615063291173968,-0.43537618170416686,False,nuclei_008
nuclei_009.png,0.9986402207170662,23.41320208437347,0.04291502154783102,0.32631996075113234,21.853384060809088,0.1601300482877261,3102,16,1,11,42,1.7058823529411764,0.0625,102,87,336.45079348883263,2.5184611076446775,0.0,0.00045905658553035966,-0.0035218524297254486,1225.5983352661133,0.04291502154783102,0.04291502154783102,16,1,15,11,42,1.7058823529411764,0.0625,16,0,102,87,49,3.8672504998716364,2.5184611076446775,336.45079348883263,0.0,55240,17.807865892972277,21.12701482914249,256x256,65536,sparse,Learned,293,16,12,3010,22.636006045628534,0.3801233868782437,22.18597096117813,0.9981811641315358,0.04643687397755647,0.5461552047176442,276,618,0.0,3,2872,22.859157655725213,0.37768402945333723,0.9983226410622542,22.467708547363678,0.4499454309392096,0.04060649604836112,649,22.176474178939696,0.18811855612152217,0.9980168100778727,21.94862685628612,0.7920642862973104,0.04629105322763307,1.2272311231953417,-0.21983524396651188,-0.7826219848194462,-0.21999333859051762,False,nuclei_009
