filename,kind,level,seg_iou,beta0,beta1,n_nodes,total_edge_length,mean_width
7266,erode,1,0.6954602774274905,5,0,48,237.25000000000003,4.823193358774355
7266,dilate,2,0.5781990521327014,4,0,45,241.5,10.387569865619955
7266,erode,2,0.33984867591424966,4,0,40,182.75,3.3920955414333473
7266,dilate,3,0.4828006088280061,4,0,45,242.25,12.221695209486885
7266,erode,3,0.1424968474148802,3,0,26,135.75,2.1181976649069654
7266,dilate,4,0.39909411172622045,4,0,44,239.0,14.444813879680517
7266,erode,4,0.0,0,0,0,0.0,0.0
7266,dilate,5,0.342474627510257,4,0,47,234.25,16.544133353862723
7266,erode,5,0.0,0,0,0,0.0,0.0
7266,drop_components,0.05,0.7513880320789637,4,0,42,194.75,6.228648561843413
7266,drop_components,0.1,0.839877300613497,4,0,41,195.25,6.915559252469781
7266,drop_components,0.2,0.7623152709359606,4,0,39,197.75,6.321781226705046
7266,drop_components,0.3,0.5756067205973865,3,0,32,157.5,6.026804854925461
7266,drop_components,0.4,0.6658415841584159,3,0,31,158.0,6.876300008078987
7266,boundary_noise,1,0.72859450726979,4,38,345,652.5,3.3296391765100757
7266,boundary_noise,2,0.5013876040703052,11,70,620,1039.25,2.374630427123396
7266,boundary_noise,3,0.38097199341021415,9,91,745,1236.75,2.105630715940127
7267,baseline,0,0.8610954263128177,4,1,63,271.75,6.44408832269874
7267,dilate,1,0.7561200923787529,4,1,56,259.0,8.29473217618121
7267,erode,1,0.6708407871198568,4,1,54,270.5,4.879647367134224
7267,dilate,2,0.5890557939914163,4,1,53,231.0,11.073893508309217
7267,erode,2,0.3293269230769231,5,1,55,228.0,3.0238633495184293
7267,dilate,3,0.5004546832373447,4,0,47,200.5,13.40154437326054
7267,erode,3,0.11204819277108434,5,0,32,102.5,2.5701876250161866
7267,dilate,4,0.4219269102990033,4,0,51,205.5,15.473469946804203
7267,erode,4,0.016959418534221685,1,0,6,3.0,2.25
7267,dilate,5,0.3652654867256637,4,1,49,176.0,17.074636778854487
7267,erode,5,0.0036341611144760752,1,0,2,3.0,2.0
7267,drop_components,0.05,0.7149321266968326,3,1,51,221.75,6.6927495983328
7267,drop_components,0.1,0.7345286292654714,3,1,49,220.0,6.566017042961998
7267,drop_components,0.2,0.47109826589595377,3,0,38,155.25,5.789085052205888
7267,drop_components,0.3,0.7149321266968326,3,1,51,221.75,6.6927495983328
7267,drop_components,0.4,0.32078749276201507,2,0,26,105.25,6.0018211505166725
7267,boundary_noise,1,0.7208201892744479,4,45,341,650.25,3.3935336199767008
7267,boundary_noise,2,0.49617633828160146,7,88,642,1062.75,2.325052105661416
7267,boundary_noise,3,0.36523828594313174,13,100,694,1284.0,2.144215431323298
7268,baseline,0,0.8987124463519314,5,0,62,308.25,7.384719898989193
7268,dilate,1,0.7713983797111659,5,2,72,266.5,8.492550952037746
7268,erode,1,0.7233947013920072,5,0,66,291.5,5.671546046594027
7268,dilate,2,0.6160290421669925,5,0,59,233.75,11.644827903773471
7268,erode,2,0.42491007194244607,4,0,54,169.25,6.110399026770839
7268,dilate,3,0.5262029537875179,4,0,56,198.25,13.799666879551816
7268,erode,3,0.2844284428442844,2,1,33,139.0,5.252257742948746
7268,dilate,4,0.44959349593495934,4,0,59,192.0,16.506770991003478
7268,erode,4,0.1625393966681675,3,1,25,77.25,4.900978530853229
7268,dilate,5,0.39254658385093166,4,0,49,175.0,19.08832257753367
7268,erode,5,0.09017132551848513,3,1,18,49.75,3.892880154410077
7268,drop_components,0.05,0.7208495882097963,4,0,53,267.0,6.882318228841279
7268,drop_components,0.1,0.817867932671558,4,0,53,256.0,7.946293590579175
7268,drop_components,0.2,0.49736611062335384,4,0,43,206.25,5.834387897251178
7268,drop_components,0.3,0.4123620309050773,3,0,34,161.5,6.158262110876991
7268,drop_components,0.4,0.3113082039911308,3,0,34,165.0,4.633827648759137
7268,boundary_noise,1,0.7457627118644068,5,42,399,761.25,4.287972560209285
