filename	gt_iou	seg_iou	seg_f1	seg_precision	seg_recall	gt_fg_ssim	gt_fg_psnr	ng_fg_ssim	ng_fg_psnr	ng_iou	ng_topo_q	topo_preservation	ng_psnr	ng_ssim	ng_bytes	graph_n_components	graph_n_cycles	graph_n_junctions	graph_n_endpoints	graph_mean_degree	graph_complexity	n_nodes	n_edges	total_edge_length	mean_width_px	mean_curvature	delta_gt_iou	delta_gt_fg_psnr	delta_gt_fg_ssim	delta_fg_ssim	delta_iou	total_time_ms	self_iou	ng_recon_iou	ng_n_components	ng_n_cycles	ng_euler_characteristic	ng_n_junctions	ng_n_endpoints	ng_mean_degree	ng_graph_complexity	ng_seg_beta_0	ng_seg_beta_1	graph_n_nodes	graph_n_edges	graph_n_sampled	graph_mean_edge_length	graph_mean_width	graph_total_edge_length	graph_mean_curvature	png_bytes	ng_vs_png	ng_vs_raw	image_shape	image_pixels	image_type	segmenter	n_points	n_structures	jpeg_quality	jpeg_bytes	jpeg_psnr	jpeg_ssim	jpeg_fg_psnr	jpeg_fg_ssim	jpeg_iou	jpeg_topo_q	jpeg_beta_0	jpeg_beta_1	jpeg_betti_preservation	webp_quality	webp_bytes	webp_psnr	webp_ssim	webp_fg_ssim	webp_fg_psnr	webp_topo_q	webp_iou	jp2_bytes	jp2_psnr	jp2_ssim	jp2_fg_ssim	jp2_fg_psnr	jp2_topo_q	jp2_iou	delta_fg_psnr	delta_topo_q	delta_psnr	delta_ssim	gt_available	gt_topology_q	recon_topology_q	jpeg_gt_iou	jpeg_gt_fg_psnr	jpeg_gt_fg_ssim	stem
7331.png	0.647428	0.892487	0.943190	0.921739	0.965662	0.999257	27.628736	0.999272	27.875447	0.682698	0.650062	0.627428	31.361621	0.602071	2222	4	5	12	11	2.013158	1.250000	152	153	246.208153	3.124120	0.040864	-0.005325	0.097017	-0.000072	0.000019	0.004041	1166.418314	0.682698	0.682698	4	5	-1	12	11	2.013158	1.250000	4	1	152	153	129	1.609204	3.124120	246.208153	0.040864	44825	20.173267	29.494149	256x256	65536	sparse	Learned	272	4	27	2024	31.764425	0.637287	27.531208	0.999253	0.678657	0.458973	7	1	0.625000	39	2150	32.069665	0.681353	0.999268	28.079659	0.475337	0.668498	4155	32.503698	0.719983	0.999647	31.529957	0.352735	0.675545	0.344239	0.191089	-0.402804	-0.035216	True	0.691181	0.433666	0.652753	27.531719	0.999329	7331
7332.png	0.626363	0.930808	0.964164	0.965427	0.962905	0.998140	27.568950	0.998433	27.995112	0.638500	0.604656	0.844142	30.956066	0.578216	2519	5	4	8	10	1.988439	0.800000	173	172	259.480231	3.422812	0.047776	-0.007618	-0.492658	-0.000188	0.000007	0.001384	1546.317339	0.638500	0.638500	5	4	1	8	10	1.988439	0.800000	5	0	173	172	155	1.508606	3.422812	259.480231	0.047776	45319	17.990869	26.016673	256x256	65536	sparse	Learned	293	5	30	2516	31.438695	0.634612	28.045650	0.998426	0.637116	0.468472	10	5	0.000000	37	2474	31.665353	0.677018	0.998329	28.061696	0.581647	0.654785	3776	31.901717	0.688985	0.998971	30.648923	0.681093	0.626530	-0.050538	0.136184	-0.482629	-0.056396	True	0.623185	0.526056	0.633981	28.061607	0.998327	7332
7333.png	0.682911	0.919820	0.958236	0.963710	0.952824	0.998882	27.722761	0.999081	28.081869	0.712249	0.557803	0.734572	30.678636	0.552968	2255	4	1	3	11	1.963190	0.250000	163	160	243.752157	3.128240	0.019134	-0.001171	-0.001099	-0.000087	0.000054	0.007422	1344.411373	0.712249	0.712249	4	1	3	3	11	1.963190	0.250000	5	0	163	160	149	1.523451	3.128240	243.752157	0.019134	45542	20.196009	29.062528	256x256	65536	sparse	Learned	283	5	25	2067	30.974363	0.597894	27.736796	0.999027	0.704827	0.417252	9	4	0.000000	31	2012	31.176179	0.638762	0.998904	27.441219	0.421124	0.694600	4258	31.707941	0.696913	0.999464	30.665738	0.294842	0.677701	0.345073	0.140551	-0.295727	-0.044926	True	0.578527	0.424970	0.684083	27.723860	0.998969	7333
7334.png	0.643064	0.882048	0.937328	0.931915	0.942804	0.998615	28.719511	0.998601	29.089350	0.662777	0.641204	0.486020	30.770977	0.548543	2047	4	3	5	8	1.986486	0.750000	148	147	223.580736	3.488656	0.035193	0.008364	0.096719	-0.000003	0.000186	0.005602	1354.851007	0.662777	0.662777	4	3	1	5	8	1.986486	0.750000	4	1	148	147	135	1.520957	3.488656	223.580736	0.035193	45459	22.207621	32.015633	256x256	65536	sparse	Learned	268	4	25	1995	31.027437	0.593471	28.664818	0.998415	0.657175	0.351263	11	3	0.000000	31	1954	31.220833	0.631286	0.998189	28.171866	0.105686	0.594951	4476	31.854747	0.706632	0.999111	31.242334	0.043251	0.566620	0.424532	0.289941	-0.256460	-0.044928	True	0.673720	0.327442	0.634701	28.622792	0.998617	7334
7335.png	0.765320	0.900139	0.947445	0.945375	0.949525	0.999099	27.833725	0.999250	28.276171	0.780659	0.604656	0.800803	31.545303	0.600709	2189	5	4	8	11	1.987952	0.800000	166	165	262.450793	2.572107	0.044357	-0.004219	-0.540895	-0.000204	-0.000020	-0.002417	1015.300035	0.780659	0.780659	5	4	1	8	11	1.987952	0.800000	5	0	166	165	147	1.590611	2.572107	262.450793	0.044357	44695	20.417999	29.938785	256x256	65536	sparse	Learned	286	5	27	1985	31.828455	0.634310	28.335326	0.999270	0.783076	0.491933	7	0	0.800000	40	2166	32.166485	0.680679	0.999262	28.479400	0.342953	0.764120	4067	32.486061	0.718399	0.999635	31.567232	0.255807	0.760396	-0.059156	0.112723	-0.283151	-0.033601	True	0.612485	0.490480	0.769539	28.374620	0.999303	7335
7336.png	0.593468	0.837004	0.911271	0.899408	0.923451	0.999521	27.435144	0.999647	28.004590	0.657439	0.541594	0.751868	30.422350	0.527620	1756	4	0	0	8	1.937984	0.000000	129	125	172.710678	2.454301	0.026256	0.021753	-0.359517	-0.000125	-0.000006	0.029366	856.377602	0.657439	0.657439	4	0	4	0	8	1.937984	0.000000	4	0	129	125	121	1.381685	2.454301	172.710678	0.026256	45738	26.046697	37.321185	256x256	65536	sparse	Learned	249	4	22	1716	30.669447	0.565467	27.879733	0.999654	0.628074	0.317846	8	0	0.500000	27	1752	30.896903	0.609630	0.999582	27.024588	0.273851	0.617179	5226	31.882362	0.725347	0.999836	31.294366	0.181269	0.654527	0.124857	0.223748	-0.247097	-0.037848	True	0.539296	0.405479	0.571715	27.794661	0.999646	7336
7337.png	0.769795	0.906891	0.951173	0.934996	0.967919	0.999048	28.497171	0.999052	28.699502	0.788364	0.528577	0.946651	31.541631	0.590710	1965	5	3	4	8	1.972789	0.600000	147	145	207.610173	2.948933	0.037937	0.010082	-0.198974	-0.000109	-0.000016	0.022949	1213.356972	0.788364	0.788364	5	3	2	4	8	1.972789	0.600000	5	1	147	145	135	1.431794	2.948933	207.610173	0.037937	44742	22.769466	33.351654	256x256	65536	sparse	Learned	267	5	26	1854	31.746386	0.621468	28.720733	0.999069	0.765415	0.466647	7	5	0.000000	36	1906	31.981973	0.664215	0.998933	28.351598	0.113572	0.752243	4832	32.746889	0.744008	0.999563	32.245482	0.044250	0.674419	-0.021231	0.061930	-0.204756	-0.030759	True	0.550671	0.521293	0.759712	28.696145	0.999157	7337
7339.png	0.751762	0.910922	0.953385	0.942308	0.964725	0.999406	27.636840	0.999499	27.891112	0.775862	0.547062	0.861238	31.127938	0.589085	2262	5	4	8	11	1.987261	0.800000	157	156	231.622366	2.758340	0.026967	0.045179	-0.170658	-0.000122	-0.000004	0.048971	1267.393589	0.775862	0.775862	5	4	1	8	11	1.987261	0.800000	5	0	157	156	138	1.484759	2.758340	231.622366	0.026967	45061	19.920866	28.972591	256x256	65536	sparse	Learned	277	5	28	2232	31.615687	0.632474	27.785046	0.999503	0.726891	0.550671	5	1	0.500000	38	2222	31.872179	0.677964	0.999500	27.842010	0.455872	0.732534	3966	32.235649	0.705902	0.999749	31.116535	0.336350	0.722968	0.106066	-0.003609	-0.487749	-0.043389	True	0.548870	0.472708	0.706583	27.807499	0.999529	7339
7340.png	0.375727	0.848022	0.917762	0.913987	0.921569	0.998996	28.452434	0.999107	29.034776	0.385735	0.603469	0.234589	31.495160	0.589616	1929	4	5	10	9	2.014184	1.250000	141	142	225.764502	3.049176	0.028852	0.004422	-0.273062	-0.000170	0.000036	0.008485	1058.535337	0.385735	0.385735	4	5	-1	10	9	2.014184	1.250000	4	1	141	142	122	1.589891	3.049176	225.764502	0.028852	44659	23.151374	33.974080	256x256	65536	sparse	Learned	261	4	26	1836	31.741998	0.620601	28.659958	0.999071	0.377250	0.159574	13	0	0.000000	37	1926	32.009602	0.663595	0.999060	28.855457	0.320035	0.380100	4801	32.697009	0.738832	0.999511	31.828952	0.121152	0.476529	0.374818	0.443895	-0.246837	-0.030985	True	0.630277	0.147856	0.371305	28.725496	0.999166	7340
7341.png	0.570727	0.902392	0.948692	0.936445	0.961264	0.999373	28.254543	0.999442	28.840460	0.594701	0.529989	0.425000	31.932095	0.609143	1695	4	0	0	8	1.929825	0.000000	114	110	168.024387	2.822104	0.032131	0.004671	-0.040793	-0.000046	0.000061	0.015753	920.693636	0.594701	0.594701	4	0	4	0	8	1.929825	0.000000	4	0	114	110	106	1.527494	2.822104	168.024387	0.032131	44390	26.188791	38.664307	256x256	65536	sparse	Learned	234	4	25	1651	32.074459	0.630925	28.263442	0.999381	0.578947	0.244216	8	1	0.000000	37	1626	32.264326	0.662887	0.999293	27.873434	0.230874	0.529014	5439	33.362833	0.764371	0.999787	33.806318	0.163747	0.576369	0.577018	0.285773	-0.142364	-0.021781	True	0.534666	0.227233	0.566056	28.295336	0.999419	7341
7342.png	0.724958	0.864162	0.927132	0.923980	0.930305	0.998915	27.872208	0.999170	28.554274	0.745009	0.726102	0.753407	31.446480	0.606177	2404	4	6	13	9	2.021390	1.500000	187	189	303.048773	2.764787	0.047362	0.040932	-0.875286	-0.000281	-0.000025	0.072227	1119.123220	0.745009	0.745009	4	6	-2	13	9	2.021390	1.500000	4	1	187	189	165	1.603433	2.764787	303.048773	0.047362	44647	18.571963	27.261231	256x256	65536	sparse	Learned	307	4	31	2394	31.988169	0.654942	28.676014	0.999195	0.672781	0.582840	7	9	0.000000	41	2110	32.226240	0.684114	0.999123	28.489367	0.551953	0.669513	3908	32.546154	0.716251	0.999533	31.492851	0.400171	0.662927	-0.121740	0.143262	-0.541689	-0.048765	True	0.736842	0.555142	0.684026	28.747494	0.999197	7342
7343.png	0.729892	0.879951	0.936143	0.938272	0.934023	0.999114	26.265089	0.999417	27.312420	0.748783	0.719168	0.676433	30.090421	0.536081	2568	4	7	12	12	2.031088	1.750000	193	196	307.534055	2.646761	0.027892	0.023720	-1.148728	-0.000327	-0.000035	0.047364	1082.363129	0.748783	0.748783	4	7	-3	12	12	2.031088	1.750000	4	0	193	196	169	1.569051	2.646761	307.534055	0.027892	45983	17.906153	25.520249	256x256	65536	sparse	Learned	313	4	27	2513	30.664539	0.603201	27.433128	0.999452	0.701419	0.418545	9	1	0.000000	30	2310	30.858300	0.642282	0.999322	26.658009	0.559568	0.678788	3535	31.129538	0.658106	0.999650	29.748411	0.410413	0.684636	-0.120707	0.300623	-0.574118	-0.067120	True	0.731526	0.494828	0.706171	27.413817	0.999442	7343
7344.png	0.575062	0.810853	0.895548	0.846964	0.950045	0.999373	28.105128	0.999362	28.348497	0.612245	0.588522	0.551544	31.161645	0.584084	2180	4	0	1	11	1.953757	0.000000	173	169	260.755207	2.412858	0.031612	0.025696	-0.332710	-0.000112	-0.000040	0.010183	934.066296	0.612245	0.612245	4	0	4	1	11	1.953757	0.000000	5	0	173	169	161	1.542930	2.412858	260.755207	0.031612	44906	20.599083	30.062385	256x256	65536	sparse	Learned	293	5	28	2126	31.699269	0.630720	28.416092	0.999402	0.602062	0.372493	10	2	0.000000	38	2164	31.982828	0.671225	0.999389	28.668151	0.422225	0.573919	4180	32.391051	0.716910	0.999637	31.372278	0.324296	0.587213	-0.067595	0.216029	-0.537624	-0.046635	True	0.691181	0.381217	0.549365	28.437838	0.999486	7344
7345.png	0.587035	0.873864	0.932686	0.903643	0.963659	0.999595	27.823221	0.999632	28.099044	0.593279	0.534666	0.555303	31.302208	0.575706	1752	4	1	3	9	1.946903	0.250000	113	110	169.882251	2.390289	0.040241	-0.014340	0.059937	-0.000024	0.000019	-0.020736	926.956654	0.593279	0.593279	4	1	3	3	9	1.946903	0.250000	4	0	113	110	101	1.544384	2.390289	169.882251	0.040241	44971	25.668379	37.406393	256x256	65536	sparse	Learned	233	4	24	1748	31.480807	0.605504	27.880827	0.999613	0.614016	0.414916	5	1	0.375000	32	1672	31.643641	0.640260	0.999532	27.201322	0.372911	0.598889	5223	32.653785	0.746111	0.999811	31.750782	0.269481	0.606027	0.218217	0.119750	-0.178599	-0.029798	True	0.529989	0.294304	0.601375	27.763284	0.999618	7345
7346.png	0.593704	0.834651	0.909875	0.923628	0.896525	0.999176	28.013107	0.999400	28.540459	0.642857	0.673720	0.429871	30.638401	0.543239	2148	3	8	16	11	2.064516	2.666667	155	160	255.237590	2.513509	0.049942	-0.025784	-0.210983	-0.000124	0.000065	-0.009541	1198.425055	0.642857	0.642857	3	8	-5	16	11	2.064516	2.666667	4	0	155	160	128	1.595235	2.513509	255.237590	0.049942	45551	21.206238	30.510242	256x256	65536	sparse	Learned	277	4	25	2055	30.908046	0.592104	28.054195	0.999335	0.652399	0.258041	13	1	0.000000	30	2108	31.149104	0.635644	0.999196	27.328323	0.300772	0.572079	4176	31.680586	0.693621	0.999650	30.869311	0.143914	0.638422	0.486264	0.415679	-0.269645	-0.048865	True	0.703290	0.302324	0.619488	28.224090	0.999300	7346
7347.png	0.747303	0.891525	0.942652	0.925513	0.960438	0.999144	28.248465	0.999123	28.520469	0.740987	0.726102	0.896811	30.756729	0.556732	2468	4	5	9	8	2.010050	1.250000	199	200	296.583634	3.001358	0.037146	-0.027191	-0.173049	-0.000090	-0.000051	-0.019268	1013.757706	0.740987	0.740987	4	5	-1	9	8	2.010050	1.250000	4	1	199	200	182	1.482918	3.001358	296.583634	0.037146	45405	18.397488	26.554295	256x256	65536	sparse	Learned	319	4	28	2415	31.148407	0.616232	28.546076	0.999174	0.760256	0.600341	7	7	0.000000	34	2444	31.396523	0.662863	0.999026	27.995043	0.143475	0.731122	3753	31.626328	0.680580	0.999419	30.375906	0.232423	0.727082	-0.025606	0.125761	-0.391678	-0.059501	True	0.635052	0.569521	0.774494	28.421514	0.999234	7347
7348.png	0.758370	0.921429	0.959108	0.953437	0.964847	0.999242	27.142498	0.999388	27.638761	0.777778	0.554251	0.716631	30.359711	0.535535	2262	5	1	3	11	1.951220	0.200000	164	160	226.166522	2.985494	0.027006	0.017804	-0.209533	-0.000111	0.000037	0.036987	1135.042906	0.777778	0.777778	5	1	4	3	11	1.951220	0.200000	5	0	164	160	150	1.413541	2.985494	226.166522	0.027006	45920	20.300619	28.972591	256x256	65536	sparse	Learned	284	5	25	2185	30.676450	0.588663	27.356359	0.999351	0.740790	0.399504	8	4	0.000000	31	2230	30.934439	0.637089	0.999229	26.840157	0.424491	0.734680	3969	31.322708	0.672651	0.999633	30.283245	0.423691	0.740268	0.282402	0.154747	-0.316739	-0.053127	True	0.559568	0.401004	0.740566	27.352031	0.999353	7348
7349.png	0.641982	0.879761	0.936035	0.934142	0.937935	0.998902	27.929333	0.999094	28.215385	0.656300	0.678899	0.657792	30.966671	0.573431	2447	5	6	13	12	2.009804	1.200000	204	205	324.007143	2.777655	0.037761	0.006913	-0.312665	-0.000167	-0.000044	0.009706	1031.206131	0.656300	0.656300	5	6	-1	13	12	2.009804	1.200000	5	1	204	205	179	1.580523	2.777655	324.007143	0.037761	45242	18.488762	26.782182	256x256	65536	sparse	Learned	324	5	29	2365	31.374316	0.626449	28.245327	0.999138	0.646594	0.313092	18	7	0.000000	37	2414	31.639425	0.672890	0.999033	27.974969	0.248737	0.634158	3737	31.886281	0.690754	0.999441	30.526823	0.210307	0.635346	-0.029942	0.365807	-0.407645	-0.053018	True	0.687765	0.452407	0.635069	28.241998	0.999069	7349
7350.png	0.679270	0.843546	0.915134	0.896743	0.934296	0.999276	27.086810	0.999434	27.650719	0.723822	0.637960	0.751976	29.910488	0.523395	2446	5	3	7	11	1.979899	0.600000	199	197	285.279221	2.544779	0.030038	0.062027	-0.497337	-0.000197	0.000002	0.083735	917.485714	0.723822	0.723822	5	3	2	7	11	1.979899	0.600000	5	0	199	197	181	1.448118	2.544779	285.279221	0.030038	46000	18.806214	26.793132	256x256	65536	sparse	Learned	319	5	26	2342	30.569176	0.590735	27.566563	0.999432	0.640087	0.334451	14	3	0.000000	29	2382	30.753320	0.635679	0.999243	26.538389	0.453926	0.615044	3614	31.066365	0.655897	0.999622	29.854989	0.186550	0.620897	0.084156	0.303509	-0.658688	-0.067340	True	0.574007	0.431640	0.617243	27.584148	0.999473	7350
7351.png	0.663909	0.864562	0.927362	0.930921	0.923830	0.999493	26.908311	0.999666	27.747310	0.722581	0.543880	0.569473	30.157279	0.519060	1798	4	1	3	9	1.950820	0.250000	122	119	177.195959	2.537827	0.033036	0.004257	-0.471195	-0.000152	0.000015	0.032216	1023.945570	0.722581	0.722581	4	1	3	3	9	1.950820	0.250000	4	0	122	119	110	1.489042	2.537827	177.195959	0.033036	45962	25.562848	36.449388	256x256	65536	sparse	Learned	242	4	21	1721	30.423889	0.558242	27.351509	0.999651	0.690365	0.341073	7	2	0.000000	26	1660	30.655112	0.596000	0.999570	26.521165	0.351656	0.677483	5094	31.675965	0.715504	0.999853	31.495055	0.268646	0.676580	0.395800	0.202807	-0.266610	-0.039182	True	0.555142	0.316139	0.659652	27.379506	0.999645	7351
7352.png	0.729231	0.886228	0.939683	0.925578	0.954223	0.998858	28.522387	0.998865	28.750891	0.726888	0.571729	0.890970	31.534857	0.595391	2141	5	6	10	9	2.012821	1.200000	156	157	240.208153	3.258312	0.051716	0.008852	-0.154817	-0.000109	-0.000041	0.012603	1320.815563	0.726888	0.726888	5	6	-1	10	9	2.012821	1.200000	5	1	156	157	137	1.529988	3.258312	240.208153	0.051716	44709	20.882298	30.609995	256x256	65536	sparse	Learned	276	5	27	2048	31.723791	0.631564	28.735268	0.998905	0.714286	0.535441	6	5	0.000000	41	2134	32.122841	0.677423	0.998823	28.588680	0.493383	0.726901	4334	32.557839	0.725723	0.999429	31.770362	0.243586	0.700522	0.015623	0.036288	-0.188935	-0.036173	True	0.586873	0.522886	0.720379	28.677204	0.998967	7352
7353.png	0.607865	0.894022	0.944046	0.938391	0.949769	0.998970	27.346263	0.999223	28.164014	0.622879	0.683996	0.410316	30.472273	0.556816	2599	5	8	14	10	2.028708	1.600000	209	212	332.320851	2.731234	0.030792	-0.001550	-0.864560	-0.000286	-0.000021	0.022978	1005.583525	0.622879	0.622879	5	8	-3	14	10	2.028708	1.600000	5	1	209	212	185	1.567551	2.731234	332.320851	0.030792	45563	17.530973	25.215852	256x256	65536	sparse	Learned	329	5	29	2563	31.131791	0.622736	28.276157	0.999244	0.599901	0.309266	16	4	0.000000	33	2530	31.313260	0.666324	0.999135	27.741201	0.458457	0.576321	3523	31.475185	0.670026	0.999490	30.049692	0.212161	0.597757	-0.112143	0.374730	-0.659518	-0.065920	True	0.704770	0.289178	0.609414	28.210823	0.999255	7353
7354.png	0.679967	0.902409	0.948701	0.935648	0.962125	0.997966	28.376356	0.997850	28.679657	0.682482	0.653544	0.953792	30.381651	0.536581	2491	5	12	26	11	2.081871	2.400000	171	178	306.877200	4.185052	0.056218	-0.004789	-0.015252	-0.000041	0.000098	0.001440	1707.146406	0.682482	0.682482	5	12	-7	26	11	2.081871	2.400000	5	1	171	178	134	1.724029	4.185052	306.877200	0.056218	45823	18.395424	26.309113	256x256	65536	sparse	Learned	291	5	27	2429	30.735842	0.599188	28.408317	0.997752	0.681041	0.472708	13	13	0.000000	31	2440	30.982512	0.645320	0.997317	27.782255	0.090936	0.689001	3698	31.222522	0.661884	0.998265	29.883111	0.102146	0.684741	0.271340	0.180837	-0.354191	-0.062607	True	0.664455	0.633752	0.684756	28.391607	0.998007	7354
7355.png	0.703911	0.913136	0.954596	0.956361	0.952837	0.999210	26.604357	0.999416	27.301412	0.720848	0.676967	0.780802	30.934594	0.575956	2327	4	5	12	11	2.011834	1.250000	169	170	261.521861	2.660564	0.037046	-0.005526	-0.784041	-0.000216	-0.000016	0.015963	1023.670435	0.720848	0.720848	4	5	-1	12	11	2.011834	1.250000	4	0	169	170	146	1.538364	2.660564	261.521861	0.037046	45359	19.492480	28.163300	256x256	65536	sparse	Learned	289	4	28	2309	31.350368	0.624210	27.357985	0.999432	0.704885	0.511297	5	0	0.875000	36	2324	31.620821	0.669043	0.999397	27.504316	0.624689	0.687669	3940	31.935954	0.693807	0.999684	30.626838	0.518091	0.701813	-0.056573	0.165670	-0.415774	-0.048254	True	0.676967	0.528577	0.709437	27.388397	0.999427	7355
7356.png	0.756180	0.878685	0.935426	0.938080	0.932786	0.998873	27.226825	0.999132	27.966851	0.767123	0.728556	0.871277	30.552217	0.560763	2765	5	10	14	11	2.044444	2.000000	225	230	389.060967	2.729831	0.047905	0.002313	-0.757601	-0.000282	-0.000020	0.031432	1197.675228	0.767123	0.767123	5	10	-5	14	11	2.044444	2.000000	5	2	225	230	200	1.691569	2.729831	389.060967	0.047905	45575	16.482821	23.701989	256x256	65536	sparse	Learned	345	5	30	2713	31.121453	0.628107	28.023040	0.999152	0.735691	0.513248	9	5	0.000000	36	2754	31.349523	0.679142	0.999032	27.500543	0.694763	0.714220	3317	31.407257	0.661477	0.999412	29.869387	0.407306	0.726350	-0.056189	0.215308	-0.569237	-0.067343	True	0.751422	0.654697	0.753868	27.984426	0.999154	7356
7357.png	0.618897	0.847590	0.917509	0.873913	0.965683	0.999214	27.719202	0.999162	28.081938	0.611674	0.714924	0.444894	30.315776	0.533203	2424	4	6	12	10	2.020619	1.500000	194	196	296.906638	2.839929	0.031525	0.030844	-0.030669	-0.000057	0.000033	0.030727	1176.774740	0.611674	0.611674	4	6	-2	12	10	2.020619	1.500000	4	1	194	196	172	1.514830	2.839929	296.906638	0.031525	45849	18.914604	27.036304	256x256	65536	sparse	Learned	314	4	27	2413	30.735446	0.597095	27.883500	0.999129	0.580947	0.302324	13	2	0.000000	30	2172	30.915873	0.630168	0.998966	27.173134	0.219250	0.515403	3759	31.268496	0.662861	0.999368	29.690742	0.191035	0.590647	0.198438	0.412600	-0.419671	-0.063893	True	0.723349	0.321814	0.588052	27.749871	0.999271	7357
7358.png	0.756041	0.880694	0.936563	0.902222	0.973621	0.999646	27.247787	0.999666	27.655953	0.757174	0.483149	0.634686	30.408256	0.538225	1972	5	0	0	10	1.923077	0.000000	130	125	193.965512	2.223894	0.033819	0.044312	-0.332966	-0.000061	-0.000007	0.016181	767.517805	0.757174	0.757174	5	0	5	0	10	1.923077	0.000000	5	0	130	125	120	1.551724	2.223894	193.965512	0.033819	45749	23.199290	33.233266	256x256	65536	sparse	Learned	250	5	23	1893	30.790964	0.581273	27.537231	0.999673	0.740993	0.305418	9	0	0.600000	28	1904	30.983562	0.622021	0.999627	27.000399	0.399504	0.705104	4772	31.783159	0.711289	0.999827	30.910500	0.268646	0.728137	0.118721	0.177731	-0.382707	-0.043048	True	0.495405	0.314427	0.711730	27.580753	0.999708	7358
7359.png	0.560040	0.905095	0.950184	0.937888	0.962806	0.999374	27.587531	0.999430	27.727480	0.591692	0.483149	0.514847	31.438793	0.591236	1753	4	0	0	8	1.923077	0.000000	104	100	152.024387	2.998888	0.033879	0.008415	0.471444	0.000006	0.000089	0.007077	1170.490503	0.591692	0.591692	4	0	4	0	8	1.923077	0.000000	4	0	104	100	96	1.520244	2.998888	152.024387	0.033879	44780	25.544780	37.385054	256x256	65536	sparse	Learned	224	4	23	1748	31.525226	0.614543	27.091846	0.999341	0.584615	0.268384	8	1	0.000000	34	1600	31.901013	0.646167	0.999335	27.612051	0.309266	0.586978	5280	32.921577	0.753112	0.999781	32.631180	0.236621	0.599038	0.635634	0.214764	-0.086433	-0.023307	True	0.503415	0.259182	0.551625	27.116087	0.999367	7359
7360.png	0.768171	0.914286	0.955224	0.952534	0.957929	0.999357	27.978571	0.999462	28.350452	0.794118	0.541594	0.896830	30.211271	0.520109	2077	5	2	4	11	1.958042	0.400000	143	140	221.409163	2.865079	0.046849	0.002917	0.132137	-0.000051	0.000061	0.009747	1173.536539	0.794118	0.794118	5	2	3	4	11	1.958042	0.400000	5	0	143	140	128	1.581494	2.865079	221.409163	0.046849	46026	22.159846	31.553202	256x256	65536	sparse	Learned	263	5	23	2002	30.422291	0.568897	27.804046	0.999401	0.784370	0.526056	6	5	0.000000	26	1838	30.618348	0.607472	0.999180	26.583678	0.235529	0.757662	4522	31.344271	0.691770	0.999682	30.418436	0.158813	0.744696	0.546407	0.015538	-0.211020	-0.048788	True	0.561327	0.503415	0.765255	27.846434	0.999408	7360
7361.png	0.596652	0.875653	0.933705	0.920879	0.946893	0.998793	28.610399	0.998788	28.865001	0.606303	0.554506	0.441986	30.643299	0.552846	2617	6	0	0	14	1.943925	0.000000	214	208	332.119841	2.659104	0.031226	-0.011606	-0.420647	-0.000174	-0.000118	-0.006023	1297.628403	0.606303	0.606303	6	0	6	0	14	1.943925	0.000000	7	0	214	208	200	1.596730	2.659104	332.119841	0.031226	45509	17.389759	25.042415	256x256	65536	sparse	Learned	334	7	29	2570	31.077955	0.617492	29.088911	0.998906	0.612326	0.300853	19	2	0.000000	34	2444	31.308876	0.660630	0.998683	28.341477	0.111876	0.558354	3552	31.472026	0.668015	0.999087	30.191519	0.098523	0.589312	-0.223910	0.253653	-0.434657	-0.064646	True	0.571974	0.252805	0.608258	29.031045	0.998967	7361
7362.png	0.595608	0.920829	0.958783	0.953245	0.964385	0.998521	28.373456	0.998518	28.743186	0.606856	0.689633	0.482287	30.567718	0.543062	2397	4	7	14	8	2.034884	1.750000	172	175	262.208153	3.531222	0.038140	-0.020914	-0.005242	-0.000063	0.000117	-0.011298	1547.324181	0.606856	0.606856	4	7	-3	14	8	2.034884	1.750000	4	0	172	175	150	1.498332	3.531222	262.208153	0.038140	45668	19.052149	27.340843	256x256	65536	sparse	Learned	292	4	27	2371	30.876026	0.602216	28.387496	0.998401	0.618154	0.504517	9	9	0.000000	31	2284	31.104558	0.644739	0.997901	27.626228	0.200152	0.579836	3862	31.454805	0.674570	0.998894	30.126151	0.177361	0.569614	0.355691	0.185116	-0.308308	-0.059154	True	0.703290	0.339188	0.616522	28.378698	0.998584	7362
7363.png	0.779716	0.855485	0.922115	0.873922	0.975933	0.999600	27.467679	0.999574	27.765952	0.821918	0.522886	0.983213	30.082149	0.517759	1773	4	0	1	7	1.932203	0.000000	118	114	158.468037	2.642585	0.024486	0.115992	0.263288	-0.000024	0.000023	0.095437	1055.348873	0.821918	0.821918	4	0	4	1	7	1.932203	0.000000	4	0	118	114	110	1.390071	2.642585	158.468037	0.024486	45936	25.908629	36.963339	256x256	65536	sparse	Learned	238	4	21	1722	30.419964	0.557851	27.271389	0.999550	0.726481	0.387374	8	4	0.000000	26	1656	30.672158	0.596878	0.999453	26.673168	0.240083	0.751107	5045	31.640142	0.713966	0.999818	31.133062	0.188442	0.715131	0.494564	0.135512	-0.337815	-0.040092	True	0.546155	0.536987	0.663725	27.204391	0.999623	7363
