filename,ng_fg_ssim,ng_fg_psnr,ng_iou,ng_topo_q,ng_psnr,ng_ssim,ng_bytes,graph_n_components,graph_n_cycles,graph_n_junctions,graph_n_endpoints,graph_mean_degree,graph_complexity,n_nodes,n_edges,total_edge_length,mean_width_px,mean_curvature,delta_fg_ssim,delta_iou,total_time_ms,ng_recon_iou,ng_n_components,ng_n_cycles,ng_euler_characteristic,ng_n_junctions,ng_n_endpoints,ng_mean_degree,ng_graph_complexity,ng_seg_beta_0,ng_seg_beta_1,graph_n_nodes,graph_n_edges,graph_n_sampled,graph_mean_edge_length,graph_mean_width,graph_total_edge_length,graph_mean_curvature,png_bytes,ng_vs_png,ng_vs_raw,image_shape,image_pixels,image_type,segmenter,n_points,n_structures,jpeg_quality,jpeg_bytes,jpeg_psnr,jpeg_ssim,jpeg_fg_psnr,jpeg_fg_ssim,jpeg_iou,jpeg_topo_q,jpeg_beta_0,jpeg_beta_1,jpeg_betti_preservation,webp_quality,webp_bytes,webp_psnr,webp_ssim,webp_fg_ssim,webp_fg_psnr,webp_topo_q,webp_iou,jp2_bytes,jp2_psnr,jp2_ssim,jp2_fg_ssim,jp2_fg_psnr,jp2_topo_q,jp2_iou,delta_fg_psnr,delta_topo_q,delta_psnr,delta_ssim,gt_available,stem
d1_d0001_p0004_t0000.png,0.9770525760951545,22.263725102647566,1.0,0.9999944404867583,21.610387852359597,0.25794568863347483,42497,11,611,1051,83,2.2873563218390807,55.54545454545455,4176,4776,8194.01918730702,4.252982680425333,0.07091253964036401,0.003009306393837008,0.636121912168344,25426.843881607056,0.37964497998463465,11,611,-600,1051,83,2.2873563218390807,55.54545454545455,11,129,4176,4776,3042,1.7156656589838728,4.252982680425333,8194.01918730702,0.07091253964036401,270816,6.372591006423983,8.47118620137892,600x600,360000,dense,Learned,4376,11,29,41549,23.44494012696712,0.5970331174627812,21.785081825580853,0.9740432697013175,0.363878087831656,0.25518855232653326,2448,3620,0.0,13,41114,24.72246822608148,0.7178974901865388,0.9862858900450072,24.20271843721991,0.2043553891348313,0.3460540101752829,1433,21.374901575011176,0.1945693965777207,0.9419890421421047,18.91969045655127,0.9503843155189506,0.37271687391609165,0.4786432770667126,0.7448058881602251,-1.8345522746075211,-0.33908742882930637,False,d1_d0001_p0004_t0000
d1_d0001_p0006_t0000.png,0.9714678638351418,22.6130475598822,1.0,0.9997022125064643,22.495395360712514,0.33259105911603226,54609,22,863,1471,96,2.294210250131188,39.22727272727273,5717,6558,11436.106372449514,4.133307041749893,0.07299546346146032,-0.00501401196425022,0.48964759725400453,26956.257820129395,0.5851522207472852,22,863,-841,1471,96,2.294210250131188,39.22727272727273,23,194,5717,6558,4150,1.7438405569456006,4.133307041749893,11436.106372449514,0.07299546346146032,279098,5.110842535113259,6.592319947261441,600x600,360000,dense,Learned,5917,23,42,53577,25.009741698374043,0.6778485142364743,23.285779439760233,0.976481875799392,0.5103524027459955,0.26554598286324504,2682,4512,0.0,23,53426,26.88020744357402,0.8135145045430976,0.9877640270877668,25.967306252805912,0.22646244552662664,0.4933241105640148,1095,21.817541051544058,0.23190669922713292,0.9262352047916257,18.93648958143357,0.9962608197979242,0.4908619306837767,-0.6727318798780324,0.7341562296432192,-2.5143463376615287,-0.34525745512044204,False,d1_d0001_p0006_t0000
d1_d0001_p0007_t0000.png,0.9765174938756489,22.363398023873092,1.0,0.9994372793717164,21.950669701933776,0.3023516385923484,44170,21,716,1264,99,2.3589876033057853,34.095238095238095,3872,4567,9971.170926001805,4.237598749785876,0.07562783358976308,0.0011134282536012785,0.584066010602994,23345.24965286255,0.41973004608370373,21,716,-695,1264,99,2.3589876033057853,34.095238095238095,22,159,3872,4567,2509,2.1833087203857415,4.237598749785876,9971.170926001805,0.07562783358976308,281114,6.364364953588408,8.15032827711116,600x600,360000,sparse,Learned,3992,22,32,43208,24.036546237837864,0.6215350417543676,22.180117250660224,0.9754040656220476,0.41593398939700593,0.26989124874196313,2784,4313,0.0,15,42502,25.12130699016911,0.7314720644242998,0.9852566342881615,24.212490720281167,0.24524689337815897,0.4094887187615932,1364,21.71685960961764,0.224872560613594,0.9381841096027908,18.993757378302703,0.9986859833222737,0.40269415556771876,0.18328077321286784,0.7295460306297533,-2.085876535904088,-0.31918340316201915,False,d1_d0001_p0007_t0000
d1_d0001_p0008_t0000.png,0.9701348377422403,21.816671453307567,1.0,0.9999734048744428,20.806643503072245,0.33323023161084336,69943,20,1021,1840,166,2.2808641975308643,51.05,7128,8129,14809.17174256649,3.843092255653891,0.08334704827238917,-0.00748396242138849,0.5278339727938612,24283.24818611145,0.5496055800049822,20,1021,-1001,1840,166,2.2808641975308643,51.05,23,203,7128,8129,5122,1.8217704198014466,3.843092255653891,14809.17174256649,0.08334704827238917,274593,3.9259539911070442,5.147048310767339,600x600,360000,dense,Learned,7328,23,45,68878,24.131069998015807,0.7367599755437414,22.91573644483283,0.9776188001636288,0.4721660272061388,0.27797044795646997,3874,8374,0.0,25,68716,27.391991144721935,0.8796690920043583,0.9910590401570207,26.94889358122144,0.24854558190129095,0.46592594125233633,671,19.85312123044022,0.16228883376848421,0.9109878632410892,17.56735718481076,0.9966015792631981,0.4221761734268478,-1.099064991525264,0.7220029569179728,-3.3244264949435625,-0.40352974393289803,False,d1_d0001_p0008_t0000
d1_d0001_p0009_t0000.png,0.9861617521572347,24.095071629743664,1.0,0.9999912323736552,25.473934398489906,0.41380550225193247,30294,8,457,811,55,2.2691846522781773,57.125,3336,3785,6376.692060009898,4.006179839051027,0.06719887424068734,-0.000925974923336792,0.5716176449882433,19533.223867416382,0.46410574402285676,8,457,-449,811,55,2.2691846522781773,57.125,9,100,3336,3785,2470,1.684727096435904,4.006179839051027,6376.692060009898,0.06719887424068734,272870,9.007394203472634,11.883541295306001,600x600,360000,dense,Learned,3536,9,36,30099,27.59219163650618,0.6196926437083276,24.321878106277815,0.9870877270805715,0.42838235501175675,0.27249371096561736,1146,1207,0.0,26,29718,28.181527504013843,0.7041545575689525,0.9895066893239705,25.127767860506417,0.25869986958606994,0.4240598051454235,1738,25.8972320748762,0.39009849121052975,0.9731405771233235,21.773075540780727,0.9117038544013527,0.43585447928250604,-0.22680647653415065,0.7274975214080378,-2.118257238016273,-0.20588714145639508,False,d1_d0001_p0009_t0000
d1_d0001_p0010_t0000.png,0.9726000242001573,24.2129462148247,1.0,0.9980458066468556,23.319104923656553,0.40661712619054063,59622,33,903,1583,139,2.2590442161679323,27.363636363636363,6717,7587,13576.738894858387,3.870587568899271,0.07713095059272042,-0.008746370789948887,0.545863939472669,24204.27918434143,0.5178672342990619,33,903,-870,1583,139,2.2590442161679323,27.363636363636363,36,189,6717,7587,4995,1.7894739547723715,3.870587568899271,13576.738894858387,0.07713095059272042,267192,4.481433028076884,6.0380396497937,600x600,360000,dense,Learned,6917,36,56,59041,27.198887843108132,0.7385445804265022,25.735160719621536,0.9813463949901062,0.45413606052733096,0.20099940830950602,3496,3930,0.0,38,57984,29.342122221674686,0.8558757572712382,0.9900343662768396,28.307724841238805,0.18696538411044805,0.44122347009970514,1047,23.2345718358646,0.3149092914753325,0.9366789738234316,20.681634413324904,0.9385019615622826,0.434164771193955,-1.5222145047968354,0.7970463983373496,-3.8797829194515785,-0.33192745423596154,False,d1_d0001_p0010_t0000
d1_d0001_p0011_t0000.png,0.9858684492939611,23.69419306642319,1.0,0.9909699737086359,24.294693609653816,0.38819230078144323,34698,23,484,843,72,2.2521192234071643,21.043478260869566,3657,4118,7108.133418107599,3.871215037319026,0.07552226709633073,-0.0006576153437298782,0.6708727749537478,22126.2264251709,0.30230131400454324,23,484,-461,843,72,2.2521192234071643,21.043478260869566,25,108,3657,4118,2742,1.726113020424375,3.871215037319026,7108.133418107599,0.07552226709633073,279656,8.059715257363537,10.375237765865467,600x600,360000,dense,Learned,3857,25,36,34380,26.730021635772236,0.6307461084495604,23.90835181551841,0.986526064637691,0.32912722504625225,0.3935367823614945,1259,2832,0.0,24,34370,27.295046282138394,0.7201921372491739,0.9897080456605968,24.763728806836074,0.3532301976778063,0.3282901100505539,1760,24.695569606440024,0.361408013742713,0.970566658341946,20.949215692660694,0.9546077454494752,0.3082892652715738,-0.2141587490952226,0.5974331913471415,-2.4353280261184196,-0.24255380766811713,False,d1_d0001_p0011_t0000
d1_d0001_p0013_t0000.png,0.9780780764192322,25.044986493692925,1.0,0.9999998295144653,24.799574761285456,0.5002024370322788,50969,12,814,1463,129,2.27191049330395,67.83333333333333,5899,6701,12283.412210784172,3.7014231693544595,0.08211808473752873,-0.007451295467694408,0.5385841774736064,23084.487676620483,0.4727363035811851,12,814,-802,1463,129,2.27191049330395,67.83333333333333,13,149,5899,6701,4307,1.8330715133239588,3.7014231693544595,12283.412210784172,0.08211808473752873,271903,5.334674017540073,7.063116796484137,600x600,360000,dense,Learned,6099,13,60,49645,29.108647433303783,0.7437752763767389,26.74482999975548,0.9855293718869266,0.46141582252639357,0.25987764291204574,1660,2293,0.0,48,50790,31.126888510047284,0.8485172451279773,0.991845874011357,29.258452278978055,0.24637459779948545,0.4628531665840546,1096,25.194443739056858,0.44619128907107813,0.955629405245244,21.849296184246914,0.8756238011362669,0.41014929917880694,-1.6998435060625567,0.7401221866024196,-4.309072672018328,-0.24357283934446006,False,d1_d0001_p0013_t0000
d1_d0001_p0014_t0000.png,0.9650963647823882,24.36944406049814,1.0,0.9999997372334917,22.916073288300378,0.4850144008301968,67589,20,1308,2279,147,2.396003074558032,65.4,6505,7793,18568.47314965005,4.105346269061435,0.09116833737139256,-0.01482070742561492,0.44899938081942126,26240.77010154724,0.6334327165865419,20,1308,-1288,2279,147,2.396003074558032,65.4,20,289,6505,7793,4079,2.3827118118374644,4.105346269061435,18568.47314965005,0.09116833737139256,286148,4.233647487017119,5.326310494311205,600x600,360000,sparse,Learned,6625,20,62,67365,27.799343164544315,0.7875156656849296,26.470386321485606,0.9799170722080032,0.5510006191805787,0.3649587081905008,2268,5697,0.0,47,66704,30.64889468733954,0.8950841186110239,0.9906896102100577,29.79089047821531,0.3403139066408901,0.54290426208105,719,21.727192632183897,0.3255835068355351,0.9072198267661146,19.454652138971596,0.9999873080859284,0.4821391792713006,-2.100942260987466,0.6350410290429909,-4.883269876243936,-0.3025012648547328,False,d1_d0001_p0014_t0000
d1_d0001_p0015_t0000.png,0.973334972176477,21.90120752441134,1.0,0.999998607912143,21.118547768684227,0.3298050868063099,65706,15,988,1765,121,2.2860923257865333,65.86666666666666,6802,7775,14041.175872530757,3.856909805205036,0.07843266173190776,-0.006446437717224751,0.5192475028225836,23768.900871276855,0.5782382407275828,15,988,-973,1765,121,2.2860923257865333,65.86666666666666,17,215,6802,7775,4916,1.8059390189749607,3.856909805205036,14041.175872530757,0.07843266173190776,280805,4.2736584178005055,5.478951693909232,600x600,360000,dense,Learned,7002,17,44,65264,24.28432851500371,0.7244272860833583,22.935491326080367,0.9797814098937018,0.48075249717741647,0.2631331161489677,3994,7680,0.0,25,65462,27.250367443899634,0.8668925691281293,0.9914349493112169,26.705001865680593,0.24190690313856833,0.4726832222895215,710,20.218062039197086,0.17450039088230426,0.9214239967954958,17.67921581769884,0.9999538510506676,0.44256805939729216,-1.0342838016690266,0.7368654917631753,-3.1657807463194843,-0.3946221992770484,False,d1_d0001_p0015_t0000
