stem,segmenter,iou_cpu_gpu,pixels_differ,segGPU_t100_n_components,segGPU_t100_total_length_px,segGPU_t100_mean_width_px,segGPU_t100_n_branches,segGPU_t100_n_junctions,segGPU_t100_cycle_rank,segGPU_degree5_n_components,segGPU_degree5_total_length_px,segGPU_degree5_mean_width_px,segGPU_degree5_n_branches,segGPU_degree5_n_junctions,segGPU_degree5_cycle_rank
7306,Learned,1.0,0,5,228.48023074035518,7.270902399705622,10,3,1,5,223.651803615609,7.277518064746717,8,2,1
7307,Learned,1.0,0,4,305.6639969244288,6.230767941563982,12,5,2,4,305.6639969244288,6.230767941563982,12,5,2
7308,Learned,1.0,0,4,317.73506473629425,6.784207665635546,16,6,0,4,306.90663761154804,6.7857155910319396,12,4,0
7309,Learned,1.0,0,4,174.7817459305202,5.579129972492969,4,0,0,4,174.7817459305202,5.579129972492969,4,0,0
7310,Learned,1.0,0,4,367.01933598375615,6.623099475843243,13,5,1,4,364.60512242138304,6.61719857924255,11,4,1
7311,Learned,1.0,0,4,233.43860018001257,5.577704109532724,6,1,0,4,233.43860018001257,5.577704109532724,6,1,0
7312,Learned,1.0,0,4,207.4386001800126,4.9685188449571775,6,1,0,4,207.4386001800126,4.9685188449571775,6,1,0
7313,Learned,1.0,0,4,172.36753236814712,6.475878339396429,10,3,0,4,159.8822509939086,6.338229154049582,4,0,0
7314,Learned,1.0,0,4,204.99494936611666,5.812035010229161,10,3,0,4,204.99494936611666,5.812035010229161,10,3,0
7315,Learned,1.0,0,4,253.99494936611666,5.986883543431611,11,4,1,4,249.99494936611663,6.018897238719052,9,3,1
7316,Learned,1.0,0,5,273.86500705120545,6.670100838646765,22,9,1,5,256.208152801713,6.529283942395839,10,3,1
7317,Learned,1.0,0,4,266.0782104868019,5.557391157334867,11,4,1,4,261.6639969244288,5.502758382712831,9,3,1
7318,Learned,1.0,0,4,287.0782104868019,4.9569331980742355,12,5,2,4,287.0782104868019,4.9569331980742355,12,5,2
7319,Learned,1.0,0,4,226.06601717798216,6.845008213305221,6,2,2,4,226.06601717798216,6.845008213305221,6,2,2
7320,Learned,1.0,0,4,178.4386001800126,6.9044662832292465,14,5,1,4,165.7817459305202,6.837636583073946,7,2,1
7321,Learned,0.9994547437295529,1,6,308.8355697996826,5.912321935506093,14,4,0,6,302.42135623730945,5.89843874519812,10,2,0
7322,Learned,1.0,0,4,294.7056274847713,6.721846187398015,6,1,0,4,294.7056274847713,6.721846187398015,6,1,0
7323,Learned,1.0,0,4,220.40916292848976,5.662810828592277,8,2,0,4,220.40916292848976,5.662810828592277,8,2,0
7324,Learned,1.0,0,4,287.24978336205567,5.773826946744477,10,3,0,4,287.24978336205567,5.773826946744477,10,3,0
7325,Learned,1.0,0,4,222.55129855222066,6.590089291575626,8,2,0,4,220.13708498984758,6.584856689852885,6,1,0
7326,Learned,1.0,0,4,212.13708498984755,6.787783133895955,10,3,0,4,208.30865786510137,6.769980284492001,8,2,0
7327,Learned,1.0,0,4,170.78174593052023,5.366277255068825,6,1,0,4,166.78174593052023,5.308134389228571,4,0,0
7328,Learned,1.0,0,4,286.45079348883235,6.925684312299719,7,2,1,4,281.62236636408613,6.891165514305289,5,1,1
7329,Learned,0.999340804218853,1,4,274.2081528017131,5.845926048567001,12,4,0,4,274.2081528017131,5.845926048567001,12,4,0
7330,Learned,1.0,0,4,258.9360748630708,5.677204203474042,4,0,0,4,258.9360748630708,5.677204203474042,4,0,0
7331,Learned,1.0,0,4,240.55129855222071,6.2143447654067065,13,5,1,4,240.55129855222071,6.2143447654067065,13,5,1
7332,Learned,1.0,0,5,257.651803615609,7.194438717462304,11,3,1,5,253.23759005323592,7.0780820132935585,8,2,1
7333,Learned,1.0,0,5,233.79393923934,6.249509617245701,7,1,0,5,233.79393923934,6.249509617245701,7,1,0
7334,Learned,1.0,0,4,231.8233764908628,7.169758896993417,11,4,1,4,219.75230867899734,7.1920587516125325,7,2,1
7335,Learned,1.0,0,5,262.6223663640862,5.32379052209862,11,3,0,5,255.79393923933998,5.318423003987296,7,1,0
7336,Learned,1.0,0,4,172.71067811865476,4.879634100332326,4,0,0,4,172.71067811865476,4.879634100332326,4,0,0
7337,Learned,1.0,0,5,207.61017305526642,5.9464871848636545,8,2,1,5,203.78174593052023,5.9651429425877005,5,0,1
7339,Learned,1.0,0,5,226.9655121145938,5.551012577554863,9,2,0,5,224.9655121145938,5.562702765574037,7,1,0
7340,Learned,1.0,0,4,220.10764773832477,6.081581762384075,9,3,1,4,220.10764773832477,6.081581762384075,9,3,1
7341,Learned,1.0,0,4,171.43860018001263,5.758422267850039,6,1,0,4,168.02438661763952,5.724859706163453,4,0,0
7342,Learned,1.0,0,4,301.9777054234135,5.606629634205873,13,5,1,4,298.97770542341357,5.599571523520809,11,4,1
7343,Learned,1.0,0,4,297.048773235279,5.292460294122776,11,3,0,4,297.048773235279,5.292460294122776,11,3,0
7344,Learned,1.0,0,5,257.59292911256324,4.915059371133653,7,1,0,5,257.59292911256324,4.915059371133653,7,1,0
7345,Learned,1.0,0,4,168.4680374315355,4.824354017085011,6,1,0,4,168.4680374315355,4.824354017085011,6,1,0
7346,Learned,1.0,0,4,246.7523086789974,5.094110932402989,13,4,0,4,246.7523086789974,5.094110932402989,13,4,0
7347,Learned,1.0,0,4,297.0071426749364,5.941063190193364,11,4,1,4,289.1787155501902,5.993442026121844,7,2,1
7348,Learned,1.0,0,5,224.7523086789974,5.901817047269939,7,1,0,5,224.7523086789974,5.901817047269939,7,1,0
7349,Learned,1.0,0,5,319.3502884254441,5.682496554026402,14,5,1,5,315.936074863071,5.6863144772573095,12,4,1
7350,Learned,1.0,0,5,286.2792206135785,5.13475139190585,9,2,0,5,286.2792206135785,5.13475139190585,9,2,0
7351,Learned,1.0,0,4,175.78174593052023,5.198193470305448,6,1,0,4,175.78174593052023,5.198193470305448,6,1,0
7352,Learned,0.999375,1,5,242.3797256769668,6.634194280130626,12,4,2,5,237.55129855222066,6.544323113603908,10,3,2
7353,Learned,1.0,0,5,326.2497833620557,5.452208650449822,12,4,1,5,320.42135623730945,5.442905902489829,8,2,1
7354,Learned,1.0,0,5,309.0487732352791,8.394287789144302,24,10,2,5,288.7350647362943,8.50125872191091,17,7,2
7355,Learned,1.0,0,4,258.86500705120545,5.367481801787812,12,4,0,4,258.86500705120545,5.367481801787812,12,4,0
7356,Learned,1.0,0,5,379.9898987322333,5.509958368399257,14,5,2,5,377.16147160748704,5.497531023552658,12,4,2
7357,Learned,1.0,0,4,289.8355697996826,5.7782836864819265,11,4,1,4,289.8355697996826,5.7782836864819265,11,4,1
7358,Learned,1.0,0,5,193.9655121145937,4.514087066766851,5,0,0,5,193.9655121145937,4.514087066766851,5,0,0
7359,Learned,1.0,0,4,152.02438661763952,5.964684011805296,4,0,0,4,152.02438661763952,5.964684011805296,4,0,0
