filename	gt_iou	seg_iou	seg_f1	seg_precision	seg_recall	gt_fg_ssim	gt_fg_psnr	ng_fg_ssim	ng_fg_psnr	ng_iou	ng_topo_q	topo_preservation	ng_psnr	ng_ssim	ng_bytes	graph_n_components	graph_n_cycles	graph_n_junctions	graph_n_endpoints	graph_mean_degree	graph_complexity	n_nodes	n_edges	total_edge_length	mean_width_px	mean_curvature	delta_gt_iou	delta_gt_fg_psnr	delta_gt_fg_ssim	delta_fg_ssim	delta_iou	total_time_ms	self_iou	ng_recon_iou	ng_n_components	ng_n_cycles	ng_euler_characteristic	ng_n_junctions	ng_n_endpoints	ng_mean_degree	ng_graph_complexity	ng_seg_beta_0	ng_seg_beta_1	graph_n_nodes	graph_n_edges	graph_n_sampled	graph_mean_edge_length	graph_mean_width	graph_total_edge_length	graph_mean_curvature	png_bytes	ng_vs_png	ng_vs_raw	image_shape	image_pixels	image_type	segmenter	n_points	n_structures	webp_quality	webp_bytes	webp_psnr	webp_ssim	webp_fg_ssim	webp_fg_psnr	webp_topo_q	webp_iou	gt_available	pre_gt_iou	pre_ng_psnr	pre_ng_ssim	pre_ng_fg_psnr	gt_topology_q	recon_topology_q	stem	jpeg_quality	jpeg_bytes	jpeg_psnr	jpeg_ssim	jpeg_fg_psnr	jpeg_fg_ssim	jpeg_iou	jpeg_topo_q	jpeg_beta_0	jpeg_beta_1	jpeg_betti_preservation	jp2_bytes	jp2_psnr	jp2_ssim	jp2_fg_ssim	jp2_fg_psnr	jp2_topo_q	jp2_iou	delta_fg_psnr	delta_topo_q	delta_psnr	delta_ssim	jpeg_gt_iou	jpeg_gt_fg_psnr	jpeg_gt_fg_ssim
M1_003_y512x256.png	0.104257	0.132224	0.233566	0.133697	0.923107	0.999123	36.033450	0.990440	35.265968	0.631038	0.841183	1.800715	31.234547	0.859236	8691	13	3	33	54	1.928315	0.230769	279	269	1350.271211	7.292311	0.000000	0.004965	-7.195580	-0.000691	-0.007258	0.019178	4869.312525	0.631038	0.631038	13	3	10	33	54	1.928315	0.230769	13	3	279	269	192	5.019596	7.292311	1350.271211	0.000000	31825	3.661834	7.540674	256x256	65536	sparse	Otsu	867	13	94	8070	46.206664	0.987903	0.998087	43.968431	0.664101	0.612929	True	0.104500	31.223280	0.859684	35.287171	0.509338	0.917173	M1_003_y512x256	89	8487	45.578071	0.987543	42.670650	0.997698	0.611860	0.668458	50	52	0.000000	250	21.410974	0.423506	0.852759	17.882995	1.000000	0.511357	-7.404681	0.172725	-14.343524	-0.128307	0.099292	43.229030	0.999814
M1_003_y512x768.png	0.132394	0.116737	0.209068	0.120063	0.808203	0.997342	33.395273	0.984408	36.226105	0.675780	0.983050	2.700612	33.384018	0.875894	10254	8	6	49	54	1.988889	0.750000	360	358	1850.432683	8.075897	0.000000	-0.003031	-9.589673	-0.002315	-0.011694	-0.022219	6243.333578	0.675780	0.675780	8	6	2	49	54	1.988889	0.750000	8	6	360	358	257	5.168806	8.075897	1850.432683	0.000000	32222	3.142383	6.391262	256x256	65536	sparse	Otsu	1172	8	95	9330	46.834619	0.987209	0.997131	44.964659	0.747375	0.691125	True	0.132535	33.392551	0.878055	36.238734	0.370044	0.999345	M1_003_y512x768	92	9723	45.895596	0.986248	43.434155	0.996103	0.697999	0.724068	50	88	0.000000	249	22.030331	0.430726	0.835524	18.984967	0.999158	0.595693	-7.208051	0.258982	-12.511578	-0.110354	0.135425	42.984946	0.999657
M1_003_y768x512.png	0.271672	0.001674	0.003343	0.085106	0.001705	0.980957	22.750211	0.999975	29.036797	0.004612	0.355964	1.329971	24.008486	0.705815	907	1	0	0	2	1.600000	0.000000	5	4	22.242641	3.394789	0.000000						723.714352	0.004612	0.004612	1	0	1	0	2	1.600000	0.000000	1	0	5	4	3	5.560660	3.394789	22.242641	0.000000	35502	39.142227	72.255788	256x256	65536	dense	Frangi	136	1	2	874	33.153776	0.875533	0.999924	24.673105	0.571268	0.004423	True	0.271588	24.009382	0.705804	29.021609	0.554028	0.736842	M1_003_y768x512																									
M1_003_y768x768.png	0.314772	0.119976	0.214248	0.193486	0.240000	0.985602	25.280875	0.997534	32.843706	0.386570	0.247735	0.561124	28.286452	0.808388	5727	30	0	6	66	1.527559	0.000000	127	97	452.918831	4.710189	0.000000	-0.055450	-15.196765	-0.013241	-0.001749	0.006209	2864.908218	0.386570	0.386570	30	0	30	6	66	1.527559	0.000000	30	0	127	97	55	4.669266	4.710189	452.918831	0.000000	32515	5.677493	11.443339	256x256	65536	dense	Meijering	681	30	90	5722	43.994641	0.981822	0.999504	40.473687	0.236128	0.380238	True	0.319145	28.289035	0.809448	32.850325	0.481077	0.269944	M1_003_y768x768	76	5712	43.165076	0.980862	38.151967	0.999283	0.380361	0.251986	60	7	0.000000	344	24.086750	0.563901	0.956062	17.012930	0.460354	0.284019	-5.308261	-0.004251	-14.878624	-0.172474	0.370222	40.477640	0.998843
M1_004_y256x256.png	0.102969	0.109759	0.197806	0.115389	0.692255	0.997855	28.251137	0.993698	34.862136	0.517406	0.988040	1.063661	32.102560	0.889144	13525	13	29	139	110	2.045911	2.230769	697	713	3248.466304	3.183091	0.000000	-0.006855	-15.027714	-0.002007	-0.005212	-0.030571	2661.723614	0.517406	0.517406	13	29	-16	139	110	2.045911	2.230769	13	28	697	713	448	4.556054	3.183091	3248.466304	0.000000	31137	2.302181	4.845545	256x256	65536	sparse	Learned	1638	13	98	13130	48.897191	0.992618	0.999461	47.406361	0.860124	0.547142	True	0.102922	32.103098	0.890161	34.880425	0.869971	0.925354	M1_004_y256x256	94	12241	46.233425	0.989356	43.887138	0.998910	0.547976	0.859218	37	118	0.000000	247	21.815663	0.398623	0.936417	19.089265	0.999771	0.409930	-9.025002	0.128822	-14.130865	-0.100212	0.109824	43.278851	0.999863
M1_004_y256x512.png	0.108271	0.111693	0.200942	0.111884	0.984937	0.999347	34.117573	0.989201	34.157504	0.668947	0.833373	0.926745	30.006911	0.833519	9384	15	3	39	63	1.921053	0.200000	304	292	1518.810317	7.013483	0.000000	-0.001539	-6.395866	-0.000464	-0.007630	-0.015630	5139.389753	0.668947	0.668947	15	3	12	39	63	1.921053	0.200000	15	3	304	292	202	5.201405	7.013483	1518.810317	0.000000	32505	3.463875	6.983802	256x256	65536	sparse	Otsu	948	15	94	9332	45.447875	0.987051	0.998084	43.277274	0.573692	0.679369	True	0.108333	30.010651	0.834685	34.171602	0.851425	0.789054	M1_004_y256x512	89	9015	43.685688	0.983182	40.636749	0.996831	0.684577	0.609372	48	52	0.000000	247	20.797596	0.392410	0.868754	17.362811	0.980937	0.521749	-6.479245	0.224001	-13.678777	-0.149663	0.109810	40.513439	0.999811
M1_004_y512x0.png	0.069536	0.000000	0.000000	0.000000	0.000000	0.994530	17.476260	0.999995	29.629811	0.003703	0.213372	1.557128	28.544771	0.830411	522	1	0	0	2	1.333333	0.000000	3	2	12.656854	2.401835	0.000000						610.951185	0.003703	0.003703	1	0	1	0	2	1.333333	0.000000	1	0	3	2	1	6.328427	2.401835	12.656854	0.000000	25868	49.555556	125.547893	256x256	65536	dense	Frangi	56	1	3	502	36.266210	0.906886	0.999986	22.900294	0.969953	0.003737	True	0.069562	28.545928	0.833030	29.597464	0.510808	0.795394	M1_004_y512x0																									
M1_004_y768x0.png	0.079733	0.055066	0.104385	0.055066	1.000000	0.999887	36.592969	0.989307	35.170343	0.609246	0.783846	1.467506	29.840996	0.855034	10546	17	2	39	72	1.900990	0.117647	303	288	1458.383910	6.714032	0.000000	0.028019	-5.737057	-0.000085	-0.008719	-0.100992	12826.056719	0.609246	0.609246	17	2	15	39	72	1.900990	0.117647	17	1	303	288	192	5.063833	6.714032	1458.383910	0.000000	32084	3.042291	6.214299	256x256	65536	sparse	Otsu	1412	17	96	9502	47.119865	0.988314	0.998557	45.360250	0.618235	0.708378	True	0.079665	29.837458	0.855508	35.168299	0.387374	0.568473	M1_004_y768x0	92	9629	46.394035	0.987884	43.927321	0.998026	0.710238	0.704127	46	51	0.000000	248	21.642789	0.475033	0.878851	17.676250	0.956717	0.483835	-8.756978	0.079719	-16.553040	-0.132849	0.051715	42.330026	0.999972
M1_004_y768x512.png	0.134748	0.023364	0.045662	0.527778	0.023863	0.981964	19.350328	0.999889	24.465959	0.006093	0.118973	1.441915	22.547888	0.674027	947	3	0	0	6	1.000000	0.000000	6	3	17.242641	3.183162	0.000000						491.028309	0.006093	0.006093	3	0	3	0	6	1.000000	0.000000	3	0	6	3	0	5.747547	3.183162	17.242641	0.000000	32414	34.228089	69.203801	256x256	65536	sparse	Frangi	127	3	1	878	31.505104	0.854036	0.999879	23.527004	0.686273	0.011981	True	0.134999	22.547269	0.675532	24.461810	0.672994	0.970401	M1_004_y768x512																									
M1_004_y768x768.png	0.255550	0.167678	0.287199	0.170256	0.917175	0.997938	31.746848	0.988090	34.551557	0.518983	0.728651	0.599281	29.724158	0.785581	12396	23	3	52	93	1.890110	0.130435	364	344	1684.035713	6.377987	0.000000	0.003117	-10.511403	-0.001860	-0.009407	-0.046655	13950.763464	0.518983	0.518983	23	3	20	52	93	1.890110	0.130435	23	3	364	344	219	4.895453	6.377987	1684.035713	0.000000	35507	2.864392	5.286867	256x256	65536	sparse	Otsu	1507	23	94	11168	45.269208	0.987024	0.998006	43.798745	0.264034	0.534165	True	0.255431	29.723808	0.786612	34.558729	0.640060	0.383576	M1_004_y768x768	91	11802	44.579772	0.985990	42.534780	0.997497	0.565638	0.297972	119	32	0.000000	247	21.467771	0.496341	0.848591	18.025954	1.000000	0.454003	-7.983223	0.430679	-14.855614	-0.200410	0.252433	42.258251	0.999798
M1_005_y256x512.png	0.118229	0.000000	0.000000	0.000000	0.000000	0.983102	22.027370	0.999984	24.479254	0.001656	0.130642	1.548376	26.023342	0.726243	544	1	0	0	2	1.000000	0.000000	2	1	6.414214	3.352061	0.000000						484.619617	0.001656	0.001656	1	0	1	0	2	1.000000	0.000000	1	0	2	1	0	6.414214	3.352061	6.414214	0.000000	31883	58.608456	120.470588	256x256	65536	sparse	Frangi	64	1									True	0.118270	26.028122	0.727320	24.575278	0.645838	1.000000	M1_005_y256x512																									
M1_005_y512x0.png	0.093696	0.093612	0.171198	0.094776	0.884011	0.999098	31.366567	0.992767	35.338775	0.584801	0.931110	1.719930	32.379182	0.901372	12965	21	30	120	107	2.025899	1.428571	695	704	3177.093721	3.159492	0.000000	0.013774	-12.550695	-0.000847	-0.006112	0.019499	2591.622353	0.584801	0.584801	21	30	-9	120	107	2.025899	1.428571	21	29	695	704	468	4.512917	3.159492	3177.093721	0.000000	32111	2.476745	5.054840	256x256	65536	sparse	Learned	1604	21	97	12080	47.660471	0.988064	0.999217	46.825812	0.675700	0.559139	True	0.093658	32.368647	0.901646	35.355350	0.475046	0.817046	M1_005_y512x0	94	11736	46.869372	0.988205	44.784682	0.998879	0.565302	0.809671	40	103	0.000000	245	21.721555	0.555395	0.927448	18.867317	0.999633	0.366538	-9.445907	0.121439	-14.490190	-0.086833	0.079922	43.917262	0.999944
M1_005_y512x768.png	0.265918	0.232600	0.377414	0.235068	0.956815	0.996137	32.719147	0.983940	35.894589	0.726453	0.994822	1.198752	31.788599	0.869100	11915	6	7	48	46	2.005731	1.166667	349	350	1825.214429	8.023710	0.000000	0.048343	-10.037304	-0.003264	-0.012265	0.010939	16547.815323	0.726453	0.726453	6	7	-1	48	46	2.005731	1.166667	6	7	349	350	255	5.214898	8.023710	1825.214429	0.000000	33111	2.778934	5.500294	256x256	65536	sparse	Otsu	1573	6	96	10956	47.033825	0.988043	0.997570	45.558760	0.735726	0.714975	True	0.265710	31.789530	0.870325	35.896530	0.718401	0.861185	M1_005_y512x768	93	11123	45.715407	0.986008	43.626113	0.996205	0.715514	0.798005	41	92	0.000000	249	22.978230	0.478434	0.850200	20.380330	0.904948	0.586288	-7.731524	0.196817	-13.926807	-0.116908	0.217575	42.756451	0.999401
M1_005_y768x0.png	0.053012	0.050000	0.095238	0.051059	0.706872	0.999448	27.051819	0.996211	34.593892	0.481894	0.644590	1.942326	32.725016	0.926834	8535	28	8	51	92	1.894459	0.285714	379	359	1688.420490	3.008331	0.000000	0.012213	-16.481762	-0.000536	-0.003275	0.032432	2845.505238	0.481894	0.481894	28	8	20	51	92	1.894459	0.285714	29	8	379	359	236	4.703121	3.008331	1688.420490	0.000000	28157	3.299004	7.678500	256x256	65536	sparse	Learned	1055	29	97	7436	48.725745	0.989555	0.999606	46.633969	0.648269	0.463185	True	0.052988	32.737485	0.928421	34.610705	0.327762	0.636621	M1_005_y768x0	93	8527	47.813650	0.990208	44.311566	0.999486	0.449462	0.795131	26	55	0.000000	249	22.929614	0.544155	0.947548	16.562061	0.998338	0.317559	-9.717674	-0.150541	-15.088634	-0.063374	0.040799	43.533581	0.999984
M1_005_y768x256.png	0.406572	0.272239	0.427969	0.303250	0.726940	0.982793	23.316948	0.989654	33.720937	0.499183	0.517240	0.420269	27.048949	0.739773	11145	34	4	34	95	1.806452	0.117647	310	280	1366.472222	5.799457	0.000000	0.046900	-18.844542	-0.016415	-0.007976	-0.017565	11782.859564	0.499183	0.499183	34	4	30	34	95	1.806452	0.117647	34	4	310	280	181	4.880258	5.799457	1366.472222	0.000000	36943	3.314760	5.880305	256x256	65536	sparse	Otsu	1340	34	92	10084	43.895280	0.981927	0.997944	42.622350	0.233433	0.530931	True	0.406311	27.044457	0.739674	33.730600	0.817316	0.343493	M1_005_y768x256	87	10609	43.534893	0.980678	41.915681	0.997630	0.516747	0.219797	139	27	0.000000	247	21.693323	0.549270	0.894261	18.112061	0.627679	0.349968	-8.194744	0.297443	-16.485944	-0.240905	0.359672	42.161490	0.999209
M1_005_y768x512.png	0.486010	0.000000	0.000000	0.000000	0.000000	0.932750	19.380050	0.999978	27.922108	0.002499	0.113080	0.755049	20.943989	0.539855	594	1	0	0	2	1.000000	0.000000	2	1	5.414214	3.098713	0.000000						486.531496	0.002499	0.002499	1	0	1	0	2	1.000000	0.000000	1	0	2	1	0	5.414214	3.098713	5.414214	0.000000	38542	64.885522	110.329966	256x256	65536	dense	Frangi	55	1									True	0.486244	20.942837	0.539967	27.920582	0.928161	0.700807	M1_005_y768x512																									
M1_005_y768x768.png	0.052495	0.000000	0.000000	0.000000	0.000000	0.992192	20.226229	0.999953	22.227378	0.001646	0.113080	1.670813	22.950035	0.680676	556	1	0	0	2	1.000000	0.000000	2	1	5.414214	3.098713	0.000000						466.617346	0.001646	0.001646	1	0	1	0	2	1.000000	0.000000	1	0	2	1	0	5.414214	3.098713	5.414214	0.000000	33245	59.793165	117.870504	256x256	65536	sparse	Frangi	55	1									True	0.051710	22.949187	0.681995	22.204246	0.598280	0.999614	M1_005_y768x768																									
M1_006_y0x512.png	0.190105	0.133183	0.235060	0.144452	0.630617	0.997434	25.221531	0.995281	35.570819	0.660156	0.995204	1.756606	36.594440	0.971166	5409	3	8	33	26	2.052356	2.666667	191	196	910.281313	3.685443	0.000000	0.015317	-21.290691	-0.002455	-0.004115	-0.052887	5171.699286	0.660156	0.660156	3	8	-5	33	26	2.052356	2.666667	3	10	191	196	132	4.644292	3.685443	910.281313	0.000000	12625	2.334073	12.116103	256x256	65536	sparse	Learned	906	3	100	3276	54.673844	0.995449	0.999581	49.410604	0.755857	0.708585	True	0.190204	36.614673	0.973772	35.578184	0.493383	0.866680	M1_006_y0x512	96	4953	53.989581	0.996281	47.435651	0.999396	0.713043	0.797294	10	17	0.000000	407	39.376252	0.936839	0.992072	31.592033	0.988086	0.577958	-11.864832	0.197910	-17.395141	-0.025115	0.174788	46.512222	0.999889
M1_006_y0x768.png	0.031181	0.046732	0.089291	0.061496	0.162934	0.993390	26.016072	0.998114	31.945760	0.314455	0.238380	0.270465	27.972508	0.766938	4189	26	0	6	58	1.527273	0.000000	110	84	371.906638	4.477951	0.000000	-0.000715	-12.299270	-0.005995	-0.001109	-0.007656	2230.900526	0.314455	0.314455	26	0	26	6	58	1.527273	0.000000	26	0	110	84	46	4.427460	4.477951	371.906638	0.000000	33329	7.956314	15.644784	256x256	65536	sparse	Meijering	353	26	82	4076	41.791218	0.972613	0.999484	36.979878	0.095163	0.318238	True	0.030866	27.974297	0.767132	31.964170	0.396159	0.107147	M1_006_y0x768	46	4185	40.291745	0.964749	34.194458	0.999223	0.322110	0.097900	33	1	0.365385	462	25.688774	0.697082	0.976707	18.458970	0.165525	0.376179	-2.248699	0.140480	-12.319237	-0.197812	0.031896	38.315342	0.999385
M1_006_y256x512.png	0.198655	0.003666	0.007305	0.240964	0.003709	0.968544	21.884428	0.999972	26.146842	0.004244	0.095163	1.251689	23.242524	0.631234	638	1	0	0	2	1.333333	0.000000	3	2	4.828427	3.944432	0.000000						492.656231	0.004244	0.004244	1	0	1	0	2	1.333333	0.000000	1	0	3	2	1	2.414214	3.944432	4.828427	0.000000	34311	53.778997	102.721003	256x256	65536	sparse	Frangi	79	1									True	0.198254	23.241557	0.631638	26.211673	0.612706	0.766918	M1_006_y256x512																									
M1_006_y512x512.png	0.295355	0.195591	0.327186	0.201013	0.878801	0.992372	25.818416	0.986728	35.820605	0.442049	0.544727	0.846636	30.027949	0.794988	11322	35	1	40	108	1.800587	0.028571	341	307	1527.325035	6.226903	0.000000	0.033680	-17.398833	-0.007016	-0.010699	-0.045796	12508.404016	0.442049	0.442049	35	1	34	40	108	1.800587	0.028571	35	1	341	307	193	4.975000	6.226903	1527.325035	0.000000	34063	3.008567	5.788377	256x256	65536	sparse	Otsu	1400	35	95	11268	46.334253	0.988303	0.997912	45.158208	0.289736	0.496241	True	0.295067	30.027125	0.794879	35.819944	0.366307	0.310129	M1_006_y512x512	91	11018	45.769010	0.987322	43.929653	0.997428	0.487845	0.274692	138	27	0.000000	249	22.987999	0.571566	0.849340	19.696999	0.787752	0.359348	-8.109048	0.270034	-15.741061	-0.192334	0.261675	43.217249	0.999388
M1_006_y768x512.png	0.186368	0.136288	0.239883	0.145895	0.674240	0.993302	30.488536	0.992009	35.988033	0.452430	0.851463	1.064847	33.480462	0.899692	11756	26	18	97	117	1.974194	0.692308	620	612	2844.934342	3.344921	0.000000	-0.015427	-14.146657	-0.006230	-0.006954	0.004135	2832.134485	0.452430	0.452430	26	18	8	97	117	1.974194	0.692308	26	17	620	612	406	4.648586	3.344921	2844.934342	0.000000	30662	2.608200	5.574685	256x256	65536	sparse	Learned	1367	26	97	10938	48.345915	0.991020	0.999131	46.939843	0.436030	0.448553	True	0.186579	33.485378	0.900161	36.016650	0.453379	0.482779	M1_006_y768x512	94	11575	47.627297	0.990389	45.499563	0.998962	0.448296	0.448093	64	24	0.063348	247	23.280097	0.548973	0.903459	19.538887	0.931437	0.311073	-9.511530	0.403371	-14.146835	-0.090697	0.201795	44.635193	0.999532
M1_006_y768x768.png	0.216796	0.205399	0.340799	0.258106	0.501459	0.987961	29.963944	0.993444	35.131728	0.475310	0.567992	0.504464	30.328661	0.822210	14515	58	19	88	169	1.878505	0.327586	642	603	2710.116016	3.443461	0.000000	-0.014613	-14.376690	-0.011089	-0.005476	-0.031549	3434.976101	0.475310	0.475310	58	19	39	88	169	1.878505	0.327586	58	17	642	603	385	4.494388	3.443461	2710.116016	0.000000	35220	2.426455	4.515053	256x256	65536	dense	Learned	1861	58	96	13636	46.522849	0.988661	0.999224	45.736700	0.315764	0.503882	True	0.216911	30.306598	0.822519	35.163005	0.706242	0.356274	M1_006_y768x768	93	12986	45.205558	0.984282	44.031206	0.998920	0.506859	0.358068	110	42	0.000000	248	22.243281	0.594575	0.931984	18.894135	0.999590	0.289153	-8.899479	0.209924	-14.876897	-0.162072	0.231409	44.340634	0.999050
M1_007_y512x0.png	0.018507	0.034384	0.066481	0.035054	0.642473	0.999425	25.946646	0.996162	32.602751	0.308977	0.575991	1.754946	28.529727	0.829653	12162	49	6	76	163	1.846429	0.122449	560	517	2371.895670	2.947169	0.000000	-0.000203	-14.190938	-0.000555	-0.003247	-0.000255	2298.391104	0.308977	0.308977	49	6	43	76	163	1.846429	0.122449	50	6	560	517	321	4.587806	2.947169	2371.895670	0.000000	34744	2.856767	5.388587	256x256	65536	sparse	Learned	1247	50	95	11850	45.888077	0.987540	0.999632	44.562516	0.995058	0.309233	True	0.018510	28.529982	0.830161	32.612222	0.565402	0.992250	M1_007_y512x0	91	11586	43.632157	0.983489	41.542284	0.999409	0.309232	0.997634	3	11	0.113333	250	20.006913	0.425338	0.942713	15.242831	0.999969	0.295134	-8.939533	-0.421644	-15.102430	-0.153836	0.018710	40.137583	0.999980
M1_007_y512x256.png	0.156380	0.165867	0.284538	0.169883	0.875235	0.997565	34.319317	0.984003	34.428027	0.704813	0.998864	1.107745	29.159683	0.874149	9436	4	4	39	42	2.000000	1.000000	290	290	1550.751442	8.839179	0.000000	-0.002243	-7.418968	-0.001910	-0.011500	-0.016015	5929.235697	0.704813	0.704813	4	4	0	39	42	2.000000	1.000000	4	3	290	290	209	5.347419	8.839179	1550.751442	0.000000	32283	3.421259	6.945316	256x256	65536	sparse	Otsu	929	4	94	9166	45.738189	0.986521	0.997105	43.822705	0.839815	0.716250	True	0.153007	29.161002	0.875119	34.460522	0.902509	0.999750	M1_007_y512x256	90	9348	44.335196	0.985281	41.624455	0.995503	0.720828	0.868150	23	64	0.000000	247	21.062168	0.415440	0.840361	18.181893	0.925230	0.616282	-7.196428	0.130714	-15.175513	-0.111132	0.158623	41.738285	0.999475
M1_007_y512x512.png	0.236635	0.253654	0.404663	0.280244	0.727768	0.989122	27.306947	0.991749	33.127375	0.441007	0.970169	0.649511	28.462253	0.834362	16125	18	31	143	125	2.033419	1.722222	778	791	3597.367891	3.266992	0.000000	-0.011566	-15.307910	-0.010264	-0.007146	-0.013893	3348.779678	0.441007	0.441007	18	31	-13	143	125	2.033419	1.722222	18	26	778	791	510	4.547873	3.266992	3597.367891	0.000000	35496	2.201302	4.064248	256x256	65536	sparse	Learned	1819	18	97	15932	47.553395	0.992142	0.999443	46.646734	0.719729	0.454430	True	0.236395	28.461761	0.835189	33.141326	0.989642	0.642783	M1_007_y512x512	94	15888	44.687707	0.987831	43.108598	0.998895	0.454900	0.711635	34	38	0.324786	249	20.295460	0.382954	0.922604	17.661725	0.999977	0.374595	-9.981223	0.258534	-16.225455	-0.153469	0.248201	42.614857	0.999385
M1_007_y512x768.png	0.171201	0.138187	0.242819	0.146899	0.699696	0.997254	27.583210	0.994403	34.119656	0.503470	0.985752	2.119653	32.276302	0.903192	9913	9	19	88	75	2.044150	2.111111	453	463	2183.581961	3.198499	0.000000	-0.021494	-15.034039	-0.002554	-0.004608	-0.029294	2409.029484	0.503470	0.503470	9	19	-10	88	75	2.044150	2.111111	9	20	453	463	290	4.716160	3.198499	2183.581961	0.000000	29150	2.940583	6.611117	256x256	65536	sparse	Learned	1199	9	96	8078	47.974028	0.987744	0.999342	45.541273	0.650869	0.531141	True	0.171310	32.274066	0.906519	34.123965	0.459359	0.973682	M1_007_y512x768	93	8960	46.532149	0.987768	43.140550	0.999012	0.532764	0.753063	29	49	0.000000	246	21.359533	0.349848	0.935374	16.322219	0.978290	0.360917	-9.020894	0.232689	-14.255847	-0.084576	0.192695	42.617249	0.999808
M1_007_y768x0.png	0.133954	0.211487	0.349136	0.226298	0.763666	0.996166	27.432667	0.994115	33.362505	0.403023	0.549034	1.406381	28.694358	0.802900	7502	22	0	21	65	1.789474	0.000000	209	187	955.896536	5.281950	0.000000	0.000400	-13.703691	-0.003460	-0.004569	0.002026	5460.241079	0.403023	0.403023	22	0	22	21	65	1.789474	0.000000	22	0	209	187	123	5.111746	5.281950	955.896536	0.000000	30710	4.093575	8.735804	256x256	65536	sparse	Meijering	866	22	92	6510	44.534777	0.982216	0.998844	41.842997	0.716099	0.400314	True	0.134070	28.692360	0.804412	33.369292	0.680181	0.956593	M1_007_y768x0	87	7196	44.427452	0.981128	41.264075	0.998685	0.400997	0.655670	26	15	0.000000	279	25.419385	0.516416	0.945530	21.020829	0.990245	0.357340	-7.901570	-0.106636	-15.733094	-0.178227	0.133554	41.136358	0.999625
M1_007_y768x256.png	0.058155	0.061140	0.115235	0.062225	0.778137	0.998897	28.687448	0.991543	34.376427	0.464751	0.996817	2.009489	29.924395	0.854400	13877	9	23	119	93	2.041543	2.555556	674	688	3246.780013	3.404818	0.000000	-0.002702	-14.778305	-0.001016	-0.006982	-0.007405	2948.967457	0.464751	0.464751	9	23	-14	119	93	2.041543	2.555556	10	22	674	688	462	4.719157	3.404818	3246.780013	0.000000	32162	2.317648	4.722635	256x256	65536	sparse	Learned	1631	10	97	13166	47.871633	0.990770	0.999101	46.708723	0.853191	0.472868	True	0.058127	29.940380	0.855676	34.405565	0.485212	0.975028	M1_007_y768x256	94	13239	45.906819	0.987360	44.059869	0.998525	0.472155	0.791888	31	55	0.000000	248	22.493922	0.458134	0.931650	20.171576	0.889933	0.254791	-9.683441	0.204930	-15.982425	-0.132959	0.060857	43.465753	0.999913
M1_007_y768x512.png	0.219965	0.236029	0.381916	0.366098	0.399162	0.979754	24.572353	0.996387	31.485035	0.228461	0.355335	0.955566	25.703290	0.647097	8832	41	1	18	99	1.674797	0.024390	246	206	980.364574	4.749597	0.000000	-0.034051	-13.574007	-0.018509	-0.002415	-0.045198	4524.724245	0.228461	0.228461	41	1	40	18	99	1.674797	0.024390	41	0	246	206	129	4.759051	4.749597	980.364574	0.000000	40482	4.583560	7.420290	256x256	65536	sparse	Meijering	866	41	85	8792	40.357228	0.974099	0.999076	39.002340	0.874945	0.266814	True	0.220020	25.699291	0.647126	31.494677	0.872938	0.834149	M1_007_y768x512	75	8824	39.549885	0.973167	36.594173	0.998802	0.273659	0.887871	37	107	0.000000	250	18.258951	0.390552	0.917390	12.749419	0.999775	0.212005	-5.109139	-0.532536	-13.846595	-0.326071	0.254016	38.146360	0.998263
M1_008_y0x768.png	0.358471	0.191310	0.321177	0.196844	0.871892	0.998118	30.425420	0.990972	35.675350	0.382038	0.984477	0.526410	34.470225	0.919787	10908	11	21	93	77	2.037175	1.909091	538	548	2632.512986	3.259827	0.000000	-0.064617	-13.237525	-0.001715	-0.007550	0.000169	2764.478445	0.382038	0.382038	11	21	-10	93	77	2.037175	1.909091	11	21	538	548	368	4.803856	3.259827	2632.512986	0.000000	25246	2.314448	6.008067	256x256	65536	sparse	Learned	1358	11	98	10136	49.945594	0.993246	0.999177	47.730821	0.287117	0.390045	True	0.358462	34.475311	0.920345	35.670139	0.668458	0.351883	M1_008_y0x768	94	9549	47.621930	0.990175	44.574195	0.998521	0.381869	0.306446	54	7	0.000000	249	22.311736	0.562120	0.877551	17.839563	0.841183	0.255884	-8.898845	0.678032	-13.151705	-0.070387	0.423087	43.662945	0.999833
M1_008_y256x256.png	0.103219	0.144295	0.252199	0.154016	0.695706	0.998131	25.841814	0.997422	32.540417	0.210809	0.259182	0.392058	28.655608	0.719491	5447	34	0	5	73	1.540541	0.000000	148	114	540.617316	4.758060	0.000000	-0.010709	-11.597648	-0.001697	-0.001568	-0.002753	2331.981659	0.210809	0.210809	34	0	34	5	73	1.540541	0.000000	34	0	148	114	70	4.742257	4.758060	540.617316	0.000000	36272	6.659078	12.031577	256x256	65536	sparse	Meijering	450	34	84	5116	41.101340	0.967451	0.999174	38.137869	0.072613	0.212985	True	0.103183	28.662667	0.719805	32.553327	0.190388	0.074643	M1_008_y256x256	60	5345	40.467086	0.965561	36.251271	0.998990	0.213562	0.074385	37	0	0.955882	403	23.899318	0.613962	0.958722	17.156578	0.171385	0.313928	-3.710854	0.184796	-11.811478	-0.246070	0.113928	37.439462	0.999828
