filename,gt_iou,seg_iou,seg_f1,seg_precision,seg_recall,gt_fg_ssim,gt_fg_psnr,ng_fg_ssim,ng_fg_psnr,ng_iou,ng_topo_q,topo_preservation,ng_psnr,ng_ssim,ng_bytes,graph_n_components,graph_n_cycles,graph_n_junctions,graph_n_endpoints,graph_mean_degree,graph_complexity,n_nodes,n_edges,total_edge_length,mean_width_px,mean_curvature,delta_gt_iou,delta_gt_fg_psnr,delta_gt_fg_ssim,delta_fg_ssim,delta_iou,total_time_ms,ng_recon_iou,ng_n_components,ng_n_cycles,ng_euler_characteristic,ng_n_junctions,ng_n_endpoints,ng_mean_degree,ng_graph_complexity,ng_seg_beta_0,ng_seg_beta_1,graph_n_nodes,graph_n_edges,graph_n_sampled,graph_mean_edge_length,graph_mean_width,graph_total_edge_length,graph_mean_curvature,png_bytes,ng_vs_png,ng_vs_raw,image_shape,image_pixels,image_type,segmenter,n_points,n_structures,gt_available,gt_topology_q,recon_topology_q,stem,jpeg_quality,jpeg_bytes,jpeg_psnr,jpeg_ssim,jpeg_fg_psnr,jpeg_fg_ssim,jpeg_iou,jpeg_topo_q,jpeg_beta_0,jpeg_beta_1,jpeg_betti_preservation,webp_quality,webp_bytes,webp_psnr,webp_ssim,webp_fg_ssim,webp_fg_psnr,webp_topo_q,webp_iou,jp2_bytes,jp2_psnr,jp2_ssim,jp2_fg_ssim,jp2_fg_psnr,jp2_topo_q,jp2_iou,delta_fg_psnr,delta_topo_q,delta_psnr,delta_ssim,jpeg_gt_iou,jpeg_gt_fg_psnr,jpeg_gt_fg_ssim
M1_001_y0x0.png,0.02824476137359573,0.0,0.0,0.0,0.0,0.9962909407144358,21.691342146373962,0.9999923239919064,23.730870365412517,1.0,0.164729788588728,5.936079402354936,22.26464039974186,0.6585370933484267,505,1,0,0,2,1.6,0.0,5,4,9.242640687119284,1.8601126194000244,0.10257452183440963,,,,,,3368.7052726745605,0.0015189671023703882,1,0,1,0,2,1.6,0.0,1,0,5,4,3,2.310660171779821,1.8601126194000244,9.242640687119284,0.10257452183440963,34720,68.75247524752476,129.77425742574258,256x256,65536,sparse,Frangi,36,1,True,0.16032204041886366,0.9516843618739322,M1_001_y0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1_001_y0x256.png,0.0004170141784820684,0.015867089789061043,0.03123851525174568,0.018322914421211468,0.10585305105853052,0.9987411838788116,24.792293357325406,0.998838659366419,30.7152101466326,1.0,0.17212151191676217,0.23486264251684003,27.97684808045382,0.7214840073906865,4165,23,0,0,50,1.7415730337078652,0.0,178,155,322.5693183938075,4.155499435542675,0.0882635065636391,-0.0019013784026616718,-12.514368027541536,-0.0011956944093678423,-0.00045952116817071786,0.6534031413612565,1766.7803764343262,0.34403966372062944,23,0,23,0,50,1.7415730337078652,0.0,36,0,178,155,128,2.08109237673424,4.155499435542675,322.5693183938075,0.0882635065636391,37074,8.901320528211285,15.734933973589436,256x256,65536,sparse,Meijering,348,36,True,0.3106457574757776,0.07295908348740654,M1_001_y0x256,34,4088,37.475517490712875,0.9392278969729034,31.64805561258588,0.9992981805345897,0.34659685863874345,0.07225651367144714,44,0,0.8888888888888888,76,4110,39.085728960311926,0.9517140642755199,0.9995792685341934,34.49075038811661,0.07301134647738661,0.33900083963056254,451,23.53352382516615,0.653205782918284,0.9777203628284954,15.221764516239311,0.2933517221422838,0.39997731911998186,-0.9328454659532781,0.09986499824531503,-9.498669410259055,-0.2177438895822169,0.00231839258114374,37.30666138486694,0.9999368782881795
M1_001_y256x0.png,0.04302183897272471,0.030093191819829147,0.05842809574668594,0.03055391287206781,0.666189111747851,0.9994820403439162,26.27618176063251,0.9938258237627042,34.629241261623335,1.0,0.785618898573022,1.5569005122229032,29.550553232952694,0.8864739316584785,10900,18,125,249,69,2.1933152664859983,6.944444444444445,1107,1214,2570.7330909424363,3.3211320821724177,0.09073588600996459,0.003970833577923341,-17.319948932225174,-0.0004987823746063214,-0.004959206192518106,0.6115155526141628,5518.203496932983,0.2891535987133092,18,125,-107,249,69,2.1933152664859983,6.944444444444445,29,13,1107,1214,789,2.1175725625555595,3.3211320821724177,2570.7330909424363,0.09073588600996459,32742,3.0038532110091745,6.0124770642201835,256x256,65536,sparse,Learned,1601,29,True,0.22119921692859512,0.3443851741394348,M1_001_y256x0,92,9812,45.49262174508078,0.985208901294338,43.35711861636874,0.9987850299552223,0.3884844473858372,0.536580601685605,57,53,0.0,96,10478,47.25591747412946,0.9882494675648832,0.9992433298841576,45.953604074764314,0.418896319914266,0.3778820556783829,247,20.809193134265335,0.430987165173037,0.9229211411180831,16.799565607367228,0.9999689527400545,0.2961680084877988,-8.727877354745402,0.24903829688741708,-15.942068512128088,-0.09873496963585948,0.03905100539480137,43.596130692857685,0.9999808227185225
M1_001_y256x256.png,0.13227855546406306,0.1155704980037823,0.20719532868713506,0.1176596427425393,0.8668242710795903,0.9984641931659926,30.544843130487727,0.9866066404019195,35.027139161783126,1.0,0.6506002027414857,1.4445755320699345,29.1933582387372,0.7879752656349466,10723,21,44,100,60,2.0545023696682465,2.0952380952380953,844,867,1564.621001221926,7.231257033574073,0.05021807690004139,0.0026052828341755485,-11.013713724179262,-0.0014484572694114517,-0.00929294507720757,0.4494255744255744,14331.30145072937,0.5698452808440839,21,44,-23,100,60,2.0545023696682465,2.0952380952380953,26,3,844,867,684,1.8046378330125974,7.231257033574073,1564.621001221926,0.05021807690004139,35686,3.3279865709223166,6.111722465727874,256x256,65536,sparse,Otsu,1448,26,True,0.35435147357210794,0.5118874684751932,M1_001_y256x256,89,10078,43.71131347705757,0.9782888009793154,41.86797872135614,0.995899585479127,0.5505744255744256,0.4020173557147819,62,38,0.0,92,9582,43.92987763901481,0.9789488217852802,0.9966006178906741,42.7098109493549,0.4016151240329878,0.5510722465125963,245,22.77475046935099,0.6270028709671863,0.8937146024203834,19.372937889294302,0.9840771484954883,0.4589626239511823,-6.840839559573013,0.24858284702670375,-14.517955238320372,-0.1903135353443688,0.1296732726298875,41.55855685466699,0.999912650435404
M1_001_y256x512.png,0.09510063972538618,0.1084311074279234,0.19564789674576002,0.10874890638670166,0.9737563650607128,0.9982667991402789,27.7791504746588,0.9837927012485158,34.20641039163008,1.0,0.7183029501788659,2.181508930352967,27.2589143883714,0.7777318674518628,11504,18,76,144,62,2.1237993596584843,4.222222222222222,937,995,1918.8430881150541,7.559749056715339,0.06494032473457215,0.028154698106302986,-12.747510993631927,-0.0015397036226854066,-0.01133711244723934,0.474149057320005,12520.078420639038,0.6268536265509936,18,76,-58,144,62,2.1237993596584843,4.222222222222222,26,7,937,995,731,1.9284855156935161,7.559749056715339,1918.8430881150541,0.06494032473457215,37260,3.238873435326843,5.696801112656467,256x256,65536,sparse,Otsu,1399,26,True,0.34541249166821364,0.7535204352296779,M1_001_y256x512,89,10755,42.639843334397185,0.9753694832573914,41.247376277916,0.9951298136957551,0.525850942679995,0.9271088377742523,33,169,0.0,92,10632,43.327854447512976,0.9792158614616385,0.9960205146152941,42.175860677784804,0.8609886924667448,0.526860185067816,244,23.022643088206788,0.5732576854863641,0.8560962670070379,20.72453299573708,0.9999589204447747,0.45556751884217644,-7.0409658862859175,-0.20880588759538643,-15.380928946025783,-0.19763761580552852,0.0669459416190832,40.526661468290726,0.9998065027629643
M1_001_y256x768.png,0.20060648472125028,0.184534550472349,0.31157309915318787,0.1853312723202388,0.9772344013490725,0.9981879647094417,31.015116138016815,0.9868732267331889,34.92350308299036,1.0,0.9824610881705623,1.1076967653923682,30.277045508226532,0.8468127328088491,8140,3,47,101,32,2.112388250319285,15.666666666666666,783,827,1430.2693926194431,8.715647536067062,0.04020169911203884,-0.008243728202282391,-9.098978568364181,-0.001483719969912145,-0.008526004267871756,0.3553937789543349,5449.285984039307,0.6297527434998407,3,47,-44,101,32,2.112388250319285,15.666666666666666,6,3,783,827,650,1.729467222030761,8.715647536067062,1430.2693926194431,0.04020169911203884,33481,4.113144963144963,8.051105651105651,256x256,65536,sparse,Otsu,935,6,True,0.48589786823502623,0.5382274969549856,M1_001_y256x768,88,7901,43.63712241997817,0.9764395713182122,40.70729329441623,0.9953992310010606,0.6446062210456651,0.43823219154052084,48,19,0.0,92,7306,44.27249106793604,0.9802018163538471,0.9964494037620478,41.84436868728892,0.40001310017366254,0.6466751736849568,271,24.125454543359048,0.5388538454967619,0.87051212208864,20.325982744129263,0.9999266303356495,0.5957664884135473,-5.783790211425874,0.5442288966300415,-13.360076911751637,-0.12962683850936318,0.20885021292353267,40.114094706380996,0.9996716846793539
M1_001_y512x256.png,0.13738995029047135,0.0,0.0,0.0,0.0,0.9890801775248365,22.33369044457774,0.9999572133092621,27.216387480427123,1.0,0.15351827510938598,2.140944192893517,22.426837869137835,0.5893013213820875,1029,3,0,0,5,1.6,0.0,15,12,24.899494936611667,2.549105683962504,0.09584908171985522,,,,,,626.0573863983154,0.00559028612647271,3,0,3,0,5,1.6,0.0,3,0,15,12,10,2.0749579113843057,2.549105683962504,24.899494936611667,0.09584908171985522,37186,36.137998056365404,63.689018464528665,256x256,65536,sparse,Frangi,135,3,True,0.4642923343842775,0.994023977104994,M1_001_y512x256,,,,,,,,,,,,1,994,31.34757801600602,0.8334525082003277,0.9999248057337621,22.855751915512762,0.9726307000445888,0.006793776024545255,,,,,,,,,,,,,,
M1_001_y512x512.png,0.04685099846390169,0.029975395917801573,0.05820604266200121,0.03003680811167442,0.9361471861471862,0.9996300402392269,32.804601070043745,0.9795934338041598,34.493025538642904,1.0,0.8362746937542761,0.6251329397268343,27.245029685128628,0.7749196263868581,13473,20,75,171,71,2.096830985915493,3.75,1136,1191,2411.5384668331317,7.266753044976315,0.06713587072020205,0.018458231859203367,-9.150934511150197,-0.00032347367143892303,-0.014688661601002462,0.3968817026893252,15153.291940689087,0.0849994908177467,20,75,-55,171,71,2.096830985915493,3.75,23,4,1136,1191,894,2.0248013995240473,7.266753044976315,2411.5384668331317,0.06713587072020205,38093,2.8273584205447935,4.864247012543606,256x256,65536,sparse,Otsu,1736,23,True,0.2591817793182821,0.1620230676288693,M1_001_y512x512,91,13301,42.94612208621783,0.9773813143935886,42.251795060672194,0.9942820954051622,0.6031182973106748,0.7525231795642638,73,165,0.0,93,13330,44.197504857062306,0.9830834549063805,0.9957375962252837,43.66927436571028,0.5729188555641338,0.5963377359019657,249,21.26076977120107,0.5614457780904715,0.8459886105262493,19.23346844623761,0.9999999989131693,0.4951785568358258,-7.75876952202929,0.08375151419001226,-15.701092401089198,-0.20246168800673048,0.028392766604698326,41.95553558119394,0.9999535139106658
M1_001_y512x768.png,0.27395087001023544,0.17374190700412007,0.2960478891779233,0.1839317703871018,0.7582276448868197,0.9961133793951182,30.355957156393675,0.9899672819117,35.3806951293835,1.0,0.9980887542033674,0.8146584641612925,30.43942280632811,0.8451224533809759,18494,10,305,556,76,2.228239845261122,30.5,2585,2880,4885.2089355752005,3.295032199715738,0.07220257211561279,-0.011763415704050262,-13.264643420669163,-0.0035973337654419124,-0.008447803772120288,0.6605924651219962,3236.518383026123,0.3437376890208794,10,305,-295,556,76,2.228239845261122,30.5,13,50,2585,2880,1953,1.6962531026302943,3.295032199715738,4885.2089355752005,0.07220257211561279,36387,1.9675029739374932,3.543635773764464,256x256,65536,dense,Learned,2787,13,True,0.5879731107806055,0.4789972713966656,M1_001_y512x768,95,17769,45.384809959147326,0.9870794205380184,44.505473259496895,0.9984150856838203,0.3394075348780038,0.5990062844764706,42,44,0.0,98,17354,47.96381294223507,0.9924963359348719,0.9991713105615444,47.57020799535556,0.5811415407529218,0.3385031172261294,248,22.57120730233411,0.5134390374451481,0.8915275406902634,20.562847478786512,0.944423787388517,0.2576101899391185,-9.124778130113398,0.39908246972689676,-14.945387152819215,-0.14195696715704254,0.2857142857142857,43.62060057706284,0.9997107131605601
M1_001_y768x256.png,0.2082288794184006,0.0,0.0,0.0,0.0,0.9816801067717177,22.85369469239098,0.9999773746496206,25.685629709098265,1.0,0.13064176460119425,2.187615993532229,24.23649897325221,0.5881779655809265,609,1,0,0,2,1.3333333333333333,0.0,3,2,6.82842712474619,2.707701841990153,0.46007559225530503,,,,,,447.09205627441406,0.002116537857165763,1,0,1,0,2,1.3333333333333333,0.0,1,0,3,2,1,3.414213562373095,2.707701841990153,6.82842712474619,0.46007559225530503,36326,59.64860426929393,107.61247947454844,256x256,65536,sparse,Frangi,65,1,True,0.45419854232568213,0.9936119954306872,M1_001_y768x256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
