stem,segmenter,n_misaligned,payload_bytes,jpeg_bytes,jpeg_quality,raw_bytes,png_bytes,arm,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,time_s
7633,Learned,0,2022,1918.0,23.0,65536,45636,GRAPH,4,208.92417970236062,5.265891969405015,6,1,0,1,9,0,0.0043219540966674685
7633,Learned,0,2022,1918.0,23.0,65536,45636,JPEG,11,350.49242404917493,5.4132603431907365,19,4,0,4,26,0,0.28118396108038723
7633,Learned,0,2022,1918.0,23.0,65536,45636,PRE,4,213.9655121145938,5.280334464822491,6,1,0,1,9,0,
7633,Learned,0,2022,1918.0,23.0,65536,45636,GRAPH_TAGGED,4,208.92417970236062,5.265891969405015,6,1,0,1,9,0,
7633,Learned,0,2022,1918.0,23.0,65536,45636,SEG,4,213.96551211459376,5.347674749423234,6,1,0,1,9,0,
7634,Learned,0,2141,2113.0,26.0,65536,45270,REF,4,268.8355697996826,5.787532044279433,19,8,1,8,14,0,0.00449312396813184
7634,Learned,0,2141,2113.0,26.0,65536,45270,GRAPH,4,236.78999233103534,5.842797915805222,11,3,0,15,12,0,0.004915400990284979
7634,Learned,0,2141,2113.0,26.0,65536,45270,JPEG,14,362.29141392239836,5.720500947479177,26,6,0,6,34,0,0.2911161209922284
7634,Learned,0,2141,2113.0,26.0,65536,45270,PRE,4,242.00714267493646,5.8710455112637225,11,3,0,15,12,0,
7634,Learned,0,2141,2113.0,26.0,65536,45270,GRAPH_TAGGED,4,236.78999233103534,5.842797915805222,11,3,0,15,12,0,
7634,Learned,0,2141,2113.0,26.0,65536,45270,SEG,4,255.42135623730954,5.972991270950891,12,4,0,4,12,0,
7635,Learned,0,2313,2164.0,25.0,65536,45839,REF,4,240.72287142747444,6.5505109373418335,8,2,0,2,10,0,0.004323135013692081
7635,Learned,0,2313,2164.0,25.0,65536,45839,GRAPH,4,215.24012442989027,6.808632135614424,4,1,1,10,6,0,0.005048674996942282
7635,Learned,0,2313,2164.0,25.0,65536,45839,JPEG,4,252.0365799264592,6.852782236174112,11,4,1,4,10,0,0.2654543910175562
7635,Learned,0,2313,2164.0,25.0,65536,45839,PRE,4,218.4091629284897,6.851225449331225,4,1,1,10,6,0,
7635,Learned,0,2313,2164.0,25.0,65536,45839,GRAPH_TAGGED,4,215.24012442989027,6.808632135614424,4,1,1,10,6,0,
7635,Learned,0,2313,2164.0,25.0,65536,45839,SEG,4,238.4802307403552,6.736392516672974,10,3,1,4,10,0,
7636,Learned,0,2010,2001.0,26.0,65536,45075,REF,4,257.7350647362943,5.189312339895646,18,7,1,8,14,0,0.004407044034451246
7636,Learned,0,2010,2001.0,26.0,65536,45075,GRAPH,4,227.59039761222064,5.2431279286191455,14,5,0,15,13,0,0.004356869962066412
7636,Learned,0,2010,2001.0,26.0,65536,45075,JPEG,4,260.56349186104046,5.226997863533613,16,6,0,6,14,0,0.28112035105004907
7636,Learned,0,2010,2001.0,26.0,65536,45075,PRE,4,234.4213562373095,5.255525320427632,14,5,0,15,13,0,
7636,Learned,0,2010,2001.0,26.0,65536,45075,GRAPH_TAGGED,4,227.59039761222064,5.2431279286191455,14,5,0,15,13,0,
7636,Learned,0,2010,2001.0,26.0,65536,45075,SEG,4,251.24978336205575,5.275852625958959,16,6,0,6,14,0,
7637,Learned,0,2191,2110.0,26.0,65536,45305,REF,5,247.7228714274745,6.873524545716484,15,5,0,5,15,0,0.004354786942712963
7637,Learned,0,2191,2110.0,26.0,65536,45305,GRAPH,5,211.9704113555906,7.186978191711632,5,0,0,0,10,0,0.004819100024178624
7637,Learned,0,2191,2110.0,26.0,65536,45305,JPEG,10,266.96551211459376,7.031129212486937,14,2,0,2,22,0,0.26969019894022495
7637,Learned,0,2191,2110.0,26.0,65536,45305,PRE,5,214.58073580374352,7.217808657969658,5,0,0,0,10,0,
7637,Learned,0,2191,2110.0,26.0,65536,45305,GRAPH_TAGGED,5,211.9704113555906,7.186978191711632,5,0,0,0,10,0,
7637,Learned,0,2191,2110.0,26.0,65536,45305,SEG,5,219.40916292848968,7.197717812110299,7,1,0,1,11,0,
7638,Learned,0,2301,2294.0,25.0,65536,46015,REF,5,269.1076477383248,5.821537859794076,8,2,1,2,10,0,0.004324817913584411
7638,Learned,0,2301,2294.0,25.0,65536,46015,GRAPH,5,247.62319813023402,5.881000511273621,6,1,1,1,9,0,0.005294970003888011
7638,Learned,0,2301,2294.0,25.0,65536,46015,JPEG,5,272.93607486307087,5.9146785910221045,8,2,1,2,10,0,0.2908312969375402
7638,Learned,0,2301,2294.0,25.0,65536,46015,PRE,5,252.62236636408616,5.929701179064386,6,1,1,1,9,0,
7638,Learned,0,2301,2294.0,25.0,65536,46015,GRAPH_TAGGED,5,247.62319813023402,5.881000511273621,6,1,1,1,9,0,
7638,Learned,0,2301,2294.0,25.0,65536,46015,SEG,5,252.62236636408613,5.969082908067828,6,1,1,1,9,0,
7639,Learned,0,2543,2528.0,31.0,65536,44890,REF,4,289.56349186104035,7.435266391741554,10,3,0,3,11,0,0.004876339924521744
7639,Learned,0,2543,2528.0,31.0,65536,44890,GRAPH,4,272.5536527946289,7.527424465599986,6,1,0,3,9,0,0.005489601055160165
7639,Learned,0,2543,2528.0,31.0,65536,44890,JPEG,4,289.320851173921,7.726693872590092,8,2,0,2,10,0,0.27462019002996385
7639,Learned,0,2543,2528.0,31.0,65536,44890,PRE,4,276.6639969244287,7.565395996734023,6,1,0,3,9,0,
7639,Learned,0,2543,2528.0,31.0,65536,44890,GRAPH_TAGGED,4,272.5536527946289,7.527424465599986,6,1,0,3,9,0,
7639,Learned,0,2543,2528.0,31.0,65536,44890,SEG,4,278.6639969244287,7.618891976558404,6,1,0,1,9,0,
7640,Learned,0,1710,1709.0,23.0,65536,45086,REF,4,154.43860018001263,4.75924919680127,8,2,0,2,10,0,0.003877526964060962
7640,Learned,0,1710,1709.0,23.0,65536,45086,GRAPH,4,143.4605417533806,5.025062203121161,6,1,0,3,9,0,0.0032922299578785896
7640,Learned,0,1710,1709.0,23.0,65536,45086,JPEG,26,412.4335495461293,5.3142820792595495,34,4,0,4,56,0,0.28001300303731114
7640,Learned,0,1710,1709.0,23.0,65536,45086,PRE,4,147.19595949289334,5.042047413513167,6,1,0,3,9,0,
7640,Learned,0,1710,1709.0,23.0,65536,45086,GRAPH_TAGGED,4,143.4605417533806,5.025062203121161,6,1,0,3,9,0,
7640,Learned,0,1710,1709.0,23.0,65536,45086,SEG,4,149.19595949289334,5.086233417650727,6,1,0,1,9,0,
7641,Learned,0,2107,1950.0,25.0,65536,45261,REF,5,242.65180361560903,5.712500105620088,12,4,1,4,12,0,0.004403183935210109
7641,Learned,0,2107,1950.0,25.0,65536,45261,GRAPH,5,209.69297204609614,5.8913490462613884,10,4,1,16,10,0,0.004603149020113051
7641,Learned,0,2107,1950.0,25.0,65536,45261,JPEG,5,254.8233764908628,6.1831550338048595,14,5,1,5,13,0,0.2785429699579254
7641,Learned,0,2107,1950.0,25.0,65536,45261,PRE,5,215.5096679918781,5.892853098989117,10,4,1,16,10,0,
7641,Learned,0,2107,1950.0,25.0,65536,45261,GRAPH_TAGGED,5,209.69297204609614,5.8913490462613884,10,4,1,16,10,0,
7641,Learned,0,2107,1950.0,25.0,65536,45261,SEG,5,243.58073580374355,5.897527377523776,16,6,1,6,14,0,
7642,Learned,0,1835,1831.0,21.0,65536,46029,REF,4,186.36753236814718,5.387360829526612,13,5,1,5,11,0,0.0038991760229691863
7642,Learned,0,1835,1831.0,21.0,65536,46029,GRAPH,4,149.38674792758235,5.845840262179081,7,2,0,6,9,0,0.003636034089140594
7642,Learned,0,1835,1831.0,21.0,65536,46029,JPEG,56,1993.5971131946696,5.721359357923361,148,46,1,47,157,0,0.2887575139757246
7642,Learned,0,1835,1831.0,21.0,65536,46029,PRE,4,151.63961030678928,5.869017086418358,7,2,0,6,9,0,
7642,Learned,0,1835,1831.0,21.0,65536,46029,GRAPH_TAGGED,4,149.38674792758235,5.845840262179081,7,2,0,6,9,0,
7642,Learned,0,1835,1831.0,21.0,65536,46029,SEG,4,166.2964645562817,5.85536552990082,10,3,0,3,11,0,
7643,Learned,0,1842,1722.0,21.0,65536,45951,REF,4,197.1665222413704,4.3280233628873965,9,2,0,3,11,0,0.003953082021325827
7643,Learned,0,1842,1722.0,21.0,65536,45951,GRAPH,4,181.752798620899,4.7330075404871526,6,1,0,3,9,0,0.004248682991601527
7643,Learned,0,1842,1722.0,21.0,65536,45951,JPEG,25,415.7766952966369,5.29632901964224,33,4,0,4,54,0,0.29129301698412746
7643,Learned,0,1842,1722.0,21.0,65536,45951,PRE,4,184.50966799187808,4.7379123187798715,6,1,0,3,9,0,
7643,Learned,0,1842,1722.0,21.0,65536,45951,GRAPH_TAGGED,4,181.752798620899,4.7330075404871526,6,1,0,3,9,0,
7643,Learned,0,1842,1722.0,21.0,65536,45951,SEG,4,186.50966799187805,4.723835581984583,6,1,0,1,9,0,
7644,Learned,0,2258,2096.0,24.0,65536,45945,REF,4,252.76450198781717,7.145639588842501,14,5,0,5,13,0,0.004449072061106563
7644,Learned,0,2258,2096.0,24.0,65536,45945,GRAPH,4,216.0535653332897,7.220434179970873,8,3,0,9,9,0,0.004692274029366672
7644,Learned,0,2258,2096.0,24.0,65536,45945,JPEG,5,251.00714267493643,7.159227149926753,13,4,1,5,13,0,0.2798052600119263
7644,Learned,0,2258,2096.0,24.0,65536,45945,PRE,4,220.86500705120545,7.262383859935217,8,3,0,9,9,0,
7644,Learned,0,2258,2096.0,24.0,65536,45945,GRAPH_TAGGED,4,216.0535653332897,7.220434179970873,8,3,0,9,9,0,
7644,Learned,0,2258,2096.0,24.0,65536,45945,SEG,4,239.10764773832483,7.381916606031294,12,4,0,4,12,0,
7645,Learned,0,2404,2367.0,28.0,65536,45554,REF,4,272.9655121145938,5.3733166740161575,20,8,2,10,14,0,0.004308995907194912
7645,Learned,0,2404,2367.0,28.0,65536,45554,GRAPH,4,232.0037490287125,5.612143134075674,10,4,1,13,9,0,0.004798676003701985
7645,Learned,0,2404,2367.0,28.0,65536,45554,JPEG,4,259.1370849898476,5.47848874945788,13,5,1,5,11,0,0.2664856850169599
7645,Learned,0,2404,2367.0,28.0,65536,45554,PRE,4,239.3086578651014,5.615415774398481,10,4,1,13,9,0,
7645,Learned,0,2404,2367.0,28.0,65536,45554,GRAPH_TAGGED,4,232.0037490287125,5.612143134075674,10,4,1,13,9,0,
7645,Learned,0,2404,2367.0,28.0,65536,45554,SEG,4,262.2081528017131,5.630121458011459,15,6,2,7,11,0,
7646,Learned,0,2963,2868.0,31.0,65536,45672,REF,4,421.13203435596427,5.385961210941974,29,13,4,15,16,0,0.005407667951658368
7646,Learned,0,2963,2868.0,31.0,65536,45672,GRAPH,4,362.9207395356027,5.714287657866147,17,8,4,33,9,0,0.006925694993697107
7646,Learned,0,2963,2868.0,31.0,65536,45672,JPEG,4,419.889393668845,5.734713401108729,27,12,2,13,17,0,0.2677095140097663
7646,Learned,0,2963,2868.0,31.0,65536,45672,PRE,4,373.6761902332486,5.741957744456041,17,8,4,33,9,0,
7646,Learned,0,2963,2868.0,31.0,65536,45672,GRAPH_TAGGED,4,362.9207395356027,5.714287657866147,17,8,4,33,9,0,
7646,Learned,0,2963,2868.0,31.0,65536,45672,SEG,4,416.16147160748716,5.790517242834552,23,11,4,12,12,0,
7647,Learned,0,2173,2004.0,26.0,65536,45181,REF,5,250.10764773832472,5.203957099492002,11,3,0,3,13,0,0.004181292024441063
7647,Learned,0,2173,2004.0,26.0,65536,45181,GRAPH,5,216.95719966989617,5.122511540256421,6,1,0,4,10,0,0.004757573013193905
7647,Learned,0,2173,2004.0,26.0,65536,45181,JPEG,6,245.93607486307093,5.3074244996535835,8,1,0,1,13,0,0.28625581797678024
7647,Learned,0,2173,2004.0,26.0,65536,45181,PRE,5,219.6223663640862,5.144392541431737,6,1,0,4,10,0,
7647,Learned,0,2173,2004.0,26.0,65536,45181,GRAPH_TAGGED,5,216.95719966989617,5.122511540256421,6,1,0,4,10,0,
7647,Learned,0,2173,2004.0,26.0,65536,45181,SEG,5,226.62236636408613,5.248583948329041,7,1,0,1,11,0,
7648,Learned,0,2269,2155.0,24.0,65536,46062,REF,5,251.4091629284898,6.546273715948413,17,6,0,6,16,0,0.004754430963657796
7648,Learned,0,2269,2155.0,24.0,65536,46062,GRAPH,5,219.50943270061123,6.880028704256732,9,2,0,8,12,0,0.004920150036923587
7648,Learned,0,2269,2155.0,24.0,65536,46062,JPEG,7,295.03657992645924,6.790788765446035,15,4,0,4,18,0,0.2994501970242709
7648,Learned,0,2269,2155.0,24.0,65536,46062,PRE,5,223.6812408671319,6.888924252378259,9,2,0,8,12,0,
7648,Learned,0,2269,2155.0,24.0,65536,46062,GRAPH_TAGGED,5,219.50943270061123,6.880028704256732,9,2,0,8,12,0,
7648,Learned,0,2269,2155.0,24.0,65536,46062,SEG,5,234.9238815542512,6.842220441292926,11,3,0,3,13,0,
7649,Learned,0,2143,2134.0,24.0,65536,46092,REF,4,229.23759005323595,5.365170717668652,14,5,1,6,12,0,0.004231167957186699
7649,Learned,0,2143,2134.0,24.0,65536,46092,GRAPH,4,211.9801969882027,5.76708268469855,7,1,0,8,10,0,0.005035516922362149
7649,Learned,0,2143,2134.0,24.0,65536,46092,JPEG,5,245.4802307403552,5.904206436432583,11,3,0,3,13,0,0.2661264259368181
7649,Learned,0,2143,2134.0,24.0,65536,46092,PRE,4,214.50966799187808,5.766833992600623,7,1,0,8,10,0,
7649,Learned,0,2143,2134.0,24.0,65536,46092,GRAPH_TAGGED,4,211.9801969882027,5.76708268469855,7,1,0,8,10,0,
7649,Learned,0,2143,2134.0,24.0,65536,46092,SEG,4,223.50966799187808,5.863091874059475,8,2,0,2,10,0,
7650,Frangi,0,1376,1340.0,13.0,65536,45140,REF,5,306.22034611053283,6.950585464292788,21,8,0,8,18,0,0.004774998058564961
7650,Frangi,0,1376,1340.0,13.0,65536,45140,GRAPH,3,80.23569428736629,8.691833234231916,3,0,0,0,6,0,0.0022312330547720194
7650,Frangi,0,1376,1340.0,13.0,65536,45140,JPEG,0,0.0,,0,0,0,0,0,0,0.15750700095668435
7650,Frangi,0,1376,1340.0,13.0,65536,45140,PRE,3,82.52691193458118,8.784960821012191,3,0,0,0,6,0,
7650,Frangi,0,1376,1340.0,13.0,65536,45140,GRAPH_TAGGED,3,80.23569428736629,8.691833234231916,3,0,0,0,6,0,
7650,Frangi,0,1376,1340.0,13.0,65536,45140,SEG,3,84.94112549695427,8.96675979393862,5,1,0,1,7,0,
7651,Learned,0,1996,1981.0,24.0,65536,45398,REF,4,204.13708498984764,7.12418344106869,15,6,1,6,12,0,0.004399938974529505
7651,Learned,0,1996,1981.0,24.0,65536,45398,GRAPH,4,175.44931773342827,6.909680881610162,7,3,1,11,7,0,0.004009577911347151
7651,Learned,0,1996,1981.0,24.0,65536,45398,JPEG,10,254.1787155501902,6.810459059311687,17,4,1,4,22,0,0.2822175599867478
7651,Learned,0,1996,1981.0,24.0,65536,45398,PRE,4,180.651803615609,6.949610291835424,7,3,1,11,7,0,
7651,Learned,0,1996,1981.0,24.0,65536,45398,GRAPH_TAGGED,4,175.44931773342827,6.909680881610162,7,3,1,11,7,0,
7651,Learned,0,1996,1981.0,24.0,65536,45398,SEG,4,196.89444430272832,7.065584115887886,9,3,1,3,9,0,
7652,Learned,0,2112,2053.0,24.0,65536,45955,REF,4,236.37972567696687,5.892662501797341,13,5,1,5,11,0,0.00433518597856164
7652,Learned,0,2112,2053.0,24.0,65536,45955,GRAPH,4,213.07673473139772,6.313886328733656,4,0,0,0,8,0,0.004595197970047593
7652,Learned,0,2112,2053.0,24.0,65536,45955,JPEG,4,229.1076477383247,6.558660612268672,6,1,0,1,9,0,0.2833610409870744
7652,Learned,0,2112,2053.0,24.0,65536,45955,PRE,4,216.03657992645924,6.316876917607793,4,0,0,0,8,0,
7652,Learned,0,2112,2053.0,24.0,65536,45955,GRAPH_TAGGED,4,213.07673473139772,6.313886328733656,4,0,0,0,8,0,
7652,Learned,0,2112,2053.0,24.0,65536,45955,SEG,4,217.4507934888323,6.463066996752848,6,1,0,1,9,0,
7653,Learned,0,2162,2119.0,24.0,65536,45998,REF,4,253.37972567696687,6.465562146658278,11,3,0,4,12,0,0.004356708028353751
7653,Learned,0,2162,2119.0,24.0,65536,45998,GRAPH,4,231.39044691751147,6.4476466764408995,6,1,0,4,9,0,0.004816825967282057
7653,Learned,0,2162,2119.0,24.0,65536,45998,JPEG,6,333.492424049175,6.7370290149790035,26,10,0,10,22,0,0.26896798703819513
7653,Learned,0,2162,2119.0,24.0,65536,45998,PRE,4,235.4802307403552,6.511296331802028,6,1,0,4,9,0,
7653,Learned,0,2162,2119.0,24.0,65536,45998,GRAPH_TAGGED,4,231.39044691751147,6.4476466764408995,6,1,0,4,9,0,
7653,Learned,0,2162,2119.0,24.0,65536,45998,SEG,4,238.48023074035518,6.602218706909276,6,1,0,1,9,0,
7654,Learned,0,1742,1649.0,23.0,65536,44844,REF,4,169.61017305526644,4.9476871211765845,6,1,0,1,9,0,0.0038534110644832253
7654,Learned,0,1742,1649.0,23.0,65536,44844,GRAPH,4,156.32732414613474,5.387659098677364,7,2,0,8,9,0,0.0038088810397312045
7654,Learned,0,1742,1649.0,23.0,65536,44844,JPEG,6,228.23759005323595,5.585228457058389,10,2,0,2,14,0,0.27009003702551126
7654,Learned,0,1742,1649.0,23.0,65536,44844,PRE,4,158.95331880577405,5.398697137722713,7,2,0,8,9,0,
7654,Learned,0,1742,1649.0,23.0,65536,44844,GRAPH_TAGGED,4,156.32732414613474,5.387659098677364,7,2,0,8,9,0,
7654,Learned,0,1742,1649.0,23.0,65536,44844,SEG,4,169.36753236814715,5.405943109702041,8,2,0,2,10,0,
7655,Learned,0,2264,2197.0,28.0,65536,44696,REF,4,289.97770542341357,7.413694636601955,12,4,1,5,11,0,0.004786425968632102
7655,Learned,0,2264,2197.0,28.0,65536,44696,GRAPH,4,247.61920973447914,7.859698550481505,9,3,1,8,9,0,0.005147660034708679
7655,Learned,0,2264,2197.0,28.0,65536,44696,JPEG,5,281.0782104868019,7.871739513368541,11,3,1,4,12,0,0.2704652230022475
7655,Learned,0,2264,2197.0,28.0,65536,44696,PRE,4,251.10764773832477,7.907112419350146,9,3,1,8,9,0,
7655,Learned,0,2264,2197.0,28.0,65536,44696,GRAPH_TAGGED,4,247.61920973447914,7.859698550481505,9,3,1,8,9,0,
7655,Learned,0,2264,2197.0,28.0,65536,44696,SEG,4,261.350288425444,7.8398892920442576,11,4,1,4,10,0,
7656,Learned,0,2003,1972.0,25.0,65536,45358,REF,4,213.30865786510145,5.020371695848271,9,2,0,3,11,0,0.004096462042070925
7656,Learned,0,2003,1972.0,25.0,65536,45358,GRAPH,4,197.7779027433004,5.081029790723288,7,1,0,4,10,0,0.004144805017858744
7656,Learned,0,2003,1972.0,25.0,65536,45358,JPEG,11,307.8355697996827,5.376069596093606,20,5,1,5,25,0,0.2783022280782461
7656,Learned,0,2003,1972.0,25.0,65536,45358,PRE,4,201.82337649086287,5.114600708151132,7,1,0,4,10,0,
7656,Learned,0,2003,1972.0,25.0,65536,45358,GRAPH_TAGGED,4,197.7779027433004,5.081029790723288,7,1,0,4,10,0,
7656,Learned,0,2003,1972.0,25.0,65536,45358,SEG,4,208.82337649086287,5.22761117079325,8,2,0,2,10,0,
7657,Learned,0,2404,2275.0,26.0,65536,45769,REF,5,295.1492782986673,4.91102326309395,21,8,1,8,17,0,0.004446385893970728
7657,Learned,0,2404,2275.0,26.0,65536,45769,GRAPH,4,271.2640473830758,5.385450104201701,8,2,0,2,10,0,0.005271675996482372
7657,Learned,0,2404,2275.0,26.0,65536,45769,JPEG,4,284.90663761154804,5.53702144951317,8,2,0,2,10,0,0.27458356600254774
7657,Learned,0,2404,2275.0,26.0,65536,45769,PRE,4,276.24978336205567,5.4059451634263285,8,2,0,2,10,0,
7657,Learned,0,2404,2275.0,26.0,65536,45769,GRAPH_TAGGED,4,271.2640473830758,5.385450104201701,8,2,0,2,10,0,
7657,Learned,0,2404,2275.0,26.0,65536,45769,SEG,4,276.2497833620556,5.410493830044346,8,2,0,2,10,0,
7658,Learned,0,2019,1951.0,23.0,65536,45909,REF,4,224.16652224137056,6.684786044119479,20,8,1,9,15,0,0.004297373001463711
7658,Learned,0,2019,1951.0,23.0,65536,45909,GRAPH,4,184.28903493459782,6.993640704859614,9,3,0,13,10,0,0.004070878028869629
7658,Learned,0,2019,1951.0,23.0,65536,45909,JPEG,6,250.65180361560905,6.764786347519876,16,5,0,5,17,0,0.27912145503796637
7658,Learned,0,2019,1951.0,23.0,65536,45909,PRE,4,191.09545442950503,7.022447135400882,9,3,0,13,10,0,
7658,Learned,0,2019,1951.0,23.0,65536,45909,GRAPH_TAGGED,4,184.28903493459782,6.993640704859614,9,3,0,13,10,0,
7658,Learned,0,2019,1951.0,23.0,65536,45909,SEG,4,210.50966799187808,7.212659380114851,12,4,0,4,12,0,
7659,Learned,0,2407,2370.0,27.0,65536,45633,REF,5,328.492424049175,5.935597680793318,22,9,1,9,17,0,0.005048025050200522
7659,Learned,0,2407,2370.0,27.0,65536,45633,GRAPH,5,258.2395997133686,6.49832216351056,10,4,1,16,10,0,0.0051820180378854275
7659,Learned,0,2407,2370.0,27.0,65536,45633,JPEG,8,342.4629867976521,6.791016977473114,20,6,0,6,22,0,0.2868137649493292
7659,Learned,0,2407,2370.0,27.0,65536,45633,PRE,5,264.17871555019025,6.5570177339723505,10,4,1,16,10,0,
7659,Learned,0,2407,2370.0,27.0,65536,45633,GRAPH_TAGGED,5,258.2395997133686,6.49832216351056,10,4,1,16,10,0,
7659,Learned,0,2407,2370.0,27.0,65536,45633,SEG,5,297.8355697996826,6.537995183622138,18,7,1,7,15,0,
7660,Learned,0,1949,1905.0,25.0,65536,45223,REF,4,225.61017305526642,4.731368104366804,10,3,0,3,11,0,0.00402397895231843
7660,Learned,0,1949,1905.0,25.0,65536,45223,GRAPH,4,201.78804250856905,4.984019192448549,7,2,0,5,9,0,0.004582457011565566
7660,Learned,0,1949,1905.0,25.0,65536,45223,JPEG,5,233.48023074035518,5.420143448942716,11,3,0,3,13,0,0.2697326079942286
7660,Learned,0,1949,1905.0,25.0,65536,45223,PRE,4,203.8528137423857,4.991623065284568,7,2,0,5,9,0,
7660,Learned,0,1949,1905.0,25.0,65536,45223,GRAPH_TAGGED,4,201.78804250856905,4.984019192448549,7,2,0,5,9,0,
7660,Learned,0,1949,1905.0,25.0,65536,45223,SEG,4,211.8528137423857,5.017052496176385,8,2,0,2,10,0,
7661,Learned,0,2573,2544.0,28.0,65536,45624,REF,5,307.4213562373095,5.997074882656388,19,8,3,9,13,0,0.004698860924690962
7661,Learned,0,2573,2544.0,28.0,65536,45624,GRAPH,5,272.71388565818245,6.2493118078621075,8,2,0,6,11,0,0.005448005977086723
7661,Learned,0,2573,2544.0,28.0,65536,45624,JPEG,5,283.5218613006979,6.30263547805754,10,3,1,3,11,0,0.27137886197306216
7661,Learned,0,2573,2544.0,28.0,65536,45624,PRE,5,278.1787155501902,6.299166320351622,8,2,0,6,11,0,
7661,Learned,0,2573,2544.0,28.0,65536,45624,GRAPH_TAGGED,5,272.71388565818245,6.2493118078621075,8,2,0,6,11,0,
7661,Learned,0,2573,2544.0,28.0,65536,45624,SEG,5,284.1787155501902,6.365455219196394,9,2,0,2,12,0,
7662,Frangi,0,1168,,,65536,45292,REF,5,215.50966799187805,5.58769058565158,7,1,0,1,11,0,0.004235679982230067
7662,Frangi,0,1168,,,65536,45292,GRAPH,2,58.033886951523755,7.87408190489573,2,0,0,0,4,0,0.001968075055629015
7662,Frangi,0,1168,,,65536,45292,PRE,2,59.04163056034261,7.93429437472928,2,0,0,0,4,0,
7662,Frangi,0,1168,,,65536,45292,GRAPH_TAGGED,2,58.033886951523755,7.87408190489573,2,0,0,0,4,0,
7662,Frangi,0,1168,,,65536,45292,SEG,2,59.04163056034261,8.003122033994318,2,0,0,0,4,0,
7663,Learned,0,2786,2622.0,29.0,65536,45763,REF,5,389.20310216782974,5.641757066484622,17,7,2,7,13,0,0.005211616982705891
7663,Learned,0,2786,2622.0,29.0,65536,45763,GRAPH,5,343.24905290193607,6.0367751440754205,12,4,1,15,12,0,0.006450043059885502
7663,Learned,0,2786,2622.0,29.0,65536,45763,JPEG,5,385.30360723121805,6.280906468065535,16,6,1,6,14,0,0.2856052139541134
7663,Learned,0,2786,2622.0,29.0,65536,45763,PRE,5,351.91883092036784,6.079555947154287,12,4,1,15,12,0,
7663,Learned,0,2786,2622.0,29.0,65536,45763,GRAPH_TAGGED,5,343.24905290193607,6.0367751440754205,12,4,1,15,12,0,
7663,Learned,0,2786,2622.0,29.0,65536,45763,SEG,5,380.4041122946064,6.142911706800765,16,6,1,6,14,0,
7664,Learned,0,2266,2236.0,26.0,65536,45461,REF,4,268.5218613006979,6.438034453786181,12,4,0,4,12,0,0.004661174025386572
7664,Learned,0,2266,2236.0,26.0,65536,45461,GRAPH,4,247.77615164069837,6.4110853715493255,7,2,0,9,9,0,0.0051676969742402434
7664,Learned,0,2266,2236.0,26.0,65536,45461,JPEG,20,541.8305191657994,5.689278017714952,37,9,2,10,46,0,0.2658261089818552
7664,Learned,0,2266,2236.0,26.0,65536,45461,PRE,4,252.5218613006978,6.448334317951994,7,2,0,9,9,0,
7664,Learned,0,2266,2236.0,26.0,65536,45461,GRAPH_TAGGED,4,247.77615164069837,6.4110853715493255,7,2,0,9,9,0,
7664,Learned,0,2266,2236.0,26.0,65536,45461,SEG,4,267.93607486307087,6.734777299937644,10,3,0,3,11,0,
7665,Learned,0,2142,2122.0,26.0,65536,45399,REF,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0,0.004281671950593591
7665,Learned,0,2142,2122.0,26.0,65536,45399,GRAPH,4,218.7496363909768,6.0559074410863225,4,0,0,0,8,0,0.004549399018287659
7665,Learned,0,2142,2122.0,26.0,65536,45399,JPEG,4,230.13708498984755,6.239328904262937,8,2,0,2,10,0,0.2669784090248868
7665,Learned,0,2142,2122.0,26.0,65536,45399,PRE,4,221.13708498984752,6.092850179253607,4,0,0,0,8,0,
7665,Learned,0,2142,2122.0,26.0,65536,45399,GRAPH_TAGGED,4,218.7496363909768,6.0559074410863225,4,0,0,0,8,0,
7665,Learned,0,2142,2122.0,26.0,65536,45399,SEG,4,224.55129855222066,6.126545694014703,6,1,0,1,9,0,
7666,Learned,0,2225,2154.0,24.0,65536,46090,REF,4,223.45079348883232,6.244623063606082,8,2,0,2,10,0,0.00430731603410095
7666,Learned,0,2225,2154.0,24.0,65536,46090,GRAPH,4,213.39082042898286,5.936009712442857,6,1,0,6,9,0,0.004600471002049744
7666,Learned,0,2225,2154.0,24.0,65536,46090,JPEG,4,247.69343417595158,6.251810746645382,12,4,0,4,12,0,0.2799537070095539
7666,Learned,0,2225,2154.0,24.0,65536,46090,PRE,4,216.62236636408613,5.999514809974591,6,1,0,6,9,0,
7666,Learned,0,2225,2154.0,24.0,65536,46090,GRAPH_TAGGED,4,213.39082042898286,5.936009712442857,6,1,0,6,9,0,
7666,Learned,0,2225,2154.0,24.0,65536,46090,SEG,4,232.8650070512054,6.085253671222384,10,3,0,3,11,0,
7667,Learned,0,2119,2100.0,25.0,65536,45640,REF,5,229.48023074035518,5.2174038907758336,7,1,0,1,11,0,0.004199020913802087
7667,Learned,0,2119,2100.0,25.0,65536,45640,GRAPH,5,220.1733895906325,5.330493862124581,5,0,0,0,10,0,0.004645909066312015
7667,Learned,0,2119,2100.0,25.0,65536,45640,JPEG,5,217.0660171779821,5.5972262942467035,5,0,0,0,10,0,0.27076147799380124
