stem,segmenter,n_misaligned,payload_bytes,jpeg_bytes,jpeg_quality,raw_bytes,png_bytes,arm,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,time_s
7450,Learned,0,1892,1793.0,22.0,65536,45725,GRAPH_TAGGED,4,173.0366557773217,6.069774063212002,6,1,0,3,9,0,
7450,Learned,0,1892,1793.0,22.0,65536,45725,SEG,4,189.82337649086284,6.210141466326395,8,2,0,2,10,0,
7451,Learned,0,2264,2124.0,24.0,65536,46083,REF,5,249.45079348883237,4.882604189446916,9,2,0,2,12,0,0.004272594000212848
7451,Learned,0,2264,2124.0,24.0,65536,46083,GRAPH,5,233.57121114391774,4.9391754075601915,7,1,0,4,11,0,0.004938370897434652
7451,Learned,0,2264,2124.0,24.0,65536,46083,JPEG,5,240.03657992645924,5.200022946711166,7,1,0,1,11,0,0.2759610549546778
7451,Learned,0,2264,2124.0,24.0,65536,46083,PRE,5,238.79393923933998,4.974863295067539,7,1,0,4,11,0,
7451,Learned,0,2264,2124.0,24.0,65536,46083,GRAPH_TAGGED,5,233.57121114391774,4.9391754075601915,7,1,0,4,11,0,
7451,Learned,0,2264,2124.0,24.0,65536,46083,SEG,5,241.79393923933995,4.980257876292328,7,1,0,1,11,0,
7452,Learned,0,2474,2363.0,27.0,65536,45685,REF,4,322.0782104868018,5.294494021251531,17,7,3,8,11,0,0.004831552039831877
7452,Learned,0,2474,2363.0,27.0,65536,45685,GRAPH,4,286.6019890363819,5.481101373305838,11,4,1,16,10,0,0.00572415697388351
7452,Learned,0,2474,2363.0,27.0,65536,45685,JPEG,4,318.9360748630709,5.673116990292496,13,5,1,5,11,0,0.2676524689886719
7452,Learned,0,2474,2363.0,27.0,65536,45685,PRE,4,291.35028842544403,5.501880409091897,11,4,1,16,10,0,
7452,Learned,0,2474,2363.0,27.0,65536,45685,GRAPH_TAGGED,4,286.6019890363819,5.481101373305838,11,4,1,16,10,0,
7452,Learned,0,2474,2363.0,27.0,65536,45685,SEG,4,304.35028842544403,5.5679947934798255,12,4,1,5,11,0,
7453,Learned,0,1897,1814.0,24.0,65536,45048,REF,4,204.65180361560903,6.311205862134886,10,3,0,3,11,0,0.004285953938961029
7453,Learned,0,1897,1814.0,24.0,65536,45048,GRAPH,4,174.91249088157306,6.594624394986296,6,1,0,3,9,0,0.0037960089975968003
7453,Learned,0,1897,1814.0,24.0,65536,45048,JPEG,4,221.89444430272832,6.503042424795153,14,6,2,6,10,0,0.2812767579453066
7453,Learned,0,1897,1814.0,24.0,65536,45048,PRE,4,179.09545442950497,6.595510165179361,6,1,0,3,9,0,
7453,Learned,0,1897,1814.0,24.0,65536,45048,GRAPH_TAGGED,4,174.91249088157306,6.594624394986296,6,1,0,3,9,0,
7453,Learned,0,1897,1814.0,24.0,65536,45048,SEG,4,181.0954544295049,6.639613054019474,6,1,0,1,9,0,
7455,Learned,0,2724,2661.0,29.0,65536,45809,REF,6,359.6761902332486,5.466812326056908,20,7,1,8,18,0,0.00499234301969409
7455,Learned,0,2724,2661.0,29.0,65536,45809,GRAPH,6,323.235659151297,5.389005483335801,10,2,0,9,14,0,0.006165581988170743
7455,Learned,0,2724,2661.0,29.0,65536,45809,JPEG,6,350.1198410471444,5.449925578260263,11,2,0,3,15,0,0.28387482499238104
7455,Learned,0,2724,2661.0,29.0,65536,45809,PRE,6,330.29141392239825,5.431971251810329,10,2,0,9,14,0,
7455,Learned,0,2724,2661.0,29.0,65536,45809,GRAPH_TAGGED,6,323.235659151297,5.389005483335801,10,2,0,9,14,0,
7455,Learned,0,2724,2661.0,29.0,65536,45809,SEG,6,339.70562748477136,5.459926817714199,11,2,0,3,15,0,
7456,Learned,0,1692,1632.0,23.0,65536,44847,REF,4,158.71067811865476,5.452014529956578,6,1,0,1,9,0,0.003867562976665795
7456,Learned,0,1692,1632.0,23.0,65536,44847,GRAPH,4,157.38433590078455,5.704885831336505,4,0,0,0,8,0,0.0035961330868303776
7456,Learned,0,1692,1632.0,23.0,65536,44847,JPEG,6,212.23759005323592,7.487586530248424,17,6,1,6,16,0,0.27813859994057566
7456,Learned,0,1692,1632.0,23.0,65536,44847,PRE,4,160.53910524340097,5.743336434841304,4,0,0,0,8,0,
7456,Learned,0,1692,1632.0,23.0,65536,44847,GRAPH_TAGGED,4,157.38433590078455,5.704885831336505,4,0,0,0,8,0,
7456,Learned,0,1692,1632.0,23.0,65536,44847,SEG,4,160.5391052434009,5.791441440701917,4,0,0,0,8,0,
7457,Learned,0,1987,1922.0,25.0,65536,45282,REF,4,223.65180361560897,6.436866597476246,10,3,1,4,10,0,0.004240651032887399
7457,Learned,0,1987,1922.0,25.0,65536,45282,GRAPH,4,185.63228862704483,6.349860117018725,5,2,0,5,7,0,0.004136394010856748
7457,Learned,0,1987,1922.0,25.0,65536,45282,JPEG,4,226.7228714274745,6.31188674881268,10,3,0,3,11,0,0.2775589779485017
7457,Learned,0,1987,1922.0,25.0,65536,45282,PRE,4,188.40916292848976,6.389791656763762,5,2,0,5,7,0,
7457,Learned,0,1987,1922.0,25.0,65536,45282,GRAPH_TAGGED,4,185.63228862704483,6.349860117018725,5,2,0,5,7,0,
7457,Learned,0,1987,1922.0,25.0,65536,45282,SEG,4,201.65180361560903,6.4495634947912395,8,2,0,2,10,0,
7458,Learned,0,2301,2238.0,28.0,65536,45093,REF,4,312.936074863071,4.4591719669863545,13,5,1,5,11,0,0.004871427081525326
7458,Learned,0,2301,2238.0,28.0,65536,45093,GRAPH,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0,0.005757801933214068
7458,Learned,0,2301,2238.0,28.0,65536,45093,JPEG,5,305.69343417595167,4.83279127062289,17,7,2,7,13,0,0.2833521330030635
7458,Learned,0,2301,2238.0,28.0,65536,45093,PRE,4,287.86500705120545,4.588186944904234,11,4,2,17,9,0,
7458,Learned,0,2301,2238.0,28.0,65536,45093,GRAPH_TAGGED,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0,
7458,Learned,0,2301,2238.0,28.0,65536,45093,SEG,4,308.5218613006978,4.716975620895706,13,5,2,6,10,0,
7459,Learned,0,2156,2136.0,27.0,65536,45336,REF,4,256.350288425444,4.736867391048391,8,2,0,2,10,0,0.004386014072224498
7459,Learned,0,2156,2136.0,27.0,65536,45336,GRAPH,4,241.79016290754436,4.787349245998762,6,1,0,3,9,0,0.004984405008144677
7459,Learned,0,2156,2136.0,27.0,65536,45336,JPEG,4,248.76450198781703,4.923073780723204,6,1,0,1,9,0,0.26044341595843434
7459,Learned,0,2156,2136.0,27.0,65536,45336,PRE,4,246.00714267493638,4.804869291980768,6,1,0,3,9,0,
7459,Learned,0,2156,2136.0,27.0,65536,45336,GRAPH_TAGGED,4,241.79016290754436,4.787349245998762,6,1,0,3,9,0,
7459,Learned,0,2156,2136.0,27.0,65536,45336,SEG,4,248.00714267493635,4.857741003895697,6,1,0,1,9,0,
7460,Frangi,0,1193,1176.0,5.0,65536,44854,REF,5,284.07821048680194,6.155656426970496,13,4,0,4,14,0,0.004606039961799979
7460,Frangi,0,1193,1176.0,5.0,65536,44854,GRAPH,2,65.53118955478055,7.672165840756302,5,2,0,15,5,0,0.0023136730305850506
7460,Frangi,0,1193,1176.0,5.0,65536,44854,JPEG,1,6.414213562373095,6.673685027864351,1,0,0,0,2,0,0.15913469693623483
7460,Frangi,0,1193,1176.0,5.0,65536,44854,PRE,2,68.35533905932738,7.767469851890263,5,2,0,15,5,0,
7460,Frangi,0,1193,1176.0,5.0,65536,44854,GRAPH_TAGGED,2,65.53118955478055,7.672165840756302,5,2,0,15,5,0,
7460,Frangi,0,1193,1176.0,5.0,65536,44854,SEG,2,85.01219330881977,7.035834455455204,8,3,2,5,5,0,
7461,Learned,0,2587,2547.0,31.0,65536,45107,REF,4,329.11984104714446,6.1271842971661865,12,4,1,5,11,0,0.004973949049599469
7461,Learned,0,2587,2547.0,31.0,65536,45107,GRAPH,4,305.0140135326653,6.230928561317127,6,1,0,1,9,0,0.005990119068883359
7461,Learned,0,2587,2547.0,31.0,65536,45107,JPEG,4,318.46298679765204,6.298529786006632,12,4,0,4,12,0,0.2798868690151721
7461,Learned,0,2587,2547.0,31.0,65536,45107,PRE,4,309.6345596729059,6.270816381088034,6,1,0,1,9,0,
7461,Learned,0,2587,2547.0,31.0,65536,45107,GRAPH_TAGGED,4,305.0140135326653,6.230928561317127,6,1,0,1,9,0,
7461,Learned,0,2587,2547.0,31.0,65536,45107,SEG,4,309.6345596729059,6.291291836022384,6,1,0,1,9,0,
7462,Learned,0,2756,2740.0,30.0,65536,45453,REF,5,344.19090885900994,5.229713538223257,19,7,1,8,16,0,0.005141567904502153
7462,Learned,0,2756,2740.0,30.0,65536,45453,GRAPH,5,304.65331916191195,5.460483383897926,7,2,0,5,10,0,0.005912669003009796
7462,Learned,0,2756,2740.0,30.0,65536,45453,JPEG,5,322.70562748477136,5.431886177480764,9,2,0,2,12,0,0.2789554949849844
7462,Learned,0,2756,2740.0,30.0,65536,45453,PRE,5,311.4629867976521,5.472174775076047,7,2,0,5,10,0,
7462,Learned,0,2756,2740.0,30.0,65536,45453,GRAPH_TAGGED,5,304.65331916191195,5.460483383897926,7,2,0,5,10,0,
7462,Learned,0,2756,2740.0,30.0,65536,45453,SEG,5,322.7056274847713,5.476811303369816,9,2,0,2,12,0,
7463,Learned,0,2124,2093.0,25.0,65536,45761,REF,4,255.23759005323598,5.358890809935121,14,5,0,5,13,0,0.004357965080998838
7463,Learned,0,2124,2093.0,25.0,65536,45761,GRAPH,4,219.7043568481661,5.683181930858094,8,3,0,9,9,0,0.004878925974480808
7463,Learned,0,2124,2093.0,25.0,65536,45761,JPEG,10,340.27922061357856,5.587179538366993,27,9,2,10,26,0,0.2808743770001456
7463,Learned,0,2124,2093.0,25.0,65536,45761,PRE,4,223.33809511662426,5.726041784903136,8,3,0,9,9,0,
7463,Learned,0,2124,2093.0,25.0,65536,45761,GRAPH_TAGGED,4,219.7043568481661,5.683181930858094,8,3,0,9,9,0,
7463,Learned,0,2124,2093.0,25.0,65536,45761,SEG,4,239.58073580374355,5.764023309564838,12,4,0,4,12,0,
7464,Learned,0,2493,2448.0,28.0,65536,45564,REF,5,300.5218613006978,4.995843473852874,20,8,1,8,16,0,0.0046675310004502535
7464,Learned,0,2493,2448.0,28.0,65536,45564,GRAPH,5,264.2658399030727,5.286478196298328,12,3,1,18,13,0,0.005578933050855994
7464,Learned,0,2493,2448.0,28.0,65536,45564,JPEG,5,302.1076477383248,5.470597658140067,18,7,1,7,15,0,0.2675511999987066
7464,Learned,0,2493,2448.0,28.0,65536,45564,PRE,5,268.79393923934003,5.321620526683015,12,3,1,18,13,0,
7464,Learned,0,2493,2448.0,28.0,65536,45564,GRAPH_TAGGED,5,264.2658399030727,5.286478196298328,12,3,1,18,13,0,
7464,Learned,0,2493,2448.0,28.0,65536,45564,SEG,5,285.2081528017131,5.472062166420476,14,5,1,5,13,0,
7465,Learned,0,1986,1950.0,27.0,65536,44692,REF,4,243.8233764908628,5.866728241479897,8,2,0,2,10,0,0.004342345055192709
7465,Learned,0,1986,1950.0,27.0,65536,44692,GRAPH,4,207.42205370896943,6.076022292639533,7,2,1,8,8,0,0.004901457927189767
7465,Learned,0,1986,1950.0,27.0,65536,44692,JPEG,4,263.58073580374355,6.293972216190995,27,12,2,13,17,0,0.25975406006909907
7465,Learned,0,1986,1950.0,27.0,65536,44692,PRE,4,210.92388155425112,6.100744494304611,7,2,1,8,8,0,
7465,Learned,0,1986,1950.0,27.0,65536,44692,GRAPH_TAGGED,4,207.42205370896943,6.076022292639533,7,2,1,8,8,0,
7465,Learned,0,1986,1950.0,27.0,65536,44692,SEG,4,216.92388155425118,6.157183071190072,8,2,1,3,9,0,
7466,Learned,0,2582,2579.0,30.0,65536,45305,REF,4,354.94826817189073,6.95093631576388,27,12,1,12,18,0,0.005260044010356069
7466,Learned,0,2582,2579.0,30.0,65536,45305,GRAPH,4,298.9193402632162,7.690541167212348,13,5,1,12,11,0,0.005595802911557257
7466,Learned,0,2582,2579.0,30.0,65536,45305,JPEG,4,336.7350647362943,7.7213400590247465,19,8,1,8,14,0,0.26495924207847565
7466,Learned,0,2582,2579.0,30.0,65536,45305,PRE,4,305.66399692442883,7.731818950076526,13,5,1,12,11,0,
7466,Learned,0,2582,2579.0,30.0,65536,45305,GRAPH_TAGGED,4,298.9193402632162,7.690541167212348,13,5,1,12,11,0,
7466,Learned,0,2582,2579.0,30.0,65536,45305,SEG,4,327.73506473629425,7.680743614674436,17,7,1,7,13,0,
7467,Learned,0,2409,2351.0,27.0,65536,45668,REF,5,305.63455967290594,5.53787958837403,13,4,0,4,14,0,0.004725641920231283
7467,Learned,0,2409,2351.0,27.0,65536,45668,GRAPH,5,285.0716960059024,5.192191486507555,10,3,0,14,12,0,0.005392224993556738
7467,Learned,0,2409,2351.0,27.0,65536,45668,JPEG,5,297.63455967290594,5.694791229222568,11,3,0,3,13,0,0.28053828596603125
7467,Learned,0,2409,2351.0,27.0,65536,45668,PRE,5,292.2203461105328,5.211050489036848,10,3,0,14,12,0,
7467,Learned,0,2409,2351.0,27.0,65536,45668,GRAPH_TAGGED,5,285.0716960059024,5.192191486507555,10,3,0,14,12,0,
7467,Learned,0,2409,2351.0,27.0,65536,45668,SEG,5,309.8772003600252,5.330072396041719,13,4,1,5,13,0,
7468,Learned,0,2454,2333.0,26.0,65536,45873,REF,6,308.56349186104046,5.565419549482597,14,4,1,5,15,0,0.004837411921471357
7468,Learned,0,2454,2333.0,26.0,65536,45873,GRAPH,6,263.39187335792985,5.751168708048344,11,3,0,11,14,0,0.005270446999929845
7468,Learned,0,2454,2333.0,26.0,65536,45873,JPEG,5,303.0782104868019,5.863394105707588,13,4,0,4,14,0,0.27071417891420424
7468,Learned,0,2454,2333.0,26.0,65536,45873,PRE,6,267.83556979968256,5.779220701869351,11,3,0,11,14,0,
7468,Learned,0,2454,2333.0,26.0,65536,45873,GRAPH_TAGGED,6,263.39187335792985,5.751168708048344,11,3,0,11,14,0,
7468,Learned,0,2454,2333.0,26.0,65536,45873,SEG,6,279.24978336205567,5.858581093780188,12,3,0,3,15,0,
7469,Learned,0,2013,2009.0,26.0,65536,44873,REF,4,222.3797256769669,6.5148839930900335,12,4,0,4,12,0,0.00433354708366096
7469,Learned,0,2013,2009.0,26.0,65536,44873,GRAPH,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0,0.004306723014451563
7469,Learned,0,2013,2009.0,26.0,65536,44873,JPEG,5,224.65180361560905,6.62523327053265,11,3,0,3,13,0,0.2648909790441394
7469,Learned,0,2013,2009.0,26.0,65536,44873,PRE,4,204.4802307403552,6.625275798173832,8,2,0,9,10,0,
7469,Learned,0,2013,2009.0,26.0,65536,44873,GRAPH_TAGGED,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0,
7469,Learned,0,2013,2009.0,26.0,65536,44873,SEG,4,211.48023074035524,6.752112791053279,8,2,0,2,10,0,
7470,Learned,0,2211,2148.0,24.0,65536,45942,REF,4,199.36753236814712,6.3251485435899495,6,1,0,1,9,0,0.003976769978180528
7470,Learned,0,2211,2148.0,24.0,65536,45942,GRAPH,4,198.9551183427046,6.2742090323609965,4,0,0,0,8,0,0.004674987983889878
7470,Learned,0,2211,2148.0,24.0,65536,45942,JPEG,4,201.19595949289328,6.443663403269552,4,0,0,0,8,0,0.26943182898685336
7470,Learned,0,2211,2148.0,24.0,65536,45942,PRE,4,201.6101730552664,6.272769629866365,4,0,0,0,8,0,
7470,Learned,0,2211,2148.0,24.0,65536,45942,GRAPH_TAGGED,4,198.9551183427046,6.2742090323609965,4,0,0,0,8,0,
7470,Learned,0,2211,2148.0,24.0,65536,45942,SEG,4,201.6101730552664,6.310904572932446,4,0,0,0,8,0,
7471,Learned,0,2458,2457.0,28.0,65536,45676,REF,5,312.3502884254441,5.44794681644254,15,5,0,5,15,0,0.004836854059249163
7471,Learned,0,2458,2457.0,28.0,65536,45676,GRAPH,4,292.0441384614567,5.4954594981170635,10,4,0,14,10,0,0.0059676290256902575
7471,Learned,0,2458,2457.0,28.0,65536,45676,JPEG,4,342.4213562373095,6.13849801526912,18,7,0,7,15,0,0.26739371300209314
7471,Learned,0,2458,2457.0,28.0,65536,45676,PRE,4,297.5218613006979,5.511287728840933,10,4,0,14,10,0,
7471,Learned,0,2458,2457.0,28.0,65536,45676,GRAPH_TAGGED,4,292.0441384614567,5.4954594981170635,10,4,0,14,10,0,
7471,Learned,0,2458,2457.0,28.0,65536,45676,SEG,4,320.00714267493646,5.663398683141861,12,4,0,4,12,0,
7472,Learned,0,2440,2406.0,27.0,65536,45705,REF,4,287.5929291125633,5.479293750133155,16,6,0,6,14,0,0.004441617056727409
7472,Learned,0,2440,2406.0,27.0,65536,45705,GRAPH,4,261.64763601470753,5.436260846167911,9,3,0,6,10,0,0.005227310000918806
7472,Learned,0,2440,2406.0,27.0,65536,45705,JPEG,4,273.5218613006978,5.402927124034913,10,3,0,3,11,0,0.2787478381069377
7472,Learned,0,2440,2406.0,27.0,65536,45705,PRE,4,266.8650070512055,5.4797802621368525,9,3,0,6,10,0,
7472,Learned,0,2440,2406.0,27.0,65536,45705,GRAPH_TAGGED,4,261.64763601470753,5.436260846167911,9,3,0,6,10,0,
7472,Learned,0,2440,2406.0,27.0,65536,45705,SEG,4,275.1076477383247,5.4862905335228955,10,3,0,3,11,0,
7473,Learned,0,2139,2007.0,26.0,65536,45081,REF,5,264.00714267493646,7.241131297762944,13,4,0,4,14,0,0.004844587063416839
7473,Learned,0,2139,2007.0,26.0,65536,45081,GRAPH,5,222.69833692541533,7.305994416046974,8,2,0,5,11,0,0.0045476589584723115
7473,Learned,0,2139,2007.0,26.0,65536,45081,JPEG,9,282.7350647362943,7.200649288107586,13,2,0,2,20,0,0.267516655032523
7473,Learned,0,2139,2007.0,26.0,65536,45081,PRE,5,226.86500705120545,7.3356715307728475,8,2,0,5,11,0,
7473,Learned,0,2139,2007.0,26.0,65536,45081,GRAPH_TAGGED,5,222.69833692541533,7.305994416046974,8,2,0,5,11,0,
7473,Learned,0,2139,2007.0,26.0,65536,45081,SEG,5,241.69343417595167,7.428409023603225,11,3,0,3,13,0,
7474,Learned,0,2003,1885.0,24.0,65536,45362,REF,4,219.69343417595155,4.870896918892237,6,1,0,1,9,0,0.003981953952461481
7474,Learned,0,2003,1885.0,24.0,65536,45362,GRAPH,5,198.85633696538434,5.012231001393803,5,0,0,0,10,0,0.0042231479892507195
7474,Learned,0,2003,1885.0,24.0,65536,45362,JPEG,4,220.76450198781708,5.2345727800093105,8,2,0,2,10,0,0.27363501104991883
7474,Learned,0,2003,1885.0,24.0,65536,45362,PRE,5,201.03657992645927,5.057744622356221,5,0,0,0,10,0,
7474,Learned,0,2003,1885.0,24.0,65536,45362,GRAPH_TAGGED,5,198.85633696538434,5.012231001393803,5,0,0,0,10,0,
7474,Learned,0,2003,1885.0,24.0,65536,45362,SEG,5,201.03657992645924,5.128187952134999,5,0,0,0,10,0,
7475,Learned,0,2144,2138.0,27.0,65536,45003,REF,4,212.0660171779821,6.073441622684935,10,3,0,3,11,0,0.004127433989197016
7475,Learned,0,2144,2138.0,27.0,65536,45003,GRAPH,4,201.28438011579806,5.871061150620572,4,1,0,3,7,0,0.0046395339304581285
7475,Learned,0,2144,2138.0,27.0,65536,45003,JPEG,4,212.06601717798208,6.09985965687101,6,1,0,1,9,0,0.26856031408533454
7475,Learned,0,2144,2138.0,27.0,65536,45003,PRE,4,202.9949493661166,5.89342002437518,4,1,0,3,7,0,
7475,Learned,0,2144,2138.0,27.0,65536,45003,GRAPH_TAGGED,4,201.28438011579806,5.871061150620572,4,1,0,3,7,0,
7475,Learned,0,2144,2138.0,27.0,65536,45003,SEG,4,209.4091629284897,5.93657545046867,6,1,0,1,9,0,
7476,Learned,0,1808,1780.0,25.0,65536,44713,REF,4,209.92388155425118,6.8483228148212,13,4,0,5,13,0,0.004075700999237597
7476,Learned,0,1808,1780.0,25.0,65536,44713,GRAPH,4,174.6420525400789,6.789531581911045,6,1,0,1,9,0,0.0038237000117078424
7476,Learned,0,1808,1780.0,25.0,65536,44713,JPEG,5,242.89444430272832,7.028973351830668,12,4,1,4,12,0,0.26446581399068236
7476,Learned,0,1808,1780.0,25.0,65536,44713,PRE,4,179.0243866176395,6.7650253633463215,6,1,0,1,9,0,
7476,Learned,0,1808,1780.0,25.0,65536,44713,GRAPH_TAGGED,4,174.6420525400789,6.789531581911045,6,1,0,1,9,0,
7476,Learned,0,1808,1780.0,25.0,65536,44713,SEG,4,188.68124086713186,6.881154788382173,10,3,0,3,11,0,
7477,Learned,0,2313,2197.0,27.0,65536,45628,REF,4,269.14927829866735,5.84158262964137,16,6,0,6,14,0,0.004441007971763611
7477,Learned,0,2313,2197.0,27.0,65536,45628,GRAPH,4,237.2909517925428,6.163750352933616,10,3,0,8,11,0,0.004786740988492966
7477,Learned,0,2313,2197.0,27.0,65536,45628,JPEG,4,257.7645019878172,6.371095543500343,12,4,0,4,12,0,0.272312002023682
7477,Learned,0,2313,2197.0,27.0,65536,45628,PRE,4,242.86500705120545,6.212318497096397,10,3,0,8,11,0,
7477,Learned,0,2313,2197.0,27.0,65536,45628,GRAPH_TAGGED,4,237.2909517925428,6.163750352933616,10,3,0,8,11,0,
7477,Learned,0,2313,2197.0,27.0,65536,45628,SEG,4,247.27922061357856,6.231913991530528,10,3,0,3,11,0,
7478,Learned,0,2032,1981.0,27.0,65536,44725,REF,4,266.45079348883235,5.0996206783958105,17,7,2,8,12,0,0.004410336026921868
7478,Learned,0,2032,1981.0,27.0,65536,44725,GRAPH,4,214.8611853254746,5.416384885739505,11,3,0,12,12,0,0.004349305992946029
7478,Learned,0,2032,1981.0,27.0,65536,44725,JPEG,4,259.76450198781714,5.368759814888828,15,6,1,6,12,0,0.2697521869558841
7478,Learned,0,2032,1981.0,27.0,65536,44725,PRE,4,220.3797256769669,5.4278281894249645,11,3,0,12,12,0,
7478,Learned,0,2032,1981.0,27.0,65536,44725,GRAPH_TAGGED,4,214.8611853254746,5.416384885739505,11,3,0,12,12,0,
7478,Learned,0,2032,1981.0,27.0,65536,44725,SEG,4,233.62236636408616,5.64185231325507,12,4,0,4,12,0,
7479,Learned,0,1779,1708.0,23.0,65536,45248,REF,4,165.36753236814715,5.675674788544182,14,5,0,5,13,0,0.00391530804336071
7479,Learned,0,1779,1708.0,23.0,65536,45248,GRAPH,4,156.65032786020492,5.6610249051759505,6,1,0,3,9,0,0.0036525620380416512
7479,Learned,0,1779,1708.0,23.0,65536,45248,JPEG,4,159.61017305526642,6.110490705548312,6,1,0,1,9,0,0.27786209189798683
7479,Learned,0,1779,1708.0,23.0,65536,45248,PRE,4,159.6101730552664,5.704490520369132,6,1,0,3,9,0,
7479,Learned,0,1779,1708.0,23.0,65536,45248,GRAPH_TAGGED,4,156.65032786020492,5.6610249051759505,6,1,0,3,9,0,
7479,Learned,0,1779,1708.0,23.0,65536,45248,SEG,4,161.6101730552664,5.7743979846357245,6,1,0,1,9,0,
7480,Learned,0,2238,2110.0,25.0,65536,45767,REF,6,262.0782104868019,6.048203561558212,14,4,1,5,15,0,0.004444384016096592
7480,Learned,0,2238,2110.0,25.0,65536,45767,GRAPH,4,249.67303747860663,6.21886231342404,10,3,0,9,11,0,0.005171881057322025
7480,Learned,0,2238,2110.0,25.0,65536,45767,JPEG,6,282.07821048680194,6.48268443625692,20,7,1,8,18,0,0.27919861301779747
7480,Learned,0,2238,2110.0,25.0,65536,45767,PRE,4,253.35028842544403,6.259059751053922,10,3,0,9,11,0,
7480,Learned,0,2238,2110.0,25.0,65536,45767,GRAPH_TAGGED,4,249.67303747860663,6.21886231342404,10,3,0,9,11,0,
7480,Learned,0,2238,2110.0,25.0,65536,45767,SEG,4,263.7645019878171,6.289798724345471,12,4,0,4,12,0,
7481,Learned,0,2237,2231.0,28.0,65536,45169,REF,4,253.27922061357853,5.770256517517343,13,4,0,5,13,0,0.004476419999264181
7481,Learned,0,2237,2231.0,28.0,65536,45169,GRAPH,4,229.5413714997756,5.556290235324377,8,2,0,13,10,0,0.004991287016309798
7481,Learned,0,2237,2231.0,28.0,65536,45169,JPEG,4,238.03657992645924,6.023196811888386,7,1,0,2,10,0,0.27288931095972657
7481,Learned,0,2237,2231.0,28.0,65536,45169,PRE,4,234.45079348883235,5.599416034213518,8,2,0,13,10,0,
7481,Learned,0,2237,2231.0,28.0,65536,45169,GRAPH_TAGGED,4,229.5413714997756,5.556290235324377,8,2,0,13,10,0,
7481,Learned,0,2237,2231.0,28.0,65536,45169,SEG,4,247.2792206135785,5.527569719127471,10,3,1,4,10,0,
7482,Learned,0,2169,2134.0,29.0,65536,44612,REF,5,237.55129855222071,5.486644696062233,15,5,0,5,15,0,0.004218936897814274
7482,Learned,0,2169,2134.0,29.0,65536,44612,GRAPH,4,218.95075797913853,5.607952587122838,6,2,0,6,8,0,0.004397982964292169
7482,Learned,0,2169,2134.0,29.0,65536,44612,JPEG,6,226.13708498984758,5.790693070471725,10,2,1,3,13,0,0.27760536305140704
7482,Learned,0,2169,2134.0,29.0,65536,44612,PRE,4,223.19934273814613,5.63420959894029,6,2,0,6,8,0,
7482,Learned,0,2169,2134.0,29.0,65536,44612,GRAPH_TAGGED,4,218.95075797913853,5.607952587122838,6,2,0,6,8,0,
7482,Learned,0,2169,2134.0,29.0,65536,44612,SEG,5,222.55129855222071,5.760750035158816,9,2,0,2,12,0,
7483,Learned,0,2041,1819.0,22.0,65536,45843,REF,5,199.92388155425115,6.759444572373867,11,3,1,4,12,0,0.004192313994280994
7483,Learned,0,2041,1819.0,22.0,65536,45843,GRAPH,5,176.31647732478277,6.851985687189202,5,1,0,3,9,0,0.004258107976056635
7483,Learned,0,2041,1819.0,22.0,65536,45843,JPEG,5,190.68124086713186,6.859637537300985,7,1,0,1,11,0,0.2783469830173999
7483,Learned,0,2041,1819.0,22.0,65536,45843,PRE,5,178.43860018001263,6.919887920922487,5,1,0,3,9,0,
7483,Learned,0,2041,1819.0,22.0,65536,45843,GRAPH_TAGGED,5,176.31647732478277,6.851985687189202,5,1,0,3,9,0,
7483,Learned,0,2041,1819.0,22.0,65536,45843,SEG,5,187.2670273047588,6.925643746140073,7,1,0,1,11,0,
7484,Learned,0,2088,2043.0,28.0,65536,44506,REF,4,230.96551211459376,7.001777804370543,16,6,0,6,14,0,0.004470054060220718
7484,Learned,0,2088,2043.0,28.0,65536,44506,GRAPH,4,192.51927719409852,7.216534687371582,5,2,0,5,7,0,0.004180445917882025
7484,Learned,0,2088,2043.0,28.0,65536,44506,JPEG,4,221.1370849898476,7.4886065521497756,10,3,0,3,11,0,0.2940128679620102
7484,Learned,0,2088,2043.0,28.0,65536,44506,PRE,4,195.8233764908628,7.292605417883943,5,2,0,5,7,0,
7484,Learned,0,2088,2043.0,28.0,65536,44506,GRAPH_TAGGED,4,192.51927719409852,7.216534687371582,5,2,0,5,7,0,
7484,Learned,0,2088,2043.0,28.0,65536,44506,SEG,4,205.23759005323592,7.504730877268058,8,2,0,2,10,0,
7485,Learned,0,2587,2551.0,27.0,65536,46012,REF,6,327.56349186104035,5.647401880503143,8,1,0,1,13,0,0.005204583052545786
7485,Learned,0,2587,2551.0,27.0,65536,46012,GRAPH,5,303.89976355419066,5.733184590336949,6,1,0,9,10,0,0.006404957035556436
7485,Learned,0,2587,2551.0,27.0,65536,46012,JPEG,8,423.11984104714446,6.026722667907362,23,8,2,9,21,0,0.2766115589765832
7485,Learned,0,2587,2551.0,27.0,65536,46012,PRE,5,308.83556979968256,5.757758615919148,6,1,0,9,10,0,
