stem,segmenter,ref_s,graph_s,jpeg_s,ref_skeleton_skan_s,ref_descriptors_s,graph_decode_graph_s,graph_descriptors_s,jpeg_decode_s,jpeg_segment_s,jpeg_skeleton_skan_s,jpeg_descriptors_s
7578,Learned,0.00425439199898392,0.004331124015152454,0.26611389103345573,0.0033369699958711863,0.0009052170207723975,0.0036318179918453097,0.0006977319717407227,0.00015237298794090748,0.2610451040090993,0.0036988990614190698,0.0011980199487879872
7579,Learned,0.003620624076575041,0.003562230966053903,0.27577009599190205,0.003010749933309853,0.0005958940600976348,0.0030037090182304382,0.0005545690655708313,0.0001415630104020238,0.2685605089645833,0.004428909975104034,0.0026165929157286882
7581,Learned,0.004229655023664236,0.004440958029590547,0.27860195899847895,0.0033543650060892105,0.0008629669900983572,0.003721228917129338,0.0007177920779213309,0.002797140972688794,0.2711761010577902,0.003644168027676642,0.0009650950087234378
7582,Learned,0.004642524057999253,0.00500360201112926,0.2837125040823594,0.0035170589108020067,0.0011135190725326538,0.004170002997852862,0.0008316709427163005,0.0028206181013956666,0.2761806189082563,0.0036740070208907127,0.001017567003145814
7583,Learned,0.004482224932871759,0.005468952003866434,0.2722347939852625,0.0034002310130745173,0.0010699160629883409,0.004593039979226887,0.0008741760393604636,0.00016567297279834747,0.26725277910009027,0.003701239009387791,0.001096789026632905
7584,Learned,0.004805659991689026,0.005467304959893227,0.2672759989509359,0.0036169220693409443,0.0011760919587686658,0.0045693370047956705,0.0008959880797192454,0.00017810193821787834,0.2622140570310876,0.0037125289672985673,0.0011513889767229557
7585,Learned,0.004171913024038076,0.0038139770040288568,0.2747737650061026,0.003406201023608446,0.0007517269114032388,0.0032096649520099163,0.0006025310140103102,0.00014916493091732264,0.2701975470408797,0.003594295005314052,0.0008128839544951916
7586,Learned,0.004533175029791892,0.005041421041823924,0.2677029069745913,0.0035012410953640938,0.0010206589940935373,0.004227592959068716,0.0008119320264086127,0.00016505795065313578,0.2627719190204516,0.0037232510512694716,0.0010221929987892509
7587,Learned,0.004530863021500409,0.004997938987798989,0.2759112600469962,0.003425432019867003,0.001093114959076047,0.004157820018008351,0.000838476000353694,0.0001677901018410921,0.27086763293482363,0.003751108073629439,0.001105670933611691
7588,Learned,0.0042496430687606335,0.005310872918926179,0.2690523019991815,0.0032373369904235005,0.0010006660595536232,0.004470832995139062,0.0008380140643566847,0.0001739079598337412,0.2639854559674859,0.003621192998252809,0.0012444349704310298
7589,Learned,0.0042269519763067365,0.004240542999468744,0.2763226000824943,0.0033174239797517657,0.0008983660954982042,0.003527106950059533,0.0007117270724847913,0.0001531130401417613,0.27123394701629877,0.0037817390402778983,0.0011343740625306964
7590,Learned,0.004403776954859495,0.004770848900079727,0.27193098701536655,0.0034019279992207885,0.0009899470023810863,0.0040064320201054215,0.00076266098767519,0.00017301004845649004,0.267089864006266,0.003687271964736283,0.0009614720474928617
7591,Learned,0.004457165952771902,0.004797626985237002,0.27587226894684136,0.003473552060313523,0.000971865956671536,0.003997491905465722,0.0007985100382938981,0.00016711303032934666,0.2707877568900585,0.003637199057266116,0.0012596269370988011
7592,Learned,0.004565729992464185,0.00537266000173986,0.2675953219877556,0.0035105759743601084,0.0010420939652249217,0.004497542977333069,0.000873230048455298,0.00017161003779619932,0.2625203139614314,0.00381514395121485,0.0010689720511436462
7593,Learned,0.004331454983912408,0.004960038000717759,0.2695296739693731,0.0033033149084076285,0.0010161009849980474,0.0041537219658494,0.0008046040311455727,0.00016680103726685047,0.2648626519367099,0.0035068249562755227,0.0009733140468597412
7594,Learned,0.004120658966712654,0.004671519971452653,0.2690872959792614,0.0032222409499809146,0.000887423986569047,0.003922880976460874,0.0007466260576620698,0.00015501794405281544,0.26427894504740834,0.0036411440232768655,0.0009907300118356943
7595,Learned,0.004344693035818636,0.003970630932599306,0.2654348900541663,0.0036123840836808085,0.0007145929848775268,0.003331109997816384,0.0006377079989761114,0.00015114597044885159,0.2609734230209142,0.0034191060112789273,0.0008715770673006773
7596,Learned,0.005122835980728269,0.005886459955945611,0.27115976496133953,0.003689202945679426,0.001421349006704986,0.004920617095194757,0.0009640270145609975,0.00018874392844736576,0.26572998601477593,0.0039841210236772895,0.0012356359511613846
7597,Learned,0.0046529939863830805,0.004930905997753143,0.2704847449203953,0.0035631320206448436,0.0010779399890452623,0.004121492966078222,0.0008074319921433926,0.00016979698557406664,0.2654836439760402,0.003713959944434464,0.001097303000278771
7598,Learned,0.004460597992874682,0.004145351937040687,0.2847336840350181,0.003565613995306194,0.0008782480144873261,0.003461902029812336,0.0006817399989813566,0.00015682808589190245,0.279326967895031,0.0040108030661940575,0.001217098906636238
7599,Learned,0.004824815900065005,0.006170687964186072,0.26710628997534513,0.003571515087969601,0.0012395309749990702,0.005178541061468422,0.0009901130106300116,0.0001840649638324976,0.26180764101445675,0.0037769279442727566,0.0013164140982553363
7601,Learned,0.004627706948667765,0.005537971039302647,0.2712566920090467,0.003510482027195394,0.0011050499742850661,0.004659563070163131,0.0008766259998083115,0.0001950530568137765,0.26616257801651955,0.003745805937796831,0.0011319200275465846
7602,Learned,0.004414983908645809,0.004013943951576948,0.2752253629732877,0.0036004780558869243,0.0008030839962884784,0.0033715920289978385,0.0006405969616025686,0.000157675938680768,0.27055542601738125,0.003627306898124516,0.000865829992108047
7603,Learned,0.004891499993391335,0.005770107032731175,0.27298337791580707,0.003575547016225755,0.0013025340158492327,0.004790731007233262,0.0009772679768502712,0.00018693599849939346,0.26749895699322224,0.003938812995329499,0.00133738003205508
7604,Learned,0.004337902064435184,0.005451204022392631,0.26889902795664966,0.0032842749496921897,0.0010422100313007832,0.004582321969792247,0.0008671180112287402,0.00017042900435626507,0.2641102710040286,0.0035306999925523996,0.0010676180245354772
7605,Learned,0.00430441799107939,0.004737350973300636,0.2750468859449029,0.0032735279528424144,0.001018914976157248,0.003967450000345707,0.0007678379770368338,0.0001609650207683444,0.2693214809987694,0.003948639030568302,0.0015937979333102703
7606,Learned,0.0041818240424618125,0.00499740696977824,0.28776464401744306,0.0032329329987987876,0.0009380830451846123,0.004197490983642638,0.0007976139895617962,0.00016979500651359558,0.2825625790283084,0.003997855936177075,0.0010034639853984118
7607,Learned,0.004183997982181609,0.0047921729274094105,0.26789282297249883,0.0032373210415244102,0.000934579991735518,0.004026124021038413,0.0007641119882464409,0.00016560801304876804,0.26327394298277795,0.003443286055698991,0.0009826699970290065
7608,Learned,0.005019961041398346,0.005930172046646476,0.26717501098755747,0.003703208058141172,0.0013036309974268079,0.0049587610410526395,0.0009697009809315205,0.00018091301899403334,0.26179960498120636,0.003769337898120284,0.0014055680949240923
7609,Learned,0.004188410006463528,0.004694815957918763,0.2630222520092502,0.003246292006224394,0.0009302319958806038,0.003955118008889258,0.0007375569548457861,0.00016342394519597292,0.25848931004293263,0.003423911053687334,0.0009254210162907839
7610,Learned,0.004918614053167403,0.005423698923550546,0.2653321080142632,0.003625566023401916,0.001281077042222023,0.004477388923987746,0.0009445380419492722,0.00018039799761027098,0.2601570220431313,0.0038289950462058187,0.0011451600585132837
7611,Learned,0.004774866043590009,0.0055450230138376355,0.2748601719504222,0.003446085029281676,0.0013155629858374596,0.004621312953531742,0.0009216699982061982,0.00017467699944972992,0.2697069150162861,0.0037071999395266175,0.0012508239597082138
7612,Learned,0.004222979070618749,0.004769667983055115,0.2664002919336781,0.003224298940040171,0.000986777013167739,0.00400109903421253,0.0007668969919905066,0.00016425491776317358,0.26189701911062,0.003345800912939012,0.0009740190580487251
7613,Learned,0.004793453961610794,0.005721846013329923,0.27446993498597294,0.0035394039005041122,0.0012409400660544634,0.004749645944684744,0.0009702900424599648,0.00017685105558484793,0.2693792659556493,0.003659206093288958,0.0012339329114183784
7614,Learned,0.00422099104616791,0.004814757965505123,0.2700793129624799,0.003245722036808729,0.0009634549496695399,0.0040583929512649775,0.0007546090055257082,0.00015979993622750044,0.26546404603868723,0.00350547197740525,0.0009302240796387196
7616,Learned,0.004135139053687453,0.004579980042763054,0.2682412980357185,0.0032695760019123554,0.0008531099883839488,0.003858912969008088,0.0007193840574473143,0.0001606399891898036,0.2634726440301165,0.0035494189942255616,0.001038579037413001
