stem,ref_width,dt_none,profile_none,dt_dilate1,profile_dilate1,dt_dilate2,profile_dilate2,dt_erode1,profile_erode1
7315,5.98448014793485,5.993215479472576,8.026477735046454,8.007623791078085,7.048896549229749,9.9110892527733,6.646603561463229,4.361512638409465,7.621951148031986
7327,5.165004062973208,5.313045441408943,7.367818246130318,7.183659267526633,7.920883399667097,9.060419132215241,6.587906621487886,3.755110970634483,6.62906496147056
7329,5.495732366675097,5.8296015471581875,8.25886131372922,7.263475743378224,8.461104262717084,9.466574874820532,10.05580336814782,4.145037859482177,8.755397659575562
7339,5.260815526104675,5.547991509925147,6.311084469536362,7.384328608335712,6.501711022194223,9.120779709084047,6.4235588983491185,3.8231240366272092,5.994592904952512
7355,5.374145274311962,5.3538188032528735,6.226048902550112,7.309088340466116,6.0649590527688675,9.03844740498414,6.868717539870663,3.66582373389815,6.30501703219167
7356,5.213390323744062,5.498294986473755,7.713876227514306,7.112472203263722,7.7267522956449675,9.37048520573663,8.40580381726088,3.923876517583054,7.36177329959202
7359,5.893625282385353,5.961461039994979,5.171867099585329,7.631264017108394,5.454282846157537,9.509880657859307,5.766462473771137,4.376143338145774,5.584431020715393
7393,5.203714279202955,4.952846158890168,7.956029453989907,6.787856564324605,8.138407571743494,8.507186890280598,9.699456037429082,3.3917024333420156,6.969665230811827
7396,5.203304555913837,5.315441528476901,5.929710339029526,7.421156831550384,6.509131802411763,9.37533245384042,7.853110346553026,3.6356616241658566,5.7483135053835985
7407,5.646029439435715,5.809220999771313,5.958724890763195,7.625546390186543,5.904592275545156,9.34485929982547,5.735418518027479,4.122383008137478,6.241286884522257
7412,5.0586200689753404,5.0593539088754085,5.1631520851884325,6.901296135220719,4.917023998899377,8.755006211425401,4.756815305542583,3.329213554895761,4.940949224417835
7416,6.165945537687246,6.5605966561048135,10.165129554019984,8.437272049413997,10.636722408260692,10.840935162599528,8.902490029006369,4.8598991061990855,9.048138322931711
7418,5.950491903737898,5.889994074944177,7.148685911104304,7.527909112541692,7.274917099887696,9.337997914619015,7.065193688191518,4.300295436045807,6.6913780415304105
7421,6.9100575455299005,7.150895351945714,8.29971349900461,9.040160379806927,7.675470311860433,10.695521181508177,7.988830766652603,5.554016199901446,7.887198105869458
7423,6.665281599775273,6.799562181591826,7.09290914032084,8.628130831770187,6.952381965932913,10.308248405193412,6.89347878799946,5.174425160396196,7.202576797371355
7432,5.326668452892068,5.694230176383717,6.140876779409036,7.588432813867735,6.354716379737401,8.948137646654468,6.386946042251429,4.039011583863496,6.237302476995872
7434,5.234020882718466,7.2475206226343225,8.26960424080101,9.293021054245289,8.326006412390305,11.20198296317534,8.231446717961813,5.804568263903096,8.643040026295955
7440,5.245336908035301,5.278405419166923,5.745130903027368,7.112753188595578,5.937598733891861,8.904774533174292,6.0428266687419825,3.6437516649726414,5.709081767174763
