stem,junction_def,L,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles
7638,degree,5,5,265.27922061357856,5.826456024468072,6,1,1,2,10,0
7638,degree,10,5,265.27922061357856,5.826456024468072,6,1,1,2,10,0
7640,t10,0,4,154.43860018001263,4.75924919680127,8,2,0,2,10,0
7640,degree,0,4,154.43860018001263,4.75924919680127,8,2,0,2,10,0
7640,degree,2,4,154.43860018001263,4.75924919680127,8,2,0,2,10,0
7640,degree,5,4,149.61017305526644,4.7827120030506505,6,1,0,2,10,0
7640,degree,10,4,149.61017305526644,4.7827120030506505,6,1,0,2,10,0
7645,t10,0,4,272.9655121145938,5.3733166740161575,20,8,2,10,14,0
7645,degree,0,4,272.9655121145938,5.3733166740161575,20,8,2,10,14,0
7645,degree,2,4,270.1370849898476,5.388593979934318,16,6,2,10,14,0
7645,degree,5,4,255.0660171779821,5.474853658178361,12,4,2,10,14,0
7645,degree,10,4,255.0660171779821,5.474853658178361,12,4,2,10,14,0
7649,t10,0,4,229.23759005323595,5.365170717668652,14,5,1,6,12,0
7649,degree,0,4,229.23759005323595,5.365170717668652,14,5,1,6,12,0
7649,degree,2,4,227.23759005323595,5.392965977668054,11,4,1,6,12,0
7649,degree,5,4,227.23759005323595,5.392965977668054,11,4,1,6,12,0
7649,degree,10,4,227.23759005323595,5.392965977668054,11,4,1,6,12,0
7657,t10,0,5,295.1492782986673,4.91102326309395,21,8,1,8,17,0
7657,degree,0,5,295.1492782986673,4.91102326309395,21,8,1,8,17,0
7657,degree,2,5,288.906637611548,4.938470994399468,14,5,1,8,17,0
7657,degree,5,5,281.6639969244287,4.989843304885208,12,4,1,8,17,0
7657,degree,10,5,270.764501987817,5.007673734316258,10,3,1,8,17,0
7658,t10,0,4,224.16652224137056,6.684786044119479,20,8,1,9,15,0
7658,degree,0,4,224.16652224137056,6.684786044119479,20,8,1,9,15,0
7658,degree,2,4,221.3380951166243,6.692750194694086,16,6,1,9,15,0
7658,degree,5,4,199.43860018001263,6.886146774194168,11,4,1,9,15,0
7658,degree,10,4,184.95331880577407,7.055137090553434,7,2,1,9,15,0
7661,t10,0,5,307.4213562373095,5.997074882656388,19,8,3,9,13,0
7661,degree,0,5,307.4213562373095,5.997074882656388,19,8,3,9,13,0
7661,degree,2,5,307.4213562373095,5.997074882656388,19,8,3,9,13,0
7661,degree,5,5,286.5218613006978,6.105368300658547,11,4,3,9,13,0
7661,degree,10,5,286.5218613006978,6.105368300658547,11,4,3,9,13,0
7665,t10,0,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0
7665,degree,0,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0
7665,degree,2,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0
7665,degree,5,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0
7665,degree,10,4,226.89444430272823,5.856631156063059,4,0,0,0,8,0
7667,t10,0,5,229.48023074035518,5.2174038907758336,7,1,0,1,11,0
7667,degree,0,5,229.48023074035518,5.2174038907758336,7,1,0,1,11,0
7667,degree,2,5,228.0660171779821,5.229689947718529,5,0,0,1,11,0
7667,degree,5,5,226.0660171779821,5.239524738072518,5,0,0,1,11,0
7667,degree,10,5,226.0660171779821,5.239524738072518,5,0,0,1,11,0
7672,t10,0,4,167.0243866176395,5.604546905434292,10,3,0,3,11,0
7672,degree,0,4,167.0243866176395,5.604546905434292,10,3,0,3,11,0
7672,degree,2,4,164.1959594928933,5.617916286650761,8,2,0,3,11,0
7672,degree,5,4,153.53910524340094,5.586598883691737,4,0,0,3,11,0
7672,degree,10,4,144.29646455628165,5.560903361253519,4,0,0,3,11,0
7677,t10,0,5,310.8355697996826,6.611456243890236,16,5,1,7,15,0
7677,degree,0,5,310.8355697996826,6.611456243890236,16,5,1,7,15,0
7677,degree,2,5,310.8355697996826,6.611456243890236,16,5,1,7,15,0
7677,degree,5,5,306.4213562373095,6.647711599197144,14,4,1,7,15,0
7677,degree,10,5,291.76450198781714,6.684735904626223,12,3,1,7,15,0
7681,t10,0,4,190.29646455628165,5.352614205019872,11,3,1,5,11,0
7681,degree,0,4,190.29646455628165,5.352614205019872,11,3,1,5,11,0
7681,degree,2,4,190.29646455628165,5.352614205019872,11,3,1,5,11,0
7681,degree,5,4,182.4680374315355,5.367714742703503,8,2,1,5,11,0
7681,degree,10,4,176.0538238691624,5.391161726759614,7,2,1,5,11,0
7682,t10,0,5,304.208152801713,5.71450310335534,19,7,0,7,17,0
7682,degree,0,5,304.208152801713,5.71450310335534,19,7,0,7,17,0
7682,degree,2,5,299.9655121145938,5.708165300133148,13,4,0,7,17,0
7682,degree,5,5,288.1370849898476,5.790362792176927,11,3,0,7,17,0
7682,degree,10,5,275.8944443027283,5.776680044167058,9,2,0,7,17,0
7697,t10,0,5,273.7645019878171,5.543619011801533,13,4,0,4,14,0
7697,degree,0,5,273.7645019878171,5.543619011801533,13,4,0,4,14,0
7697,degree,2,5,273.7645019878171,5.543619011801533,13,4,0,4,14,0
7697,degree,5,5,260.5218613006978,5.539871193649483,9,2,0,4,14,0
7697,degree,10,5,254.2792206135785,5.56270170383112,7,1,0,4,14,0
7700,t10,0,5,339.01933598375615,6.361951967020329,11,3,0,3,13,0
7700,degree,0,5,339.01933598375615,6.361951967020329,11,3,0,3,13,0
7700,degree,2,5,337.60512242138304,6.376035041452692,9,2,0,3,13,0
7700,degree,5,5,335.60512242138304,6.391940211511549,9,2,0,3,13,0
7700,degree,10,5,335.60512242138304,6.391940211511549,9,2,0,3,13,0
7704,t10,0,4,345.350288425444,5.226910941162601,16,7,2,7,11,0
7704,degree,0,4,345.350288425444,5.226910941162601,16,7,2,7,11,0
7704,degree,2,4,345.350288425444,5.226910941162601,16,7,2,7,11,0
7704,degree,5,4,333.27922061357856,5.273834215835147,12,5,2,7,11,0
7704,degree,10,4,321.03657992645924,5.287109252435128,8,3,2,7,11,0
7705,t10,0,4,275.5929291125633,5.674268396795517,13,4,0,5,13,0
7705,degree,0,4,275.5929291125633,5.674268396795517,13,4,0,5,13,0
7705,degree,2,4,272.1787155501902,5.702618556243722,8,2,0,5,13,0
7705,degree,5,4,269.7645019878171,5.717914685547162,8,2,0,5,13,0
7705,degree,10,4,269.7645019878171,5.717914685547162,8,2,0,5,13,0
7707,t10,0,5,190.26702730475878,5.557870964665848,7,1,0,1,11,0
7707,degree,0,5,190.26702730475878,5.557870964665848,7,1,0,1,11,0
7707,degree,2,5,188.85281374238568,5.563333363766071,5,0,0,1,11,0
7707,degree,5,5,186.43860018001257,5.580435156320131,5,0,0,1,11,0
7707,degree,10,5,186.43860018001257,5.580435156320131,5,0,0,1,11,0
7708,t10,0,5,226.5512985522207,4.890354094375373,5,0,0,0,10,0
7708,degree,0,5,226.5512985522207,4.890354094375373,5,0,0,0,10,0
7708,degree,2,5,226.5512985522207,4.890354094375373,5,0,0,0,10,0
7708,degree,5,5,226.5512985522207,4.890354094375373,5,0,0,0,10,0
7708,degree,10,5,226.5512985522207,4.890354094375373,5,0,0,0,10,0
7715,t10,0,5,327.66399692442883,5.567189740959085,13,4,0,4,14,0
7715,degree,0,5,327.66399692442883,5.567189740959085,13,4,0,4,14,0
7715,degree,2,5,324.8355697996826,5.573622338105538,11,3,0,4,14,0
7715,degree,5,5,322.8355697996826,5.560422912537622,9,2,0,4,14,0
7715,degree,10,5,313.5929291125633,5.589561749623456,7,1,0,4,14,0
7717,t10,0,5,268.5634918610404,5.942706698986518,7,1,0,1,11,0
7717,degree,0,5,268.5634918610404,5.942706698986518,7,1,0,1,11,0
7717,degree,2,5,268.5634918610404,5.942706698986518,7,1,0,1,11,0
7717,degree,5,5,268.5634918610404,5.942706698986518,7,1,0,1,11,0
7717,degree,10,5,268.5634918610404,5.942706698986518,7,1,0,1,11,0
7721,t10,0,4,238.37972567696679,4.935995096307536,8,2,0,2,10,0
7721,degree,0,4,238.37972567696679,4.935995096307536,8,2,0,2,10,0
7721,degree,2,4,238.37972567696679,4.935995096307536,8,2,0,2,10,0
7721,degree,5,4,234.37972567696679,4.9522068583656,6,1,0,2,10,0
7721,degree,10,4,228.5512985522206,4.934237212190579,4,0,0,2,10,0
7725,t10,0,5,256.6934341759516,5.823726500274162,7,1,0,1,11,0
7725,degree,0,5,256.6934341759516,5.823726500274162,7,1,0,1,11,0
7725,degree,2,5,256.6934341759516,5.823726500274162,7,1,0,1,11,0
7725,degree,5,5,256.6934341759516,5.823726500274162,7,1,0,1,11,0
7725,degree,10,5,256.6934341759516,5.823726500274162,7,1,0,1,11,0
7728,t10,0,5,374.5340546095176,6.109280404664369,29,12,2,14,20,0
7728,degree,0,5,374.5340546095176,6.109280404664369,29,12,2,14,20,0
7728,degree,2,5,368.8772003600252,6.104624850887453,23,9,2,14,20,0
7728,degree,5,5,354.2203461105329,6.166387803010994,18,7,2,14,20,0
7728,degree,10,5,348.8061325481597,6.185003353957646,18,7,2,14,20,0
7730,t10,0,4,240.83556979968264,6.275713026076776,13,5,1,5,11,0
7730,degree,0,4,240.83556979968264,6.275713026076776,13,5,1,5,11,0
7730,degree,2,4,239.4213562373095,6.283248405090273,11,4,1,5,11,0
7730,degree,5,4,234.17871555019025,6.318967705376422,9,3,1,5,11,0
7730,degree,10,4,224.93607486307093,6.390765055260019,9,3,1,5,11,0
7733,t10,0,4,240.55129855222071,6.921887573244727,12,4,0,4,12,0
7733,degree,0,4,240.55129855222071,6.921887573244727,12,4,0,4,12,0
7733,degree,2,4,240.55129855222071,6.921887573244727,12,4,0,4,12,0
7733,degree,5,4,235.7228714274745,6.954527205207515,10,3,0,4,12,0
7733,degree,10,4,228.4802307403552,6.996246987403125,8,2,0,4,12,0
7741,t10,0,5,220.1370849898476,5.802374240230031,9,2,0,2,12,0
7741,degree,0,5,220.1370849898476,5.802374240230031,9,2,0,2,12,0
7741,degree,2,5,220.1370849898476,5.802374240230031,9,2,0,2,12,0
7741,degree,5,5,211.89444430272835,5.832072883380747,7,1,0,2,12,0
7741,degree,10,5,196.65180361560903,5.684858690985009,5,0,0,2,12,0
7743,t10,0,4,166.53910524340097,7.050962773360433,14,5,0,5,13,0
7743,degree,0,4,166.53910524340097,7.050962773360433,14,5,0,5,13,0
7743,degree,2,4,164.53910524340097,7.107323226133427,10,3,0,5,13,0
7743,degree,5,4,164.53910524340097,7.107323226133427,10,3,0,5,13,0
7743,degree,10,4,150.4680374315355,6.715982540813306,6,1,0,5,13,0
7746,t10,0,6,201.06601717798213,5.455793610949716,10,2,0,2,14,0
7746,degree,0,6,201.06601717798213,5.455793610949716,10,2,0,2,14,0
7746,degree,2,6,201.06601717798213,5.455793610949716,10,2,0,2,14,0
7746,degree,5,6,192.82337649086287,5.52221836816692,6,0,0,2,14,0
7746,degree,10,6,186.99494936611666,5.489082429097351,6,0,0,2,14,0
7755,t10,0,4,190.68124086713186,5.185487651592282,6,1,1,2,8,0
7755,degree,0,4,190.68124086713186,5.185487651592282,6,1,1,2,8,0
7755,degree,2,4,190.68124086713186,5.185487651592282,6,1,1,2,8,0
7755,degree,5,4,187.68124086713186,5.18453881695879,5,1,1,2,8,0
7755,degree,10,4,187.68124086713186,5.18453881695879,5,1,1,2,8,0
7756,t10,0,4,293.936074863071,6.074829285203524,27,11,0,12,20,0
7756,degree,0,4,293.936074863071,6.074829285203524,27,11,0,12,20,0
7756,degree,2,4,289.10764773832483,6.112346761461289,22,9,0,12,20,0
7756,degree,5,4,270.4507934888324,6.247004705990953,14,5,0,12,20,0
7756,degree,10,4,230.89444430272835,6.356707960093068,8,2,0,12,20,0
7758,t10,0,5,222.37972567696687,6.636257063897616,9,2,0,2,12,0
7758,degree,0,5,222.37972567696687,6.636257063897616,9,2,0,2,12,0
7758,degree,2,5,222.37972567696687,6.636257063897616,9,2,0,2,12,0
7758,degree,5,5,209.13708498984755,6.681106616015476,5,0,0,2,12,0
7758,degree,10,5,209.13708498984755,6.681106616015476,5,0,0,2,12,0
7773,t10,0,5,268.1787155501902,4.953339474708425,9,2,0,2,12,0
7773,degree,0,5,268.1787155501902,4.953339474708425,9,2,0,2,12,0
7773,degree,2,5,268.1787155501902,4.953339474708425,9,2,0,2,12,0
7773,degree,5,5,263.7645019878171,4.871148569085335,7,1,0,2,12,0
7773,degree,10,5,263.7645019878171,4.871148569085335,7,1,0,2,12,0
7775,t10,0,4,226.30865786510134,5.364064617739982,14,6,2,6,10,0
7775,degree,0,4,226.30865786510134,5.364064617739982,14,6,2,6,10,0
7775,degree,2,4,224.89444430272826,5.3789306685893035,12,5,2,6,10,0
7775,degree,5,4,217.2375900532359,5.364740145039099,10,4,2,6,10,0
7775,degree,10,4,209.4091629284897,5.409655305459723,8,3,2,6,10,0
7781,t10,0,4,281.2081528017131,6.920273350054176,17,7,1,7,13,0
7781,degree,0,4,281.2081528017131,6.920273350054176,17,7,1,7,13,0
7781,degree,2,4,281.2081528017131,6.920273350054176,17,7,1,7,13,0
7781,degree,5,4,273.9655121145938,6.903787104706793,13,5,1,7,13,0
7781,degree,10,4,268.1370849898476,6.954172891378934,11,4,1,7,13,0
7784,t10,0,4,286.93607486307087,5.684581134138114,10,3,0,3,11,0
7784,degree,0,4,286.93607486307087,5.684581134138114,10,3,0,3,11,0
7784,degree,2,4,286.93607486307087,5.684581134138114,10,3,0,3,11,0
7784,degree,5,4,280.6934341759516,5.7155888973648805,8,2,0,3,11,0
7784,degree,10,4,280.6934341759516,5.7155888973648805,8,2,0,3,11,0
7794,t10,0,4,200.58073580374355,5.741684697812638,6,1,0,1,9,0
7794,degree,0,4,200.58073580374355,5.741684697812638,6,1,0,1,9,0
7794,degree,2,4,200.58073580374355,5.741684697812638,6,1,0,1,9,0
7794,degree,5,4,200.58073580374355,5.741684697812638,6,1,0,1,9,0
7794,degree,10,4,192.75230867899737,5.7344926327645975,4,0,0,1,9,0
7801,t10,0,5,332.5340546095175,5.066169537494027,11,3,0,3,13,0
7801,degree,0,5,332.5340546095175,5.066169537494027,11,3,0,3,13,0
7801,degree,2,5,332.5340546095175,5.066169537494027,11,3,0,3,13,0
7801,degree,5,5,326.70562748477136,5.088073565435674,9,2,0,3,13,0
7801,degree,10,5,310.80613254815967,4.998734973508568,7,1,0,3,13,0
7803,t10,0,4,253.35028842544403,5.268089515255103,11,4,1,4,10,0
7803,degree,0,4,253.35028842544403,5.268089515255103,11,4,1,4,10,0
7803,degree,2,4,253.35028842544403,5.268089515255103,11,4,1,4,10,0
7803,degree,5,4,253.35028842544403,5.268089515255103,11,4,1,4,10,0
7803,degree,10,4,245.69343417595167,5.2901787497499875,9,3,1,4,10,0
7804,t10,0,4,256.6639969244287,5.37972090285166,8,2,0,2,10,0
7804,degree,0,4,256.6639969244287,5.37972090285166,8,2,0,2,10,0
7804,degree,2,4,255.24978336205564,5.391597829655253,6,1,0,2,10,0
7804,degree,5,4,248.42135623730945,5.409519981788574,4,0,0,2,10,0
7804,degree,10,4,248.42135623730945,5.409519981788574,4,0,0,2,10,0
7807,t10,0,5,330.634559672906,6.944035101787233,16,6,1,6,14,0
7807,degree,0,5,330.634559672906,6.944035101787233,16,6,1,6,14,0
7807,degree,2,5,330.634559672906,6.944035101787233,16,6,1,6,14,0
7807,degree,5,5,314.73506473629425,7.075740373907809,12,4,1,6,14,0
7807,degree,10,5,314.73506473629425,7.075740373907809,12,4,1,6,14,0
7813,t10,0,4,249.06601717798213,6.537125407860294,12,4,0,4,12,0
7813,degree,0,4,249.06601717798213,6.537125407860294,12,4,0,4,12,0
7813,degree,2,4,249.06601717798213,6.537125407860294,12,4,0,4,12,0
7813,degree,5,4,236.40916292848974,6.5681759439870016,8,2,0,4,12,0
7813,degree,10,4,228.3380951166243,6.443228302369466,6,1,0,4,12,0
7817,t10,0,4,220.5512985522207,5.674420131994132,12,4,0,4,12,0
7817,degree,0,4,220.5512985522207,5.674420131994132,12,4,0,4,12,0
7817,degree,2,4,220.5512985522207,5.674420131994132,12,4,0,4,12,0
7817,degree,5,4,210.48023074035524,5.696297693823256,6,1,0,4,12,0
7817,degree,10,4,210.48023074035524,5.696297693823256,6,1,0,4,12,0
7819,t10,0,4,217.02438661763952,5.272302893438274,10,3,0,3,11,0
7819,degree,0,4,217.02438661763952,5.272302893438274,10,3,0,3,11,0
7819,degree,2,4,217.02438661763952,5.272302893438274,10,3,0,3,11,0
7819,degree,5,4,207.61017305526644,5.313198074025721,6,1,0,3,11,0
7819,degree,10,4,207.61017305526644,5.313198074025721,6,1,0,3,11,0
7825,t10,0,4,197.7817459305202,4.935335177145496,12,4,0,4,12,0
7825,degree,0,4,197.7817459305202,4.935335177145496,12,4,0,4,12,0
7825,degree,2,4,195.7817459305202,4.9610895867508775,8,2,0,4,12,0
7825,degree,5,4,192.95331880577402,4.975177822565123,6,1,0,4,12,0
7825,degree,10,4,178.46803743153544,4.986540247552956,4,0,0,4,12,0
7828,t10,0,5,254.55129855222074,5.828860157521437,13,5,2,5,11,0
7828,degree,0,5,254.55129855222074,5.828860157521437,13,5,2,5,11,0
7828,degree,2,5,254.55129855222074,5.828860157521437,13,5,2,5,11,0
7828,degree,5,5,249.55129855222071,5.805824327178123,9,3,2,5,11,0
7828,degree,10,5,249.55129855222071,5.805824327178123,9,3,2,5,11,0
7830,t10,0,5,247.1665222413705,5.147622981834191,11,3,0,3,13,0
7830,degree,0,5,247.1665222413705,5.147622981834191,11,3,0,3,13,0
7830,degree,2,5,247.1665222413705,5.147622981834191,11,3,0,3,13,0
7830,degree,5,5,239.92388155425118,5.144820796205593,7,1,0,3,13,0
7830,degree,10,5,230.5096679918781,5.1737208537861585,5,0,0,3,13,0
7842,t10,0,6,302.2497833620556,5.635187750832024,12,3,0,3,15,0
7842,degree,0,6,302.2497833620556,5.635187750832024,12,3,0,3,15,0
7842,degree,2,6,302.2497833620556,5.635187750832024,12,3,0,3,15,0
7842,degree,5,6,302.2497833620556,5.635187750832024,12,3,0,3,15,0
7842,degree,10,6,284.7645019878171,5.584568412941317,10,2,0,3,15,0
7848,t10,0,4,352.1198410471445,5.999290370519131,19,8,1,8,14,0
7848,degree,0,4,352.1198410471445,5.999290370519131,19,8,1,8,14,0
7848,degree,2,4,352.1198410471445,5.999290370519131,19,8,1,8,14,0
7848,degree,5,4,337.04877323527904,6.064158680518132,15,6,1,8,14,0
7848,degree,10,4,323.22034611053283,6.006166009918573,11,4,1,8,14,0
7862,t10,0,4,213.3380951166242,5.894078321982622,12,4,0,4,12,0
7862,degree,0,4,213.3380951166242,5.894078321982622,12,4,0,4,12,0
7862,degree,2,4,211.92388155425112,5.90118964154366,10,3,0,4,12,0
7862,degree,5,4,208.50966799187802,5.9419883989086415,10,3,0,4,12,0
7862,degree,10,4,194.43860018001254,6.009412315124307,6,1,0,4,12,0
7864,t10,0,4,350.8772003600252,5.5290174407773005,28,11,2,15,19,0
7864,degree,0,4,350.8772003600252,5.5290174407773005,28,11,2,15,19,0
7864,degree,2,4,346.87720036002526,5.564935672351753,22,9,2,15,19,0
7864,degree,5,4,336.04877323527904,5.569941194254857,20,8,2,15,19,0
7864,degree,10,4,321.1492782986674,5.5444264543689705,18,7,2,15,19,0
7867,t10,0,5,287.5929291125633,6.201913069759551,13,4,0,4,14,0
7867,degree,0,5,287.5929291125633,6.201913069759551,13,4,0,4,14,0
7867,degree,2,5,287.5929291125633,6.201913069759551,13,4,0,4,14,0
7867,degree,5,5,278.350288425444,6.198407703614278,9,2,0,4,14,0
7867,degree,10,5,273.350288425444,6.2377761229534245,9,2,0,4,14,0
7873,t10,0,4,226.48023074035527,5.371432724021488,14,5,0,5,13,0
7873,degree,0,4,226.48023074035527,5.371432724021488,14,5,0,5,13,0
7873,degree,2,4,223.65180361560905,5.37829988036883,12,4,0,5,13,0
7873,degree,5,4,213.40916292848976,5.370536294046389,8,2,0,5,13,0
7873,degree,10,4,203.99494936611666,5.433785513731625,6,1,0,5,13,0
7881,t10,0,4,198.7817459305202,5.347239069766511,10,3,0,3,11,0
7881,degree,0,4,198.7817459305202,5.347239069766511,10,3,0,3,11,0
7881,degree,2,4,197.36753236814712,5.350956555356073,8,2,0,3,11,0
7881,degree,5,4,190.95331880577402,5.396710773018869,6,1,0,3,11,0
7881,degree,10,4,185.12489168102786,5.39428507909109,4,0,0,3,11,0
7885,t10,0,4,183.6812408671319,5.564129393983961,11,4,1,4,10,0
7885,degree,0,4,183.6812408671319,5.564129393983961,11,4,1,4,10,0
7885,degree,2,4,182.2670273047588,5.569837723191208,9,3,1,4,10,0
7885,degree,5,4,179.8528137423857,5.59099831187878,9,3,1,4,10,0
7885,degree,10,4,170.1959594928933,5.651636840538446,7,2,1,4,10,0
7889,t10,0,4,309.49242404917493,5.964191691084029,12,4,0,4,12,0
7889,degree,0,4,309.49242404917493,5.964191691084029,12,4,0,4,12,0
7889,degree,2,4,309.49242404917493,5.964191691084029,12,4,0,4,12,0
7889,degree,5,4,297.8355697996825,5.985490522733109,8,2,0,4,12,0
7889,degree,10,4,297.8355697996825,5.985490522733109,8,2,0,4,12,0
7890,t10,0,4,241.65180361560903,6.66070955042547,13,5,1,5,11,0
7890,degree,0,4,241.65180361560903,6.66070955042547,13,5,1,5,11,0
7890,degree,2,4,241.65180361560903,6.66070955042547,13,5,1,5,11,0
7890,degree,5,4,227.99494936611666,6.732873737600366,9,3,1,5,11,0
7890,degree,10,4,222.99494936611663,6.753501440669013,7,2,1,5,11,0
7899,t10,0,5,177.19595949289334,6.567364316237126,11,3,0,3,13,0
7899,degree,0,5,177.19595949289334,6.567364316237126,11,3,0,3,13,0
7899,degree,2,5,177.19595949289334,6.567364316237126,11,3,0,3,13,0
7899,degree,5,5,163.53910524340097,6.507242321431723,5,0,0,3,13,0
7899,degree,10,5,154.29646455628168,6.5082042021928945,5,0,0,3,13,0
7902,t10,0,6,293.32085117392114,5.809985544970214,18,6,0,6,18,0
7902,degree,0,6,293.32085117392114,5.809985544970214,18,6,0,6,18,0
7902,degree,2,6,290.49242404917493,5.808970712022028,14,4,0,6,18,0
7902,degree,5,6,272.0071426749364,5.873623510341042,10,2,0,6,18,0
7902,degree,10,6,256.7645019878171,5.897169416214464,8,1,0,6,18,0
7903,t10,0,4,254.4091629284898,5.541976712573032,20,8,0,8,16,0
7903,degree,0,4,254.4091629284898,5.541976712573032,20,8,0,8,16,0
7903,degree,2,4,251.58073580374358,5.549998881438735,18,7,0,8,16,0
7903,degree,5,4,238.7523086789974,5.628464053987053,12,4,0,8,16,0
7903,degree,10,4,223.50966799187808,5.577873993227343,8,2,0,8,16,0
7904,t10,0,5,283.5929291125633,5.779641240182717,11,3,0,3,13,0
7904,degree,0,5,283.5929291125633,5.779641240182717,11,3,0,3,13,0
7904,degree,2,5,279.350288425444,5.792397711121341,7,1,0,3,13,0
7904,degree,5,5,275.9360748630709,5.811921915364848,7,1,0,3,13,0
7904,degree,10,5,275.9360748630709,5.811921915364848,7,1,0,3,13,0
7908,t10,0,5,310.49242404917493,4.65561378021076,11,3,1,4,12,0
7908,degree,0,5,310.49242404917493,4.65561378021076,11,3,1,4,12,0
7908,degree,2,5,310.49242404917493,4.65561378021076,11,3,1,4,12,0
7908,degree,5,5,308.49242404917493,4.663105787729405,10,3,1,4,12,0
7908,degree,10,5,294.8355697996825,4.540617591733264,8,2,1,4,12,0
7910,t10,0,4,263.0660171779822,7.35909215630933,14,5,0,5,13,0
7910,degree,0,4,263.0660171779822,7.35909215630933,14,5,0,5,13,0
7910,degree,2,4,261.651803615609,7.375971929511091,12,4,0,5,13,0
7910,degree,5,4,243.16652224137044,7.571483556075567,6,1,0,5,13,0
7910,degree,10,4,243.16652224137044,7.571483556075567,6,1,0,5,13,0
7934,t10,0,4,276.35028842544403,5.517369640220157,12,4,0,4,12,0
7934,degree,0,4,276.35028842544403,5.517369640220157,12,4,0,4,12,0
7934,degree,2,4,274.9360748630709,5.52091341641621,10,3,0,4,12,0
7934,degree,5,4,268.9360748630709,5.539012513587521,8,2,0,4,12,0
7934,degree,10,4,268.9360748630709,5.539012513587521,8,2,0,4,12,0
7935,t10,0,5,300.46298679765204,5.931739708818419,10,3,1,3,11,0
7935,degree,0,5,300.46298679765204,5.931739708818419,10,3,1,3,11,0
7935,degree,2,5,300.46298679765204,5.931739708818419,10,3,1,3,11,0
7935,degree,5,5,296.46298679765204,5.903833894153018,8,2,1,3,11,0
7935,degree,10,5,290.2203461105327,5.923275364462231,8,2,1,3,11,0
7937,t10,0,4,305.350288425444,5.468462745984005,24,11,2,11,15,0
7937,degree,0,4,305.350288425444,5.468462745984005,24,11,2,11,15,0
7937,degree,2,4,304.35028842544403,5.478498055047174,22,10,2,11,15,0
7937,degree,5,4,282.69343417595167,5.5204673741106935,14,6,2,11,15,0
7937,degree,10,4,266.0365799264593,5.467581882173739,12,5,2,11,15,0
7939,t10,0,5,344.1198410471445,5.756410042019001,15,5,2,7,13,0
7939,degree,0,5,344.1198410471445,5.756410042019001,15,5,2,7,13,0
7939,degree,2,5,344.1198410471445,5.756410042019001,15,5,2,7,13,0
7939,degree,5,5,332.4629867976521,5.813981459110188,10,3,2,7,13,0
7939,degree,10,5,326.8061325481597,5.808718458309657,9,3,2,7,13,0
7942,t10,0,4,283.8355697996826,5.311121782843096,11,3,0,4,12,0
7942,degree,0,4,283.8355697996826,5.311121782843096,11,3,0,4,12,0
7942,degree,2,4,282.4213562373095,5.325627934159518,9,2,0,4,12,0
7942,degree,5,4,280.4213562373095,5.3478696150850995,9,2,0,4,12,0
7942,degree,10,4,270.7645019878171,5.235579334771953,7,1,0,4,12,0
7954,t10,0,5,284.6639969244288,4.497911191335138,13,4,1,5,13,0
7954,degree,0,5,284.6639969244288,4.497911191335138,13,4,1,5,13,0
7954,degree,2,5,283.24978336205567,4.508314706727151,12,4,1,5,13,0
7954,degree,5,5,271.0071426749364,4.578819377977166,8,2,1,5,13,0
7954,degree,10,5,271.0071426749364,4.578819377977166,8,2,1,5,13,0
7964,t10,0,4,229.06601717798213,6.5563516080795745,16,7,2,7,11,0
7964,degree,0,4,229.06601717798213,6.5563516080795745,16,7,2,7,11,0
7964,degree,2,4,229.06601717798213,6.5563516080795745,16,7,2,7,11,0
7964,degree,5,4,223.82337649086287,6.617384292934484,14,6,2,7,11,0
7964,degree,10,4,211.75230867899737,6.535820226921559,10,4,2,7,11,0
7966,t10,0,4,241.20815280171303,5.151483502356772,12,4,0,4,12,0
7966,degree,0,4,241.20815280171303,5.151483502356772,12,4,0,4,12,0
7966,degree,2,4,241.20815280171303,5.151483502356772,12,4,0,4,12,0
7966,degree,5,4,229.96551211459376,5.182641315433763,8,2,0,4,12,0
7966,degree,10,4,214.8944443027283,5.11501121673768,4,0,0,4,12,0
7967,t10,0,6,284.9360748630709,5.734187681206059,12,3,1,4,14,0
7967,degree,0,6,284.9360748630709,5.734187681206059,12,3,1,4,14,0
7967,degree,2,6,282.1076477383247,5.722356675671483,8,1,1,4,14,0
7967,degree,5,6,277.6934341759516,5.748885146988736,7,1,1,4,14,0
7967,degree,10,6,277.6934341759516,5.748885146988736,7,1,1,4,14,0
7970,t10,0,5,195.4386001800126,5.182559806001801,11,3,0,3,13,0
7970,degree,0,5,195.4386001800126,5.182559806001801,11,3,0,3,13,0
7970,degree,2,5,194.0243866176395,5.1984681448047,9,2,0,3,13,0
7970,degree,5,5,182.3675323681471,5.066215075965421,5,0,0,3,13,0
7970,degree,10,5,182.3675323681471,5.066215075965421,5,0,0,3,13,0
7981,t10,0,4,336.14927829866735,5.611997586991887,22,10,3,11,13,0
7981,degree,0,4,336.14927829866735,5.611997586991887,22,10,3,11,13,0
7981,degree,2,4,334.1492782986673,5.631137440084515,18,8,3,11,13,0
7981,degree,5,4,326.3208511739211,5.680533484237767,15,7,3,11,13,0
