stem,setting,param,value,junction_def,L,payload_bytes,fg_psnr,n_points,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles
7283,default,,,t10,0,2540,28.63271194371702,308,5,283.1345209037868,6.262882546256167,9,3,0,9,11,0
7283,default,,,degree,0,2540,28.63271194371702,308,5,283.1345209037868,6.262882546256167,9,2,0,9,11,0
7283,default,,,degree,2,2540,28.63271194371702,308,5,283.1345209037868,6.262882546256167,9,2,0,9,11,0
7283,default,,,degree,5,2540,28.63271194371702,308,5,283.1345209037868,6.262882546256167,9,2,0,9,11,0
7283,default,,,degree,10,2540,28.63271194371702,308,5,277.74935609665226,6.214660877729777,7,1,0,9,11,0
7285,default,,,t10,0,1798,27.855594089238096,227,4,144.83119595054416,6.862562025272157,4,1,0,3,7,0
7285,default,,,degree,0,1798,27.855594089238096,227,4,144.83119595054416,6.862562025272157,4,0,0,3,7,0
7285,default,,,degree,2,1798,27.855594089238096,227,4,144.83119595054416,6.862562025272157,4,0,0,3,7,0
7285,default,,,degree,5,1798,27.855594089238096,227,4,144.83119595054416,6.862562025272157,4,0,0,3,7,0
7285,default,,,degree,10,1798,27.855594089238096,227,4,144.83119595054416,6.862562025272157,4,0,0,3,7,0
7287,default,,,t10,0,2315,27.2330916003,290,5,235.4107199618321,5.018645414752331,5,0,0,0,10,0
7287,default,,,degree,0,2315,27.2330916003,290,5,235.4107199618321,5.018645414752331,5,0,0,0,10,0
7287,default,,,degree,2,2315,27.2330916003,290,5,235.4107199618321,5.018645414752331,5,0,0,0,10,0
7287,default,,,degree,5,2315,27.2330916003,290,5,235.4107199618321,5.018645414752331,5,0,0,0,10,0
7287,default,,,degree,10,2315,27.2330916003,290,5,235.4107199618321,5.018645414752331,5,0,0,0,10,0
7291,default,,,t10,0,2147,27.51783895607897,275,5,228.4376982648905,5.009004213469504,6,1,0,2,10,0
7291,default,,,degree,0,2147,27.51783895607897,275,5,228.4376982648905,5.009004213469505,5,0,0,2,10,0
7291,default,,,degree,2,2147,27.51783895607897,275,5,228.4376982648905,5.009004213469505,5,0,0,2,10,0
7291,default,,,degree,5,2147,27.51783895607897,275,5,228.4376982648905,5.009004213469505,5,0,0,2,10,0
7291,default,,,degree,10,2147,27.51783895607897,275,5,228.4376982648905,5.009004213469505,5,0,0,2,10,0
7250,default,,,t10,0,2329,28.504649932354347,300,4,266.0473733307374,5.7975570912695975,13,5,1,15,11,0
7250,default,,,degree,0,2329,28.504649932354347,300,4,266.0473733307374,5.797557091269597,12,4,1,15,11,0
7250,default,,,degree,2,2329,28.504649932354347,300,4,266.0473733307374,5.797557091269597,12,4,1,15,11,0
7250,default,,,degree,5,2329,28.504649932354347,300,4,266.0473733307374,5.797557091269597,12,4,1,15,11,0
7250,default,,,degree,10,2329,28.504649932354347,300,4,266.0473733307374,5.797557091269597,12,4,1,15,11,0
7252,default,,,t10,0,1902,27.697521765892755,239,4,165.30600770203105,6.198328930192863,5,1,0,2,8,0
7252,default,,,degree,0,1902,27.697521765892755,239,4,165.30600770203102,6.198328930192864,4,0,0,2,8,0
7252,default,,,degree,2,1902,27.697521765892755,239,4,165.30600770203102,6.198328930192864,4,0,0,2,8,0
7252,default,,,degree,5,1902,27.697521765892755,239,4,165.30600770203102,6.198328930192864,4,0,0,2,8,0
7252,default,,,degree,10,1902,27.697521765892755,239,4,165.30600770203102,6.198328930192864,4,0,0,2,8,0
7254,default,,,t10,0,2339,27.70143236470099,298,4,251.32873669007347,5.198420134626822,6,1,0,1,9,0
7254,default,,,degree,0,2339,27.70143236470099,298,4,251.32873669007347,5.198420134626822,6,1,0,1,9,0
7254,default,,,degree,2,2339,27.70143236470099,298,4,251.32873669007347,5.198420134626822,6,1,0,1,9,0
7254,default,,,degree,5,2339,27.70143236470099,298,4,251.32873669007347,5.198420134626822,6,1,0,1,9,0
7254,default,,,degree,10,2339,27.70143236470099,298,4,251.32873669007347,5.198420134626822,6,1,0,1,9,0
7258,default,,,t10,0,2451,27.217480067225857,307,5,279.06605326502637,4.882626094370388,7,1,0,3,11,0
7258,default,,,degree,0,2451,27.217480067225857,307,5,279.06605326502637,4.882626094370388,7,1,0,3,11,0
7258,default,,,degree,2,2451,27.217480067225857,307,5,279.06605326502637,4.882626094370388,7,1,0,3,11,0
7258,default,,,degree,5,2451,27.217480067225857,307,5,279.06605326502637,4.882626094370388,7,1,0,3,11,0
7258,default,,,degree,10,2451,27.217480067225857,307,5,279.06605326502637,4.882626094370388,7,1,0,3,11,0
7393,default,,,t10,0,2437,27.41598004167298,306,5,263.8933775084496,4.8990302251599935,7,1,0,4,11,0
7393,default,,,degree,0,2437,27.41598004167298,306,5,263.8933775084496,4.8990302251599935,7,1,0,4,11,0
7393,default,,,degree,2,2437,27.41598004167298,306,5,263.8933775084496,4.8990302251599935,7,1,0,4,11,0
7393,default,,,degree,5,2437,27.41598004167298,306,5,263.8933775084496,4.8990302251599935,7,1,0,4,11,0
7393,default,,,degree,10,2437,27.41598004167298,306,5,263.8933775084496,4.8990302251599935,7,1,0,4,11,0
7396,default,,,t10,0,2157,28.031670824514592,267,4,208.18846381473844,5.225135050311026,9,2,1,10,10,0
7396,default,,,degree,0,2157,28.031670824514592,267,4,208.18846381473844,5.225135050311026,9,2,1,10,10,0
7396,default,,,degree,2,2157,28.031670824514592,267,4,208.18846381473844,5.225135050311026,9,2,1,10,10,0
7396,default,,,degree,5,2157,28.031670824514592,267,4,208.18846381473844,5.225135050311026,9,2,1,10,10,0
7396,default,,,degree,10,2157,28.031670824514592,267,4,188.17799419198678,5.1285549987037395,6,1,1,10,10,0
7407,default,,,t10,0,2435,28.55907775501702,311,4,269.4820804947312,5.7700267805373215,7,2,0,6,9,0
7407,default,,,degree,0,2435,28.55907775501702,311,4,269.48208049473124,5.770026780537321,6,1,0,6,9,0
7407,default,,,degree,2,2435,28.55907775501702,311,4,269.48208049473124,5.770026780537321,6,1,0,6,9,0
7407,default,,,degree,5,2435,28.55907775501702,311,4,269.48208049473124,5.770026780537321,6,1,0,6,9,0
7407,default,,,degree,10,2435,28.55907775501702,311,4,269.48208049473124,5.770026780537321,6,1,0,6,9,0
7412,default,,,t10,0,2370,28.160397608866493,308,5,272.7991342225359,5.028936172592132,8,1,0,5,12,0
7412,default,,,degree,0,2370,28.160397608866493,308,5,272.7991342225359,5.028936172592132,8,1,0,5,12,0
7412,default,,,degree,2,2370,28.160397608866493,308,5,272.7991342225359,5.028936172592132,8,1,0,5,12,0
7412,default,,,degree,5,2370,28.160397608866493,308,5,272.7991342225359,5.028936172592132,8,1,0,5,12,0
7412,default,,,degree,10,2370,28.160397608866493,308,5,272.7991342225359,5.028936172592132,8,1,0,5,12,0
7432,default,,,t10,0,2549,28.41547212061603,320,5,297.7450413740296,5.6885735931270185,9,2,1,5,11,0
7432,default,,,degree,0,2549,28.41547212061603,320,5,297.7450413740296,5.6885735931270185,9,2,1,5,11,0
7432,default,,,degree,2,2549,28.41547212061603,320,5,297.7450413740296,5.6885735931270185,9,2,1,5,11,0
7432,default,,,degree,5,2549,28.41547212061603,320,5,297.7450413740296,5.6885735931270185,9,2,1,5,11,0
7432,default,,,degree,10,2549,28.41547212061603,320,5,288.0062724913197,5.718003333547671,8,2,1,5,11,0
7434,default,,,t10,0,818,25.80551178314257,138,1,23.395623132202235,7.106824433901344,1,0,0,0,2,0
7434,default,,,degree,0,818,25.80551178314257,138,1,23.395623132202235,7.106824433901344,1,0,0,0,2,0
7434,default,,,degree,2,818,25.80551178314257,138,1,23.395623132202235,7.106824433901344,1,0,0,0,2,0
7434,default,,,degree,5,818,25.80551178314257,138,1,23.395623132202235,7.106824433901344,1,0,0,0,2,0
7434,default,,,degree,10,818,25.80551178314257,138,1,23.395623132202235,7.106824433901344,1,0,0,0,2,0
7440,default,,,t10,0,2469,28.223950495611554,311,5,278.04710278277264,5.170748970846392,7,1,0,3,11,0
7440,default,,,degree,0,2469,28.223950495611554,311,5,278.04710278277264,5.170748970846392,7,1,0,3,11,0
7440,default,,,degree,2,2469,28.223950495611554,311,5,278.04710278277264,5.170748970846392,7,1,0,3,11,0
7440,default,,,degree,5,2469,28.223950495611554,311,5,278.04710278277264,5.170748970846392,7,1,0,3,11,0
7440,default,,,degree,10,2469,28.223950495611554,311,5,278.04710278277264,5.170748970846392,7,1,0,3,11,0
7458,default,,,t10,0,2301,28.57984913543142,315,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0
7458,default,,,degree,0,2301,28.57984913543142,315,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0
7458,default,,,degree,2,2301,28.57984913543142,315,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0
7458,default,,,degree,5,2301,28.57984913543142,315,4,282.3596901346349,4.588231518066703,11,4,2,17,9,0
7458,default,,,degree,10,2301,28.57984913543142,315,4,263.9350069495101,4.561061948095111,8,2,2,17,9,0
7308,default,,,t10,0,2611,28.31477808301541,305,4,281.69728896969383,6.632975616942282,11,4,0,16,11,0
7308,default,,,degree,0,2611,28.31477808301541,305,4,281.69728896969383,6.632975616942285,9,2,0,16,11,0
7308,default,,,degree,2,2611,28.31477808301541,305,4,281.69728896969383,6.632975616942285,9,2,0,16,11,0
7308,default,,,degree,5,2611,28.31477808301541,305,4,281.69728896969383,6.632975616942285,9,2,0,16,11,0
7308,default,,,degree,10,2611,28.31477808301541,305,4,281.69728896969383,6.632975616942285,9,2,0,16,11,0
7315,default,,,t10,0,2293,27.970053962670058,297,4,235.24260251315906,5.860420018689164,8,3,1,14,8,0
7315,default,,,degree,0,2293,27.970053962670058,297,4,235.24260251315906,5.860420018689164,8,2,1,14,8,0
7315,default,,,degree,2,2293,27.970053962670058,297,4,235.24260251315906,5.860420018689164,8,2,1,14,8,0
7315,default,,,degree,5,2293,27.970053962670058,297,4,235.24260251315906,5.860420018689164,8,2,1,14,8,0
7315,default,,,degree,10,2293,27.970053962670058,297,4,235.24260251315906,5.860420018689164,8,2,1,14,8,0
7327,default,,,t10,0,1790,27.44331451065961,237,4,161.8457065605151,5.258685133601118,5,1,0,2,8,0
7327,default,,,degree,0,1790,27.44331451065961,237,4,161.8457065605151,5.258685133601118,4,0,0,2,8,0
7327,default,,,degree,2,1790,27.44331451065961,237,4,161.8457065605151,5.258685133601118,4,0,0,2,8,0
7327,default,,,degree,5,1790,27.44331451065961,237,4,161.8457065605151,5.258685133601118,4,0,0,2,8,0
7327,default,,,degree,10,1790,27.44331451065961,237,4,161.8457065605151,5.258685133601118,4,0,0,2,8,0
7329,default,,,t10,0,2204,28.288773421258146,296,4,247.26856478062425,5.586831208076438,10,3,0,15,11,0
7329,default,,,degree,0,2204,28.288773421258146,296,4,247.26856478062422,5.586831208076439,9,2,0,15,11,0
7329,default,,,degree,2,2204,28.288773421258146,296,4,247.26856478062422,5.586831208076439,9,2,0,15,11,0
7329,default,,,degree,5,2204,28.288773421258146,296,4,247.26856478062422,5.586831208076439,9,2,0,15,11,0
7329,default,,,degree,10,2204,28.288773421258146,296,4,247.26856478062422,5.586831208076439,9,2,0,15,11,0
7339,default,,,t10,0,2262,27.891112020411395,277,5,216.50862354462345,5.440730962572894,8,2,0,8,11,0
7339,default,,,degree,0,2262,27.891112020411395,277,5,216.50862354462345,5.440730962572894,7,1,0,8,11,0
7339,default,,,degree,2,2262,27.891112020411395,277,5,216.50862354462345,5.440730962572894,7,1,0,8,11,0
7339,default,,,degree,5,2262,27.891112020411395,277,5,216.50862354462345,5.440730962572894,7,1,0,8,11,0
7339,default,,,degree,10,2262,27.891112020411395,277,5,216.50862354462345,5.440730962572894,7,1,0,8,11,0
7355,default,,,t10,0,2327,27.301411672331447,289,4,239.73669219342332,5.301175581870106,10,3,0,12,11,0
7355,default,,,degree,0,2327,27.301411672331447,289,4,239.73669219342335,5.301175581870106,9,2,0,12,11,0
7355,default,,,degree,2,2327,27.301411672331447,289,4,239.73669219342335,5.301175581870106,9,2,0,12,11,0
7355,default,,,degree,5,2327,27.301411672331447,289,4,239.73669219342335,5.301175581870106,9,2,0,12,11,0
7355,default,,,degree,10,2327,27.301411672331447,289,4,232.33177384613566,5.335926157870383,8,2,0,12,11,0
7356,default,,,t10,0,2765,27.96685082886644,345,5,358.4454130185157,5.470170490540048,12,4,2,14,11,0
7356,default,,,degree,0,2765,27.96685082886644,345,5,358.4454130185157,5.470170490540048,12,4,2,14,11,0
7356,default,,,degree,2,2765,27.96685082886644,345,5,358.4454130185157,5.470170490540048,12,4,2,14,11,0
7356,default,,,degree,5,2765,27.96685082886644,345,5,358.4454130185157,5.470170490540048,12,4,2,14,11,0
7356,default,,,degree,10,2765,27.96685082886644,345,5,351.3743452066502,5.444415163287298,11,4,2,14,11,0
7359,default,,,t10,0,1753,27.72748039147651,224,4,149.10110258073115,5.8472673247513205,4,0,0,0,8,0
7359,default,,,degree,0,1753,27.72748039147651,224,4,149.10110258073115,5.8472673247513205,4,0,0,0,8,0
7359,default,,,degree,2,1753,27.72748039147651,224,4,149.10110258073115,5.8472673247513205,4,0,0,0,8,0
7359,default,,,degree,5,1753,27.72748039147651,224,4,149.10110258073115,5.8472673247513205,4,0,0,0,8,0
7359,default,,,degree,10,1753,27.72748039147651,224,4,149.10110258073115,5.8472673247513205,4,0,0,0,8,0
7497,default,,,t10,0,2028,27.767554863340436,259,5,211.46567801099434,4.839129304013815,10,3,0,9,12,0
7497,default,,,degree,0,2028,27.767554863340436,259,5,211.46567801099437,4.839129304013814,9,2,0,9,12,0
7497,default,,,degree,2,2028,27.767554863340436,259,5,211.46567801099437,4.839129304013814,9,2,0,9,12,0
7497,default,,,degree,5,2028,27.767554863340436,259,5,211.46567801099437,4.839129304013814,9,2,0,9,12,0
7497,default,,,degree,10,2028,27.767554863340436,259,5,203.14112269065757,4.839920985135352,7,1,0,9,12,0
7499,default,,,t10,0,1939,28.319025391264702,261,4,193.56121889657044,5.7198063476171,4,0,0,0,8,0
7499,default,,,degree,0,1939,28.319025391264702,261,4,193.56121889657044,5.7198063476171,4,0,0,0,8,0
7499,default,,,degree,2,1939,28.319025391264702,261,4,193.56121889657044,5.7198063476171,4,0,0,0,8,0
7499,default,,,degree,5,1939,28.319025391264702,261,4,193.56121889657044,5.7198063476171,4,0,0,0,8,0
7499,default,,,degree,10,1939,28.319025391264702,261,4,193.56121889657044,5.7198063476171,4,0,0,0,8,0
7505,default,,,t10,0,2570,27.565599765652834,296,6,268.07892882403894,5.835445731782381,9,2,0,7,13,0
7505,default,,,degree,0,2570,27.565599765652834,296,6,268.07892882403894,5.835445731782382,8,1,0,7,13,0
7505,default,,,degree,2,2570,27.565599765652834,296,6,268.07892882403894,5.835445731782382,8,1,0,7,13,0
7505,default,,,degree,5,2570,27.565599765652834,296,6,268.07892882403894,5.835445731782382,8,1,0,7,13,0
7505,default,,,degree,10,2570,27.565599765652834,296,6,259.2597969143782,5.853674964260136,6,0,0,7,13,0
7511,default,,,t10,0,1590,27.408930799815884,207,4,121.1768197843206,5.916264211819949,4,0,0,0,8,0
7511,default,,,degree,0,1590,27.408930799815884,207,4,121.1768197843206,5.916264211819949,4,0,0,0,8,0
7511,default,,,degree,2,1590,27.408930799815884,207,4,121.1768197843206,5.916264211819949,4,0,0,0,8,0
7511,default,,,degree,5,1590,27.408930799815884,207,4,121.1768197843206,5.916264211819949,4,0,0,0,8,0
7511,default,,,degree,10,1590,27.408930799815884,207,4,121.1768197843206,5.916264211819949,4,0,0,0,8,0
7294,default,,,t10,0,2309,27.244161406858307,262,5,212.2394362991451,6.555321311823094,5,0,0,0,10,0
7294,default,,,degree,0,2309,27.244161406858307,262,5,212.2394362991451,6.555321311823094,5,0,0,0,10,0
7294,default,,,degree,2,2309,27.244161406858307,262,5,212.2394362991451,6.555321311823094,5,0,0,0,10,0
7294,default,,,degree,5,2309,27.244161406858307,262,5,212.2394362991451,6.555321311823094,5,0,0,0,10,0
7294,default,,,degree,10,2309,27.244161406858307,262,5,212.2394362991451,6.555321311823094,5,0,0,0,10,0
7298,default,,,t10,0,2309,29.27386837431914,309,5,284.8870637788342,5.813503459870796,7,2,0,4,10,0
7298,default,,,degree,0,2309,29.27386837431914,309,5,284.8870637788342,5.813503459870796,5,0,0,4,10,0
7298,default,,,degree,2,2309,29.27386837431914,309,5,284.8870637788342,5.813503459870796,5,0,0,4,10,0
7298,default,,,degree,5,2309,29.27386837431914,309,5,284.8870637788342,5.813503459870796,5,0,0,4,10,0
7298,default,,,degree,10,2309,29.27386837431914,309,5,284.8870637788342,5.813503459870796,5,0,0,4,10,0
7300,default,,,t10,0,2293,27.543680499653448,285,5,239.72391656720438,5.733448550255959,7,1,0,3,11,0
7300,default,,,degree,0,2293,27.543680499653448,285,5,239.72391656720438,5.733448550255959,7,1,0,3,11,0
7300,default,,,degree,2,2293,27.543680499653448,285,5,239.72391656720438,5.733448550255959,7,1,0,3,11,0
7300,default,,,degree,5,2293,27.543680499653448,285,5,239.72391656720438,5.733448550255959,7,1,0,3,11,0
7300,default,,,degree,10,2293,27.543680499653448,285,5,239.72391656720438,5.733448550255959,7,1,0,3,11,0
7306,default,,,t10,0,2190,28.521983051893223,268,5,211.63442212803807,7.299256368169421,8,2,1,8,10,0
7306,default,,,degree,0,2190,28.521983051893223,268,5,211.63442212803807,7.299256368169421,8,2,1,8,10,0
7306,default,,,degree,2,2190,28.521983051893223,268,5,211.63442212803807,7.299256368169421,8,2,1,8,10,0
7306,default,,,degree,5,2190,28.521983051893223,268,5,211.63442212803807,7.299256368169421,8,2,1,8,10,0
7306,default,,,degree,10,2190,28.521983051893223,268,5,196.1781541198917,7.445612152695942,5,0,1,8,10,0
7416,default,,,t10,0,2063,27.848243085240888,246,4,192.02370807130126,6.461687521286613,9,4,1,6,8,0
7416,default,,,degree,0,2063,27.848243085240888,246,4,192.02370807130126,6.461687521286613,7,2,1,6,8,0
7416,default,,,degree,2,2063,27.848243085240888,246,4,192.02370807130126,6.461687521286613,7,2,1,6,8,0
7416,default,,,degree,5,2063,27.848243085240888,246,4,192.02370807130126,6.461687521286613,7,2,1,6,8,0
7416,default,,,degree,10,2063,27.848243085240888,246,4,192.02370807130126,6.461687521286613,7,2,1,6,8,0
7418,default,,,t10,0,2575,28.123389588087647,319,4,283.11339438368464,5.770574519173628,10,3,0,12,11,0
7418,default,,,degree,0,2575,28.123389588087647,319,4,283.11339438368464,5.770574519173628,10,3,0,12,11,0
7418,default,,,degree,2,2575,28.123389588087647,319,4,283.11339438368464,5.770574519173628,10,3,0,12,11,0
7418,default,,,degree,5,2575,28.123389588087647,319,4,283.11339438368464,5.770574519173628,10,3,0,12,11,0
7418,default,,,degree,10,2575,28.123389588087647,319,4,266.35486066313774,5.776571842350182,8,2,0,12,11,0
7421,default,,,t10,0,2436,28.847367639813434,300,5,253.50451417675455,6.884794078599652,10,2,0,11,13,0
7421,default,,,degree,0,2436,28.847367639813434,300,5,253.50451417675455,6.884794078599652,10,2,0,11,13,0
7421,default,,,degree,2,2436,28.847367639813434,300,5,253.50451417675455,6.884794078599652,10,2,0,11,13,0
7421,default,,,degree,5,2436,28.847367639813434,300,5,253.50451417675455,6.884794078599652,10,2,0,11,13,0
7421,default,,,degree,10,2436,28.847367639813434,300,5,253.50451417675455,6.884794078599652,10,2,0,11,13,0
7423,default,,,t10,0,2940,27.929607171987044,335,4,312.4542710839742,6.70015463149892,10,3,0,11,11,0
7423,default,,,degree,0,2940,27.929607171987044,335,4,312.4542710839742,6.70015463149892,10,3,0,11,11,0
7423,default,,,degree,2,2940,27.929607171987044,335,4,312.4542710839742,6.70015463149892,10,3,0,11,11,0
7423,default,,,degree,5,2940,27.929607171987044,335,4,312.4542710839742,6.70015463149892,10,3,0,11,11,0
7423,default,,,degree,10,2940,27.929607171987044,335,4,299.3303373941298,6.662594133312241,6,1,0,11,11,0
7262,default,,,t10,0,2204,28.703521589576493,275,4,210.88428866711172,6.549665615336114,7,1,0,6,10,0
7262,default,,,degree,0,2204,28.703521589576493,275,4,210.88428866711172,6.549665615336114,7,1,0,6,10,0
7262,default,,,degree,2,2204,28.703521589576493,275,4,210.88428866711172,6.549665615336114,7,1,0,6,10,0
7262,default,,,degree,5,2204,28.703521589576493,275,4,210.88428866711172,6.549665615336114,7,1,0,6,10,0
7262,default,,,degree,10,2204,28.703521589576493,275,4,205.78526915351893,6.557090834966444,6,1,0,6,10,0
7266,default,,,t10,0,2445,26.356066444306066,280,5,230.6123926026625,6.313345855386153,5,0,0,0,10,0
7266,default,,,degree,0,2445,26.356066444306066,280,5,230.6123926026625,6.313345855386153,5,0,0,0,10,0
7266,default,,,degree,2,2445,26.356066444306066,280,5,230.6123926026625,6.313345855386153,5,0,0,0,10,0
7266,default,,,degree,5,2445,26.356066444306066,280,5,230.6123926026625,6.313345855386153,5,0,0,0,10,0
7266,default,,,degree,10,2445,26.356066444306066,280,5,230.6123926026625,6.313345855386153,5,0,0,0,10,0
7269,default,,,t10,0,2286,28.106701151536875,296,4,256.70896294545673,4.813280293335192,8,3,1,12,8,0
7269,default,,,degree,0,2286,28.106701151536875,296,4,256.7089629454568,4.8132802933351915,7,2,1,12,8,0
7269,default,,,degree,2,2286,28.106701151536875,296,4,256.7089629454568,4.8132802933351915,7,2,1,12,8,0
7269,default,,,degree,5,2286,28.106701151536875,296,4,252.46632225833747,4.776532952478662,5,1,1,12,8,0
7269,default,,,degree,10,2286,28.106701151536875,296,4,252.46632225833747,4.776532952478662,5,1,1,12,8,0
7273,default,,,t10,0,1907,28.671746688394947,225,5,145.29671248694567,8.969743540406254,5,1,0,3,9,0
7273,default,,,degree,0,1907,28.671746688394947,225,5,145.29671248694567,8.969743540406254,5,0,0,3,9,0
7273,default,,,degree,2,1907,28.671746688394947,225,5,145.29671248694567,8.969743540406254,5,0,0,3,9,0
7273,default,,,degree,5,1907,28.671746688394947,225,5,145.29671248694567,8.969743540406254,5,0,0,3,9,0
7273,default,,,degree,10,1907,28.671746688394947,225,5,145.29671248694567,8.969743540406254,5,0,0,3,9,0
7481,default,,,t10,0,2237,28.30818140654469,284,4,229.5413714997756,5.556290235324377,8,2,0,13,10,0
7481,default,,,degree,0,2237,28.30818140654469,284,4,229.5413714997756,5.556290235324376,7,1,0,13,10,0
7481,default,,,degree,2,2237,28.30818140654469,284,4,229.5413714997756,5.556290235324376,7,1,0,13,10,0
7481,default,,,degree,5,2237,28.30818140654469,284,4,229.5413714997756,5.556290235324376,7,1,0,13,10,0
7481,default,,,degree,10,2237,28.30818140654469,284,4,221.5413714997756,5.598947377954752,6,1,0,13,10,0
7487,default,,,t10,0,2386,28.220615241685003,295,4,272.5357972209074,6.349917047104318,6,1,0,4,9,0
7487,default,,,degree,0,2386,28.220615241685003,295,4,272.5357972209074,6.349917047104318,6,1,0,4,9,0
7487,default,,,degree,2,2386,28.220615241685003,295,4,272.5357972209074,6.349917047104318,6,1,0,4,9,0
7487,default,,,degree,5,2386,28.220615241685003,295,4,272.5357972209074,6.349917047104318,6,1,0,4,9,0
7487,default,,,degree,10,2386,28.220615241685003,295,4,272.5357972209074,6.349917047104318,6,1,0,4,9,0
7491,default,,,t10,0,2548,27.476539042231988,305,5,272.10019874700015,6.046663015406251,8,2,0,7,11,0
7491,default,,,degree,0,2548,27.476539042231988,305,5,272.10019874700015,6.046663015406251,7,1,0,7,11,0
7491,default,,,degree,2,2548,27.476539042231988,305,5,272.10019874700015,6.046663015406251,7,1,0,7,11,0
7491,default,,,degree,5,2548,27.476539042231988,305,5,272.10019874700015,6.046663015406251,7,1,0,7,11,0
7491,default,,,degree,10,2548,27.476539042231988,305,5,266.2692468521549,6.042210198606617,5,0,0,7,11,0
7493,default,,,t10,0,1765,28.953075041303187,247,4,174.8000206772201,5.13296576464136,4,0,0,0,8,0
7493,default,,,degree,0,1765,28.953075041303187,247,4,174.8000206772201,5.13296576464136,4,0,0,0,8,0
7493,default,,,degree,2,1765,28.953075041303187,247,4,174.8000206772201,5.13296576464136,4,0,0,0,8,0
7493,default,,,degree,5,1765,28.953075041303187,247,4,174.8000206772201,5.13296576464136,4,0,0,0,8,0
7493,default,,,degree,10,1765,28.953075041303187,247,4,174.8000206772201,5.13296576464136,4,0,0,0,8,0
7467,default,,,t10,0,2409,27.939614522761417,304,5,285.0716960059024,5.192191486507555,10,3,0,14,12,0
7467,default,,,degree,0,2409,27.939614522761417,304,5,285.0716960059024,5.192191486507555,10,2,0,14,12,0
7467,default,,,degree,2,2409,27.939614522761417,304,5,285.0716960059024,5.192191486507555,10,2,0,14,12,0
7467,default,,,degree,5,2409,27.939614522761417,304,5,285.0716960059024,5.192191486507555,10,2,0,14,12,0
7467,default,,,degree,10,2409,27.939614522761417,304,5,278.30386707027003,5.174989573823973,9,2,0,14,12,0
7469,default,,,t10,0,2013,28.594234758533062,257,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0
7469,default,,,degree,0,2013,28.594234758533062,257,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0
7469,default,,,degree,2,2013,28.594234758533062,257,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0
7469,default,,,degree,5,2013,28.594234758533062,257,4,199.78507751624045,6.6234737728280555,8,2,0,9,10,0
7469,default,,,degree,10,2013,28.594234758533062,257,4,174.15537407228058,6.52451235600024,4,0,0,9,10,0
7471,default,,,t10,0,2458,28.855730195268862,326,4,292.0441384614567,5.4954594981170635,10,4,0,14,10,0
7471,default,,,degree,0,2458,28.855730195268862,326,4,292.0441384614567,5.4954594981170635,8,2,0,14,10,0
7471,default,,,degree,2,2458,28.855730195268862,326,4,292.0441384614567,5.4954594981170635,8,2,0,14,10,0
7471,default,,,degree,5,2458,28.855730195268862,326,4,292.0441384614567,5.4954594981170635,8,2,0,14,10,0
7471,default,,,degree,10,2458,28.855730195268862,326,4,283.94511894786393,5.544452294560902,6,1,0,14,10,0
7475,default,,,t10,0,2144,27.799895552539,272,4,201.28438011579806,5.871061150620572,4,1,0,3,7,0
7475,default,,,degree,0,2144,27.799895552539,272,4,201.28438011579806,5.871061150620572,4,0,0,3,7,0
7475,default,,,degree,2,2144,27.799895552539,272,4,201.28438011579806,5.871061150620572,4,0,0,3,7,0
7475,default,,,degree,5,2144,27.799895552539,272,4,201.28438011579806,5.871061150620572,4,0,0,3,7,0
7475,default,,,degree,10,2144,27.799895552539,272,4,201.28438011579806,5.871061150620572,4,0,0,3,7,0
7575,default,,,t10,0,2227,28.478052270072443,293,4,247.46170790125382,5.508468628425634,8,2,1,7,9,0
7575,default,,,degree,0,2227,28.478052270072443,293,4,247.46170790125382,5.508468628425634,8,2,1,7,9,0
7575,default,,,degree,2,2227,28.478052270072443,293,4,247.46170790125382,5.508468628425634,8,2,1,7,9,0
7575,default,,,degree,5,2227,28.478052270072443,293,4,247.46170790125382,5.508468628425634,8,2,1,7,9,0
7575,default,,,degree,10,2227,28.478052270072443,293,4,238.25060535032586,5.484632660911153,7,2,1,7,9,0
7577,default,,,t10,0,2209,27.707392991442376,282,4,221.82765411106223,5.4083427446548,8,2,1,7,9,0
7577,default,,,degree,0,2209,27.707392991442376,282,4,221.82765411106223,5.4083427446548,8,2,1,7,9,0
7577,default,,,degree,2,2209,27.707392991442376,282,4,221.82765411106223,5.4083427446548,8,2,1,7,9,0
7577,default,,,degree,5,2209,27.707392991442376,282,4,221.82765411106223,5.4083427446548,8,2,1,7,9,0
7577,default,,,degree,10,2209,27.707392991442376,282,4,221.82765411106223,5.4083427446548,8,2,1,7,9,0
7583,default,,,t10,0,2312,28.366835066636273,302,4,250.31367226035908,5.75889030496819,9,2,0,9,11,0
7583,default,,,degree,0,2312,28.366835066636273,302,4,250.31367226035908,5.75889030496819,9,2,0,9,11,0
