setting,param,value,junction_def,L,n,payload_bytes,fg_psnr,n_points,n_components_bias_pct,n_components_ccc,n_components_mdape,total_length_px_bias_pct,total_length_px_ccc,total_length_px_mdape,mean_width_px_bias_pct,mean_width_px_ccc,mean_width_px_mdape,n_branches_bias_pct,n_branches_ccc,n_branches_mdape,n_junctions_bias_pct,n_junctions_ccc,n_junctions_mdape,cycle_rank_bias_pct,cycle_rank_ccc,cycle_rank_mdape
min_component_nodes=10,graph.min_component_nodes,10,degree,5,150,2202.4133333333334,28.077548520152614,278.74666666666667,-4.888888888888889,0.5170068027210886,0.0,-9.872240347779156,0.6480186905966383,7.045727706904295,2.7162122534327686,0.7115315068909467,2.6041161787206826,-19.540229885057474,0.5965889314305604,16.666666666666664,-40.0,0.5856156227673256,46.42857142857143,-48.10126582278482,0.45788575444232515,50.0
min_component_nodes=10,graph.min_component_nodes,10,degree,10,150,2202.4133333333334,28.077548520152614,278.74666666666667,-4.888888888888889,0.5170068027210886,0.0,-9.312691782394424,0.6588642272624092,6.530580702464593,2.5443565883958144,0.7186898270867774,2.423774946666793,-19.190140845070424,0.5943952802359883,12.5,-43.346007604562736,0.5875343721356553,50.0,-48.10126582278482,0.45788575444232515,50.0
spacing=2,detect.sparse_spacing,2,t10,0,150,2308.88,28.08637329061612,300.1533333333333,-1.9259259259259263,0.7394957983193278,0.0,-11.316497084979439,0.6247771756523034,8.782669581973213,3.547797110340516,0.7451446760047963,2.836908505960769,-40.96016343207354,0.2911870196906946,38.46153846153847,-52.663622526636225,0.36295975924023705,50.0,-48.10126582278482,0.45788575444232515,50.0
spacing=2,detect.sparse_spacing,2,degree,0,150,2308.88,28.08637329061612,300.1533333333333,-1.9259259259259263,0.7394957983193278,0.0,-11.316497084979437,0.6247771756523034,8.782669581973213,3.5477971103405155,0.7451446760047963,2.836908505960769,-44.63738508682329,0.25255343906223066,44.09722222222222,-66.51445966514461,0.2716489650360493,66.66666666666666,-48.10126582278482,0.45788575444232515,50.0
spacing=2,detect.sparse_spacing,2,degree,2,150,2308.88,28.08637329061612,300.1533333333333,-1.9259259259259263,0.7394957983193278,0.0,-10.92921244567103,0.6302715426054473,8.15268145166955,3.4355018517890814,0.746629933994807,2.851676011901855,-37.34104046242775,0.3146270372346977,36.36363636363637,-59.92714025500911,0.3363626164030068,60.0,-48.10126582278482,0.45788575444232515,50.0
spacing=2,detect.sparse_spacing,2,degree,5,150,2308.88,28.08637329061612,300.1533333333333,-1.9259259259259263,0.7394957983193278,0.0,-8.118667806649102,0.6815628333344509,5.448360463701294,2.889525420361642,0.7633312179707817,2.589545771123601,-17.088122605363985,0.6393762183235866,12.5,-36.52173913043479,0.6054807465154738,38.75,-48.10126582278482,0.45788575444232515,50.0
spacing=2,detect.sparse_spacing,2,degree,10,150,2308.88,28.08637329061612,300.1533333333333,-1.9259259259259263,0.7394957983193278,0.0,-7.502165055833602,0.6914705701024255,4.617804786441894,2.7423111913173264,0.7745406573548731,2.574290085330448,-16.549295774647888,0.6446579584706397,10.555555555555555,-40.30418250950571,0.6028299688618696,50.0,-48.10126582278482,0.45788575444232515,50.0
spacing=5,detect.sparse_spacing,5,t10,0,150,2059.7066666666665,28.069891266884323,250.86666666666667,-3.1111111111111116,0.6382978723404255,0.0,-13.844264913956446,0.5660836305025801,11.002016559761651,2.801505355660571,0.7160991290126468,2.870289427014339,-43.513789581205316,0.24657173507488547,40.833333333333336,-58.9041095890411,0.28744904154740225,60.0,-49.367088607594944,0.4421803362200712,50.0
spacing=5,detect.sparse_spacing,5,degree,0,150,2059.7066666666665,28.069891266884323,250.86666666666667,-3.1111111111111116,0.6382978723404255,0.0,-13.844264913956446,0.5660836305025801,11.002016559761651,2.8015053556605722,0.7160991290126468,2.870289427014339,-46.42492339121553,0.22438021428487664,45.45454545454545,-70.31963470319634,0.23105692273169268,73.86363636363636,-49.367088607594944,0.4421803362200712,50.0
spacing=5,detect.sparse_spacing,5,degree,2,150,2059.7066666666665,28.069891266884323,250.86666666666667,-3.1111111111111116,0.6382978723404255,0.0,-13.468019144558706,0.5719629395750786,10.54337283689727,2.690019433742898,0.7172041148568737,2.69669446635551,-39.36416184971098,0.2816197399609248,36.36363636363637,-64.48087431693989,0.2915353689014451,66.66666666666666,-49.367088607594944,0.4421803362200712,50.0
spacing=5,detect.sparse_spacing,5,degree,5,150,2059.7066666666665,28.069891266884323,250.86666666666667,-3.1111111111111116,0.6382978723404255,0.0,-10.737906009486652,0.6288183497828288,7.867871685084486,2.1479581772309033,0.7329525829438093,2.274452934437986,-19.77011494252874,0.583303552283611,14.835164835164836,-43.768115942028984,0.5517571121204877,50.0,-49.367088607594944,0.4421803362200712,50.0
spacing=5,detect.sparse_spacing,5,degree,10,150,2059.7066666666665,28.069891266884323,250.86666666666667,-3.1111111111111116,0.6382978723404255,0.0,-10.122524394149814,0.6418801370158395,7.101670940100766,1.9475468170868453,0.7385289738148946,2.274452934437986,-18.661971830985916,0.5862028486461106,11.11111111111111,-45.62737642585551,0.5566597417061104,50.0,-49.367088607594944,0.4421803362200712,50.0
spacing=8,detect.sparse_spacing,8,t10,0,150,1895.6066666666666,28.058421532245916,219.42,-5.333333333333333,0.5364238410596026,0.0,-16.93674332007906,0.4935150537676143,13.297110095348941,2.2718432144264953,0.7314623246386194,2.657959555418017,-45.86312563840654,0.206324981420533,42.857142857142854,-62.70928462709285,0.2223439211391018,60.0,-56.9620253164557,0.388481783465786,66.66666666666666
spacing=8,detect.sparse_spacing,8,degree,0,150,1895.6066666666666,28.058421532245916,219.42,-5.333333333333333,0.5364238410596026,0.0,-16.93674332007906,0.49351505376761434,13.297110095348947,2.271843214426495,0.7314623246386194,2.657959555418017,-48.2635342185904,0.19555989584971958,46.15384615384615,-73.05936073059361,0.18597690072568512,75.0,-56.9620253164557,0.388481783465786,66.66666666666666
spacing=8,detect.sparse_spacing,8,degree,2,150,1895.6066666666666,28.058421532245916,219.42,-5.333333333333333,0.5364238410596026,0.0,-16.574002535765544,0.49933895711954923,13.158329151865336,2.1609316991959227,0.7323482152824694,2.5861741749987917,-41.445086705202314,0.24137568464016362,38.46153846153847,-67.75956284153006,0.23418919781318465,66.66666666666666,-56.9620253164557,0.388481783465786,66.66666666666666
spacing=8,detect.sparse_spacing,8,degree,5,150,1895.6066666666666,28.058421532245916,219.42,-5.333333333333333,0.5364238410596026,0.0,-13.94228953312875,0.5590248332312185,10.277718806880781,1.6215911766565372,0.7464667000021893,2.6732965179441446,-22.52873563218391,0.5278577952645264,20.0,-48.98550724637682,0.467005076142132,50.0,-56.9620253164557,0.388481783465786,66.66666666666666
spacing=8,detect.sparse_spacing,8,degree,10,150,1895.6066666666666,28.058421532245916,219.42,-5.333333333333333,0.5364238410596026,0.0,-13.600073936471292,0.568343508677572,10.033068682109093,1.371593839636012,0.7522881254699588,2.697675624930609,-22.359154929577468,0.49387628945639994,14.285714285714285,-52.091254752851704,0.4599120099809574,50.0,-56.9620253164557,0.388481783465786,66.66666666666666
