img,arm,L,n_tubes,bytes,length_endcorr,structure_bytes,seg_iou,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1_3,end_f1_3,junc_f1_5,end_f1_5
238,JPEG,0,8,2535.0,393.38348315755945,224,0.8614987080103359,7,341.8061325481597,5.953721277334941,18,6,1,6,18,0,0.6666666666666666,0.47058823529411764,0.6666666666666666,0.7647058823529411
238,JPEG,2,8,2535.0,393.38348315755945,224,0.8614987080103359,7,341.8061325481597,5.953721277334941,18,6,1,6,18,0,0.6666666666666666,0.47058823529411764,0.6666666666666666,0.7647058823529411
238,JPEG,5,8,2535.0,383.8665045145869,224,0.8614987080103359,7,336.9777054234135,5.924616223394478,16,5,1,6,18,0,0.7499999999999999,0.48484848484848486,0.7499999999999999,0.7272727272727272
238,JPEG,10,8,2535.0,362.74060383300565,224,0.8614987080103359,7,320.32085117392114,5.8001638541287415,14,4,1,6,18,0,0.5714285714285715,0.5,0.5714285714285715,0.6875
238,JPEG,auto,8,2535.0,393.38348315755945,224,0.8614987080103359,6,331.1492782986673,5.958490630304832,15,5,1,6,18,0,0.7499999999999999,0.5161290322580646,0.7499999999999999,0.7741935483870969
240,TRUE,0,7,,498.8599564173221,235,0.8962053571428571,4,498.8599564173221,4.2012285933971665,23,10,2,11,15,0,1.0,1.0,1.0,1.0
240,TRUE,2,7,,496.44574285494895,235,0.8962053571428571,4,496.44574285494895,4.212220333919354,19,8,2,11,15,0,1.0,1.0,1.0,1.0
240,TRUE,5,7,,490.61731573020273,235,0.8962053571428571,4,490.61731573020273,4.232658444778343,16,7,2,11,15,0,1.0,1.0,1.0,1.0
240,TRUE,10,7,,476.2031021678297,235,0.8962053571428571,4,476.2031021678297,4.2598801602709555,12,5,2,11,15,0,1.0,1.0,1.0,1.0
240,TRUE,auto,7,,490.61731573020273,235,0.8962053571428571,4,490.61731573020273,4.232658444778343,16,7,2,11,15,0,0.8235294117647058,0.846153846153846,0.8235294117647058,0.846153846153846
240,REF,0,7,,489.64124748150067,235,0.8962053571428571,4,458.57568516986004,5.797042879848371,25,11,3,13,15,0,0.380952380952381,0.5333333333333333,0.5714285714285713,0.6666666666666666
240,REF,2,7,,481.40691436595364,235,0.8962053571428571,4,454.5756851698601,5.827721007517415,18,8,3,13,15,0,0.5,0.5833333333333334,0.625,0.7500000000000001
240,REF,5,7,,462.3219202720216,235,0.8962053571428571,4,439.9188309203677,5.896140402158192,13,6,3,13,15,0,0.4615384615384615,0.631578947368421,0.6153846153846153,0.8421052631578948
240,REF,10,7,,453.89916929331054,235,0.8962053571428571,4,434.50461735799456,5.894633479544,11,5,3,13,15,0,0.6,0.6250000000000001,0.6,0.8750000000000001
240,REF,auto,7,,489.64124748150067,235,0.8962053571428571,4,434.50461735799456,5.894633479544,11,5,3,13,15,0,0.4,0.4545454545454545,0.4,0.6363636363636364
240,SEG,0,7,,472.13963511203383,235,0.8962053571428571,4,441.9898987322332,6.170335923955637,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,SEG,2,7,,472.13963511203383,235,0.8962053571428571,4,441.9898987322332,6.170335923955637,11,4,1,4,10,0,0.5,0.608695652173913,0.5,0.7826086956521738
240,SEG,5,7,,472.13963511203383,235,0.8962053571428571,4,441.9898987322332,6.170335923955637,11,4,1,4,10,0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.8571428571428572
240,SEG,10,7,,462.5612079958447,235,0.8962053571428571,4,435.161471607487,6.1808546403893,9,3,1,4,10,0,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8888888888888888
240,SEG,auto,7,,472.13963511203383,235,0.8962053571428571,4,441.9898987322332,6.170335923955637,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH7,0,7,3129.0,472.71060133182397,235,0.8962053571428571,4,442.25,6.189907408591851,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH7,2,7,3129.0,472.71060133182397,235,0.8962053571428571,4,442.25,6.189907408591851,11,4,1,4,10,0,0.5,0.608695652173913,0.5,0.7826086956521738
240,GRAPH7,5,7,3129.0,472.71060133182397,235,0.8962053571428571,4,442.25,6.189907408591851,11,4,1,4,10,0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.8571428571428572
240,GRAPH7,10,7,3129.0,463.0856013318239,235,0.8962053571428571,4,435.5,6.196725720894939,9,3,1,4,10,0,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8888888888888888
240,GRAPH7,auto,7,3129.0,472.71060133182397,235,0.8962053571428571,4,442.25,6.189907408591851,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH6,0,7,3187.0,452.07340545113277,235,0.8962053571428571,4,422.1544413887786,6.124170591545207,11,4,1,11,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH6,2,7,3187.0,452.07340545113277,235,0.8962053571428571,4,422.1544413887786,6.124170591545207,11,4,1,11,10,0,0.5,0.608695652173913,0.5,0.7826086956521738
240,GRAPH6,5,7,3187.0,452.07340545113277,235,0.8962053571428571,4,422.1544413887786,6.124170591545207,11,4,1,11,10,0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.8571428571428572
240,GRAPH6,10,7,3187.0,442.998850130796,235,0.8962053571428571,4,415.8298860684418,6.133663900150028,9,3,1,11,10,0,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8888888888888888
240,GRAPH6,auto,7,3187.0,452.07340545113277,235,0.8962053571428571,4,422.1544413887786,6.124170591545207,11,4,1,11,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH7p,0,7,,473.0659587613216,235,0.8962053571428571,4,441.9898987322333,6.283639743353576,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,GRAPH7p,2,7,,473.0659587613216,235,0.8962053571428571,4,441.9898987322333,6.283639743353576,11,4,1,4,10,0,0.5,0.608695652173913,0.5,0.7826086956521738
240,GRAPH7p,5,7,,473.0659587613216,235,0.8962053571428571,4,441.9898987322333,6.283639743353576,11,4,1,4,10,0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.8571428571428572
240,GRAPH7p,10,7,,463.62322769953107,235,0.8962053571428571,4,435.1614716074871,6.300194996296689,9,3,1,4,10,0,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8888888888888888
240,GRAPH7p,auto,7,,473.0659587613216,235,0.8962053571428571,4,441.9898987322333,6.283639743353576,11,4,1,4,10,0,0.4285714285714285,0.56,0.4285714285714285,0.7200000000000001
240,JPEG,0,7,3006.0,472.4386110312448,235,0.8962053571428571,4,442.0904037956215,6.17529974693401,11,4,1,4,10,0,0.4285714285714285,0.4,0.4285714285714285,0.8
240,JPEG,2,7,3006.0,472.4386110312448,235,0.8962053571428571,4,442.0904037956215,6.17529974693401,11,4,1,4,10,0,0.5,0.4347826086956522,0.5,0.8695652173913044
