dataset,id,q,bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_components_ref,total_length_px_ref,mean_width_px_ref,n_branches_ref,n_junctions_ref,cycle_rank_ref
MITO,MITO_M2_020_y512x512,10,1648,10,158.88225099390854,6.122882184468819,10,0,0,3,77.28427124746189,4.346663246544936,3,0,0
MITO,MITO_M2_020_y512x512,20,2105,4,60.52691193458119,5.065025778948974,4,0,0,3,77.28427124746189,4.346663246544936,3,0,0
UIT,UIT_12_y0x768,1,1127,8,330.75230867899745,6.678641764516447,17,4,0,12,431.9482681718907,7.43878322568263,23,7,3
UIT,UIT_12_y0x768,5,1155,13,327.40916292848976,6.0113430877907845,17,2,0,12,431.9482681718907,7.43878322568263,23,7,3
UIT,UIT_12_y0x768,10,1233,4,372.90663761154815,10.174804048584738,14,5,0,12,431.9482681718907,7.43878322568263,23,7,3
UIT,UIT_12_y0x768,20,1425,12,358.24978336205567,8.342164598824892,16,2,0,12,431.9482681718907,7.43878322568263,23,7,3
UIT,UIT_20_y0x256,1,1105,2,138.01219330881975,8.336187797100846,5,2,1,2,88.3259018078045,7.251759459016518,2,0,0
UIT,UIT_20_y0x256,5,1110,2,190.3675323681471,8.701710020379053,4,1,0,2,88.3259018078045,7.251759459016518,2,0,0
UIT,UIT_20_y0x256,10,1131,5,270.06601717798213,7.598221236971742,11,3,0,2,88.3259018078045,7.251759459016518,2,0,0
UIT,UIT_20_y0x256,20,1228,9,308.3380951166243,8.583235509660287,19,6,2,2,88.3259018078045,7.251759459016518,2,0,0
UIT,UIT_3_y0x256,1,1189,3,243.0243866176395,8.186909500457272,8,3,1,3,537.717820793591,9.59199425649771,16,8,3
UIT,UIT_3_y0x256,5,1295,4,477.0904037956216,7.7743173596306985,16,7,2,3,537.717820793591,9.59199425649771,16,8,3
UIT,UIT_3_y0x256,10,1458,6,524.1614716074871,7.698396429806957,18,7,2,3,537.717820793591,9.59199425649771,16,8,3
UIT,UIT_3_y0x256,20,2022,5,525.9604614807104,7.788379318161726,16,6,2,3,537.717820793591,9.59199425649771,16,8,3
UIT,UIT_33_y256x512,1,1237,10,477.1198410471446,8.514075708954985,21,6,1,14,933.9087296526011,8.559708979217078,33,10,2
UIT,UIT_33_y256x512,5,1386,11,725.8132752230962,8.237663948716904,27,9,3,14,933.9087296526011,8.559708979217078,33,10,2
UIT,UIT_33_y256x512,10,1678,12,773.0975464705582,8.07652306410658,28,9,4,14,933.9087296526011,8.559708979217078,33,10,2
UIT,UIT_33_y256x512,20,2260,12,734.2985565973349,8.46424767959911,22,5,1,14,933.9087296526011,8.559708979217078,33,10,2
HUMAN,HUMAN_2b_y0x512,1,1184,13,475.5634918610405,7.258814565313461,19,3,1,16,932.5361466505707,4.355521966728559,56,22,6
HUMAN,HUMAN_2b_y0x512,5,1337,8,643.6173157302028,8.760322248619,31,14,5,16,932.5361466505707,4.355521966728559,56,22,6
HUMAN,HUMAN_2b_y0x512,10,1617,9,691.9432175380073,8.362782810845346,27,10,2,16,932.5361466505707,4.355521966728559,56,22,6
HUMAN,HUMAN_2b_y0x512,20,2103,12,797.0681092190351,8.041227909159263,39,14,1,16,932.5361466505707,4.355521966728559,56,22,6
HUMAN,HUMAN_3b_y256x0,1,1138,4,170.5685424949238,7.521758778822987,7,2,1,3,100.84062043356593,5.063362865798978,5,1,0
HUMAN,HUMAN_3b_y256x0,5,1164,2,171.36753236814712,9.057137191264593,7,2,0,3,100.84062043356593,5.063362865798978,5,1,0
HUMAN,HUMAN_3b_y256x0,10,1240,2,161.12489168102778,9.455610806010052,4,1,0,3,100.84062043356593,5.063362865798978,5,1,0
HUMAN,HUMAN_3b_y256x0,20,1417,3,178.78174593052015,9.286043771330087,4,1,1,3,100.84062043356593,5.063362865798978,5,1,0
HUMAN,HUMAN_4b_y512x768,1,1223,12,383.1076477383248,6.948004250745594,14,1,0,15,900.352380466497,4.595344899943752,34,10,1
HUMAN,HUMAN_4b_y512x768,5,1386,17,668.1736649163068,6.730960349233066,34,9,1,15,900.352380466497,4.595344899943752,34,10,1
HUMAN,HUMAN_4b_y512x768,10,1668,8,871.4112549695428,6.45223398492388,31,12,1,15,900.352380466497,4.595344899943752,34,10,1
HUMAN,HUMAN_4b_y512x768,20,2160,9,961.0386719675124,6.393964469158361,37,14,1,15,900.352380466497,4.595344899943752,34,10,1
CBMI,CBMI_Captured_CSU488_1_h128_w896,1,1253,6,119.08326112068524,6.109286702295202,8,1,0,18,782.9970414071696,5.27375359559515,51,19,5
CBMI,CBMI_Captured_CSU488_1_h128_w896,5,1433,5,108.49747468305834,6.220440370129558,7,1,0,18,782.9970414071696,5.27375359559515,51,19,5
CBMI,CBMI_Captured_CSU488_1_h128_w896,10,1822,32,761.9726547895303,5.733967207507065,46,7,0,18,782.9970414071696,5.27375359559515,51,19,5
CBMI,CBMI_Captured_CSU488_1_h128_w896,20,2681,10,405.3919189857867,5.491000201098022,20,5,0,18,782.9970414071696,5.27375359559515,51,19,5
CBMI,CBMI_Captured_CSU488_4_h384_w640,1,1367,6,86.45584412271572,5.109586700205031,9,2,1,68,1457.006276123159,3.517094322522615,124,32,10
CBMI,CBMI_Captured_CSU488_4_h384_w640,5,1775,13,168.36753236814712,5.574021778453289,13,0,0,68,1457.006276123159,3.517094322522615,124,32,10
CBMI,CBMI_Captured_CSU488_4_h384_w640,10,2459,11,163.61017305526642,5.522819510546732,11,0,0,68,1457.006276123159,3.517094322522615,124,32,10
CBMI,CBMI_Captured_CSU488_4_h384_w640,20,3758,23,497.17366491630696,5.476423288767952,29,3,0,68,1457.006276123159,3.517094322522615,124,32,10
CBMI,CBMI_Captured_CSU488_6_h384_w896,1,1430,26,1479.4255403194156,6.908475391600759,66,21,3,34,1485.2611101190985,6.342191417342874,60,13,2
CBMI,CBMI_Captured_CSU488_6_h384_w896,5,1758,36,1212.2417741353418,6.0343381442341295,46,5,0,34,1485.2611101190985,6.342191417342874,60,13,2
CBMI,CBMI_Captured_CSU488_6_h384_w896,10,2269,33,1268.3961030678927,5.707200421230564,45,6,0,34,1485.2611101190985,6.342191417342874,60,13,2
CBMI,CBMI_Captured_CSU488_6_h384_w896,20,3024,36,1484.1606050557098,5.799300361498476,60,12,0,34,1485.2611101190985,6.342191417342874,60,13,2
CBMI,CBMI_cell7_h387_w157,1,1307,12,791.3574311003805,7.238682266199406,28,9,4,7,626.002092041053,5.651148128063784,16,6,3
CBMI,CBMI_cell7_h387_w157,5,1470,12,775.286363288515,6.9174198328630085,20,5,3,7,626.002092041053,5.651148128063784,16,6,3
CBMI,CBMI_cell7_h387_w157,10,1698,10,681.8305191657994,6.645490507993757,18,5,4,7,626.002092041053,5.651148128063784,16,6,3
CBMI,CBMI_cell7_h387_w157,20,2563,7,648.9310242291876,6.518737985755808,13,4,3,7,626.002092041053,5.651148128063784,16,6,3
CBMI,CBMI_mito4_h562_w734,1,1298,12,637.2031021678298,7.721169523030191,29,9,1,20,1347.3250352560274,5.305330452998528,64,23,3
CBMI,CBMI_mito4_h562_w734,5,1553,15,843.2691193458119,7.733481597706072,39,14,4,20,1347.3250352560274,5.305330452998528,64,23,3
CBMI,CBMI_mito4_h562_w734,10,1953,18,1191.732106143464,7.473211378802246,53,19,4,20,1347.3250352560274,5.305330452998528,64,23,3
CBMI,CBMI_mito4_h562_w734,20,2588,19,1409.241774135342,7.342032620604501,71,27,4,20,1347.3250352560274,5.305330452998528,64,23,3
MITO,MITO_M2_001_y256x256,1,1223,11,330.5218613006979,7.9072490396432,15,2,0,10,624.4995667241114,6.949295386182262,15,3,1
MITO,MITO_M2_001_y256x256,5,1308,20,557.9482681718907,7.106779725026293,27,4,1,10,624.4995667241114,6.949295386182262,15,3,1
MITO,MITO_M2_001_y256x256,10,1587,21,637.1564209736038,7.321302074213474,29,4,0,10,624.4995667241114,6.949295386182262,15,3,1
MITO,MITO_M2_001_y256x256,20,2114,23,828.1930009000629,7.696882121562437,33,5,0,10,624.4995667241114,6.949295386182262,15,3,1
MITO,MITO_M2_002_y512x256,1,1226,7,111.08326112068525,5.73031853261039,7,0,0,23,1111.56053326821,5.314545587107817,58,19,3
MITO,MITO_M2_002_y512x256,5,1383,12,296.62236636408613,7.155251137203637,19,4,1,23,1111.56053326821,5.314545587107817,58,19,3
MITO,MITO_M2_002_y512x256,10,1749,24,669.144227664784,8.012378582629712,26,1,0,23,1111.56053326821,5.314545587107817,58,19,3
MITO,MITO_M2_002_y512x256,20,2361,19,536.7594513539337,7.250551297267859,21,2,2,23,1111.56053326821,5.314545587107817,58,19,3
MITO,MITO_M2_004_y256x512,1,1290,6,162.9827560572969,6.607586879639023,8,1,0,11,690.2863632885151,6.256917755533038,38,14,1
MITO,MITO_M2_004_y256x512,5,1459,10,238.095454429505,7.398228470555348,12,1,0,11,690.2863632885151,6.256917755533038,38,14,1
MITO,MITO_M2_004_y256x512,10,1753,2,97.01219330881977,8.523829969560923,4,1,0,11,690.2863632885151,6.256917755533038,38,14,1
MITO,MITO_M2_004_y256x512,20,2281,7,161.8111831820431,6.81523782775464,7,0,0,11,690.2863632885151,6.256917755533038,38,14,1
MITO,MITO_M2_006_y512x256,1,1208,16,811.1858582251266,7.652339921437486,43,14,1,15,1330.7981233214462,6.416551501551678,82,38,11
MITO,MITO_M2_006_y512x256,5,1380,8,922.8549057834389,8.876079443804187,45,21,5,15,1330.7981233214462,6.416551501551678,82,38,11
MITO,MITO_M2_006_y512x256,10,1750,15,942.9503602129438,8.61077366071301,36,13,5,15,1330.7981233214462,6.416551501551678,82,38,11
MITO,MITO_M2_006_y512x256,20,2342,14,949.4356415871824,8.229173377915952,44,18,7,15,1330.7981233214462,6.416551501551678,82,38,11
MITO,MITO_M2_008_y256x0,1,1274,12,306.5512985522207,6.836865244589891,18,3,0,10,525.2325394193526,7.760353547722769,29,11,3
MITO,MITO_M2_008_y256x0,5,1454,12,424.90663761154815,7.561566090097919,20,4,0,10,525.2325394193526,7.760353547722769,29,11,3
MITO,MITO_M2_008_y256x0,10,1799,16,444.3330444827409,7.5130899174387995,20,2,0,10,525.2325394193526,7.760353547722769,29,11,3
MITO,MITO_M2_008_y256x0,20,2433,18,472.20310216782974,7.325784374544273,22,2,1,10,525.2325394193526,7.760353547722769,29,11,3
MITO,MITO_M2_009_y512x512,1,1219,12,201.12489168102786,7.004071554041857,14,1,0,1,51.55634918610405,7.5450790983158305,3,1,0
MITO,MITO_M2_009_y512x512,5,1366,12,349.69343417595167,8.068767932635206,16,2,0,1,51.55634918610405,7.5450790983158305,3,1,0
MITO,MITO_M2_009_y512x512,10,1719,11,169.8822509939086,7.1088961220316795,12,1,1,1,51.55634918610405,7.5450790983158305,3,1,0
MITO,MITO_M2_009_y512x512,20,2256,3,101.59797974644667,7.636366306881513,3,0,0,1,51.55634918610405,7.5450790983158305,3,1,0
MITO,MITO_M2_011_y512x0,1,1184,14,337.79393923934,6.450539005108646,14,0,1,8,732.7127701597079,5.6194004113609415,38,17,4
MITO,MITO_M2_011_y512x0,5,1309,7,432.09040379562174,7.782672999897579,13,4,2,8,732.7127701597079,5.6194004113609415,38,17,4
MITO,MITO_M2_011_y512x0,10,1530,9,469.889393668845,8.032620072549136,15,4,2,8,732.7127701597079,5.6194004113609415,38,17,4
MITO,MITO_M2_011_y512x0,20,1879,7,546.3746750430835,8.007982128012896,20,7,2,8,732.7127701597079,5.6194004113609415,38,17,4
MITO,MITO_M2_013_y0x256,1,1234,10,270.50966799187813,6.776353550920791,14,2,0,11,473.6467529817255,5.502232640801537,15,2,0
MITO,MITO_M2_013_y0x256,5,1436,15,576.8599564173221,7.6385118833502155,25,6,2,11,473.6467529817255,5.502232640801537,15,2,0
MITO,MITO_M2_013_y0x256,10,1825,12,409.19090885901,7.300281323979038,16,2,0,11,473.6467529817255,5.502232640801537,15,2,0
MITO,MITO_M2_013_y0x256,20,2483,11,353.5634918610405,7.225253621713565,17,3,0,11,473.6467529817255,5.502232640801537,15,2,0
MITO,MITO_M2_014_y256x512,1,1264,7,102.01219330881976,5.971261014385893,7,0,0,18,488.0193359837562,5.807471720138745,31,8,3
MITO,MITO_M2_014_y256x512,5,1443,11,254.43860018001266,6.126447998030656,16,3,1,18,488.0193359837562,5.807471720138745,31,8,3
MITO,MITO_M2_014_y256x512,10,1801,17,298.936074863071,6.069982424586548,17,0,0,18,488.0193359837562,5.807471720138745,31,8,3
MITO,MITO_M2_014_y256x512,20,2567,13,239.06601717798213,6.799021351143945,15,1,0,18,488.0193359837562,5.807471720138745,31,8,3
MITO,MITO_M2_016_y256x512,1,1422,11,165.74011537017765,6.2754130694436805,13,1,0,22,1619.8641404994282,6.13808586498456,88,38,11
MITO,MITO_M2_016_y256x512,5,1790,12,261.16652224137044,6.708486734555523,12,0,0,22,1619.8641404994282,6.13808586498456,88,38,11
MITO,MITO_M2_016_y256x512,10,2427,15,316.4629867976521,6.560681591844257,15,0,0,22,1619.8641404994282,6.13808586498456,88,38,11
MITO,MITO_M2_016_y256x512,20,3469,17,402.23253941935263,6.370156206864619,21,2,0,22,1619.8641404994282,6.13808586498456,88,38,11
MITO,MITO_M2_018_y256x0,1,1270,7,85.69848480983501,6.1995937901155145,8,1,1,7,215.30865786510142,5.082148469163391,7,0,0
MITO,MITO_M2_018_y256x0,5,1431,15,338.4507934888324,7.13889010997977,17,1,0,7,215.30865786510142,5.082148469163391,7,0,0
MITO,MITO_M2_018_y256x0,10,1770,19,516.5462479183374,7.24103012448059,25,3,0,7,215.30865786510142,5.082148469163391,7,0,0
MITO,MITO_M2_018_y256x0,20,2377,12,307.04877323527904,7.167508554223401,14,1,0,7,215.30865786510142,5.082148469163391,7,0,0
UIT,UIT_12_y256x0,1,1253,13,602.3452377915607,6.308211704800514,29,8,2,17,974.3645737753169,6.432071034252192,33,9,2
UIT,UIT_12_y256x0,5,1416,15,1183.7787873376901,7.455636338460227,50,20,6,17,974.3645737753169,6.432071034252192,33,9,2
UIT,UIT_12_y256x0,10,1743,16,1059.6194077712557,6.657347318448325,33,10,3,17,974.3645737753169,6.432071034252192,33,9,2
UIT,UIT_12_y256x0,20,2245,16,906.9087296526011,6.684567203894516,28,7,2,17,974.3645737753169,6.432071034252192,33,9,2
UIT,UIT_20_y0x512,1,1129,6,330.79393923934,8.33342046734943,11,3,2,3,129.15432893255073,8.554420956156317,6,2,1
UIT,UIT_20_y0x512,5,1155,6,154.9827560572969,9.251155960178256,8,1,0,3,129.15432893255073,8.554420956156317,6,2,1
UIT,UIT_20_y0x512,10,1208,5,299.4091629284898,8.293100430295473,19,8,2,3,129.15432893255073,8.554420956156317,6,2,1
UIT,UIT_20_y0x512,20,1369,3,123.08326112068525,9.34764398836398,5,1,0,3,129.15432893255073,8.554420956156317,6,2,1
UIT,UIT_3_y0x512,1,1196,8,280.237590053236,6.384098387334562,14,3,0,4,482.4335495461293,7.62413028383891,19,8,1
UIT,UIT_3_y0x512,5,1298,5,370.07821048680194,6.882668740574632,17,7,2,4,482.4335495461293,7.62413028383891,19,8,1
UIT,UIT_3_y0x512,10,1478,6,511.57568516986026,6.978103324136868,22,8,1,4,482.4335495461293,7.62413028383891,19,8,1
UIT,UIT_3_y0x512,20,2028,5,419.84776310850236,7.579939178483909,19,7,1,4,482.4335495461293,7.62413028383891,19,8,1
UIT,UIT_33_y512x0,1,1129,5,213.26702730475884,7.772377696648108,13,5,2,1,166.22539674441617,10.311930694978097,5,3,2
UIT,UIT_33_y512x0,5,1168,3,353.86500705120545,8.114678938215354,13,6,2,1,166.22539674441617,10.311930694978097,5,3,2
UIT,UIT_33_y512x0,10,1262,14,491.63455967290594,7.431003651602216,24,5,0,1,166.22539674441617,10.311930694978097,5,3,2
UIT,UIT_33_y512x0,20,1345,3,249.06601717798216,9.146230662579752,13,6,2,1,166.22539674441617,10.311930694978097,5,3,2
HUMAN,HUMAN_2b_y0x768,1,1126,8,325.4802307403552,7.009067774439314,23,8,1,6,312.69343417595167,4.193346891009468,17,6,2
HUMAN,HUMAN_2b_y0x768,5,1164,4,298.095454429505,7.646224571679655,15,6,2,6,312.69343417595167,4.193346891009468,17,6,2
HUMAN,HUMAN_2b_y0x768,10,1279,5,455.1614716074871,8.194425933515253,21,9,2,6,312.69343417595167,4.193346891009468,17,6,2
HUMAN,HUMAN_2b_y0x768,20,1428,3,648.1564209736038,7.8502648686536105,26,13,4,6,312.69343417595167,4.193346891009468,17,6,2
HUMAN,HUMAN_3b_y256x256,1,1133,3,144.08326112068525,9.21066182910199,6,2,1,2,81.42640687119285,9.004891144982517,2,0,0
HUMAN,HUMAN_3b_y256x256,5,1167,3,169.12489168102786,9.027605276566288,9,3,0,2,81.42640687119285,9.004891144982517,2,0,0
HUMAN,HUMAN_3b_y256x256,10,1247,2,103.32590180780453,9.981237525059758,4,1,0,2,81.42640687119285,9.004891144982517,2,0,0
HUMAN,HUMAN_3b_y256x256,20,1359,2,128.39696961967,10.018291548349758,6,2,0,2,81.42640687119285,9.004891144982517,2,0,0
HUMAN,HUMAN_4b_y768x512,1,1203,3,380.80613254815995,7.396397069300433,11,5,2,7,603.0559159102154,5.698558294475791,27,12,4
HUMAN,HUMAN_4b_y768x512,5,1333,5,580.9726547895303,7.182531732437379,20,9,3,7,603.0559159102154,5.698558294475791,27,12,4
HUMAN,HUMAN_4b_y768x512,10,1560,7,684.5828278447965,7.254862345025947,21,7,0,7,603.0559159102154,5.698558294475791,27,12,4
HUMAN,HUMAN_4b_y768x512,20,2006,10,747.2813126546315,6.860167860702244,21,6,1,7,603.0559159102154,5.698558294475791,27,12,4
CBMI,CBMI_Captured_CSU488_1_h384_w384,1,1316,6,181.78174593052023,6.304501549223761,10,2,0,14,939.8914857098982,7.158323889363205,53,23,8
CBMI,CBMI_Captured_CSU488_1_h384_w384,5,1579,13,504.24473272817244,6.064522632311233,31,10,2,14,939.8914857098982,7.158323889363205,53,23,8
CBMI,CBMI_Captured_CSU488_1_h384_w384,10,2015,17,796.9797974644666,5.852823891802884,35,10,2,14,939.8914857098982,7.158323889363205,53,23,8
CBMI,CBMI_Captured_CSU488_1_h384_w384,20,3428,15,782.5361466505707,5.809680094372503,39,13,2,14,939.8914857098982,7.158323889363205,53,23,8
CBMI,CBMI_Captured_CSU488_4_h640_w384,1,1322,2,93.42640687119287,7.113148710281652,5,2,1,48,1161.8569978244918,3.5675965864661134,81,20,9
CBMI,CBMI_Captured_CSU488_4_h640_w384,5,1613,5,192.43860018001263,6.385977462281837,10,3,2,48,1161.8569978244918,3.5675965864661134,81,20,9
CBMI,CBMI_Captured_CSU488_4_h640_w384,10,2153,11,448.3330444827409,5.884034687853185,22,6,1,48,1161.8569978244918,3.5675965864661134,81,20,9
CBMI,CBMI_Captured_CSU488_4_h640_w384,20,3815,16,596.9432175380073,5.413779991350892,24,4,1,48,1161.8569978244918,3.5675965864661134,81,20,9
CBMI,CBMI_Captured_CSU488_6_h640_w640,1,1375,28,790.1686142824234,6.571446270740361,46,10,3,55,925.3767670841366,4.5888176364903375,62,4,4
CBMI,CBMI_Captured_CSU488_6_h640_w640,5,1660,24,480.74725804511405,5.5591536863788376,26,1,0,55,925.3767670841366,4.5888176364903375,62,4,4
CBMI,CBMI_Captured_CSU488_6_h640_w640,10,2174,24,581.2152954766495,5.590811712214905,32,4,0,55,925.3767670841366,4.5888176364903375,62,4,4
CBMI,CBMI_Captured_CSU488_6_h640_w640,20,2905,32,655.1564209736039,5.512525981058172,34,1,0,55,925.3767670841366,4.5888176364903375,62,4,4
CBMI,CBMI_mito1_12_h384_w128,1,1271,18,663.4335495461293,6.389278092828206,34,8,0,19,938.4823227814082,4.818268611379795,50,17,4
CBMI,CBMI_mito1_12_h384_w128,5,1452,21,776.2447327281724,5.821218998533313,29,4,1,19,938.4823227814082,4.818268611379795,50,17,4
CBMI,CBMI_mito1_12_h384_w128,10,1773,26,986.1686142824234,5.508267402010791,35,5,1,19,938.4823227814082,4.818268611379795,50,17,4
CBMI,CBMI_mito1_12_h384_w128,20,2216,22,909.5706345359769,5.197077182147155,26,2,0,19,938.4823227814082,4.818268611379795,50,17,4
CBMI,CBMI_mito5_h509_w353,1,1271,18,728.144227664784,6.772441946521692,34,8,0,15,759.1513703397206,4.833942254970099,19,2,1
CBMI,CBMI_mito5_h509_w353,5,1460,17,824.9259735953042,7.054795597136502,24,4,1,15,759.1513703397206,4.833942254970099,19,2,1
CBMI,CBMI_mito5_h509_w353,10,1737,13,769.5533905932735,6.839353866412349,25,7,2,15,759.1513703397206,4.833942254970099,19,2,1
CBMI,CBMI_mito5_h509_w353,20,2173,13,805.0092347159891,6.79978398954672,21,4,2,15,759.1513703397206,4.833942254970099,19,2,1
MITO,MITO_M2_001_y256x512,1,1216,17,404.3208511739212,6.4582193043433405,23,3,0,9,792.825468531916,7.55301047276748,36,14,1
MITO,MITO_M2_001_y256x512,5,1358,31,747.8010819142764,7.17570219898859,45,7,0,9,792.825468531916,7.55301047276748,36,14,1
MITO,MITO_M2_001_y256x512,10,1677,34,1335.3889603929565,7.743483059377009,64,16,2,9,792.825468531916,7.55301047276748,36,14,1
MITO,MITO_M2_001_y256x512,20,2296,30,937.938166904124,7.771105286864635,49,10,5,9,792.825468531916,7.55301047276748,36,14,1
MITO,MITO_M2_002_y512x512,1,1218,7,118.9411254969543,6.286651653824854,7,0,0,18,1063.1757569573597,4.960754403507631,51,18,4
MITO,MITO_M2_002_y512x512,5,1362,8,247.2670273047588,7.106602197503529,15,3,0,18,1063.1757569573597,4.960754403507631,51,18,4
MITO,MITO_M2_002_y512x512,10,1681,18,460.9188309203679,7.88322657169301,22,2,0,18,1063.1757569573597,4.960754403507631,51,18,4
MITO,MITO_M2_002_y512x512,20,2210,18,477.6467529817256,7.137591349112408,20,1,0,18,1063.1757569573597,4.960754403507631,51,18,4
MITO,MITO_M2_004_y512x0,1,1162,18,380.58073580374355,6.583270161934811,18,0,0,2,52.62741699796953,5.563053669871573,2,0,0
MITO,MITO_M2_004_y512x0,5,1206,12,213.78174593052026,6.117698136079268,14,1,0,2,52.62741699796953,5.563053669871573,2,0,0
MITO,MITO_M2_004_y512x0,10,1318,4,106.18376618407358,6.438976400364182,5,1,1,2,52.62741699796953,5.563053669871573,2,0,0
MITO,MITO_M2_004_y512x0,20,1563,14,276.69343417595167,7.051293407793361,14,0,0,2,52.62741699796953,5.563053669871573,2,0,0
MITO,MITO_M2_006_y512x512,1,1207,7,225.29646455628165,7.877404299255669,9,1,0,9,205.02438661763955,5.040219409499945,12,2,1
MITO,MITO_M2_006_y512x512,5,1369,8,362.1076477383249,8.02333413664269,15,4,1,9,205.02438661763955,5.040219409499945,12,2,1
MITO,MITO_M2_006_y512x512,10,1682,13,339.0782104868019,7.553591095027948,13,0,0,9,205.02438661763955,5.040219409499945,12,2,1
MITO,MITO_M2_006_y512x512,20,2203,8,231.68124086713192,8.134541528582872,10,1,0,9,205.02438661763955,5.040219409499945,12,2,1
MITO,MITO_M2_008_y256x256,1,1311,19,666.4041122946064,7.508537657740429,34,8,1,15,887.4945160902281,6.629594604186585,50,20,5
MITO,MITO_M2_008_y256x256,5,1571,18,571.445742854949,8.319161729829554,29,5,0,15,887.4945160902281,6.629594604186585,50,20,5
MITO,MITO_M2_008_y256x256,10,2031,20,809.8549057834388,7.53418515478974,35,8,1,15,887.4945160902281,6.629594604186585,50,20,5
MITO,MITO_M2_008_y256x256,20,2824,20,696.2985565973348,8.10651117236868,32,6,0,15,887.4945160902281,6.629594604186585,50,20,5
MITO,MITO_M2_010_y0x256,1,1119,2,193.22539674441617,7.6731206071018825,7,3,1,2,51.21320343559643,6.2931165781068845,4,1,0
MITO,MITO_M2_010_y0x256,5,1147,7,155.63961030678928,7.012152311487078,11,2,0,2,51.21320343559643,6.2931165781068845,4,1,0
MITO,MITO_M2_010_y0x256,10,1218,5,225.5096679918781,7.922504720601759,9,2,0,2,51.21320343559643,6.2931165781068845,4,1,0
MITO,MITO_M2_010_y0x256,20,1374,8,258.7228714274745,6.722166292262216,10,1,0,2,51.21320343559643,6.2931165781068845,4,1,0
MITO,MITO_M2_011_y512x256,1,1285,16,446.1787155501903,7.13936581667548,28,6,0,23,1202.643794388895,5.508142437796161,38,9,3
MITO,MITO_M2_011_y512x256,5,1612,29,1007.4356415871824,7.7966714301926405,47,11,4,23,1202.643794388895,5.508142437796161,38,9,3
MITO,MITO_M2_011_y512x256,10,2207,23,718.8549057834388,7.007431062241883,30,4,1,23,1202.643794388895,5.508142437796161,38,9,3
MITO,MITO_M2_011_y512x256,20,3159,16,617.5290039756343,7.384432351502103,25,5,1,23,1202.643794388895,5.508142437796161,38,9,3
MITO,MITO_M2_013_y0x512,1,1184,10,367.5512985522207,6.66778451306342,27,9,1,15,583.1320343559643,5.016786950928055,36,11,2
MITO,MITO_M2_013_y0x512,5,1325,16,611.6883835420683,7.736730372389756,33,9,2,15,583.1320343559643,5.016786950928055,36,11,2
MITO,MITO_M2_013_y0x512,10,1631,10,822.9554108468272,8.158537171278235,36,14,3,15,583.1320343559643,5.016786950928055,36,11,2
MITO,MITO_M2_013_y0x512,20,2166,13,585.58787847868,7.5712874151318,22,5,1,15,583.1320343559643,5.016786950928055,36,11,2
MITO,MITO_M2_014_y512x0,1,1133,6,134.63961030678928,6.5455109767990365,8,1,0,2,68.04163056034261,4.920852009801928,2,0,0
MITO,MITO_M2_014_y512x0,5,1158,9,272.9238815542512,5.874928150038772,16,4,1,2,68.04163056034261,4.920852009801928,2,0,0
MITO,MITO_M2_014_y512x0,10,1255,7,213.78174593052023,8.027833361335905,11,2,0,2,68.04163056034261,4.920852009801928,2,0,0
MITO,MITO_M2_014_y512x0,20,1456,9,352.0904037956217,6.909864888304711,11,1,0,2,68.04163056034261,4.920852009801928,2,0,0
MITO,MITO_M2_016_y512x0,1,1156,9,479.04877323527904,7.662936197412877,16,4,1,5,141.12489168102786,5.749604819858318,6,1,1
MITO,MITO_M2_016_y512x0,5,1232,11,215.12489168102783,7.089267990968204,12,1,1,5,141.12489168102786,5.749604819858318,6,1,1
MITO,MITO_M2_016_y512x0,10,1418,14,419.5340546095176,8.076604495813227,19,3,1,5,141.12489168102786,5.749604819858318,6,1,1
MITO,MITO_M2_016_y512x0,20,1839,13,624.0142853498728,7.891297130948544,28,9,3,5,141.12489168102786,5.749604819858318,6,1,1
MITO,MITO_M2_018_y256x256,1,1169,8,144.49747468305836,6.354011794088021,8,0,0,11,369.69343417595167,5.602958429981341,15,2,0
MITO,MITO_M2_018_y256x256,5,1263,15,598.9604614807105,7.38921503676212,28,7,1,11,369.69343417595167,5.602958429981341,15,2,0
MITO,MITO_M2_018_y256x256,10,1467,24,818.1391770309008,7.830698810689132,40,8,2,11,369.69343417595167,5.602958429981341,15,2,0
MITO,MITO_M2_018_y256x256,20,1853,19,787.8965363437815,7.658582316262618,35,10,5,11,369.69343417595167,5.602958429981341,15,2,0
UIT,UIT_12_y256x256,1,1383,15,1126.8031739553294,8.17412234537054,50,18,3,18,1899.4103884177657,6.8553612763736345,79,33,6
UIT,UIT_12_y256x256,5,1768,15,1716.4448763031721,7.644385187592321,69,29,6,18,1899.4103884177657,6.8553612763736345,79,33,6
UIT,UIT_12_y256x256,10,2371,20,1906.197184982169,7.520204676203884,75,29,3,18,1899.4103884177657,6.8553612763736345,79,33,6
UIT,UIT_12_y256x256,20,3395,20,1869.0256121069149,7.327747415764016,73,29,5,18,1899.4103884177657,6.8553612763736345,79,33,6
UIT,UIT_20_y0x768,1,1113,8,147.32590180780454,5.345362617864059,8,0,0,9,314.07821048680194,8.021185714961307,13,2,0
UIT,UIT_20_y0x768,5,1140,6,284.9238815542512,7.9618678887540835,15,5,1,9,314.07821048680194,8.021185714961307,13,2,0
