dataset,group,id,arm,L,bytes,structure_bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1
MITO,MITO_M2,MITO_M2_010_y0x256,SEG,auto,,176,6,168.19595949289334,7.130746465083778,8,1,0,3,17,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x256,GRAPH7,5,1807.0,176,8,182.0,7.292961292301716,11,2,1,2,17,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x256,GRAPH7,auto,1807.0,176,6,168.25,7.175372690632466,8,1,0,2,17,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x256,JPEG,5,1792.0,176,6,201.26702730475878,6.984597030317646,8,1,0,2,14,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x256,JPEG,auto,1792.0,176,6,201.26702730475878,6.984597030317646,8,1,0,2,14,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x512,REF,5,,296,8,289.1787155501902,5.709038258238383,10,1,0,6,22,0,1.0
MITO,MITO_M2,MITO_M2_010_y0x512,REF,auto,,296,6,279.350288425444,5.753518352331275,8,1,0,6,22,0,1.0
MITO,MITO_M2,MITO_M2_010_y0x512,SEG,5,,296,15,377.1198410471444,7.382182126509692,23,4,0,4,34,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x512,SEG,auto,,296,9,353.39191898578656,7.462798476783952,17,4,0,4,34,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x512,GRAPH7,5,2847.0,296,15,377.75,7.352295924392922,23,4,0,4,34,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x512,GRAPH7,auto,2847.0,296,9,353.75,7.4375046938217,17,4,0,4,34,0,0.0
MITO,MITO_M2,MITO_M2_010_y0x512,JPEG,5,2828.0,296,14,409.6467529817256,7.0184239991973545,20,3,0,4,32,0,0.5
MITO,MITO_M2,MITO_M2_010_y0x512,JPEG,auto,2828.0,296,10,381.50461735799473,6.927339415703669,12,1,0,4,32,0,0.0
MITO,MITO_M2,MITO_M2_009_y0x512,REF,5,,233,13,491.32799384885743,5.456199750667617,21,4,1,9,33,0,1.0
MITO,MITO_M2,MITO_M2_009_y0x512,REF,auto,,233,11,475.9137802864843,5.4368127578414684,17,3,1,9,33,0,1.0
MITO,MITO_M2,MITO_M2_009_y0x512,SEG,5,,233,11,306.3208511739212,7.434680461343132,15,2,0,2,24,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_009_y0x512,SEG,auto,,233,10,302.9066376115481,7.4619841365069846,14,2,0,2,24,0,0.4
MITO,MITO_M2,MITO_M2_009_y0x512,GRAPH7,5,3108.0,233,11,306.75,7.427438223003047,15,2,0,2,24,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_009_y0x512,GRAPH7,auto,3108.0,233,10,303.25,7.455454822444136,14,2,0,2,24,0,0.4
MITO,MITO_M2,MITO_M2_009_y0x512,JPEG,5,3102.0,233,17,428.7178207935912,7.161633201562247,23,3,1,5,37,0,0.28571428571428575
MITO,MITO_M2,MITO_M2_009_y0x512,JPEG,auto,3102.0,233,12,403.74725804511405,7.257807978082659,18,3,1,5,37,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_009_y256x256,REF,5,,343,29,752.2274887854695,6.089511833961444,60,17,4,37,87,0,1.0
MITO,MITO_M2,MITO_M2_009_y256x256,REF,auto,,343,19,669.7005768508883,6.121200023148068,43,14,4,37,87,0,1.0
MITO,MITO_M2,MITO_M2_009_y256x256,SEG,5,,343,17,404.70562748477147,7.409006954705764,30,7,1,7,39,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_009_y256x256,SEG,auto,,343,10,366.49242404917493,7.427656892275285,21,6,1,7,39,0,0.4
MITO,MITO_M2,MITO_M2_009_y256x256,GRAPH7,5,3504.0,343,17,404.5,7.375345632465175,30,7,1,7,39,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_009_y256x256,GRAPH7,auto,3504.0,343,10,366.5,7.398505180684629,21,6,1,7,39,0,0.4
MITO,MITO_M2,MITO_M2_009_y256x256,JPEG,5,3460.0,343,15,380.8061325481597,7.177495108008099,26,6,1,7,35,0,0.2608695652173913
MITO,MITO_M2,MITO_M2_009_y256x256,JPEG,auto,3460.0,343,10,363.73506473629425,7.207609278747024,21,6,1,7,35,0,0.3
MITO,MITO_M2,MITO_M2_009_y256x512,REF,5,,368,13,777.9137802864844,6.592415314811721,35,11,0,22,50,0,1.0
MITO,MITO_M2,MITO_M2_009_y256x512,REF,auto,,368,11,737.0142853498728,6.634481072436788,25,7,0,22,50,0,1.0
MITO,MITO_M2,MITO_M2_009_y256x512,SEG,5,,368,14,519.1614716074871,7.9567143107785565,22,4,0,6,34,0,0.13333333333333333
MITO,MITO_M2,MITO_M2_009_y256x512,SEG,auto,,368,13,508.0904037956216,8.039138217712212,19,3,0,6,34,0,0.2
MITO,MITO_M2,MITO_M2_009_y256x512,GRAPH7,5,4271.0,368,14,518.75,7.912452807450794,22,4,0,6,34,0,0.13333333333333333
MITO,MITO_M2,MITO_M2_009_y256x512,GRAPH7,auto,4271.0,368,13,507.75,7.982012925931696,19,3,0,6,34,0,0.2
MITO,MITO_M2,MITO_M2_009_y256x512,JPEG,5,4176.0,368,15,558.5462479183374,8.165338929594885,23,4,0,6,36,0,0.0
MITO,MITO_M2,MITO_M2_009_y256x512,JPEG,auto,4176.0,368,14,545.475180106472,8.213399403029067,20,3,0,6,36,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x0,REF,5,,158,3,42.87005768508882,4.907978885160999,3,0,0,2,8,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x0,REF,auto,,158,2,39.87005768508882,4.968760677292421,2,0,0,2,8,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x0,SEG,5,,158,5,191.33809511662423,7.256362180840575,7,1,0,3,13,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x0,SEG,auto,,158,4,178.4386001800126,7.413961493482339,4,0,0,3,13,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x0,GRAPH7,5,1805.0,158,5,191.25,7.3077170802939255,7,1,0,3,13,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x0,GRAPH7,auto,1805.0,158,4,178.5,7.431587628046013,4,0,0,3,13,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x0,JPEG,5,1792.0,158,6,176.09545442950497,7.303383821906358,8,1,0,2,14,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x0,JPEG,auto,1792.0,158,6,176.09545442950497,7.303383821906358,8,1,0,2,14,0,0.0
MITO,MITO_M2,MITO_M2_007_y0x256,REF,5,,990,29,1196.2051942088829,5.877571132356454,62,18,3,42,94,0,1.0
MITO,MITO_M2,MITO_M2_007_y0x256,REF,auto,,990,25,1162.305699272271,5.912630765582239,56,17,3,42,94,0,1.0
MITO,MITO_M2,MITO_M2_007_y0x256,SEG,5,,990,25,1351.798123321446,8.311942762391444,72,24,2,35,81,0,0.14285714285714288
MITO,MITO_M2,MITO_M2_007_y0x256,SEG,auto,,990,19,1265.9575028878803,8.329718345997177,52,17,2,35,81,0,0.17647058823529413
MITO,MITO_M2,MITO_M2_007_y0x256,GRAPH7,5,9332.0,990,25,1352.25,8.308249717451725,72,24,2,34,81,0,0.14285714285714288
MITO,MITO_M2,MITO_M2_007_y0x256,GRAPH7,auto,9332.0,990,19,1266.5,8.329043666113897,52,17,2,34,81,0,0.17647058823529413
MITO,MITO_M2,MITO_M2_007_y0x256,JPEG,5,8682.0,990,26,1358.9696961967002,8.070632373595588,68,21,2,30,78,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_007_y0x256,JPEG,auto,8682.0,990,19,1269.9575028878803,8.137035637168301,51,16,2,30,78,0,0.1818181818181818
MITO,MITO_M2,MITO_M2_007_y0x512,REF,5,,885,48,1531.082394568908,6.896796533941135,97,25,1,60,154,0,1.0
MITO,MITO_M2,MITO_M2_007_y0x512,REF,auto,,885,37,1398.0702012600887,6.962228853726322,70,17,1,60,154,0,1.0
MITO,MITO_M2,MITO_M2_007_y0x512,SEG,5,,885,32,1262.18795026618,8.140989642312784,60,14,2,22,83,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_007_y0x512,SEG,auto,,885,23,1175.1757569573597,8.249781691234729,46,12,2,22,83,0,0.13793103448275862
MITO,MITO_M2,MITO_M2_007_y0x512,GRAPH7,5,8950.0,885,32,1263.75,8.148292007951172,60,14,2,21,83,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_007_y0x512,GRAPH7,auto,8950.0,885,23,1176.25,8.252320727029874,46,12,2,21,83,0,0.13793103448275862
MITO,MITO_M2,MITO_M2_007_y0x512,JPEG,5,8815.0,885,31,1243.57272657703,8.08642957795064,59,14,1,18,79,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_007_y0x512,JPEG,auto,8815.0,885,24,1154.9036790187179,8.16478274514843,45,11,1,18,79,0,0.14285714285714285
MITO,MITO_M2,MITO_M2_009_y512x256,REF,5,,779,25,1330.7981233214464,6.642019157144227,105,44,12,81,109,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x256,REF,auto,,779,17,1201.7859300126265,6.746562389893905,76,34,12,81,109,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x256,SEG,5,,779,28,952.8498551495558,8.621838683555984,63,18,1,25,79,0,0.06451612903225805
MITO,MITO_M2,MITO_M2_009_y512x256,SEG,auto,,779,19,829.7665940288704,8.609951300697631,36,9,1,25,79,0,0.04651162790697674
MITO,MITO_M2,MITO_M2_009_y512x256,GRAPH7,5,7949.0,779,28,953.0,8.61591541014729,63,18,1,24,79,0,0.06451612903225805
MITO,MITO_M2,MITO_M2_009_y512x256,GRAPH7,auto,7949.0,779,19,829.75,8.568224947778035,36,9,1,24,79,0,0.04651162790697674
MITO,MITO_M2,MITO_M2_009_y512x256,JPEG,5,7868.0,779,29,956.2640687119286,8.225080243107623,62,17,1,29,85,0,0.06557377049180328
MITO,MITO_M2,MITO_M2_009_y512x256,JPEG,auto,7868.0,779,19,854.7665940288703,8.282879162071149,40,11,1,29,85,0,0.04444444444444444
MITO,MITO_M2,MITO_M2_009_y512x512,REF,5,,101,1,56.55634918610405,7.352118149298217,3,1,0,2,4,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x512,REF,auto,,101,1,51.55634918610405,7.5450790983158305,3,1,0,2,4,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x512,SEG,5,,101,4,72.45584412271572,6.8576100285835695,6,1,0,2,10,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x512,SEG,auto,,101,2,56.38477631085024,7.252137166394828,2,0,0,2,10,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x512,GRAPH7,5,1301.0,101,4,72.5,6.849974335174707,6,1,0,2,10,0,1.0
MITO,MITO_M2,MITO_M2_009_y512x512,GRAPH7,auto,1301.0,101,2,56.5,7.279834323896748,2,0,0,2,10,0,0.0
MITO,MITO_M2,MITO_M2_009_y512x512,JPEG,5,1250.0,101,11,250.61017305526644,7.087846204435546,20,5,2,8,26,0,0.33333333333333337
MITO,MITO_M2,MITO_M2_009_y512x512,JPEG,auto,1250.0,101,8,235.95331880577405,7.074658746485291,17,5,2,8,26,0,0.33333333333333337
MITO,MITO_M2,MITO_M2_010_y512x512,REF,5,,441,12,241.06601717798216,6.99704011301939,18,3,0,6,30,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x512,REF,auto,,441,9,213.99494936611666,7.2888623424924415,13,2,0,6,30,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x512,SEG,5,,441,23,491.2447327281724,7.015919583067138,35,6,0,8,54,0,0.2222222222222222
MITO,MITO_M2,MITO_M2_010_y512x512,SEG,auto,,441,17,449.61731573020285,7.023341400677265,23,3,0,8,54,0,0.4
MITO,MITO_M2,MITO_M2_010_y512x512,GRAPH7,5,4214.0,441,23,491.25,7.010122311812477,35,6,0,8,54,0,0.2222222222222222
MITO,MITO_M2,MITO_M2_010_y512x512,GRAPH7,auto,4214.0,441,17,449.25,7.021681718194354,23,3,0,8,54,0,0.4
MITO,MITO_M2,MITO_M2_010_y512x512,JPEG,5,4137.0,441,32,547.3868683519032,6.890024831812243,45,7,2,12,72,0,0.2
MITO,MITO_M2,MITO_M2_010_y512x512,JPEG,auto,4137.0,441,23,503.8599564173221,7.033444619714476,34,6,2,12,72,0,0.25
MITO,MITO_M2,MITO_M2_011_y0x256,REF,5,,96,3,195.26702730475876,6.112783639746603,8,3,1,5,9,0,1.0
MITO,MITO_M2,MITO_M2_011_y0x256,REF,auto,,96,3,190.0243866176395,6.100246169809701,6,2,1,5,9,0,1.0
MITO,MITO_M2,MITO_M2_011_y0x256,SEG,5,,96,4,93.18376618407356,6.65196053271752,4,0,0,0,8,0,0.0
MITO,MITO_M2,MITO_M2_011_y0x256,SEG,auto,,96,3,86.94112549695427,6.6809075570658045,3,0,0,0,8,0,0.0
MITO,MITO_M2,MITO_M2_011_y0x256,GRAPH7,5,1278.0,96,4,93.25000000000001,6.6345138328464754,4,0,0,0,8,0,0.0
MITO,MITO_M2,MITO_M2_011_y0x256,GRAPH7,auto,1278.0,96,3,87.00000000000001,6.644177182907286,3,0,0,0,8,0,0.0
MITO,MITO_M2,MITO_M2_011_y0x256,JPEG,5,1262.0,96,11,232.82337649086287,6.603483583180877,15,2,0,5,27,0,0.0
MITO,MITO_M2,MITO_M2_011_y0x256,JPEG,auto,1262.0,96,8,208.92388155425118,6.688906990888638,10,1,0,5,27,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x256,REF,5,,461,26,1220.0580079512683,5.481602865061142,41,9,3,24,70,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x256,REF,auto,,461,23,1202.643794388895,5.508142437796161,38,9,3,24,70,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x256,SEG,5,,461,23,579.1147904132612,7.333242426884343,31,4,0,7,53,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_011_y512x256,SEG,auto,,461,19,545.8010819142764,7.2565598395604844,21,1,0,7,53,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x256,GRAPH7,5,4387.0,461,23,579.75,7.318209705927432,31,4,0,7,53,0,0.15384615384615383
MITO,MITO_M2,MITO_M2_011_y512x256,GRAPH7,auto,4387.0,461,19,546.25,7.248944034098097,21,1,0,7,53,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x256,JPEG,5,4386.0,461,24,608.6711395993652,7.405509477212618,30,3,0,5,53,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x256,JPEG,auto,4386.0,461,18,554.558441227157,7.429874264027388,20,1,0,5,53,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,REF,5,,373,9,219.7523086789974,5.202656486130656,11,1,0,9,27,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x512,REF,auto,,373,9,219.7523086789974,5.202656486130656,11,1,0,9,27,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x512,SEG,5,,373,25,403.47518010647184,7.384965043342843,27,1,0,2,52,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,SEG,auto,,373,17,366.74725804511405,7.4356921684303705,19,1,0,2,52,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,GRAPH7,5,3430.0,373,25,403.5,7.353100926907137,27,1,0,2,52,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,GRAPH7,auto,3430.0,373,17,366.75,7.40825146286852,19,1,0,2,52,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,JPEG,5,3381.0,373,36,561.8132752230963,6.868795395668056,44,4,1,8,78,0,0.0
MITO,MITO_M2,MITO_M2_011_y512x512,JPEG,auto,3381.0,373,21,490.2152954766495,6.961900233644427,26,2,0,8,78,0,0.0
MITO,MITO_M2,MITO_M2_010_y512x0,REF,5,,361,7,610.730014102411,6.152474559908349,33,14,2,24,34,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x0,REF,auto,,361,7,599.7300141024109,6.179214199455982,29,12,2,24,34,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x0,SEG,5,,361,10,527.8305191657994,7.4854421771617865,26,9,3,12,26,0,0.08695652173913043
MITO,MITO_M2,MITO_M2_010_y512x0,SEG,auto,,361,8,500.10259710444143,7.384459873035779,18,6,3,12,26,0,0.1111111111111111
MITO,MITO_M2,MITO_M2_010_y512x0,GRAPH7,5,3293.0,361,10,528.25,7.515915222716264,26,9,3,10,26,0,0.08695652173913043
MITO,MITO_M2,MITO_M2_010_y512x0,GRAPH7,auto,3293.0,361,8,500.5,7.417236991713373,18,6,3,10,26,0,0.1111111111111111
MITO,MITO_M2,MITO_M2_010_y512x0,JPEG,5,3234.0,361,10,523.1025971044414,7.415797404184019,24,8,2,12,28,0,0.09090909090909091
MITO,MITO_M2,MITO_M2_010_y512x0,JPEG,auto,3234.0,361,7,495.13203435596427,7.470429489989622,17,6,2,12,28,0,0.1111111111111111
MITO,MITO_M2,MITO_M2_010_y512x256,REF,5,,657,36,1959.9839815465725,6.539832021638052,102,34,3,77,143,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x256,REF,auto,,657,28,1879.6997102991108,6.597977953520331,84,29,2,77,143,0,1.0
MITO,MITO_M2,MITO_M2_010_y512x256,SEG,5,,657,28,923.4062043356596,7.887839566381484,41,7,1,14,68,0,0.0975609756097561
MITO,MITO_M2,MITO_M2_010_y512x256,SEG,auto,,657,22,886.0214280248092,7.950870253880369,33,6,1,14,68,0,0.05714285714285715
MITO,MITO_M2,MITO_M2_010_y512x256,GRAPH7,5,6509.0,657,28,924.25,7.884670365621063,41,7,1,13,68,0,0.0975609756097561
MITO,MITO_M2,MITO_M2_010_y512x256,GRAPH7,auto,6509.0,657,22,886.5,7.948382441837628,33,6,1,13,68,0,0.05714285714285715
MITO,MITO_M2,MITO_M2_010_y512x256,JPEG,5,6450.0,657,28,1004.619407771256,7.847773343862637,47,10,1,16,70,0,0.13636363636363635
MITO,MITO_M2,MITO_M2_010_y512x256,JPEG,auto,6450.0,657,23,966.6488450227787,7.905880448158842,40,9,1,16,70,0,0.10526315789473684
MITO,MITO_M2,MITO_M2_011_y256x512,REF,5,,586,10,441.91883092036784,6.257456314331841,27,9,2,14,30,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x512,REF,auto,,586,7,426.26197667087547,6.25426438249357,22,8,1,14,30,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x512,SEG,5,,586,26,713.7838379715736,8.669840065044713,45,10,1,14,64,0,0.2105263157894737
MITO,MITO_M2,MITO_M2_011_y256x512,SEG,auto,,586,14,636.0142853498729,8.813710096531294,21,4,1,14,64,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_011_y256x512,GRAPH7,5,6173.0,586,26,714.75,8.65664754181603,45,10,1,13,64,0,0.2105263157894737
MITO,MITO_M2,MITO_M2_011_y256x512,GRAPH7,auto,6173.0,586,14,636.75,8.79809583825934,21,4,1,13,64,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_011_y256x512,JPEG,5,6051.0,586,25,707.7127701597078,8.586547897383747,44,10,2,14,60,0,0.2105263157894737
MITO,MITO_M2,MITO_M2_011_y256x512,JPEG,auto,6051.0,586,14,621.9432175380075,8.714275370436741,24,6,2,14,60,0,0.28571428571428575
MITO,MITO_M2,MITO_M2_011_y512x0,REF,5,,350,9,749.9554108468271,5.625771106407799,43,19,4,31,41,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x0,REF,auto,,350,8,732.7127701597079,5.6194004113609415,38,17,4,31,41,0,1.0
MITO,MITO_M2,MITO_M2_011_y512x0,SEG,5,,350,12,454.3330444827409,8.457053996457429,26,8,2,10,30,0,0.14814814814814814
MITO,MITO_M2,MITO_M2_011_y512x0,SEG,auto,,350,9,427.77669529663683,8.580781382684583,19,6,2,10,30,0,0.1739130434782609
MITO,MITO_M2,MITO_M2_011_y512x0,GRAPH7,5,3425.0,350,12,454.25,8.500475159311405,26,8,2,10,30,0,0.14814814814814814
MITO,MITO_M2,MITO_M2_011_y512x0,GRAPH7,auto,3425.0,350,9,428.0,8.620781232947717,19,6,2,10,30,0,0.1739130434782609
MITO,MITO_M2,MITO_M2_011_y512x0,JPEG,5,3368.0,350,11,487.2619766708754,8.249733367395624,24,7,2,13,31,0,0.15384615384615385
MITO,MITO_M2,MITO_M2_011_y512x0,JPEG,auto,3368.0,350,10,464.19090885900994,8.270658234580768,19,5,2,13,31,0,0.0909090909090909
MITO,MITO_M2,MITO_M2_011_y256x0,REF,5,,316,11,534.3452377915605,5.865364980962107,17,3,0,9,31,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x0,REF,auto,,316,9,528.1025971044412,5.883898248965316,15,3,0,9,31,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x0,SEG,5,,316,12,439.57568516986026,7.6485640280946505,18,3,0,4,28,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_011_y256x0,SEG,auto,,316,9,410.0193359837562,7.704020424548707,11,1,0,4,28,0,0.5
MITO,MITO_M2,MITO_M2_011_y256x0,GRAPH7,5,3439.0,316,12,440.0,7.619300543698825,18,3,0,4,28,0,0.3333333333333333
MITO,MITO_M2,MITO_M2_011_y256x0,GRAPH7,auto,3439.0,316,9,410.25,7.6614568354337,11,1,0,4,28,0,0.5
MITO,MITO_M2,MITO_M2_011_y256x0,JPEG,5,3401.0,316,13,466.98989873223326,7.541846417516826,23,5,0,7,33,0,0.25
MITO,MITO_M2,MITO_M2_011_y256x0,JPEG,auto,3401.0,316,9,410.9482681718907,7.562520866136603,11,1,0,7,33,0,0.5
MITO,MITO_M2,MITO_M2_011_y256x256,REF,5,,528,33,1561.5676759431467,5.630323271540447,56,12,2,39,101,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x256,REF,auto,,528,28,1507.9108216936543,5.651734852655281,45,9,2,39,101,0,1.0
MITO,MITO_M2,MITO_M2_011_y256x256,SEG,5,,528,31,587.5584412271572,7.321920237436081,37,3,0,9,71,0,0.0
MITO,MITO_M2,MITO_M2_011_y256x256,SEG,auto,,528,23,538.173664916307,7.15595211769337,29,3,0,9,71,0,0.0
MITO,MITO_M2,MITO_M2_011_y256x256,GRAPH7,5,5454.0,528,31,588.0,7.321160955227634,37,3,0,9,71,0,0.0
MITO,MITO_M2,MITO_M2_011_y256x256,GRAPH7,auto,5454.0,528,23,538.25,7.148869608723682,29,3,0,9,71,0,0.0
MITO,MITO_M2,MITO_M2_011_y256x256,JPEG,5,5411.0,528,35,703.4406922210658,7.30917942079483,53,9,1,12,80,0,0.09523809523809525
MITO,MITO_M2,MITO_M2_011_y256x256,JPEG,auto,5411.0,528,26,604.5290039756344,7.3315998876414135,30,2,0,12,80,0,0.0
MITO,MITO_M2,MITO_M2_010_y256x256,REF,5,,470,34,1317.9280656363574,6.5079478761310945,99,33,3,66,128,0,1.0
MITO,MITO_M2,MITO_M2_010_y256x256,REF,auto,,470,27,1205.158513014657,6.589521929548015,74,24,3,66,128,0,1.0
MITO,MITO_M2,MITO_M2_010_y256x256,SEG,5,,470,27,528.286363288515,7.1489428017959815,33,3,0,8,62,0,0.1111111111111111
MITO,MITO_M2,MITO_M2_010_y256x256,SEG,auto,,470,22,476.2447327281724,7.163538345421719,24,1,0,8,62,0,0.0
MITO,MITO_M2,MITO_M2_010_y256x256,GRAPH7,5,4673.0,470,27,529.0,7.158393350674585,33,3,0,8,62,0,0.1111111111111111
MITO,MITO_M2,MITO_M2_010_y256x256,GRAPH7,auto,4673.0,470,22,476.75,7.168083550093037,24,1,0,8,62,0,0.0
MITO,MITO_M2,MITO_M2_010_y256x256,JPEG,5,4673.0,470,28,543.4284989122459,7.15021348604021,40,6,1,12,66,0,0.05128205128205128
MITO,MITO_M2,MITO_M2_010_y256x256,JPEG,auto,4673.0,470,20,483.730014102411,7.107943801556091,24,2,1,12,66,0,0.0
MITO,MITO_M2,MITO_M2_010_y256x512,REF,5,,476,10,626.9137802864844,7.14192893624414,35,12,2,25,41,0,1.0
MITO,MITO_M2,MITO_M2_010_y256x512,REF,auto,,476,7,596.4284989122459,7.190595929700349,27,10,1,25,41,0,1.0
MITO,MITO_M2,MITO_M2_010_y256x512,SEG,5,,476,20,592.6122650963196,8.540786674967249,32,6,0,11,51,0,0.2222222222222222
MITO,MITO_M2,MITO_M2_010_y256x512,SEG,auto,,476,11,553.3990616607231,8.619368503703265,21,5,0,11,51,0,0.26666666666666666
MITO,MITO_M2,MITO_M2_010_y256x512,GRAPH7,5,5865.0,476,20,593.25,8.485299905299609,32,6,0,10,51,0,0.2222222222222222
MITO,MITO_M2,MITO_M2_010_y256x512,GRAPH7,auto,5865.0,476,11,553.75,8.571907548003251,21,5,0,10,51,0,0.26666666666666666
MITO,MITO_M2,MITO_M2_010_y256x512,JPEG,5,5678.0,476,20,639.7544007200505,8.353900524949237,37,9,1,10,48,0,0.28571428571428575
MITO,MITO_M2,MITO_M2_010_y256x512,JPEG,auto,5678.0,476,13,573.0559159102154,8.363489367231862,21,4,0,10,48,0,0.14285714285714288
MITO,MITO_M2,MITO_M2_012_y0x512,REF,5,,393,23,939.4650788387053,7.129365162184592,62,20,2,35,77,0,1.0
MITO,MITO_M2,MITO_M2_012_y0x512,REF,auto,,393,18,859.2518754031089,7.16974643834304,41,12,2,35,77,0,1.0
MITO,MITO_M2,MITO_M2_012_y0x512,SEG,5,,393,20,480.4163056034263,6.8518539186406,30,5,1,7,45,0,0.08000000000000002
MITO,MITO_M2,MITO_M2_012_y0x512,SEG,auto,,393,14,461.10259710444143,6.826531609465658,24,5,1,7,45,0,0.11764705882352941
MITO,MITO_M2,MITO_M2_012_y0x512,GRAPH7,5,3813.0,393,20,480.25,6.87731062820722,30,5,1,6,45,0,0.08000000000000002
MITO,MITO_M2,MITO_M2_012_y0x512,GRAPH7,auto,3813.0,393,14,461.25,6.859702825191884,24,5,1,6,45,0,0.11764705882352941
MITO,MITO_M2,MITO_M2_012_y0x512,JPEG,5,3802.0,393,24,527.4284989122459,6.838254423573245,30,3,0,5,53,0,0.08695652173913045
MITO,MITO_M2,MITO_M2_012_y0x512,JPEG,auto,3802.0,393,18,501.70057685088807,6.892009135243979,24,3,0,5,53,0,0.13333333333333333
MITO,MITO_M2,MITO_M2_012_y256x0,REF,5,,171,2,243.46803743153544,8.416460544494583,9,4,1,7,9,0,1.0
MITO,MITO_M2,MITO_M2_012_y256x0,REF,auto,,171,1,222.15432893255064,8.801657652584158,6,3,1,7,9,0,1.0
MITO,MITO_M2,MITO_M2_012_y256x0,SEG,5,,171,4,238.6812408671319,9.767351116119936,11,4,1,4,10,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x0,SEG,auto,,171,3,232.8528137423857,9.879309523328882,10,4,1,4,10,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x0,GRAPH7,5,1913.0,171,4,239.0,9.787699347887814,11,4,1,4,10,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x0,GRAPH7,auto,1913.0,171,3,223.5,9.960370614882303,8,3,1,4,10,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x0,JPEG,5,1894.0,171,2,240.7523086789974,9.032914745151338,11,5,1,7,9,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x0,JPEG,auto,1894.0,171,2,225.2670273047588,9.055981343162815,9,4,1,7,9,0,0.0
MITO,MITO_M2,MITO_M2_012_y256x256,REF,5,,223,8,196.71067811865476,7.3399328718999834,16,5,2,6,19,0,1.0
MITO,MITO_M2,MITO_M2_012_y256x256,REF,auto,,223,5,165.0538238691624,7.769663419436162,9,3,2,6,19,0,1.0
MITO,MITO_M2,MITO_M2_012_y256x256,SEG,5,,223,8,270.8650070512055,8.395057442789163,13,3,1,5,19,0,0.0
