dataset,group,id,arm,L,bytes,structure_bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w640,GRAPH7,5,3108.0,280,18,277.75,5.501201035416321,21,2,1,3,38,0,0.15384615384615385
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w640,GRAPH7,auto,3108.0,280,12,251.75,5.517644316166902,15,2,1,3,38,0,0.15384615384615385
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w640,JPEG,5,3090.0,280,12,248.8233764908628,5.343507214960076,17,3,1,6,28,0,0.14814814814814814
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w640,JPEG,auto,3090.0,280,10,243.40916292848982,5.349511408821601,15,3,1,6,28,0,0.14814814814814814
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,REF,5,,342,21,798.239682094289,5.2510895492541225,56,20,5,31,63,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,REF,auto,,342,18,782.9970414071696,5.27375359559515,51,19,5,31,63,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,SEG,5,,342,14,382.63455967290594,5.570612605721058,24,6,2,9,33,0,0.07692307692307691
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,SEG,auto,,342,11,371.56349186104046,5.591576804842039,21,6,2,9,33,0,0.08
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,GRAPH7,5,3544.0,342,14,382.5,5.560807132873636,24,6,2,9,33,0,0.07692307692307691
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,GRAPH7,auto,3544.0,342,11,371.5,5.585948817051958,21,6,2,9,33,0,0.08
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,JPEG,5,3470.0,342,12,592.9015869776648,5.479698093988595,37,15,5,20,34,0,0.5142857142857143
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h128_w896,JPEG,auto,3470.0,342,11,587.6589462905455,5.4868055499187465,36,15,5,20,34,0,0.5294117647058824
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,REF,5,,1216,15,1953.4103884177655,5.2376396927485285,108,52,14,73,75,0,1.0
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,REF,auto,,1216,11,1937.3393206059002,5.243954469671208,104,52,14,73,75,0,1.0
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,SEG,5,,1216,14,1890.5453813665604,7.210646835329447,103,49,11,57,63,0,0.4554455445544554
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,SEG,auto,,1216,9,1839.0895372438445,7.215298764082301,90,45,11,57,63,0,0.4536082474226804
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,GRAPH7,5,12450.0,1216,14,1891.5,7.245214260408972,103,49,11,55,63,0,0.4554455445544554
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,GRAPH7,auto,12450.0,1216,9,1840.0,7.250330030969252,90,45,11,55,63,0,0.4536082474226804
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,JPEG,5,12399.0,1216,15,1860.7169542418137,7.238982454084075,100,47,11,55,63,0,0.4444444444444444
HUMAN,HUMAN_4b,HUMAN_4b_y512x512,JPEG,auto,12399.0,1216,10,1811.261110119098,7.251087997369148,87,43,11,55,63,0,0.4421052631578947
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,REF,5,,632,17,898.938166904124,4.595248133349115,34,9,1,15,47,0,1.0
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,REF,auto,,632,15,900.352380466497,4.595344899943752,34,10,1,15,47,0,1.0
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,SEG,5,,632,11,1009.1513703397204,6.472032519441264,38,14,1,21,41,0,0.34782608695652173
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,SEG,auto,,632,11,1002.7371567773473,6.485118304692137,36,13,1,21,41,0,0.34782608695652173
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,GRAPH7,5,7273.0,632,11,1009.75,6.48654035577619,38,14,1,20,41,0,0.34782608695652173
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,GRAPH7,auto,7273.0,632,11,1003.25,6.496171566653385,36,13,1,20,41,0,0.34782608695652173
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,JPEG,5,7177.0,632,10,997.4945160902282,6.47251615366167,35,13,1,19,37,0,0.4545454545454546
HUMAN,HUMAN_4b,HUMAN_4b_y512x768,JPEG,auto,7177.0,632,10,991.080302527855,6.442078341696901,33,12,1,19,37,0,0.45454545454545453
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,REF,5,,406,11,577.7838379715731,8.58059361468297,21,5,0,5,27,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,REF,auto,,406,11,564.9554108468269,8.595691828603616,17,3,0,5,27,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,SEG,5,,406,10,702.8965363437812,8.287812348565183,23,7,1,9,27,0,0.6666666666666666
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,SEG,auto,,406,10,696.4823227814081,8.27632554367746,21,6,1,9,27,0,0.4444444444444444
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,GRAPH7,5,5735.0,406,10,703.5,8.2789279048556,23,7,1,9,27,0,0.6666666666666666
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,GRAPH7,auto,5735.0,406,10,697.0,8.276866256909491,21,6,1,9,27,0,0.4444444444444444
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,JPEG,5,5714.0,406,10,699.4112549695427,8.303462369368773,20,6,2,8,24,0,0.5454545454545454
CBMI,CBMI_002t1,CBMI_002t1_h128_w128,JPEG,auto,5714.0,406,10,699.4112549695427,8.303462369368773,20,6,2,8,24,0,0.4444444444444444
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,REF,5,,691,13,657.6711395993651,8.433447074904842,18,3,1,6,30,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,REF,auto,,691,12,642.4284989122459,8.482015240898418,17,3,1,6,30,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,SEG,5,,691,24,1154.6316010800758,8.640881544491195,43,10,1,10,56,0,0.4615384615384615
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,SEG,auto,,691,22,1123.732106143464,8.646367028447855,37,8,1,10,56,0,0.5454545454545454
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,GRAPH7,5,9166.0,691,24,1154.25,8.60127936561702,43,10,1,10,56,0,0.4615384615384615
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,GRAPH7,auto,9166.0,691,22,1123.5,8.614231604595858,37,8,1,10,56,0,0.5454545454545454
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,JPEG,5,9151.0,691,25,1099.2762620207484,8.752700608015193,44,10,1,10,58,0,0.4615384615384615
CBMI,CBMI_002t1,CBMI_002t1_h128_w384,JPEG,auto,9151.0,691,23,1065.3767670841364,8.767477825272774,36,7,1,10,58,0,0.6
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,REF,5,,248,10,356.6173157302027,9.547677558725145,12,1,0,2,22,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,REF,auto,,248,5,331.0609665440986,9.682933852234992,7,1,0,2,22,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,SEG,5,,248,9,436.5290039756341,8.914708072817227,12,2,1,2,18,0,0.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,SEG,auto,,248,6,422.04372260139553,8.97048829924044,9,2,1,2,18,0,0.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,GRAPH7,5,4161.0,248,9,436.5,8.871678302796665,12,2,1,2,18,0,0.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,GRAPH7,auto,4161.0,248,6,421.99999999999994,8.930361562015982,9,2,1,2,18,0,0.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,JPEG,5,4051.0,248,8,432.80108191427627,8.54880946997857,11,2,1,2,16,0,0.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w384,JPEG,auto,4051.0,248,6,423.55844122715695,8.553656866286058,9,2,1,2,16,0,0.0
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,REF,5,,531,14,452.0315292925759,7.64833905905169,18,2,1,5,31,0,1.0
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,REF,auto,,531,12,445.2031021678297,7.656315177058182,16,2,1,5,31,0,1.0
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,SEG,5,,531,14,868.4528855298853,9.511284942973164,34,11,3,13,35,0,0.15384615384615385
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,SEG,auto,,531,12,830.6538956566621,9.507522038548817,26,8,3,13,35,0,0.2
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,GRAPH7,5,6964.0,531,14,868.5,9.522074722100973,34,11,3,13,35,0,0.15384615384615385
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,GRAPH7,auto,6964.0,531,12,830.5,9.522900389330236,26,8,3,13,35,0,0.2
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,JPEG,5,6897.0,531,14,876.2813126546316,9.399533568590922,32,11,4,14,34,0,0.0
CBMI,CBMI_003t01,CBMI_003t01_h128_w128,JPEG,auto,6897.0,531,11,840.1391770309006,9.3869265310861,26,9,4,14,34,0,0.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,REF,5,,459,26,983.3107499061543,4.881729226598216,134,62,26,130,133,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,REF,auto,,459,18,985.796031280393,4.873411996693877,133,65,26,130,133,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,SEG,5,,459,20,576.445742854949,6.586449911598968,35,8,1,10,48,0,0.1714285714285714
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,SEG,auto,,459,15,530.9898987322333,6.544181312044474,22,4,1,10,48,0,0.11594202898550725
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,GRAPH7,5,4944.0,459,20,577.5,6.5928682141968755,35,8,1,10,48,0,0.1714285714285714
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,GRAPH7,auto,4944.0,459,15,532.0,6.550055707374621,22,4,1,10,48,0,0.11594202898550725
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,JPEG,5,4834.0,459,17,572.2741699796953,6.171477361148852,33,9,2,13,43,0,0.22535211267605634
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w384,JPEG,auto,4834.0,459,12,538.8893936688451,6.148506950344514,26,8,2,13,43,0,0.1917808219178082
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,REF,5,,1117,63,2244.1088732276007,4.511349066058945,210,92,46,214,252,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,REF,auto,,1117,54,2282.4225817265856,4.506596817108565,222,103,46,214,252,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,SEG,5,,1117,43,1610.6925676241744,5.809818548626349,80,21,5,29,105,0,0.2831858407079646
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,SEG,auto,,1117,40,1588.6214998123091,5.79950659518337,71,18,5,29,105,0,0.24793388429752064
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,GRAPH7,5,10752.0,1117,43,1611.0,5.805410780414946,80,21,5,29,105,0,0.2831858407079646
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,GRAPH7,auto,10752.0,1117,40,1583.0,5.794156709563595,69,17,5,29,105,0,0.23333333333333334
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,JPEG,5,10595.0,1117,41,1765.4743135546946,5.824742498152984,77,21,6,31,101,0,0.26548672566371684
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w640,JPEG,auto,10595.0,1117,38,1739.3321779309638,5.807893054049239,68,18,6,31,101,0,0.23140495867768593
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,REF,5,,584,21,993.3473298326138,7.154054465586557,66,26,8,34,61,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,REF,auto,,584,14,939.8914857098982,7.158323889363205,53,23,8,34,61,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,SEG,5,,584,15,829.6782822743016,6.07448395788238,43,15,2,20,46,0,0.4878048780487804
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,SEG,auto,,584,15,823.8498551495554,6.068824893511769,41,14,2,20,46,0,0.4324324324324324
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,GRAPH7,5,6247.0,584,15,830.5,6.094580758145962,43,15,2,20,46,0,0.4878048780487804
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,GRAPH7,auto,6247.0,584,15,824.75,6.08826834754801,41,14,2,20,46,0,0.4324324324324324
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,JPEG,5,6226.0,584,17,829.4356415871824,6.031769325996387,44,15,3,19,47,0,0.43902439024390244
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w384,JPEG,auto,6226.0,584,15,825.0214280248093,6.02966219093594,42,15,3,19,47,0,0.4210526315789474
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,REF,5,,883,38,1889.1849916733495,5.931702948018811,107,41,15,76,123,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,REF,auto,,883,28,1848.9717882377531,5.929730908522669,95,40,15,76,123,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,SEG,5,,883,30,1506.6631303726515,5.282406193758884,51,11,2,15,71,1,0.19230769230769232
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,SEG,auto,,883,26,1490.3494218736666,5.274282717694532,45,10,2,15,71,1,0.2
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,GRAPH7,5,10095.0,883,30,1507.5,5.274021233369215,51,11,2,15,71,1,0.19230769230769232
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,GRAPH7,auto,10095.0,883,26,1491.0,5.266574117574843,45,10,2,15,71,1,0.2
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,JPEG,5,9953.0,883,31,1607.7047609329943,5.198690132103551,51,11,2,17,75,0,0.19230769230769232
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h384_w640,JPEG,auto,9953.0,883,28,1600.462120245875,5.190313305229173,48,11,2,17,75,0,0.196078431372549
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,REF,5,,743,13,746.9676041556469,8.98500071484039,36,12,1,17,41,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,REF,auto,,743,10,714.9970414071698,8.930326705190193,29,10,1,17,41,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,SEG,5,,743,16,1193.3473298326137,8.705374726008557,58,23,4,25,49,0,0.4
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,SEG,auto,,743,12,1138.1341263970173,8.706761242981074,46,19,4,25,49,0,0.3448275862068966
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,GRAPH7,5,8763.0,743,16,1194.5,8.71271335892175,58,23,4,24,49,0,0.4
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,GRAPH7,auto,8763.0,743,12,1148.0,8.71820600865217,46,19,4,24,49,0,0.3448275862068966
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,JPEG,5,8631.0,743,16,1200.2468247692252,8.559080830874468,55,21,3,23,49,0,0.4242424242424242
CBMI,CBMI_002t1,CBMI_002t1_h128_w640,JPEG,auto,8631.0,743,12,1161.2762620207484,8.549129396265299,45,18,3,23,49,0,0.35714285714285715
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,REF,5,,469,11,782.3645737753166,9.863476155392387,17,4,2,6,24,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,REF,auto,,469,9,770.7077195258241,9.900028750014513,15,4,2,6,24,0,1.0
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,SEG,5,,469,11,863.2346314604057,9.168448476868889,23,8,4,11,25,0,0.6666666666666666
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,SEG,auto,,469,10,840.3351365237938,9.174239329449923,18,6,4,11,25,0,0.6
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,GRAPH7,5,7039.0,469,11,863.75,9.190420479329019,23,8,4,11,25,0,0.6666666666666666
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,GRAPH7,auto,7039.0,469,10,840.75,9.193362296504606,18,6,4,11,25,0,0.6
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,JPEG,5,7007.0,469,11,883.5483399593904,8.940756518595727,25,9,4,9,23,0,0.6153846153846153
CBMI,CBMI_002t1,CBMI_002t1_h384_w128,JPEG,auto,7007.0,469,9,867.4772721475248,8.970078861575962,21,8,4,9,23,0,0.6666666666666666
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,REF,5,,339,29,605.6122650963196,5.713108203359342,36,4,1,14,70,0,1.0
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,REF,auto,,339,25,591.1269837220809,5.675110680914521,32,4,1,14,70,0,1.0
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,SEG,5,,339,20,429.58787847867995,5.266463349163359,24,2,0,2,42,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,SEG,auto,,339,19,428.17366491630685,5.255434685394185,23,2,0,2,42,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,GRAPH7,5,4007.0,339,20,430.0,5.2285202738679395,24,2,0,2,42,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,GRAPH7,auto,4007.0,339,19,428.5,5.219693623718119,23,2,0,2,42,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,JPEG,5,3979.0,339,22,432.2447327281724,5.151967548264379,26,2,0,2,46,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_3,CBMI_Captured_CSU488_3_h896_w640,JPEG,auto,3979.0,339,21,430.8305191657993,5.140631060521821,25,2,0,2,46,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,REF,5,,333,17,1260.7615433949868,4.53937933136158,108,55,20,80,75,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,REF,auto,,333,13,1249.9331162702406,4.544280276161881,104,55,20,80,75,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,SEG,5,,333,9,484.26197667087547,6.4444040229757675,20,6,1,8,24,0,0.13114754098360654
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,SEG,auto,,333,9,467.7766952966369,6.382385255069575,14,3,1,8,24,0,0.06896551724137931
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,GRAPH7,5,4434.0,333,9,484.75,6.419915196230397,20,6,1,8,24,0,0.13114754098360654
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,GRAPH7,auto,4434.0,333,9,468.0,6.3604908163009295,14,3,1,8,24,0,0.06896551724137931
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,JPEG,5,4308.0,333,13,406.32085117392114,6.262332563036139,21,4,0,9,35,0,0.10169491525423728
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h128_w640,JPEG,auto,4308.0,333,10,393.2497833620556,6.317294285062518,18,4,0,9,35,0,0.10169491525423728
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,REF,5,,704,34,1142.7564927611038,4.508768948233845,76,23,13,48,91,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,REF,auto,,704,30,1129.685424949238,4.5103405342013465,72,23,12,48,91,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,SEG,5,,704,26,1051.4600282048218,5.961151106586441,55,16,3,19,65,0,0.5128205128205128
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,SEG,auto,,704,20,1020.6610383315987,5.9375031970321865,47,15,3,19,65,0,0.47368421052631576
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,GRAPH7,5,7803.0,704,26,1052.25,5.944176976667991,55,16,3,18,65,0,0.5128205128205128
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,GRAPH7,auto,7803.0,704,20,1021.5,5.9193622082381285,47,15,3,18,65,0,0.47368421052631576
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,JPEG,5,7749.0,704,30,1093.5016587651646,5.9134524515140345,65,18,1,21,79,0,0.4878048780487805
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h640_w896,JPEG,auto,7749.0,704,24,1056.288455329568,5.908793325251094,53,15,1,21,79,0,0.47368421052631576
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,REF,5,,517,22,829.1391770309006,4.430407025036276,54,18,5,28,62,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,REF,auto,,517,21,825.7249634685274,4.435110425364974,53,18,5,28,62,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,SEG,5,,517,13,671.4995667241114,6.095830295063807,40,15,3,18,38,0,0.606060606060606
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,SEG,auto,,517,11,655.8427124746191,6.053037576360703,34,13,3,18,38,0,0.5806451612903226
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,GRAPH7,5,5023.0,517,13,672.0,6.1234910008662276,40,15,3,18,38,0,0.606060606060606
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,GRAPH7,auto,5023.0,517,11,656.25,6.0859048226722,34,13,3,18,38,0,0.5806451612903226
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,JPEG,5,4999.0,517,14,711.2274887854693,5.868648230811685,46,18,5,23,41,0,0.6111111111111112
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w640,JPEG,auto,4999.0,517,12,698.98484809835,5.85165663825263,42,17,5,23,41,0,0.5714285714285715
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,REF,5,,580,18,588.2985565973347,10.287935634016264,24,3,2,9,41,0,1.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,REF,auto,,580,10,513.7005768508881,10.17174449834823,12,1,2,9,41,0,1.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,SEG,5,,580,19,947.4234482783625,9.717343870777372,33,8,5,13,41,1,0.18181818181818182
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,SEG,auto,,580,16,906.8670990922585,9.74743567434214,26,6,5,13,41,1,0.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,GRAPH7,5,8288.0,580,19,947.75,9.709095983069385,33,8,5,12,41,1,0.18181818181818182
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,GRAPH7,auto,8288.0,580,16,907.0,9.745416357024641,26,6,5,12,41,1,0.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,JPEG,5,8037.0,580,18,1001.636651713959,9.689820314795078,37,10,5,13,40,2,0.15384615384615383
CBMI,CBMI_004t01,CBMI_004t01_h128_w128,JPEG,auto,8037.0,580,14,943.352380466497,9.710129559006281,25,6,5,13,40,2,0.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,REF,5,,663,17,950.4772721475249,8.836928510249924,40,13,5,17,41,0,1.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,REF,auto,,663,15,903.8498551495552,8.861347460374853,28,8,5,17,41,0,1.0
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,SEG,5,,663,19,1066.4183976444792,8.36681733753096,39,11,2,14,48,0,0.41666666666666663
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,SEG,auto,,663,17,1032.6904755831213,8.342219060759097,31,8,2,14,48,0,0.375
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,GRAPH7,5,8159.0,663,19,1067.25,8.35078681001292,39,11,2,14,48,0,0.41666666666666663
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,GRAPH7,auto,8159.0,663,17,1033.5,8.334569922255374,31,8,2,14,48,0,0.375
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,JPEG,5,8070.0,663,19,1059.1757569573597,8.278645314445113,40,11,1,13,49,0,0.41666666666666663
CBMI,CBMI_004t01,CBMI_004t01_h128_w384,JPEG,auto,8070.0,663,17,1006.6194077712557,8.212106506732036,26,5,1,13,49,0,0.4615384615384615
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,REF,5,,438,44,1788.4276323604688,4.710848793370895,116,40,14,70,132,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,REF,auto,,438,41,1783.013418798096,4.715834280429356,115,41,14,70,132,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,SEG,5,,438,20,500.9604614807105,6.085591961792319,32,6,0,12,52,0,0.13043478260869565
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,SEG,auto,,438,17,481.889393668845,6.112428822220133,29,6,0,12,52,0,0.1276595744680851
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,GRAPH7,5,4771.0,438,20,501.5,6.030380972929452,32,6,0,11,52,0,0.13043478260869565
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,GRAPH7,auto,4771.0,438,17,482.5,6.049452969790923,29,6,0,11,52,0,0.1276595744680851
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,JPEG,5,4673.0,438,32,789.1808075912435,5.779286199075748,54,11,0,16,80,0,0.1176470588235294
