filename,gt_iou,seg_iou,seg_f1,seg_precision,seg_recall,gt_fg_ssim,gt_fg_psnr,ng_fg_ssim,ng_fg_psnr,ng_iou,ng_topo_q,topo_preservation,ng_psnr,ng_ssim,ng_bytes,graph_n_components,graph_n_cycles,graph_n_junctions,graph_n_endpoints,graph_mean_degree,graph_complexity,n_nodes,n_edges,total_edge_length,mean_width_px,mean_curvature,delta_gt_iou,delta_gt_fg_psnr,delta_gt_fg_ssim,delta_fg_ssim,delta_iou,total_time_ms,ng_recon_iou,ng_n_components,ng_n_cycles,ng_euler_characteristic,ng_n_junctions,ng_n_endpoints,ng_mean_degree,ng_graph_complexity,ng_seg_beta_0,ng_seg_beta_1,graph_n_nodes,graph_n_edges,graph_n_sampled,graph_mean_edge_length,graph_mean_width,graph_total_edge_length,graph_mean_curvature,png_bytes,ng_vs_png,ng_vs_raw,image_shape,image_pixels,image_type,segmenter,n_points,n_structures,jpeg_quality,jpeg_bytes,jpeg_psnr,jpeg_ssim,jpeg_fg_psnr,jpeg_fg_ssim,jpeg_iou,jpeg_topo_q,jpeg_beta_0,jpeg_beta_1,jpeg_betti_preservation,webp_quality,webp_bytes,webp_psnr,webp_ssim,webp_fg_ssim,webp_fg_psnr,webp_topo_q,webp_iou,jp2_bytes,jp2_psnr,jp2_ssim,jp2_fg_ssim,jp2_fg_psnr,jp2_topo_q,jp2_iou,delta_fg_psnr,delta_topo_q,delta_psnr,delta_ssim,gt_available,gt_topology_q,recon_topology_q,jpeg_gt_iou,jpeg_gt_fg_psnr,jpeg_gt_fg_ssim,stem
im0001.png,0.08592452371569888,0.6216297880252882,0.766672877639066,0.7435362802335279,0.7912956004615521,0.9953344813122816,29.952749906500408,0.9983412973907735,34.23454093517208,1.0,0.9999999999904391,0.8155197313039573,24.870850749926213,0.7213035701593408,25230,6,241,470,97,2.1355638880876837,40.166666666666664,3467,3702,8976.479215511848,2.4109008087697896,0.10734158685914186,-0.006620097168688346,-13.562238502034553,-0.004357051534080614,-0.0014203997678156055,0.8995631631138563,24035.324811935425,0.09784593321949453,6,241,-235,470,97,2.1355638880876837,40.166666666666664,6,24,3467,3702,2900,2.424764779986979,2.4109008087697896,8976.479215511848,0.10734158685914186,185340,7.346016646848989,16.78557273087594,605x700,423500,sparse,Learned,3587,6,70,24836,43.376668215448156,0.9658061263387674,43.39965910484758,0.9997616971585891,0.10043683688614372,0.9921904957472337,29,62,0.0,88,22434,43.79541937333865,0.9687034530438167,0.9997316725245002,43.1981053134409,0.9934469591617848,0.10043785589971123,3290,37.09333005076682,0.9102752518771599,0.9984886621547253,33.88058944872295,0.9997514831728921,0.10211689522034349,-9.165118169675502,0.007809504243205367,-18.505817465521943,-0.24450255617942662,True,1.0,0.8155197313039573,0.09254462088438722,43.51498840853496,0.9996915328463623,im0001
im0002.png,0.0673793536009445,0.6298830909609353,0.7729181245626312,0.7629079606285616,0.7831944690657685,0.9980683962056274,31.791931474922492,0.9988768698982468,35.22723909842479,1.0,0.9999999007589686,0.8176708570660035,26.007407992669826,0.76157712382198,22852,7,125,249,57,2.0665351000845784,17.857142857142858,3547,3665,6668.181525466264,2.5503583183280507,0.08737872185616663,-0.000724480503187977,-11.706908578668099,-0.0017794227292126097,-0.0009042495408865259,0.9332569542742295,17062.877655029297,0.06624541939513055,7,125,-118,249,57,2.0665351000845784,17.857142857142858,7,18,3547,3665,3241,1.8194219714778286,2.5503583183280507,6668.181525466264,0.08737872185616663,187261,8.194512515315946,18.532294766322423,605x700,423500,dense,Learned,3747,7,70,22524,43.057305217937476,0.9624081857982023,43.25506647942612,0.9997811194391333,0.0667430457257705,0.9526737256760874,58,124,0.0,87,20746,43.40515585576203,0.9667855998602649,0.9997668669001382,42.93964607748649,0.9938652938755902,0.0675252824770585,3815,38.223480560616245,0.9267834039189766,0.9990258635146991,35.80172411123613,0.9783414057699767,0.06995192307692308,-8.02782738100133,0.04732617508288117,-17.04989722526765,-0.20083106197622236,True,1.0,0.8176708570660035,0.06810383410413248,43.49884005359059,0.99984781893484,im0002
im0003.png,0.07399650263632072,0.6637386038464098,0.797888084476621,0.8090197509834935,0.7870585914381535,0.9978990391912569,29.331624643519273,0.9988127516817242,33.709714814897275,1.0,0.9999999999998631,0.9999896471560465,24.21150857713579,0.7146376973431718,17364,2,113,208,42,2.1032558139534885,56.5,2150,2261,5386.771374480527,2.629799172989158,0.09850182599691738,-0.0013469587567774277,-11.159466398807698,-0.0018837538697679124,-0.0008914943700256694,0.9267992479308407,15027.186632156372,0.07180902350633374,2,113,-111,208,42,2.1032558139534885,56.5,3,16,2150,2261,1900,2.3824729652722585,2.629799172989158,5386.771374480527,0.09850182599691738,189690,10.924326192121631,24.38954158028104,605x700,423500,sparse,Learned,2270,3,43,17074,41.0820470366422,0.9522248954958059,40.34785291242697,0.9997042460517499,0.07320075206915935,1.0,2,55,0.0,83,16980,42.61615384104318,0.9635125406660445,0.9997967571852648,41.57021858942774,1.0,0.07388736206066908,22299,43.05269396435541,0.9664941698759512,0.9998323503707277,42.67282102350517,0.999999999499293,0.07237103607402884,-6.638138097529698,-1.368904989362818e-13,-16.870538459506413,-0.23758719815263407,True,0.9999984230216836,0.9999880701940563,0.07534346139309815,40.49109104232697,0.9997827930610248,im0003
im0004.png,0.09075445921764061,0.6065455554014699,0.7550928803259445,0.8243431716235063,0.6965758878802357,0.9964644593660065,29.655710626090368,0.999106942008468,34.636985887172905,1.0,0.9997387414426984,0.9628423701450236,24.9419869541568,0.7666580470449338,20042,12,102,221,71,2.0631357418449667,8.5,2851,2941,6740.281097023469,2.289109723353043,0.0960640988343197,0.0006104277363160604,-15.60580509442596,-0.003370534798796787,-0.0008022832378464795,0.9242377192204182,14658.600568771362,0.07854919391057905,12,102,-90,221,71,2.0631357418449667,8.5,14,7,2851,2941,2559,2.291833082972966,2.289109723353043,6740.281097023469,0.0960640988343197,171305,8.547300668595948,21.130625686059275,605x700,423500,sparse,Learned,2971,14,72,19316,43.904091406463095,0.965900697002054,45.16699846988408,0.9999092252463144,0.07576228077958182,0.9866468103823107,15,17,0.25,88,17844,44.347721458101326,0.9690730597078672,0.9998998320932646,44.79853404089028,0.9993956932178014,0.0757698316841557,4216,40.93764339061204,0.9470204107651331,0.999721966293039,38.56727547256676,0.9900680654383931,0.07626743577071454,-10.530012582711173,0.01309193106038764,-18.962104452306296,-0.19924264995712027,True,0.9999773729312561,0.9628205838445248,0.09014403148132455,45.26151572051633,0.9998349941648033,im0004
im0005.png,0.1173972836507092,0.6862988075754033,0.8139705780402923,0.866739502746117,0.7672582795305434,0.9959513106998042,27.649320677734018,0.9987367373026348,33.0150611022841,1.0,0.999312191429982,0.9992240633953378,21.894547350738065,0.6453494575335977,26534,19,164,339,106,2.0847705349313066,8.631578947368421,3421,3566,8636.631877055723,2.3155684262749325,0.10420718751627858,-6.965955244697675e-05,-13.578718296232303,-0.0037978911762992507,-0.0010458458061476383,0.8962547625594093,16974.337100982666,0.10371655452587723,19,164,-145,339,106,2.0847705349313066,8.631578947368421,20,15,3421,3566,2976,2.4219382717486595,2.3155684262749325,8636.631877055723,0.10420718751627858,198942,7.497625687796789,15.960654254918218,605x700,423500,sparse,Learned,3541,20,64,26332,41.83600475736495,0.9576384939041473,41.22461559369776,0.9997825831087824,0.10374523744059075,0.9989867025403758,22,87,0.0,84,23676,42.312460483723015,0.9627310711574733,0.9997515010536902,40.870051340314085,0.9993666228150274,0.10386184051168242,2908,34.26996126571676,0.8654492516800922,0.997678093424333,29.757092751583762,0.9999999999999998,0.10582187076898927,-8.209554491413662,0.0003254888896061514,-19.94145740662688,-0.3122890363705496,True,0.9999999173696581,0.9992239808291118,0.11746694320315618,41.22803897396632,0.9997492018761035,im0005
im0044.png,0.061107257013557056,0.645849844138004,0.7848223171005746,0.7452295311833201,0.8288581502576621,0.9974173945032732,27.503367315508385,0.999113968229913,32.914347007243755,1.0,0.9999640113768228,0.8400606209029373,21.777525414594045,0.675241741673057,29381,12,161,318,82,2.074630603556223,13.416666666666666,3993,4142,7869.570791844857,2.434884778783938,0.09621342470262702,0.006016285888968742,-14.295896244826373,-0.002450766441553842,-0.0007413721023871167,0.9365380256732533,15509.104490280151,0.06730929034402526,12,161,-149,318,82,2.074630603556223,13.416666666666666,13,17,3993,4142,3593,1.8999446624444327,2.434884778783938,7869.570791844857,0.09621342470262702,197863,6.734386167931657,14.414077124672408,605x700,423500,dense,Learned,4193,13,69,28715,42.98491841455497,0.9683290106485316,41.783877075066904,0.9998553403323002,0.06346197432674675,0.7886521659101823,80,62,0.0,88,28508,43.44209788438665,0.9721997205090775,0.9998585546963251,41.89979868827073,0.8733484658715622,0.06382160971290914,2915,34.578835912973176,0.8855476247367007,0.9986975416483107,30.38951148953253,0.79741792572577,0.06697222602271173,-8.869530067823149,0.2113118454666405,-21.207392999960923,-0.29308726897547466,True,0.9997432736945809,0.8398449552434049,0.055090971124588314,41.79926356033476,0.999868160944827,im0044
im0077.png,0.07381503835461187,0.6612688091367597,0.7961009145538257,0.6932270045881582,0.9348280840281665,0.9967024723382034,29.322217034068046,0.9974966366902249,33.159928405576224,1.0,1.0,0.8049188440681343,24.507214656723466,0.6698303407961219,31490,4,244,494,97,2.1171588967537223,61.0,4097,4337,10777.857636939461,2.5337450657933696,0.11163556818586971,0.0018315842908316615,-12.230485213030988,-0.0029875900117500853,-0.002067882047757652,0.8940299543053118,19395.598888397217,0.10869532445409251,4,244,-240,494,97,2.1171588967537223,61.0,4,30,4097,4337,3506,2.4850951434031106,2.5337450657933696,10777.857636939461,0.11163556818586971,210477,6.683931406795808,13.448713877421403,605x700,423500,sparse,Learned,4217,4,71,31177,41.842872144853935,0.9557141735679009,41.31096482986483,0.9995645187379826,0.10597004569468811,0.9725647316145577,54,142,0.0,86,28452,42.0546407467664,0.958907813960747,0.999465814640989,40.562244579134926,0.9755020702907863,0.1067642862556056,2537,34.02815935551172,0.852011975831096,0.9952898003053641,29.676089006180714,0.9989909133633477,0.10863611039756066,-8.151036424288606,0.027435268385442302,-17.33565748813047,-0.285883832771779,True,0.9999999999778111,0.804918844050274,0.0719834540637802,41.552702247099035,0.9996900623499535,im0077
im0081.png,0.06057358310169746,0.6578797863879104,0.7936399150161059,0.7002902757619739,0.9157045706152143,0.9975270427194307,33.0526534033561,0.9978352523637484,34.73488501266991,1.0,1.0,0.8480415496019857,26.304588145235023,0.7248225667062725,27141,3,211,424,79,2.1114086770219602,70.33333333333333,3734,3942,9743.855982596026,2.5177187201934634,0.10906557139356678,0.0002610633572200996,-8.63199381657256,-0.002116798136934883,-0.0016615086425970649,0.915126141980302,18939.87798690796,0.0853249603706865,3,211,-208,424,79,2.1114086770219602,70.33333333333333,3,27,3734,3942,3231,2.4718051706230173,2.5177187201934634,9743.855982596026,0.10906557139356678,204318,7.528020338233668,15.603699200471612,605x700,423500,sparse,Learned,3854,3,69,27097,41.79127334185509,0.9520389270520803,41.36282815214473,0.9994967610063454,0.08487385801969803,0.9755014869998017,70,278,0.0,86,25848,42.152228362364845,0.9563723373650249,0.9994527405212561,41.007899469406965,0.988539468084942,0.08505746368110625,2930,35.72465109130421,0.8767294352394392,0.9968161161651472,31.85147729704047,0.9999735989100627,0.0896190296243996,-6.627943139474816,0.02449851300019834,-15.486685196620066,-0.22721636034580772,True,1.0,0.8480415496019857,0.060312519744477364,41.684647219928664,0.9996438408563656,im0081
im0082.png,0.07756731055195938,0.6791281403135324,0.8089056743301596,0.7220689817761746,0.9194836385469829,0.9969950108232918,29.925460592565045,0.9977906863058504,32.84435566538309,1.0,1.0,0.759595437988265,24.23394490395249,0.662669819917183,29995,3,231,469,93,2.1165644171779143,77.0,3912,4140,10123.06326884599,2.4927936902075456,0.10601289422752262,-0.00765724054004896,-11.202104616931614,-0.0027417319738068935,-0.0018276012557831844,0.887108448528794,19024.321794509888,0.10907078348580812,3,231,-228,469,93,2.1165644171779143,77.0,3,29,3912,4140,3350,2.4451843644555247,2.4927936902075456,10123.06326884599,0.10601289422752262,209629,6.98879813302217,14.11901983663944,605x700,423500,sparse,Learned,4032,3,70,29606,41.61017915906066,0.9520089631185303,41.05933389298934,0.9996182875616336,0.11289155147120598,0.9999997888947665,11,98,0.0,87,29412,42.348591236341306,0.9598406722004343,0.9996040432865161,41.01910883712123,0.9999998279628776,0.1140270674554072,2883,34.83523859924578,0.8688244041674409,0.9970107685170964,30.38545929491258,0.9999999999999992,0.11624594086204273,-8.214978227606252,2.111052335163066e-07,-17.376234255108166,-0.28933914320134735,True,0.9999999996893952,0.7595954377523311,0.08522455109200834,41.12756520949666,0.9997367427970987,im0082
im0139.png,0.07659258748015736,0.6625832163398396,0.7970526946597115,0.7433064065437179,0.8591772616495874,0.9974334663820007,32.23026386097529,0.9982132154729232,35.2049430940346,1.0,0.9999999949808237,0.8893489857018161,25.497486721823634,0.7294588776422687,25501,7,192,398,95,2.103525461667599,27.428571428571427,3574,3759,9094.433674248276,2.52051364715098,0.10398726474753386,-0.003021433062424736,-10.889170409802368,-0.0023149261348011096,-0.001448142995796986,0.9052821640786579,16003.03602218628,0.0920755989853132,7,192,-185,398,95,2.103525461667599,27.428571428571427,8,20,3574,3759,3081,2.4193758111860086,2.52051364715098,9094.433674248276,0.10398726474753386,191340,7.503235167248343,16.607191874828438,605x700,423500,sparse,Learned,3694,8,70,25292,42.804288436597126,0.9607245905485701,43.09796764307534,0.9996613584687202,0.09471783592134204,0.9999999985749956,11,172,0.0,87,22898,43.20031545885818,0.9653544035100898,0.9996073504575039,42.4028203768723,0.9999999999857249,0.0956032971174803,3404,36.92265196064032,0.9053275632142072,0.9980270308276846,33.79190225331694,0.9999999999999999,0.09995198095025094,-7.893024549040746,-3.5941718490306584e-09,-17.306801714773492,-0.23126571290630138,True,1.0,0.8893489857018161,0.0796140205425821,43.11943427077766,0.9997483925168018,im0139
